"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"AUXILIAR DE DEPOSITO",NA,"Auxiliar","Logística - Distribución","Hace 3 semanas "," AUXILIAR DE DEPOSITO","montevideo","/anuncio/auxiliar-de-deposito-zrqqz",2019-02-20 00:14:17
"FIAMBRERA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," FIAMBRERA para autoservice de Punta Carretas domingo libre","montevideo","/anuncio/fiambrera-6g6u5",2019-02-20 00:14:17
"CHOFER DE SEMIRREMOLQUE","Choferes Uruguay","Peon","Servicios - Oficios","Hace 3 semanas ","CHOFER PARA SEMIRREMOLQUE SIN LIMITE DE CARGA Requisitos excluyentes: 3 años en planilla de empresa profesional de carga y curso de ISEV o CEPA aprobado. S ...","montevideo","/anuncio/chofer-de-semirremolque-pqyzd",2019-02-20 00:14:17
"PINTOR AUTOMOTIZ",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," OFICIAL Pintor automotriz con ref. y experiencia,","montevideo","/anuncio/pintor-automotiz-duq85",2019-02-20 00:14:17
"DIRECTOR DE PROYECTOS","Berkes","Gerente","Producción","Hace 3 semanas ","Berkes es una empresa líder en el sector de la Construcción, Industria y Energía. Un pilar fundamental de la Organización, son los colaboradores que permit ...","montevideo","/anuncio/director-de-proyectos-e3y3h",2019-02-20 00:14:17
"CAJERA/O",NA,"Auxiliar","Ventas - Comercial","Hace 3 semanas "," Para Shop Estación de Servicio. Rbla. y Gallinal.","montevideo","/anuncio/cajera-o-ngg5t",2019-02-20 00:14:17
"DOMESTICA","MODIFER  SA","Auxiliar","Servicios - Oficios","Hace 3 semanas ","SE SOLICITA DOMESTICA CON CAMA O RETIRO TODA TAREA CON COCINA,VIVA EN ZONA PIEDRAS BLANCAS,EDAD 40-50 CON REFERENCIAS COMPROBABLES  TODA TAREA","montevideo","/anuncio/domestica-g3rjr",2019-02-20 00:14:17
"TELEFONISTA CON EXPERIENCIA PARA MONTEVIDEO.","Importante empresa","Auxiliar","Administración - Secretariado","Hace 3 semanas ","De Lunes a Viernes, 6 horas diarias. Telefonista","montevideo","/anuncio/telefonista-con-experiencia-para-montevideo-988qt",2019-02-20 00:14:17
"GUÍA PROFESIONAL","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Requisitos excluyentes: -	Guía profesional.  -	Experiencia en paseos nacionales e internacionales -	Acompañamiento de grupos  -	Empatía con el adulto mayor ...","montevideo","/anuncio/guia-profesional-b55me",2019-02-20 00:14:17
"CONTADOR SENIOR","ADVICE","Profesional","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Profesional egresado de la carrera de Contador Público. Será excluyente que cuente con conocimientos avanzados de idioma inglés y Excel. Se valorará contar ...","montevideo","/anuncio/contador-senior-ygsej",2019-02-20 00:14:17
"VENDEDORA",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas "," Femenina mayores de 35 años para empresa internacional, podrás independizarte económicamente con tiempo libre, rubro calidad de vida.","montevideo","/anuncio/vendedora-t6uye",2019-02-20 00:14:17
"ARTISTAS Y ARTESANOS",NA,"Otros","Arte - Diseño - Comunicación","Hace 3 semanas "," Que puedan producir y entregar obras y porductos de buena calidad. ","montevideo","/anuncio/artistas-y-artesanos-zzsbq",2019-02-20 00:14:17
"ILUSTRADOR",NA,"Analista","Arte - Diseño - Comunicación","Hace 3 semanas "," Empresa busca ilustrador o diseñador gráfico","montevideo","/anuncio/ilustrador-pe7u3",2019-02-20 00:14:17
"COCINERA",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," COCINERA restobar zona Cordon lun. a vier. 8 a 17 hs. c/mucha exper iencia en cocina casera, minutas, plancha, olla.","montevideo","/anuncio/cocinera-7859s",2019-02-20 00:14:17
"EMPLEADA DOMÉSTICA","Empleada doméstica","Auxiliar","Servicios - Oficios","Hace 3 semanas ","Señora mayor de 40 años para tareas domésticas en el horario de 10.00 a 18.00 horas, de lunes a viernes. Barrio Carrasco Norte. Enviar CV con referencias.  ...","montevideo","/anuncio/empleada-domestica-36ush",2019-02-20 00:14:17
"COCINERO","Empanadas Don Pedro","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Cocinero con experiencia, en restaurante comida rapida. Responsable,  con ganas progresar. viva zona ciudad de la costa, Para casa de Empanadas Don Pedro. ","montevideo","/anuncio/cocinero-ebr6u",2019-02-20 00:14:17
"PIZZERO AUXILIAR","la barra","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","pizzero pizzero con experiencia","montevideo","/anuncio/pizzero-auxiliar-d5j58",2019-02-20 00:14:17
"TÉCNICO EN TECNOLOGÍAS DE LA INFORMACIÓN","MECALUX URUGUAY","Técnico / Especialista","Tecnologías de la información","Hace 3 semanas ","-Desarrollar, testear e implantar sistemas customizados. -Análisis, definición y arquitectura de sistemas y banco de datos relacionales: SQL Sever, Oracle. ...","montevideo","/anuncio/tecnico-en-tecnologias-de-la-informacion-shv32",2019-02-20 00:14:17
"TÉCNICO EN MANTENIMIENTO Y POST-VENTA","MECALUX  URUGUAY","Técnico / Especialista","Producción","Hace 3 semanas ","Montaje y puesta en marcha de sistemas de almacenaje automático Reparaciones mecánicas Resolución de fallas electromecánicas y/o sistemas mantenimientos pr ...","montevideo","/anuncio/tecnico-en-mantenimiento-y-post-venta-utyu6",2019-02-20 00:14:17
"MAESTRO","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Empresa gastronómica se encuentra en la búsqueda de Maestro Panadero con experiencia comprobada de 2 años como mínimo en planta de elaboración o similares. ...","montevideo","/anuncio/maestro-396uy",2019-02-20 00:14:17
"LICENCIADO EN TRABAJO SOCIAL","CET PVS","Profesional","Trabajo Social – Pasantías","Hace 3 semanas ","Asesoramiento a cooperativas de vivienda Asesoramiento a cooperativas de vivienda","montevideo","/anuncio/licenciado-en-trabajo-social-72qdv",2019-02-20 00:14:17
"MOZO",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Para barra","montevideo","/anuncio/mozo-7atb8",2019-02-20 00:14:17
"INSTALADOR",NA,"Oficial","Servicios - Oficios","Hace 3 semanas "," INSTALADOR audio y alarma con ganas de trabajar, preferentemente extranjero","montevideo","/anuncio/instalador-g63gj",2019-02-20 00:14:17
"DOMESTICA",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas "," Para Montevideo mujer del interior hasta 45 años, se ofrece viviend a alimentacion y dinero","montevideo","/anuncio/domestica-zt4rr",2019-02-20 00:14:17
"COCINERO",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Con experienica comida armenia hoario cortado","montevideo","/anuncio/cocinero-ntjv4",2019-02-20 00:14:17
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," Taxi 141 Libreta categoría E Con referencias Titulares y suplentes trato con el dueño","montevideo","/anuncio/chofer-3uh6z",2019-02-20 00:14:17
"CHOFER PARA TAXI",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," efectivo, horario nocturno","montevideo","/anuncio/chofer-para-taxi-m96z8",2019-02-20 00:14:17
"LICENCIADO EN TRABAJO SOCIAL","CET PVS","Profesional","Trabajo Social – Pasantías","Hace 3 semanas ","Asesoramiento a cooperativas de vivienda, llamado para todo el país, en especial los departamentos de Durazno, Colonia (Carmelo), Rocha (Chuy) y Tacuarembó ...","montevideo","/anuncio/licenciado-en-trabajo-social-jv32p",2019-02-20 00:14:17
"CHOFER REPARTIDOR, VENDEDOR",NA,"Peon","Servicios - Oficios","Hace 3 semanas ","Para /reparto de productos de limpieza libreta de conductor camión 3.500 kg c/ experiencia . Para /reparto de productos de limpieza libreta de conductor ca ...","montevideo","/anuncio/chofer-repartidor-vendedor-4ttm6",2019-02-20 00:14:17
"CADETE CON MOTO PARA COLOCAR PUBLICIDAD Y VOLANTEO","toc","Auxiliar","Cadetería - Cobranzas","Hace 3 semanas ","· Hacer un recorrido diario en moto por una ruta definida de Escuelas en Montevideo y Area Metropolitana para la colocación de tarjetones publicitarios en  ...","montevideo","/anuncio/cadete-con-moto-para-colocar-publicidad-y-volanteo-nzsm3",2019-02-20 00:14:17
"PROMOTOR / VENDEDOR DE SERVICIO DE COMPAÑÍA","Alcance Servicio de Compañía","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","En Alcance contamos con 23 años haciendo los que más nos gusta, acompañar a nuestros socios. Hemos crecido en forma sólida y constante, sin perder la calid ...","montevideo","/anuncio/promotor-vendedor-de-servicio-de-compania-5s52m",2019-02-20 00:14:17
"EJECUTIVO DE VENTAS","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Conocimientos en el área comercial (excluyente) Disponibilidad horaria y para giras al interior. Conocimientos en el área comercial (excluyente) Disponibil ...","montevideo","/anuncio/ejecutivo-de-ventas-59jbm",2019-02-20 00:14:17
"CAJERA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Para zona Carrasco","montevideo","/anuncio/cajera-vuj53",2019-02-20 00:14:17
"AYUDANTE DE PIZZERO",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Cortador para pizzeria Carrasco","montevideo","/anuncio/ayudante-de-pizzero-qttdj",2019-02-20 00:14:17
"COMMUNITY MANAGER",NA,"Analista","Arte - Diseño - Comunicación","Hace 3 semanas "," Nuestra búsqueda se orienta a personas entre 20 y 30 años con formación técnica en Diseño Web y/o Grafico. Será necesario contar con previa experiencia en ...","montevideo","/anuncio/community-manager-d9j9q",2019-02-20 00:14:17
"FIAMBRERA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Para Supermercado c/experiencia. Horario de 14:00 a 22:00 horas.","montevideo","/anuncio/fiambrera-6tr7a",2019-02-20 00:14:17
"AUXILIAR CONTABLE",NA,"Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 3 semanas "," Solo con experiencia Para distribuidora zona Las Piedras.","montevideo","/anuncio/auxiliar-contable-tqye5",2019-02-20 00:14:17
"GUARDIA DE SEGURIDAD",NA,"Auxiliar","Seguridad - Vigilancia","Hace 3 semanas "," Trabajo fijo, capacitación, remuneración por encima del laudo.","montevideo","/anuncio/guardia-de-seguridad-e9p2q",2019-02-20 00:14:17
"ADMINISTRATIVO DE OBRAS","Berkes","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Si sos responsable y proactivo, te caracterizas por buscar siempre la mejor manera de hacer las cosas y te apasiona formar parte de proyectos desafiantes d ...","montevideo","/anuncio/administrativo-de-obras-mnvbq",2019-02-20 00:14:17
"ILUSTRADORES Y ESCRITORES","Importante empresa","Otros","Llamados - Concursos","Hace 3 semanas ","Ilustrar y escribir sobre temas históricos internacionales, culturales   y comerciales. Se suministraran temas y fotos con formatos específicos para la ela ...","montevideo","/anuncio/ilustradores-y-escritores-4g3hq",2019-02-20 00:14:17
"TOP SYSTEMS: DESARROLLADOR JAVA & REACT","ADVICE","Analista","Tecnologías de la información","Hace 3 semanas ","Personas con formación en carreras vinculadas al área de Sistemas. Deberán contar con manejo de inglés y portugués a nivel intermedio (no excluyente). Será ...","montevideo","/anuncio/top-systems-desarrollador-java-react-5u96z",2019-02-20 00:14:17
"ROCHE: ANALISTA DE RECURSOS HUMANOS (CONTRATO A UN AÑO)","ADVICE","Analista","Administración - Secretariado","Hace 3 semanas ","Estudiante avanzado de Lic. en Administración o Recursos Humanos con gusto por aprender nuevos sistemas, procesos de Recursos Humanos y generalidades admin ...","montevideo","/anuncio/roche-analista-de-recursos-humanos-contrato-a-un-ano-5baqj",2019-02-20 00:14:17
"PEON ALBAÑIL - JORNAL 15 DÍAS","Empresa con trabajos jornaleros","Peon","Construcción - Arquitectura","Hace 3 semanas ","Trabajos varios remoción de material, picar, y demas funciones dentro su categoria Cumplir horario y ordenes.","montevideo","/anuncio/peon-albanil-jornal-15-dias-vzsjs",2019-02-20 00:14:17
"SANITARIO POR JORNAL 10 DÍAS","Empresa con trabajos jornaleros","Técnico / Especialista","Construcción - Arquitectura","Hace 3 semanas ","Termofusionar caños de 2"" y realizar conexiones varias. Corroborar que las conexiones no pierdan.","montevideo","/anuncio/sanitario-por-jornal-10-dias-6r8j8",2019-02-20 00:14:17
"BRUSHINISTA",NA,"Auxiliar","Servicios - Oficios","Hace 2 semanas ","  solo con experiencia, Zona Carrasco Nivel Uno","montevideo","/anuncio/brushinista-gtj8g",2019-02-20 00:14:17
"REPONEDOR PARA SUPERMERCADO DE 18 A 20 AÑOS CON FOTO","Importante empresa","Auxiliar","Ventas - Comercial","Hace 2 semanas ","TAREAS VARIAS TAREAS VARIAS","montevideo","/anuncio/reponedor-para-supermercado-de-18-a-20-anos-con-foto-nzbpu",2019-02-20 00:14:17
"CHOFER UBER",NA,"Peon","Servicios - Oficios","Hace 2 semanas "," CHOFER para UBER para 2 turnos, libreta E., empresa","montevideo","/anuncio/chofer-uber-94evb",2019-02-20 00:14:17
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 2 semanas "," CHOFER","montevideo","/anuncio/chofer-988uh",2019-02-20 00:14:17
"REPONEDOR EXTERNO","Importante empresa","Auxiliar","Ventas - Comercial","Hace 2 semanas ","Concurrirá a los supermercados que el supervisor del grupo le otorgue con el fin de ordenar la mercadería del cliente y relevar datos de interés (reposició ...","montevideo","/anuncio/reponedor-externo-hvete",2019-02-20 00:14:17
"FONOAUDIÓLOGO",NA,"Técnico / Especialista","Salud","Hace 2 semanas "," Tratamiento y evaluación de niños en centro de reeducación  10 horas a la semana  Día a convenir ingresos $ 50.000 mensuales aproximadamente Requisito ...","montevideo","/anuncio/fonoaudiologo-d8tam",2019-02-20 00:14:17
"LIMPIADOR /A",NA,"Auxiliar","Servicios - Oficios","Hace 2 semanas "," LIMPIADOR /a para tareas varias zona nuevo Paris varios turnos","montevideo","/anuncio/limpiador-a-n9qrj",2019-02-20 00:14:17
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 2 semanas "," CHOFER para Taxi con o sin experiencia. Ambos turnos","montevideo","/anuncio/chofer-qptjh",2019-02-20 00:14:17
"CONTADOR JUNIOR EN PARQUE BATLLE",NA,"Asistente","Finanzas - Contabilidad - Auditoria","Hace 2 semanas ","- contabilidad y conciliaciones - cierres de balance - liquidación de sueldos en GNS - liquidaciones fiscales - informes a clientes. - consultas de cliente ...","montevideo","/anuncio/contador-junior-en-parque-batlle-7yu2u",2019-02-20 00:14:17
"AYUDANTE DE COCINA","Importante empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Las funciones son colaborar en la elaboración de alimentos en la cocina Sus responsabilidades serán elaboración de empanadas, menú, y pastelería , mantener ...","montevideo","/anuncio/ayudante-de-cocina-dbt2b",2019-02-20 00:14:17
"REPONEDORA",NA,"Auxiliar","Atención al cliente","Hace 2 semanas "," Para minimercado Viva en la zona con epxeriencia y locomoción  Horaro vespertino Al postularse adjuntar foto","montevideo","/anuncio/reponedora-ybqpq",2019-02-20 00:14:17
"FLETERO","LAVADERO INDUSTRIAL","Peon","Logística - Distribución","Hace 2 semanas ","SE NECESITA FLETERO PARA LAVADERO INDUSTRIAL DE ROPA. CON CAMIONETA PROPIA . CAMIONETA MEDIANA Y CERRADA TIENE QUE SER. TRABAJO TODOS LOS DIAS DE LUNES A D ...","montevideo","/anuncio/fletero-3ymvu",2019-02-20 00:14:17
"MANICURA Y PEDICURA","Importante empresa","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas ","Buscamos personas con experiencia o conocimientos previos para realizar servicios de esmaltados semipermanentes, manicura, pedicura, esculpido de uñas, acr ...","montevideo","/anuncio/manicura-y-pedicura-me3ah",2019-02-20 00:14:17
"MAQUINISTA",NA,"Oficial","Producción","Hace 2 semanas "," con experiencia en todo tipo de prendas.","montevideo","/anuncio/maquinista-4688d",2019-02-20 00:14:17
"PIZZERO",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Con experiencia y referencias.","montevideo","/anuncio/pizzero-rrp4t",2019-02-20 00:14:17
"CAJERA",NA,"Auxiliar","Ventas - Comercial","Hace 2 semanas "," Para minimercado y pista, con disponibilidad horaria. Sexo femenino.","montevideo","/anuncio/cajera-h5pje",2019-02-20 00:14:17
"CORTADOR",NA,"Técnico / Especialista","Servicios - Oficios","Hace 2 semanas "," O ayudante de cortador para carnicería. Horario cortado. ","montevideo","/anuncio/cortador-z2npz",2019-02-20 00:14:17
"JEFE DE PRODUCCIÓN DE LÍNEA VETERINARIA","ADVICE","Jefe","Producción","Hace 2 semanas ","Definirá la planificación de la producción de acuerdo a los previstos de ventas. Realizará el control y seguimiento del plan de producción, asegurando el c ...","montevideo","/anuncio/jefe-de-produccion-de-linea-veterinaria-3z6qa",2019-02-20 00:14:17
"AUXILIAR CONTABLE","Estudio contable","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Liquidación de sueldos, dominio de GNS y ATYRO dominio de página de bps, altas bajas de personal, confección de nóminas,envío a BPS. Requisito excluyente:  ...","montevideo","/anuncio/auxiliar-contable-htv88",2019-02-20 00:14:17
"CHOFER CON LIBRETA CATEGORIA B","Importante empresa","Peon","Servicios - Oficios","Hace 3 semanas ","Chofer con buena presencia, libreta categoria B (excluyente). Distribución para Montevideo y Ciudad de Costa. * Puntualidad *Descarga de Mercadería * Organ ...","montevideo","/anuncio/chofer-con-libreta-categoria-b-m3nvu",2019-02-20 00:14:17
"CONDUCTOR",NA,"Peon","Servicios - Oficios","Hace 2 semanas "," SI te gusta manejar y tratar con público, sos cuidadoso y responsable, tenés libreta CAT E de Montevideo y estás dispuesto a trabajar ?","montevideo","/anuncio/conductor-taq39",2019-02-20 00:14:17
"CAJERA ABITAB",NA,"Auxiliar","Ventas - Comercial","Hace 2 semanas "," para suplencia Zona Lezica, con experiencia en ABITAB excluyente","montevideo","/anuncio/cajera-abitab-4r2j2",2019-02-20 00:14:17
"FIAMBRERO/A",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","  si realmente necesitas trabajar y tenes amabilidad con  el publico no importa si tienes mas de 40 años.","montevideo","/anuncio/fiambrero-a-dpvs7",2019-02-20 00:14:17
"CHOFER PARA TAXI","Empresa Taxi","Peon","Servicios - Oficios","Hace 2 semanas ","Chofer para Taxi:  Trato directo con propietario.  Trabajo efectivo. Turno diurnos o nocturno a convenir. Se prioriza responsabilidad y buen trato del vehí ...","montevideo","/anuncio/chofer-para-taxi-rvgvq",2019-02-20 00:14:17
"OFICIAL MANTENIMIENTO INDUSTRIA Y COMERCIO",NA,"Oficial","Servicios - Oficios","Hace 2 semanas "," La búsqueda se orienta a un Oficial de Mantenimiento para tiendas a nivel  retail en Montevideo e Interior. Se valoraran conocimientos de Pintura, albañi ...","montevideo","/anuncio/oficial-mantenimiento-industria-y-comercio-mas68",2019-02-20 00:14:17
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 2 semanas "," Para aplicaciones con empresa Literal E.","montevideo","/anuncio/chofer-pu2d5",2019-02-20 00:14:17
"MAESTRA DE INICIAL",NA,"Profesional","Educación - Recreación - Deportes","Hace 2 semanas ","  titulada para Colegio. Turno vespertino  ","montevideo","/anuncio/maestra-de-inicial-vbepm",2019-02-20 00:14:17
"VOLANTERA",NA,"Auxiliar","Ventas - Comercial","Hace 2 semanas "," de 18 a 20 años para colegio","montevideo","/anuncio/volantera-j48hh",2019-02-20 00:14:17
"AUXILIAR PARA JARDIN",NA,"Auxiliar","Educación - Recreación - Deportes","Hace 2 semanas "," Jardin de Infantes.  (femenino) Referencias","montevideo","/anuncio/auxiliar-para-jardin-39y8v",2019-02-20 00:14:17
"MANICURA ,BRUSHINISTA","Estética unisex","Auxiliar","Servicios - Oficios","Hace 2 semanas ","Brushing,manos Buena disposición","montevideo","/anuncio/manicura-brushinista-p52y5",2019-02-20 00:14:17
"VENDEDOR",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," Muebles de baños cocina y griferia para localidades de Trinidad Durazno y Paso de los Toros Mayor de 25 años, experiencia previa","montevideo","/anuncio/vendedor-tt46s",2019-02-20 00:14:17
"AUXILIAR LOGISTICA",NA,"Jefe","Logística - Distribución","Hace 2 semanas "," Para las localidades de Trinidad Durazno y Paso de los Toros  Mayor de 25 años, con experiencia previa.","montevideo","/anuncio/auxiliar-logistica-j2d5t",2019-02-20 00:14:17
"AUXILIAR ADMINISTRATIVO",NA,"Auxiliar","Administración - Secretariado","Hace 2 semanas "," Para administrar redes sociales para lccalidades de Trinidad Durazno y Paso de los Toros mayor de 25 años experienica previa","montevideo","/anuncio/auxiliar-administrativo-p8pyj",2019-02-20 00:14:17
"VENDEDOR",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," Para Trinidad Durazno Paso de los Toros ,mayor de 25 años, experiencia previa","montevideo","/anuncio/vendedor-ggtnt",2019-02-20 00:14:17
"VENDEDOR",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," Ferreteria y barraca para localidades: Trinidad Durazno Paso de los Toros mayor 25 años experiencia previa,","montevideo","/anuncio/vendedor-bzvah",2019-02-20 00:14:17
"AUXILIAR DE LOGÍSTICA",NA,"Jefe","Logística - Distribución","Hace 2 semanas "," La búsqueda se orienta a un operario para importante empresa del área Logística para Montevideo.  Entre las tareas principales se encuentra la de; Carga ...","montevideo","/anuncio/auxiliar-de-logistica-84h56",2019-02-20 00:14:17
"COCINERO PARRILLERO",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Ambos sexos","montevideo","/anuncio/cocinero-parrillero-zzeq6",2019-02-20 00:14:17
"MOZA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Solo sexo femenino y con dominio de idioma ingles","montevideo","/anuncio/moza-yy2dg",2019-02-20 00:14:17
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 2 semanas ","  para taxi, efectivo, turno nocturno., no es flota, solo referencias comprobables","montevideo","/anuncio/chofer-46y98",2019-02-20 00:14:17
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 2 semanas "," Para taxi 141, diurno , trato con dueño, coche impecable, con experiencia.","montevideo","/anuncio/chofer-vq6aq",2019-02-20 00:14:17
"CHOFERES",NA,"Peon","Servicios - Oficios","Hace 2 semanas "," Remises La Española Imprescindible libreta profesional categoría E de Montevideo.","montevideo","/anuncio/choferes-nm365",2019-02-20 00:14:17
"VENDEDOR/A",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," Para farmacia en Cuidad de la Costa Idoneidad y experiencia","montevideo","/anuncio/vendedor-a-m2v22",2019-02-20 00:14:17
"PEON",NA,"Peon","Producción","Hace 2 semanas "," Tareas varias con licencdia de conducir categoria C excluyente de 25 a 35 años","montevideo","/anuncio/peon-mt72u",2019-02-20 00:14:17
"PROFESORA DE INGLES",NA,"Profesional","Educación - Recreación - Deportes","Hace 2 semanas "," Para instituto en Parque Posadas","montevideo","/anuncio/profesora-de-ingles-5bg6j",2019-02-20 00:14:17
"CHOFER","1919 y 141","Oficial","Servicios - Oficios","Hace 2 semanas ","trabajo principalmente fines de semana responsabilidad y dedicacion para el auto","montevideo","/anuncio/chofer-n6vye",2019-02-20 00:14:17
"PINTOR DE AUTOS",NA,"Oficial","Servicios - Oficios","Hace 2 semanas "," Medio oficial preparador","montevideo","/anuncio/pintor-de-autos-994dr",2019-02-20 00:14:17
"VENDEDOR/A",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," para venta a comercios en general de productos de consumo masivo.  La idea es integrarse a empresa en expansión, ser brinda vehículo  para trabajar","montevideo","/anuncio/vendedor-a-b6rvj",2019-02-20 00:14:17
"BRUSHINISTA",NA,"Auxiliar","Servicios - Oficios","Hace 2 semanas "," BRUSHINISTA","montevideo","/anuncio/brushinista-geu95",2019-02-20 00:14:17
"CHOFER DE TAXI",NA,"Peon","Servicios - Oficios","Hace 2 semanas "," chofer taxi para importante flota  para ambos turnos y suplencias , imprescindible ref. laborales y libreta categoría E , 100 % cumplimiento de Laudo .","montevideo","/anuncio/chofer-de-taxi-58j7r",2019-02-20 00:14:17
"RECEPCIONISTA",NA,"Auxiliar","Administración - Secretariado","Hace 2 semanas "," Con experiencia en caja selecciona importante clinica de medicina estetica.","montevideo","/anuncio/recepcionista-52bnz",2019-02-20 00:14:17
"PEON",NA,"Peon","Producción","Hace 2 semanas "," planta de alimentos, con carne de manipulador excluyente.","montevideo","/anuncio/peon-zyma8",2019-02-20 00:14:17
"CASEROS","  ","Auxiliar","Seguridad - Vigilancia","Hace 2 semanas ","Pareja sin hijos que deberá ejercer de caseros en una residencia ubicada en Carrasco (Montevideo). Serán responsables del mantenimiento general de las inst ...","montevideo","/anuncio/caseros-3hr27",2019-02-20 00:14:17
"VENDEDOR","Momentos Saludables","Auxiliar","Logística - Distribución","Hace 2 semanas ","Orientamos nuestra búsqueda a jóvenes activos y dinámicos, con afán de superación, capacidad de trabajo por objetivos y de trabajo en equipo. Se requiere b ...","montevideo","/anuncio/vendedor-8hbub",2019-02-20 00:14:17
"BRUSHINISTA",NA,"Auxiliar","Servicios - Oficios","Hace 2 semanas "," BRUSHINISTA/ Cortador/ Colorista buena remuneración 44 hs sem. Salón Redken c/manejo en la línea","montevideo","/anuncio/brushinista-28h3u",2019-02-20 00:14:17
"CAJERA PARA HORARIO DE 15:00 A 23:00 HRS.",NA,"Auxiliar","Ventas - Comercial","Hace 2 semanas "," CAJERA para cubrir horario de 15:00 a 23:00 hrs. Mayor de 24 años. Enviar C.V con FOTO","montevideo","/anuncio/cajera-para-horario-de-15-00-a-23-00-hrs-2m43q",2019-02-20 00:14:17
"PISTERO PARA ESTACION DE SERVICIO",NA,"Auxiliar","Atención al cliente","Hace 2 semanas "," PISTERO para Estación de Servicio. Enviar CV con foto a:","montevideo","/anuncio/pistero-para-estacion-de-servicio-6pans",2019-02-20 00:14:17
"AUXILIAR DE COCINA",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Femenino a partir de 30 años. Para Colegio en Costa de Oro","montevideo","/anuncio/auxiliar-de-cocina-tm5u6",2019-02-20 00:14:17
"ESTUDIANTE DE VETERINARIA",NA,"Auxiliar","Salud","Hace 2 semanas "," para clinica de pequeños animales","montevideo","/anuncio/estudiante-de-veterinaria-ssdey",2019-02-20 00:14:17
"GERENTE DE VENTAS REGIONAL","ADVICE","Gerente","Directivos - Ejecutivos","Hace 2 semanas ","Seleccionamos para importante empresa de maquinaria y soluciones para la industria química. Buscamos: Personas con marcado perfil comercial y formación ac ...","montevideo","/anuncio/gerente-de-ventas-regional-6eutg",2019-02-20 00:14:17
"OPERARIA FEMENINA","cytrux s.a.","Peon","Producción","Hace 2 semanas ","Operaria femenina lavadero industrial operaria","montevideo","/anuncio/operaria-femenina-psnsh",2019-02-20 00:14:17
"REPARTIDORES",NA,"Auxiliar","Logística - Distribución","Hace 2 semanas "," Distribuidores y mayoristas con cartera de clientes, para panificadora y fabrica de masas","montevideo","/anuncio/repartidores-6jmz8",2019-02-20 00:14:17
"MOZO/A",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Para cafeteria con conocimientos de cocina.  Disponibilidad horaria y buena presencia.","montevideo","/anuncio/mozo-a-9mevy",2019-02-20 00:14:17
