"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"MANTENIMIENTO PARA RESIDENCIAL","Residencial","Supervisor / Encargado","Producción","Hace 1 mes ","Debe conocer de saneamiento, electricidad, albañilería y aires acondicionados. Edad 20 a 45 años. Experiencia y referencias comprobables. Lunes a sábados 8 ...","montevideo","/anuncio/mantenimiento-para-residencial-t3y6r",2019-04-14 15:16:16
"TÉCNICO EN INFORMÁTICA","A Y B REC. ORGANIZACIONALES","Técnico / Especialista","Tecnologías de la información","Hace 1 mes ","Destacada Empresa del rubro de la Salud, orienta su búsqueda hacia un técnico de informática, con sólidos conocimientos sobre redes y sistemas operativos.  ...","montevideo","/anuncio/tecnico-en-informatica-ahpbd",2019-04-14 15:16:16
"OPERARIO PARA DEPOSITO","EMPRESA MAYORISTA EN INDUMENTARIA","Auxiliar","Logística - Distribución","Hace 1 mes ","Preparación de pedidos.  Control de calidad.  Mantenimiento de inventario. Asegurar el correcto armado de pedidos a los clientes, llevar adelante los contr ...","montevideo","/anuncio/operario-para-deposito-63n9h",2019-04-14 15:16:16
"SOLDADOR-PINTURA Y ARENADO","Montich Uruguay S.A.","Auxiliar","Producción","Hace 1 mes ","soldador -pintura -arenado Deberá realizar soldadura , pintura y arenado de piezas metálicas","montevideo","/anuncio/soldador-pintura-y-arenado-jyh8g",2019-04-14 15:16:16
"VENDEDOR","Yas","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Asesoramientos y atención al cliente. Hacer seguimiento del proceso de ventas, mantener una cartera de clientes.","montevideo","/anuncio/vendedor-594mn",2019-04-14 15:16:16
"ATENCIÓN AL PÚBLICO","TejaCenter","Auxiliar","Atención al cliente","Hace 1 mes ","Cortador de carnicería Vendedor de Fiambreria Atención al público Control de mercadería","montevideo","/anuncio/atencion-al-publico-2quyv",2019-04-14 15:16:16
"VENDEDOR DE TELEFONIA CELULAR","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Vendedor de telefonía celular y  ramo tecnología en gral. Se valora experiencia en el área y  conocimientos en informática y conocimiento del idioma Ingles ...","montevideo","/anuncio/vendedor-de-telefonia-celular-b3hju",2019-04-14 15:16:16
"CONDUCTOR PROFESIONAL","Gonzalo Olivar","Peon","Servicios - Oficios","Hace 1 mes ","Chofer Profesional se ofrece para trabajar en el transporte de pasajeros con libreta Cat: F Responsable, Seriedad y Buen trato con el publico.","montevideo","/anuncio/conductor-profesional-j4hqv",2019-04-14 15:16:16
"AUXILIAR DE CAJA",NA,"Auxiliar","Atención al cliente","Hace 1 mes ","Atención al mostrador, apertura o cierre del local, limpieza y mantenimiento del mismo.Colaborar en funciones de caja, contar con experiencia en sistema sc ...","montevideo","/anuncio/auxiliar-de-caja-adpzm",2019-04-14 15:16:16
"AUXILIAR EN VENTAS",NA,"Auxiliar","Atención al cliente","Hace 1 mes ","Mayor de 25 años, excluyente, sexo masculino, flexibilidad horaria. Se desempeñará en todo lo inherente a la atención al público, armado o desarmado de vit ...","montevideo","/anuncio/auxiliar-en-ventas-z7v74",2019-04-14 15:16:16
"SERENO PARA PARKING.  AT. CLIENTE. MANEJO VEHÍCULOS","BT PERFORMANCE","Auxiliar","Servicios - Oficios","Hace 1 mes ","SE NECESITA CHOFER JUBILADO MASCULINO PARA ESTACIONAMIENTO QUE MANEJE MUY BIEN PARA TURNO NOCHE FUNCIONES: ESTACIONAR, DAR , RECIBIR VEHÍCULOS  VIGILANCIA  ...","montevideo","/anuncio/sereno-para-parking-at-cliente-manejo-vehiculos-rg7rb",2019-04-14 15:16:16
"VENDEDOR","Importante empresa","Auxiliar","Logística - Distribución","Hace 1 mes ","Importante empresa distribuidora de productos líder en el mercado Selecciona: Vendedor/a Buscamos Jóvenes emprendedores entre 18 y 33 años de edad comprome ...","montevideo","/anuncio/vendedor-5d4zh",2019-04-14 15:16:16
"SRA PARA TAREAS DOMESTICAS Y COCINA","CASA DE FAMILIA EN POCITOS","Auxiliar","Servicios - Oficios","Hace 1 mes ","TODA TAREA CON COCINA.  Lunes a viernes de 9 a 16 hs. Buenos hábitos personales Referencias comprobables actuales, incluir datos en la postulación.   Muy r ...","montevideo","/anuncio/sra-para-tareas-domesticas-y-cocina-a65vr",2019-04-14 15:16:16
"OFICIAL ALBAÑIL","Reformas","Oficial","Construcción - Arquitectura","Hace 1 mes ","Tareas de albañilería con conocimientos amplios del rubro Puntualidad, experiencia, hábito de trabajo.","montevideo","/anuncio/oficial-albanil-y62sr",2019-04-14 15:16:16
"MECÁNICO PARA MAQUINARIA VIAL Y CAMIONES","Importante empresa","Técnico / Especialista","Producción","Hace 1 mes ","Mecánico para maquinarias viales y construcción con conocimientos en hidráulica.  Se valora experiencia. Reparación de maquinarias de elevación, grúas, cam ...","montevideo","/anuncio/mecanico-para-maquinaria-essvu",2019-04-14 15:16:16
"ENCUESTADOR/A PARA LA VIA PUBLICA","Importante empresa","Auxiliar","Marketing - Publicidad","Hace 1 mes ","Se solicita encuestador para la vía pública. De lunes a viernes","montevideo","/anuncio/encuestador-a-para-la-via-publica-sbvn6",2019-04-14 15:16:16
"AUXILIAR CONTABLE Y VENTAS","Fábrica","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Las principales tareas es atención de clientes, en forma telefónica y presencial. Orden del salón de ventas. La persona será responsable de controlar los p ...","montevideo","/anuncio/auxiliar-contable-y-ventas-98r5e",2019-04-14 15:16:16
"CARPINTERO","Importante Empresa","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","Empresa  de Carpintería a medida necesita personal con experiencia. Personal con experiencia","montevideo","/anuncio/carpintero-eep9q",2019-04-14 15:16:16
"AUDITOR NOCTURNO","Grupo Bayton","Auxiliar","Administración - Secretariado","Hace 1 mes ","Personal masculino con experiencia en hotelería. Manejo de sistema opertativo Jayg u Opera. Disponibilidad horaria Idioma inglés intermedio y portugués bás ...","montevideo","/anuncio/auditor-nocturno-qhvmq",2019-04-14 15:16:16
"SANDWICHERO/A PARA CAFETERÍAS","Importante empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Empresa gastronómica se encuentra en la búsqueda de personal para uno de nuestros locales en Montevideo,el candidato deberá contar con experiencia como ayu ...","montevideo","/anuncio/sandwichero-a-para-cafeterias-h8h4t",2019-04-14 15:16:16
"COMMIS DE COCINA PARA RESTAURANTE","Savarin","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Deberá realizar tareas de preparaciones de alimentos para los diferentes servicios que ofrecemos. También estará asistiendo durante el servicio de almuerzo ...","montevideo","/anuncio/commis-de-cocina-para-restaurante-jnuu6",2019-04-14 15:16:16
"PERSONA PARA CONTROL DE PLAGAS","Grupo Bayton","Técnico / Especialista","Producción","Hace 1 mes ","Realizar tareas de fumigaciones, mantenimiento de equipos, limpiezas, completar formularios, etc. Realizar fumigaciones de acuerdo a lo dictado por el dire ...","montevideo","/anuncio/persona-para-control-de-plagas-ey87u",2019-04-14 15:16:16
"NUEVO EMPRENDIMIENTO","GALU Distribuciones","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Buscamos personas entre 20 y 35 años Proactivas y responsables para venta, distribución y formación de equipos a través de redes sociales y contacto person ...","montevideo","/anuncio/nuevo-emprendimiento-hpg7q",2019-04-14 15:16:16
"AUXILIAR DE DEPÓSITO  PARA MONTEVIDEO - ZAFRAL","CHIC PARISIEN ","Peon","Logística - Distribución","Hace 1 mes ","Funciones - Soporte en la carga y descarga de mercadería. - Armado de pedidos para futura distribución. - Control e ingreso de mercadería.  - Organización  ...","montevideo","/anuncio/auxiliar-de-deposito-para-montevideo-zafral-59pym",2019-04-14 15:16:16
"VENDEDOR DE SEGUNDA CATEGORÌA","Tienda de Vestimenta Femenina","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Responsable de local de venta de indumentaria femenina. Horarios: Lunes a Viernes de 10:30 a 19:00 y sábados de 10:00 a 14:00 hrs. Zona Centro, a pasos de  ...","montevideo","/anuncio/vendedor-de-segunda-categor-a-697ej",2019-04-14 15:16:16
"JEFE DE CONTROL DE CALIDAD","ADVICE","Jefe","Producción","Hace 1 mes ","Será responsable por asegurar un control adecuado a todos los productos comercializados por la compañía, de acuerdo a la política de calidad de la misma y  ...","montevideo","/anuncio/jefe-de-control-de-calidad-2qsgd",2019-04-14 15:16:16
"CHOFER PROFESIONAL","transporta","Peon","Servicios - Oficios","Hace 1 mes ","Transportar pasajeros mediante la aplicación de UBER Transporte de pasajeros, buen trato con estos. Cuidar y mantener la higiene del auto. Contar con horar ...","montevideo","/anuncio/chofer-profesional-u84d3",2019-04-14 15:16:16
"AUXILIAR DE VENTAS Y DESPACHO",NA,"Auxiliar","Servicios - Oficios","Hace 1 mes ","Atención al cliente, cocción y despacho de mercadería Venta telefónica y presencial, preparación de los pedidos, tareas de limpieza y acondicionamiento del ...","montevideo","/anuncio/auxiliar-de-ventas-y-despacho-esbb2",2019-04-14 15:16:16
"AUXILIAR ADMINISTRATIVO CONTABLE","Importante empresa","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Seleccionamos para importante Empresa Auxiliar Administrativo (zona Cordón) Requisitos: -Estudiante de Ciencias Económicas (Contador o Administración) -Co ...","montevideo","/anuncio/auxiliar-administrativo-contable-7grb6",2019-04-14 15:16:16
"AYUDANTE PARA MANTENIMIENTO","Importante empresa","Auxiliar","Producción","Hace 1 mes ","Seleccionamos una persona con conocimientos y experiencia en tareas de mantenimiento de locales comerciales (tareas varias de diferentes áreas). Se trata d ...","montevideo","/anuncio/ayudante-para-mantenimiento-mzmyu",2019-04-14 15:16:16
"BRUSHINISTA","peluqueria","Auxiliar","Servicios - Oficios","Hace 1 mes ","Brushinista que sepa manicuria y estetica de pie, zona Punta Carretas de martes a sabado.  Buena disposicion, puntualidad y buena presencia.","montevideo","/anuncio/brushinista-g6dbq",2019-04-14 15:16:16
"ELECTROMECANICO","Empresa solicita:","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","Electromecánico para servicios de maquinarias, se valorara liberta de conducir. acorde a las funciones","montevideo","/anuncio/electromecanico-ryb5u",2019-04-14 15:16:16
"VENDEDORA","Omniuru","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Se necesitan vendedoras de 18 a 33 años con ganas de superarse y dinamismo para trabajar Horario part time o full time Puntual Buena presencia  Dinamismo y ...","montevideo","/anuncio/vendedora-3sn9s",2019-04-14 15:16:16
"CAJERA / ATENCION AL CLIENTE","NITER S.A.","Auxiliar","Ventas - Comercial","Hace 1 mes ","Cobranza  y Atención a Clientes La funcion principal es el manejo de la caja diaria , apertura cierre  de la misma y la buena atención al cliente.","montevideo","/anuncio/cajera-atencion-al-cliente-56ptu",2019-04-14 15:16:16
"INGENIERO CIVIL DE OBRA (ORIENTACIÓN VIAL)","ADVICE","Profesional","Construcción - Arquitectura","Hace 1 mes ","Supervisión, gestión y control de obra, logística de la obra, coordinación, mediciones, control de personal, subcontratistas, etc.  Gestionará compras refe ...","montevideo","/anuncio/ingeniero-civil-de-obra-orientacion-vial-jua85",2019-04-14 15:16:16
"VENDEDORES","Sipixin","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Nos encontramos en busqueda de emprendedores para el área de ventas, con actitud, energía positiva y pro activos. Valoramos la responsabilidad, la puntual ...","montevideo","/anuncio/vendedores-vbu53",2019-04-14 15:16:16
"VENDEDOR TELEFÓNICO","MAGACUGUI","Auxiliar","Teleoperadores - Call Center","Hace 1 mes ","Los seleccionados deberán telefónicamente, captar nuevos clientes para importante empresa de telecomunicaciones. Sueldo base + comisiones. Horario part ti ...","montevideo","/anuncio/vendedor-telefonico-24vq4",2019-04-14 15:16:16
"GESTOR DE COBRANZA","MAGACUGUI","Auxiliar","Teleoperadores - Call Center","Hace 1 mes ","GESTIONAR EL COBRO DE DEUDAS TELEFÓNICAMENTE BUSCAMOS JÓVENES UNIVERSITARIOS CON EXCELENTE HABILIDADES PARA LA COMUNICACIÓN.  HORARIO PART TIME DE LUNES  ...","montevideo","/anuncio/gestor-de-cobranza-3gnzp",2019-04-14 15:16:16
"VENDEDOR- PART TIME/ FULL TIME","AGTQ","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Buscamos personas con actitud emprendedora, energía positiva y pro activos.  Valoramos la responsabilidad, la puntualidad y la capacidad de superación pers ...","montevideo","/anuncio/vendedor-part-time-full-time-37u2h",2019-04-14 15:16:16
"EJECUTIVO/ A COMERCIAL SENIOR PARA IMPORTANTE EMPRESA DE SERVICIOS TECNOLÓGICOS ","WORK OFFICE","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Responsabilidades y tareas: Gestionar la cartera de clientes asignada e incrementarla, identificando potenciales clientes y nuevas oportunidades de negocio ...","montevideo","/anuncio/ejecutivo-a-comercial-senior-est8m",2019-04-14 15:16:16
"SOBRESTANTE DE OBRA","ESTUDIO COLLETLACOSTE","Asistente","Administración - Secretariado","Hace 1 mes ","compra y retiro de materiales para obra control de planillas de horas obreros metrajes armado de documentacion para obra pedido de precios visitas a obra N ...","montevideo","/anuncio/sobrestante-de-obra-99z8q",2019-04-14 15:16:16
"CHOFER PARA TAXI","TAXI","Oficial","Servicios - Oficios","Hace 1 mes ","Chofer para taxímetro. Licencia categoría E. Mayor de 35 años. Experiencia en conducción y responsabilidad, con disponibilidad horaria diurna y/o nocturna. ...","montevideo","/anuncio/chofer-para-taxi-hnbud",2019-04-14 15:16:16
"ARQUITECTO ASISTENTE DE OBRA","ESTUDIO COLLETLACOSTE","Profesional","Construcción - Arquitectura","Hace 1 mes ","Asistencia Dirección de obra Metrajes Relevamientos Pedidos de Precio Presupuestos Se solicita tener vehículo propio Tareas en oficina y en obra.","montevideo","/anuncio/arquitecto-asistente-de-obra-qbngn",2019-04-14 15:16:16
"VENDEDORES/AS PARA REDES SOCIALES","EME EMPRENDIMIENTO ","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Somos una empresa de ventas directas donde formamos a profesionales de la venta. Ofrecemos capacitaciones constante  Ganancias Diarias  Quincenales  Bonos  ...","montevideo","/anuncio/vendedores-as-para-redes-sociales-78mz2",2019-04-14 15:16:16
"AUXILIAR DE MOSTRADOR PARA FOOD SERVICE","Possum Consulting","Auxiliar","Ventas - Comercial","Hace 1 mes ","La posición implica :Atención al cliente,ventas de mostrador, recepción de mercancía, realización de pedidos, surtido y acomodo. Preparación del sector par ...","montevideo","/anuncio/auxiliar-de-mostrador-para-food-service-sb8jq",2019-04-14 15:16:16
"VENDEDORA  PARA SECTOR REPUESTOS","Possum Consulting","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Seleccionamos para importadora líder en marcas de repuestos automotrices, Vendedora Buscamos un perfil: -Personas proactivas, con marcado perfil comercia ...","montevideo","/anuncio/vendedora-para-sector-repuestos-ne272",2019-04-14 15:16:16
"OPERADOR DE SERVICIOS PARA ZONA AMÉRICA","Possum Consulting","Peon","Producción","Hace 1 mes ","Seleccionamos para importante empresa de servicios ( Dispensadores para máquinas de café) un joven para desarrollarse en el área técnica de mantenimiento y ...","montevideo","/anuncio/operador-de-servicios-para-zona-america-dz9v4",2019-04-14 15:16:16
"ASISTENTE ADMINISTRATIVA","Possum Consulting","Auxiliar","Administración - Secretariado","Hace 1 mes ","Seleccionamos  para importante Centro Logístico una Asistente administrativa para   desarrollar tareas en Recepción y administración en general.  Se valora ...","montevideo","/anuncio/asistente-administrativa-h2ayr",2019-04-14 15:16:16
"SUPERVISOR DE CALL CENTER","ADVICE","Supervisor / Encargado","Teleoperadores - Call Center","Hace 1 mes ","Será responsable por: - La coordinación de la operativa del área, realizando un trabajo personalizado con los agentes que incluya el seguimiento, asesorami ...","montevideo","/anuncio/supervisor-de-call-center-vb26n",2019-04-14 15:16:16
"OPERARIO PARA FARMA LOGÍSTICA CON LIBRETA DE AUTOELEVADOR","Possum Consulting","Peon","Logística - Distribución","Hace 1 mes ","Seleccionamos para empresa líder en el sector farma un operario logístico para picking con manejo de autoelevador y libreta vigente. La posición implica t ...","montevideo","/anuncio/operario-para-farma-logistica-con-libreta-de-autoelevador-q4pzm",2019-04-14 15:16:16
"BRUSHINISTA","Moniqe ","Auxiliar","Servicios - Oficios","Hace 1 mes ","Brushinista, manos y pies. Buena presencia, puntualidad y compromiso. Fundamental tener experiencia!!!","montevideo","/anuncio/brushinista-mzqev",2019-04-14 15:16:16
"GERENTE DE POST-VENTA","Possum Consulting","Gerente","Directivos - Ejecutivos","Hace 1 mes ","Seleccionamos un Gerente de post-venta para importante empresa automotriz . La búsqueda se orienta a personas preferentemente con formación universitaria  ...","montevideo","/anuncio/gerente-de-post-venta-pv4z2",2019-04-14 15:16:16
"DISTRIBUIDOR INDEPENDIENTE","Importante empresa","Auxiliar","Teleoperadores - Call Center","Hace 1 mes ","Distribuidor independiente de productos 100% naturales de la reconocida empresa OMNLIFE. El Distribuidor Independiente  es la  base para el éxito en una em ...","montevideo","/anuncio/distribuidor-independiente-9z82t",2019-04-14 15:16:16
"REPONEDOR EXTERNO. JORNADA DE 15 HRS SEMANALES","Grupo Bayton","Auxiliar","Ventas - Comercial","Hace 1 mes ","Será responsable de cubrir las rutas asignadas y llevar adelante la reposición de productos en los diferentes puntos de venta. Orientamos nuestra búsqueda  ...","montevideo","/anuncio/reponedor-externo-jornada-de-15-hrs-semanales-8areg",2019-04-14 15:16:16
"CADETE / ASISTENTE","Cadeteria Empresarial & Gestoría","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Gestoria - Cadetería , trámites ante organismos públicos,( notarial, jurídico, contable , arquitectura ) Buenas presencia , facilidad en relacionamiento ,a ...","montevideo","/anuncio/cadete-asistente-ju2g7",2019-04-14 15:16:16
"PROYECTO Y DIRECCIÓN DE OBRA","Estudio de Arquitectura y Desarrollo Inmobiliario","Profesional","Construcción - Arquitectura","Hace 1 mes ","Estudio de Arquitectura y Desarrollo Inmobiliario, busca Arquitecto/a para funciones várias. Desde dirección de obra de 3 edificios de vivienda, hasta prep ...","montevideo","/anuncio/proyecto-y-direccion-de-obra-dn4he",2019-04-14 15:16:16
"DISTRIBUIDOR INDEPENDIENTE","Importante empresa","Auxiliar","Logística - Distribución","Hace 1 mes ","Distribución Mayores de 40 años sin experiencia. Deseo de superación. Trabajador independiente, con material de apoyo y capacitación permanente.","montevideo","/anuncio/distribuidor-independiente-9vbru",2019-04-14 15:16:16
"REPONEDOR/A EXTERNO","Importadora de Artículos del hogar","Auxiliar","Ventas - Comercial","Hace 1 mes ","Importante Importadora de Artículos del hogar, busca REPONEDOR/A  Externo/a para la atención de supermercados Horario de Lunes a Viernes de 8:45 a 18:15 R ...","montevideo","/anuncio/reponedor-a-externo-7zh8d",2019-04-14 15:16:16
"PANADERO",NA,"Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","OFICIAL PANADERO con Experiencia y Conocimiento para Supermercado. Experiencia  comprobada OFICIAL PANADERO con Experiencia y Conocimiento para Supermercad ...","montevideo","/anuncio/panadero-rdh84",2019-04-14 15:16:16
"ENCARGADA/O DE TIENDA PARA LAS PIEDRAS","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Gestión integral de la tienda. La posición tiene como principal responsabilidad el gestionar de forma integral la tienda. Orientamos nuestra búsqueda a pe ...","montevideo","/anuncio/encargada-o-de-tienda-para-las-piedras-gtmau",2019-04-14 15:16:16
"CORTADOR AY CORTADOR",NA,"Oficial","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","CORTADOR Y/ O  AYUDANTE DE CORTADOR para Supermercado CORTADOR Y/ O  AYUDANTE DE CORTADOR para Supermercado","montevideo","/anuncio/cortador-ay-cortador-te93r",2019-04-14 15:16:16
"AGENTE DE VENTAS","Vibrando Infinito","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Buscamos jóvenes, con actitud emprendedora, energía positiva y pro activos.  Valoramos la responsabilidad, la puntualidad y la capacidad de superación pers ...","montevideo","/anuncio/agente-de-ventas-b3v37",2019-04-14 15:16:16
"OPERARIO DE LÍNEA DE PRODUCCIÓN PARA FRIGORÍFICO.","AGLH Consultores","Peon","Construcción - Arquitectura","Hace 1 mes ","Desempeñará tareas tanto en la Línea de producción como tareas de depósito, carga y descarga de mercadería, limpieza, control de Stock, y tareas operativas ...","montevideo","/anuncio/operario-de-linea-de-produccion-para-frigorifico-j5a3e",2019-04-14 15:16:16
"CAJERA CON EXPERIENCIA","Nunguno","Auxiliar","Ventas - Comercial","Hace 1 mes ","Se busca cajera con experiencia para Minimercado en zona de Pocitos nuevo.  Se valora Conocimientos en caja y Facturacion  Enviar currículum con foto Horar ...","montevideo","/anuncio/cajera-con-experiencia-hevea",2019-04-14 15:16:16
"MANTENIMIENTO","Montich Uruguay S.A.","Técnico / Especialista","Producción","Hace 1 mes ","Deberá realizar el mantenimiento preventivo y correctivo de la planta. Conocimientos en electricidad, hidráulica, y neumática. Deberá realizar el mantenimi ...","montevideo","/anuncio/mantenimiento-y9eds",2019-04-14 15:16:16
"EMPLEADA PARA RESIDENCIAL VARIOS TURNOS","Importante empresa","Auxiliar","Salud","Hace 1 mes ","Empleada para residencial 3ra edad. Con experiencia y carne salud vigente. para turnante. sueldo a mes completo 21.500 en mano. presentar CV con foto en Re ...","montevideo","/anuncio/empleada-para-residencial-varios-turnos-89dh3",2019-04-14 15:16:16
"GERENTE DE ADMINISTRACIÓN","ADVICE","Gerente","Directivos - Ejecutivos","Hace 1 mes ","Importante empresa del rubro Salud. Buscamos: Contadores públicos o profesionales universitarios en áreas de Administración o afines. Formación de postgra ...","montevideo","/anuncio/gerente-de-administracion-y65ur",2019-04-14 15:16:16
"DOCENTE DE ADMINISTRACIÓN CONTABLE","Centro educativo","Profesional","Educación - Recreación - Deportes","Hace 1 mes ","Dictamen de capacitación a grupos de alumnos en temas enrolados a la administración y contabilidad Excluyente nivel terciario se valora experiencia","montevideo","/anuncio/docente-de-administracion-contable-8a8d3",2019-04-14 15:16:16
"ODONTÓLOGO Y ADMINISTRATIVA EN CLÍNICA ODONTOLÓGICA","Consultorio Odontológico Montevideo","Profesional","Salud","Hace 1 mes ","Atención en Clínica Odontológica Profesionales en Odontología y Administrativa con experiencia para Clínica Odontológica •	Universitario en Odontología •	E ...","montevideo","/anuncio/odontologo-y-administrativa-en-clinica-odontologica-m53ab",2019-04-14 15:16:16
"CUIDADORA","Importante empresa","Auxiliar","Salud","Hace 1 mes ","Cuidado del adulto mayor Para hogar de ancianos.","montevideo","/anuncio/cuidadora-u5pg9",2019-04-14 15:16:16
"CAJERO/A","Importante empresa","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Requisitos: o	Secundaria completa. o	Conocimientos de Contabilidad y Gestión. o	Buen manejo de herramientas informáticas.  o	Ordenado, metódico, con actit ...","montevideo","/anuncio/cajero-tesorero-bet8s",2019-04-14 15:16:16
"BRUSHINISTA","Importante empresa","Auxiliar","Servicios - Oficios","Hace 1 mes ","ayudante de peluqueria de segunda con experiencia previa, sepa brushing y manos para 3  semana, poner  numero de contacto ayudante de peluqueria de segunda ...","montevideo","/anuncio/brushinista-8r4vz",2019-04-14 15:16:16
"CUIDADORA PARA RESIDENCIAL DE ADULTOS MAYORES","Importante Residencial en Carrasco","Asistente","Salud","Hace 1 mes ","Cuidado del Adulto Mayor. Higiene, Confort del Residente. Capacidad de trabajo en Equipo. Responsabilidad Puntualidad Se valora Experiencia previa en el ru ...","montevideo","/anuncio/cuidadora-para-residencial-de-adultos-mayores-dg3aj",2019-04-14 15:16:16
"NUEVO EMPRENDIMIENTO","Nuevo Horizonte ","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Quiero personas con dedicación al 100% para emprender promover, distribuir y formar equipos para empresa reconocida a nivel mundial. En un momento de alto  ...","montevideo","/anuncio/nuevo-emprendimiento-zs4az",2019-04-14 15:16:16
"VENTAS Y DISTRIBUCIÓN","MEJORA TU SALUD UY","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Buscamos personas responsables, con disponibilidad horaria, disciplinadas, con ganas de hacer y una actitud positiva, que le agrade el trabajo en equipo y  ...","montevideo","/anuncio/ventas-y-distribucion-d6qes",2019-04-14 15:16:16
"PROMOTORAS DE VENTAS PARA TELEMARKETER","Possum Consulting","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Requisitos valorados: •	Poseer conocimientos de ventas o marketing, así como un buen manejo de herramientas informáticas. •	Ventas de intangibles, tales  ...","montevideo","/anuncio/promotoras-de-ventas-para-telemarketer-8u4vy",2019-04-14 15:16:16
"ESTUDIANTE DE CONTADOR PÚBLICO","AUREN","Asistente","Administración - Secretariado","Hace 1 mes ","AUREN Capital Humano selecciona Estudiantes de Contador Público para incorporar al departamento de Outsourcing de la firma.   Orientamos la búsqueda a est ...","montevideo","/anuncio/estudiante-de-contador-publico-9ngb5",2019-04-14 15:16:16
"AUXILIAR DE OPERACIONES - EXPERIENCIA EN AGENCIAS DE TRANSPORTE MARÍTIMO","MAZARS","Auxiliar","Logística - Distribución","Hace 1 mes ","Orientamos la búsqueda a personas con formación en Comercio Exterior y experiencia en el Departamento de Operaciones de agentes de carga o agencias marítim ...","montevideo","/anuncio/auxiliar-de-operaciones-experiencia-en-agencias-de-transporte-maritimo-2v999",2019-04-14 15:16:16
"ENCARGADO/A DE TIENDA","Possum Consulting","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Seleccionamos ENCARGADA PARA SHOPPING para trabajar y gestionar de forma integrar la Tienda. Se valorará experiencia en gestión de equipos de trabajo y ve ...","montevideo","/anuncio/encargado-a-de-tienda-938v3",2019-04-14 15:16:16
"PEÓN LOGÍSTICO","Importante empresa","Peon","Producción","Hace 1 mes ","Empresa gastronómica selecciona peón logístico para carga y descarga, recepción de mercadería, control de stock, entre otros.  Horario 13 a 21, zona carras ...","montevideo","/anuncio/peon-logistico-qebr3",2019-04-14 15:16:16
"CHÒFER REPARTIDOR PARA EMPRESA GASTRONOMICA LIBRETA CAT. C","Importante empresa","Medio Oficial","Producción","Hace 1 mes ","SELECCIONAMOS CHÓFER REPARTIDOR CON EXPERIENCIA PARA EMPRESA GASTRONÓMICA, LICENCIA DE CONDUCIR CATEGORÍA C, (INDISPENSABLE) OFRECEMOS ESTABILIDAD LABORAL. ...","montevideo","/anuncio/chofer-repartidor-para-empresa-gastronomica-8pjah",2019-04-14 15:16:16
"VENDEDORA WEB CON EXPERIENCIA EN REDES SOCIALES.","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Generar contenido para las redes sociales. Contestar consultas de clientes. Vender, ofrecer mercaderia. Mantener acutalizadas las redes sociales.","montevideo","/anuncio/vendedora-web-con-experiencia-en-redes-sociales-bbu5v",2019-04-14 15:16:16
"ATENCION AL PUBLICO - ROTISERIA / CAFETERIA / CONFITERIA","Importante empresa","Auxiliar","Servicios - Oficios","Hace 1 mes ","Atención al público, reposición de mercadería, control de stock, limpieza y orden. Sera responsable de la atención al publico en rotiseria y cafeteria, deb ...","montevideo","/anuncio/atencion-al-publico-rotiseria-cafeteria-confiteria-jmhas",2019-04-14 15:16:16
"ENCARGADA/O DE TIENDA PARA SHOPPING","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Gestión integral de la tienda. La posición tiene como principal responsabilidad el gestionar de forma integral la tienda. Orientamos nuestra búsqueda a pe ...","montevideo","/anuncio/encargada-o-de-tienda-para-shopping-hmvqy",2019-04-14 15:16:16
"VENDEDOR",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas "," Con coche propio excluyente y experiencia en venta de alimentos.","montevideo","/anuncio/vendedor-tzjq2",2019-04-14 15:16:16
