"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"TELEFONISTA - RECEPCIONISTA","Importante empresa","Auxiliar","Administración - Secretariado","Hace 4 semanas ","Principales funciones: *ATENCIÓN TELEFÓNICA y *RECEPCIÓN, tareas secundarias: colaboración con tareas simples de administración Filtrar llamadas y satisfac ...","montevideo","/anuncio/telefonista-recepcionista-78agn",2018-12-27 01:41:26
"ELECTROMECANICO","Importante empresa","Técnico / Especialista","Servicios - Oficios","Hace 4 semanas ","Electromecánico para servicios de maquinarias, se valorara liberta de conducir. acordes a las funciones","montevideo","/anuncio/electromecanico-2gdst",2018-12-27 01:41:26
"BRUSHINISTA",NA,"Auxiliar","Servicios - Oficios","Hace 4 semanas ","PARA PELUQUERÍA EN LA UNIÓN. BRUSHINISTA SEPA CORTE Y COLOR ","montevideo","/anuncio/brushinista-eqzba",2018-12-27 01:41:26
"BRUSHINITA",NA,"Auxiliar","Servicios - Oficios","Hace 4 semanas "," BRUSHINISTA","montevideo","/anuncio/brushinita-yess3",2018-12-27 01:41:26
"VENDEDOR CONSUMO MASIVO",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas "," VENDEDOR CONSUMO MASIVO - RUBRO ALIMENTOS Personas mayores de 35 años con Bachillerato. Se requiere sólida experiencia en Ventas de Alimentos. L a V de ...","montevideo","/anuncio/vendedor-consumo-masivo-g8r28",2018-12-27 01:41:26
"AUXILIAR ADMINISTRATIVO",NA,"Auxiliar","Administración - Secretariado","Hace 4 semanas "," Ambos sexos para zona Paso Carrasco 4 o 6 hrs. se valorara manejo de programa  ISG","montevideo","/anuncio/auxiliar-administrativo-r54u7",2018-12-27 01:41:26
"DISEÑADOR GRÁFICO","Importante empresa","Analista","Arte - Diseño - Comunicación","Hace 4 semanas ","La búsqueda se encuentra orientada a jóvenes con gusto por la moda, con formación en Diseño Gráfico y conocimientos de Diseño Web y dominio de Paquete Adob ...","montevideo","/anuncio/disenador-grafico-37dj6",2018-12-27 01:41:26
"CHOFER PARA TRANSPORTE ESCOLAR","Transporte Escolar","Peon","Servicios - Oficios","Hace 4 semanas ","Chofer para camioneta Escolar EXCLUYENTE LIBRETA CATEGORIA F INTACHABLES REFERENCIAS VIVA EN ZONA CERRITO DE LA VICTORIA Traslado de niños-Trato con Padres ...","montevideo","/anuncio/chofer-para-transporte-escolar-yeg75",2018-12-27 01:41:26
"AUXILIAR CONTABLE","Estudio contable","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 4 semanas ","Estudio contable. UTU o similar. Sexo Femenino. $ 15.000 líquidos, lunes a viernes 9:15 a 18 hs. .","montevideo","/anuncio/auxiliar-contable-zb24p",2018-12-27 01:41:26
"AUXILIAR CONTABLE PART-TIME","Contador Público","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 4 semanas ","Auxiliar contable part-time para apoyo a Contador Público. Estudiante CCEE (hasta 1er año), EDA, UTU o curso auxiliar contable finalizado. Lunes a Viernes  ...","montevideo","/anuncio/auxiliar-contable-part-time-52ran",2018-12-27 01:41:26
"LIMPIEZA NOCTURNA","Importante empresa","Peon","Producción","Hace 4 semanas ","Nos encontramos en la búsqueda de un LIMPIADOR para la Planta de Elaboración. Es imprescindible contar con experiencia comprobada de 1 año como mínimo,en t ...","montevideo","/anuncio/limpieza-nocturna-4tgyp",2018-12-27 01:41:26
"AUXILIAR ADMINISTRAITIVA",NA,"Auxiliar","Administración - Secretariado","Hace 4 semanas ","AUXILIAR ADMINISTRATIVA para Supermercado con experiencia en el rubro y  conocimientos del Programa Scanntech AUXILIAR ADMINISTRATIVA para Supermercado con ...","montevideo","/anuncio/auxiliar-administraitiva-nz7ra",2018-12-27 01:41:26
"JEFE DE MARLETING","Importante empresa","Jefe","Marketing - Publicidad","Hace 4 semanas ","Requisitos: Profesional de las carreras de Licenciado en Marketing, Comunicación, Diseño de Modas o carreras afines. Sólida experiencia y conocimientos téc ...","montevideo","/anuncio/jefe-de-marleting-gvpzg",2018-12-27 01:41:26
"DIRECTOR DE MARKETING","Importante empresa","Gerente","Marketing - Publicidad","Hace 4 semanas ","Nuestra búsqueda se orienta a egresados de las carreras de Marketing, Comunicación o carreras afines, para liderar y planificar  el Departamento de Marketi ...","montevideo","/anuncio/gerente-de-marketing-rqm9a",2018-12-27 01:41:26
"MECÁNICO/AUXILIADOR DE MOTOS","UPA.MOTOS auxilio","Técnico / Especialista","Producción","Hace 4 semanas ","mecánico- auxiliador de motos con libretas de conducir A y G2. Con experiencia 8 horas, horario rotativo, puesto fijo.","montevideo","/anuncio/mecanico-auxiliador-de-motos-2ryn6",2018-12-27 01:41:26
"CUIDADOR PERSONA MAYOR DEPENDIENTE / ENFERMERO","CASA DE FAMILIA zona Parque Rodó","Auxiliar","Salud","Hace 4 semanas ","Busco cuidador/es para persona de 75 años, sexo masculino, con sobrepeso (algo más de 100 kg), principio de parkinson (temblor y dificultad para incorporar ...","montevideo","/anuncio/cuidador-persona-mayor-dependiente-enfermero-ve39d",2018-12-27 01:41:26
"ACOMPAÑANTE.","Gente Servicio de Acompañantes","Auxiliar","Salud","Hace 4 semanas ","Compañía de adulto mayor en sanatorio, con buenas referencias y experiencia no menor a tres meses. ACOMPAÑANTE para empresa de cuidado de enfermos con domi ...","montevideo","/anuncio/acompanante-t3h32",2018-12-27 01:41:26
"SOLDADOR, FRIGORISTA, CONDUCTEROS","Pezzolano Ventilation Systems","Técnico / Especialista","Producción","Hace 4 semanas ","Fabricación y montaje en obras según puestos","montevideo","/anuncio/soldador-frigorista-conducteros-s8jht",2018-12-27 01:41:26
"INSTALADOR CALEFONES A GAS","Importante empresa","Oficial","Servicios - Oficios","Hace 4 semanas ","Instalación freelance de calefones a gas instalaciones de calefones a gas","montevideo","/anuncio/instalador-calefones-a-gas-zbmps",2018-12-27 01:41:26
"TECNICO INSTALADOR CABLE SATELITAL","INSTALART SRL","Técnico / Especialista","Servicios - Oficios","Hace 4 semanas ","tecnico instalador sistema de cable satelital y uhf tecnico instalador","montevideo","/anuncio/tecnico-instalador-cable-satelital-6hb8m",2018-12-27 01:41:26
"GESTOR",NA,"Auxiliar","Administración - Secretariado","Hace 4 semanas "," Para estudio contable.  Estudiante de CCEE para tareas de gestoria y contabilidad.","montevideo","/anuncio/gestor-mrdrt",2018-12-27 01:41:26
"DISEÑADOR GRAFICO","Mayorista","Analista","Arte - Diseño - Comunicación","Hace 4 semanas ","Diseñador gráfico con conocimiento de redes sociales trabajo estable dentro de la empresa entre 6 y 8 horas , preferentemente sexo masculino . Con conocimi ...","montevideo","/anuncio/disenador-grafico-drg9t",2018-12-27 01:41:26
"CUIDADORA",NA,"Auxiliar","Salud","Hace 4 semanas "," Para casa de salud en Malvín con experiencia","montevideo","/anuncio/cuidadora-9zsaa",2018-12-27 01:41:26
"VENDEDOR/CADETE PARA LOCAL COMERCIAL.","Arenal Grande Pet Shop","Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","Desempeño como vendedor/asesor de alimento y accesorios para mascotas, reposición y entrega de mercadería. Amabilidad, buena presencia, buen trato con el c ...","montevideo","/anuncio/vendedor-cadete-para-local-comercial-sazy6",2018-12-27 01:41:26
"LIMPIADORA",NA,"Auxiliar","Servicios - Oficios","Hace 4 semanas "," Part time que viva en Solymar  con referencias","montevideo","/anuncio/limpiadora-96g9e",2018-12-27 01:41:26
"AUXILIAR DE VENTAS","Importante empresa","Auxiliar","Atención al cliente","Hace 4 semanas ","Orientamos nuestra búsqueda hacia jóvenes de entre 20 y 24 años que cuenten con bachillerato completo. Será excluyente contar con experiencia de al menos u ...","montevideo","/anuncio/auxiliar-de-ventas-br83p",2018-12-27 01:41:26
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 4 semanas "," Para taxi nocturno con referencias, coche nuevo, comisión mejorada.","montevideo","/anuncio/chofer-qbees",2018-12-27 01:41:26
"SERENO",NA,"Auxiliar","Seguridad - Vigilancia","Hace 4 semanas "," Sereno para empresa.  Retirado militar.  Para viernes y domingos.  Al postularse adjuntar cv ","montevideo","/anuncio/sereno-eer7n",2018-12-27 01:41:26
"GECOS: PROGRAMADOR WEB JR.","ADVICE","Analista","Tecnologías de la información","Hace 4 semanas ","Estudiantes de la carrera de Ingeniería en Computación o equivalente. Deberán contar con conocimientos en HTML, JavaScript y CSS. Serán valorados los conoc ...","montevideo","/anuncio/gecos-programador-web-jr-s6d8r",2018-12-27 01:41:26
"TOP SYSTEMS: FULL STACK DEVELOPER","ADVICE","Analista","Tecnologías de la información","Hace 4 semanas ","Personas con formación en carreras vinculadas al área de Sistemas. Deberán contar con manejo de inglés y portugués a nivel intermedio (no excluyente). Será ...","montevideo","/anuncio/top-systems-full-stack-developer-uvtdy",2018-12-27 01:41:26
"TÉCNICO EN ELECTRÓNICA, ELECTRICIDAD Y ELECTROMECÁNICA","Importante empresa","Técnico / Especialista","Producción","Hace 4 semanas ","Orientamos la busqueda a personas con formación técnica en electrónica, electricidad y electromecánica, (UTU o similar - excluyente), con buen manejo de in ...","montevideo","/anuncio/tecnico-en-electronica-electricidad-y-electromecanica-45jrt",2018-12-27 01:41:26
"ACOMODADOR DE AUTOS","Importante empresa","Peon","Servicios - Oficios","Hace 4 semanas ","Pistero para estacionamiento, libreta de conducer vigente, disponibilidad horaria diurna. Edad enter 25 y 35 años y experiencia comprobable en el rubro. Co ...","montevideo","/anuncio/acomodador-de-autos-ps4hh",2018-12-27 01:41:26
"CONFITERO",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 4 semanas "," Con experiencia  ","montevideo","/anuncio/confitero-r6heb",2018-12-27 01:41:26
"ANALISTA DE SUPPLY CHAIN","ADVICE","Analista","Logística - Distribución","Hace 4 semanas ","Tendrá dentro de sus responsabilidades la creación, actualización y seguimiento de los embarques, control de documentación e interacción con todos los agen ...","montevideo","/anuncio/analista-de-supply-chain-pmty4",2018-12-27 01:41:26
"COCINAERAS Y AUXILIAR DE MANTENIMIENTO",NA,"Auxiliar","Salud","Hace 4 semanas ","HOGAR 3era edad aux mantenimiento concocimientos electricidad sanitaria acreditar exp HOGAR 3era edad aux mantenimiento concocimientos electricidad sanitar ...","montevideo","/anuncio/cocinaeras-y-auxiliar-de-mantenimiento-vh8sb",2018-12-27 01:41:26
"PEON","Importante empresa","Peon","Producción","Hace 4 semanas ","Trabajo de peón y maquinista Trabajo de peón y maquinista","montevideo","/anuncio/peon-4at3h",2018-12-27 01:41:26
"IDONEO",NA,"Técnico / Especialista","Salud","Hace 4 semanas "," Con experiencia","montevideo","/anuncio/idoneo-r7egq",2018-12-27 01:41:26
"VENDEDOR DE SERVICIOS","UPA.MOTOS auxilio","Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","vendedor de servicios hasta 55 años para recorrer zonas del interior  del sur del pais. Imprescindible tener locomoción. Referencias en venta. Aptitud  y a ...","montevideo","/anuncio/vendedor-de-servicios-9p7b4",2018-12-27 01:41:26
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 4 semanas "," CHÓFER para taxi con constancia de domicilio","montevideo","/anuncio/chofer-ahy4y",2018-12-27 01:41:26
"PROFESOR DE FÍSICA","Instituto de enseñanza","Profesional","Educación - Recreación - Deportes","Hace 4 semanas ","Profesor de Física para 2º y 3er. año de Bachillerato Diversificado. Enseñanza curricular de Física tanto teórica como práctica","montevideo","/anuncio/profesor-de-fisica-pu6gm",2018-12-27 01:41:26
"LIDER TECNICO DE SISTEMAS","SODEXO","Técnico / Especialista","Tecnologías de la información","Hace 4 semanas ","Liderar varios proyectos de sistemas y a los programadores contratados para los mismos. Planificar y gestionar los recursos necesarios para dichos proyecto ...","montevideo","/anuncio/lider-tecnico-de-sistemas-udddg",2018-12-27 01:41:26
"DISEÑADORA/COMMUNITY MANAGER","Empresa Importadora","Analista","Arte - Diseño - Comunicación","Hace 4 semanas ","Empresa del rubro de accesorios de Celulares busca Diseñadora Junior - Auxiliar de Ventas Ubicada en la zona de Plaza Cagancha. Horario: De Lunes a Viernes ...","montevideo","/anuncio/disenadora-community-manager-dyz4s",2018-12-27 01:41:26
"VENDEDOR",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas "," Con experiencia  para distribuidora en zona La Paz","montevideo","/anuncio/vendedor-eyubn",2018-12-27 01:41:26
"PISTERO",NA,"Auxiliar","Atención al cliente","Hace 4 semanas "," con disponibilidad horaria ","montevideo","/anuncio/pistero-3auqd",2018-12-27 01:41:26
"OPERARIO",NA,"Peon","Producción","Hace 4 semanas "," Para retroexcavadora combinada.","montevideo","/anuncio/operario-d9dng",2018-12-27 01:41:26
"FLETERO",NA,"Peon","Servicios - Oficios","Hace 4 semanas "," Camioneta grande o camión mediano para reparto, empresa de fletes solicita. Trabajo todo el año.","montevideo","/anuncio/fletero-jg67y",2018-12-27 01:41:26
"PELUQUERA",NA,"Técnico / Especialista","Servicios - Oficios","Hace 4 semanas "," Completa para Peluquería en Pocitos. Horario 7 hrs.  Sueldo base + comisiones + presentismo.","montevideo","/anuncio/peluquera-nha9z",2018-12-27 01:41:26
"VENDEDOR","S & U  Consultores","Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","Orientamos la búsqueda a personas  con marcado perfil comercial. Vendedor de salón para empresa de servicios.  Posea habilidad de negociación , sea pro-act ...","montevideo","/anuncio/vendedor-vp6ba",2018-12-27 01:41:26
"RECEPCIONISTA","S & U  Consultores","Auxiliar","Administración - Secretariado","Hace 4 semanas ","RECEPCIONISTA para empresa de servicios.  Incluye atención al cliente y servicio de café.  Buena presencia . Edad 20 a 35 años.  Ciclo básico completo.  Se ...","montevideo","/anuncio/recepcionista-yd6d2",2018-12-27 01:41:26
"ELECTRICISTA AVANZADO CON LIBRETA CATEGORÍA A","Importante empresa","Técnico / Especialista","Construcción - Arquitectura","Hace 4 semanas ","* Instalaciones eléctricas industriales y domesticas de mediano y gran porte. * Realización de relevamientos y presupuestos para trabajos en el rubro. * Ma ...","montevideo","/anuncio/electricista-avanzado-con-libreta-categoria-a-athz7",2018-12-27 01:41:26
"ADMINISTRATIVA - GESTORA","Importante empresa","Auxiliar","Administración - Secretariado","Hace 4 semanas ","Se busca persona proactiva con muchas ganas de aprender para desempeñar las siguientes funciones: - Atención telefónica, recepción y contestación de mails. ...","montevideo","/anuncio/administrativa-gestora-2yhy4",2018-12-27 01:41:26
"COMERCIAL PARA SECTOR SERVICIOS","Ascênde","Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","Orientamos la búsqueda hacia postulantes con claro perfil comercial, que posean experiencia en el sector de Servicios, valorándose los antecedentes comerci ...","montevideo","/anuncio/comercial-para-sector-servicios-b6qgb",2018-12-27 01:41:26
"DOCENTE DE PORTUGUÉS","C&B INSTITUTE","Profesional","Educación - Recreación - Deportes","Hace 4 semanas ","Dictar clases de pirtugués en tres cruces Dictar clases de portugués en tres cruces","montevideo","/anuncio/docente-de-italiano-hgeva",2018-12-27 01:41:26
"DOCENTE DE ESTADÍSTICA","C&B INSTITUTE","Profesional","Educación - Recreación - Deportes","Hace 4 semanas ","Dictar clases de estadística y probabilidad nivel bachillerato y universidad Dictar clases en academia y domicilio","montevideo","/anuncio/docente-de-estadistica-8dez3",2018-12-27 01:41:26
"APRENDIZ",NA,"Peon","Producción","Hace 4 semanas "," Con manejo de herramientas equipamiento 4x4","montevideo","/anuncio/aprendiz-gug9a",2018-12-27 01:41:26
"AYUDANTE DE COCINA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Para restaurante  Horario nocturno con referencias","montevideo","/anuncio/ayudante-de-cocina-6sh9y",2018-12-27 01:41:26
"MOZO",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Ccon buena presencia","montevideo","/anuncio/mozo-reaz6",2018-12-27 01:41:26
"AYUDANTE DE COCINA.",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Agil y dinámico, buena presencia.","montevideo","/anuncio/ayudante-de-cocina-b7b8d",2018-12-27 01:41:26
"MONITOR / COORDINADOR",NA,"Profesional","Salud","Hace 3 semanas "," Para atencion de usuarios para centro psicosocial, dia domingo. de 6 a 18 hs. Responsable, con experiencia.","montevideo","/anuncio/monitor-coordinador-6qgu3",2018-12-27 01:41:26
"AUXILIAR DE SERVICIO",NA,"Auxiliar","Salud","Hace 3 semanas "," Para diferentes turnos para centro psicosocial. Buena disponib ilidad, cumplimiento en el horario.","montevideo","/anuncio/auxiliar-de-servicio-js7y9",2018-12-27 01:41:26
"RECEPCIONISTA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," JUBILADA industria y comercio para atender hotel en la noche.","montevideo","/anuncio/recepcionista-6rep6",2018-12-27 01:41:26
"EMPLEADA",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas "," De 20 a 40 años para cuidar pesona mayor con c ama y comida para tareas varias, para Punta del Este desde  diciembre a abril $ 16.000","montevideo","/anuncio/empleada-6sy5e",2018-12-27 01:41:26
"VENDEDORA",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas "," Para Boutique.  Con flexibilidad horaria.","montevideo","/anuncio/vendedora-5e4nq",2018-12-27 01:41:26
"GUARDIA DE SEGURIDAD","GRUPO RELUCE","Auxiliar","Seguridad - Vigilancia","Hace 3 semanas ","Importante empresa de seguridad selecciona: GUARDIAS DE SEGURIDAD que residan en la ciudad de Montevideo y Las Piedras. Se ofrece servicios de PRIMER NIVE ...","montevideo","/anuncio/guardia-de-seguridad-suvj2",2018-12-27 01:41:26
"COCINERA / COCINERO",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," COCINERA/COCINERO con experiencia. Para Bar zona céntrica.","montevideo","/anuncio/cocinera-cocinero-janyy",2018-12-27 01:41:26
"PARRILLERO",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Para restaurante con experiencia Buena presencia","montevideo","/anuncio/parrillero-vejn6",2018-12-27 01:41:26
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," CONDUCTOR o conductora para taxi de Montevideo, que viva Ciudad de la Costa.","montevideo","/anuncio/chofer-r73r4",2018-12-27 01:41:26
"MOZA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","  MOZA para parador Parador Beiramar   ","montevideo","/anuncio/moza-v5r24",2018-12-27 01:41:26
"PERSONAL",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas "," PERSONAL","montevideo","/anuncio/personal-dvzsq",2018-12-27 01:41:26
"COCINERO",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," para Parador Beiamar","montevideo","/anuncio/cocinero-d6t77",2018-12-27 01:41:26
"EMPLEADA PARA MOSTRADOR DE PANADERIA",NA,"Auxiliar","Atención al cliente","Hace 3 semanas "," EMPLEADA mostrador de Panaderia c/experiencia, Presentarse PERSONALMENTE","montevideo","/anuncio/empleada-para-mostrador-de-panaderia-bu7ap",2018-12-27 01:41:26
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," Para taxi Responsable con referencias turno de 14 a 24  Toyota 141 Zona Paso Molino","montevideo","/anuncio/chofer-n9j66",2018-12-27 01:41:26
"TÉCNICO EN REFRIGERACIÒN Y AIRE ACONDICONADO","Empresa","Técnico / Especialista","Servicios - Oficios","Hace 3 semanas ","Se solicita personal técnico en refrigeración y aire acondicionado Para mantenimiento reparaciòn e instalación.  Es MUY importante para nuestra empresa bu ...","montevideo","/anuncio/tecnico-en-refrigeraci-n-y-aire-acondiconado-h4nru",2018-12-27 01:41:26
"IT MANAGER","Insources Group","Profesional","Tecnologías de la información","Hace 3 semanas ","Desarrollo y mantenimiento de website.  Integración de plataformas.  Manejo de LMS. Desarrollo de software and Apps Manejo de la presencia web de la empres ...","montevideo","/anuncio/it-manager-e2smb",2018-12-27 01:41:26
"SUPERVISOR DE CAMPO Y LIDER DE VOLUNTARIOS","www.sammakaruna.org","Supervisor / Encargado","Producción","Hace 3 semanas ","Encargado de supervisar el buen funcionamiento del campus de la escuela. Mantener un espiritu de amor, compartir y cooperacion entre voluntarios. Procurar  ...","montevideo","/anuncio/supervisor-de-campo-y-lider-de-voluntarios-mny27",2018-12-27 01:41:26
"AYUDANTE DE COCINA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Femenino con experiencia   zona Pocitos . Corte y Elaboracion.","montevideo","/anuncio/ayudante-de-cocina-9bajj",2018-12-27 01:41:26
"CAJERA",NA,"Auxiliar","Ventas - Comercial","Hace 3 semanas "," autoservice. Punta Carretas, 30 y 40 años, c/experiencia, turno vespertino. Postularse en la página de Gallito.","montevideo","/anuncio/cajera-jhpuy",2018-12-27 01:41:26
"CHOFER PARA UBER",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," Para 2 turnos, libreta E Empresa DGI BPS Con experiencia y referencias","montevideo","/anuncio/chofer-para-uber-5ym9r",2018-12-27 01:41:26
"GUARDIA DE SEGURIDAD",NA,"Auxiliar","Seguridad - Vigilancia","Hace 3 semanas "," Con experiencia y referencias comprobables.  Zona Punta Gorda.","montevideo","/anuncio/guardia-de-seguridad-4emrh",2018-12-27 01:41:26
"MOZO",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Con Experiencia en restaurante, referencias y disponibilidad horaria, zona Punta Gorda.","montevideo","/anuncio/mozo-nejrn",2018-12-27 01:41:26
"MOZO DE BARRA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Con experiencia en restaurante, referencias y disponibilidad horaria, zona Punta Gorda.","montevideo","/anuncio/mozo-de-barra-2vpeu",2018-12-27 01:41:26
"MOZA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","  con experiencia, solicita importante restoran","montevideo","/anuncio/moza-e7m2q",2018-12-27 01:41:26
"BRUSHINISTA",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas "," Sepa manos y pies con experiencia para fines de semanas","montevideo","/anuncio/brushinista-eq48z",2018-12-27 01:41:26
"RECEPCIONISTA - COORDINACIONES DE CONSULTAS","Importante empresa","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Sexo femenino Edad entre 27 y 36 Atención al cliente Recepción y coordinación de consultas La búsqueda se orienta a mujeres entre 27 y 36 años, dinámica, c ...","montevideo","/anuncio/recepcionista-coordinaciones-de-consultas-qmr5d",2018-12-27 01:41:26
"ADMINISTRATIVO","Importante empresa","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Diversas tareas administrativas Atención a clientes Edad: 24-32 años Lunes a viernes 9-18hs Persona responsable, resolutiva y con experiencia Perfil: buena ...","montevideo","/anuncio/administrativo-qequq",2018-12-27 01:41:26
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," CHOFER para taxi efectivo, horario diurno","montevideo","/anuncio/chofer-byy8n",2018-12-27 01:41:26
"CHOFER TAXI","Dueño - Trato directo","Peon","Servicios - Oficios","Hace 3 semanas ","Chofer CAT E Montevideo, para ambos turnos o solo.  Trato directo con dueño. Coches nuevos. Buen ambiente laboral.  Se valora responsabilidad y compromiso. ...","montevideo","/anuncio/chofer-taxi-edg4v",2018-12-27 01:41:26
"CONFITERO",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Rapido, prolijo, con referencias.","montevideo","/anuncio/confitero-42sqj",2018-12-27 01:41:26
"MOZO",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," para Ciudad Vieja , trato con turistas.","montevideo","/anuncio/mozo-e6psj",2018-12-27 01:41:26
"PORTERO",NA,"Auxiliar","Seguridad - Vigilancia","Hace 3 semanas "," Tambien hace limpieza en el edificio. Excelentes referencias","montevideo","/anuncio/portero-jrrp4",2018-12-27 01:41:26
"AUXILIAR CONTABLE","Estudio contable","Asistente","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Auxiliar para estudio contable (part time, 4-5 horas diarias).  Orientamos nuestra búsqueda a persona dinámica, responsable, con capacidad de organización. ...","montevideo","/anuncio/auxiliar-contable-rqu3r",2018-12-27 01:41:26
"BRUSHINISTA",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas "," Para peluquería en Punta del Este. Trabajo por temporada  de dic. a feb. Con referencias y experiencia. Buen sueldo.","montevideo","/anuncio/brushinista-4yhzn",2018-12-27 01:41:26
"PELUQUERO",NA,"Técnico / Especialista","Servicios - Oficios","Hace 3 semanas "," con experiencia sepa  manos","montevideo","/anuncio/peluquero-jgzn9",2018-12-27 01:41:26
"COCINERO PLANCHERO AMBOS SEXOS.",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","  con experiencia.","montevideo","/anuncio/cocinero-planchero-ambos-sexos-pp6ve",2018-12-27 01:41:26
"MINUTERO/A",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Para restaurante Horario nocturno, con referencias ","montevideo","/anuncio/minutero-a-r2jbr",2018-12-27 01:41:26
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," Para taxi horario de 17 a 5 hrs con o sin experiencia ","montevideo","/anuncio/chofer-zqymv",2018-12-27 01:41:26
"PIZZERO CORTADOR",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Con experiencia","montevideo","/anuncio/pizzero-cortador-vsq9d",2018-12-27 01:41:26
"AUXILIAR CONTABLE",NA,"Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 3 semanas "," AUXILIAR contable La Compañia del Oriente solicita , persona con experiencia en registración y programas Memory , Conty y Excel.   ","montevideo","/anuncio/auxiliar-contable-tn9p4",2018-12-27 01:41:26
"CADETE PARA DEPOSITO",NA,"Peon","Logística - Distribución","Hace 3 semanas "," Edad 18 a 25 años para tienda de tecnología","montevideo","/anuncio/cadete-para-deposito-2u758",2018-12-27 01:41:26
"CONFECCIONISTAS",NA,"Oficial","Producción","Hace 3 semanas "," para fundas de  almohadones articulos de camping  en lonas gruesas y pantosotes,","montevideo","/anuncio/confeccionistas-rev89",2018-12-27 01:41:26
"ATENCION MOSTRADOR",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas "," Y envasado.(femenino) Con experiencia en fábrica de pastas. Horario de trabajo: 7 a 15 horas.","montevideo","/anuncio/atencion-mostrador-6qgvd",2018-12-27 01:41:26
"LIMPIADORAS",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas "," Con experiencia  Horario de 23 a 5  $ 750 por noche","montevideo","/anuncio/limpiadoras-v26at",2018-12-27 01:41:26
"ENCARGADO",NA,"Supervisor / Encargado","Ventas - Comercial","Hace 3 semanas "," Ambos sexos  con experiencia","montevideo","/anuncio/encargado-v4m9a",2018-12-27 01:41:26
"DISTRIBUIDOR",NA,"Auxiliar","Logística - Distribución","Hace 3 semanas "," Empresa de Snack y cereales solicita distribuidores no  exclusivos para Montevideo e interior. Empresa en expansión con productos de gran rotación.","montevideo","/anuncio/distribuidor-btnbp",2018-12-27 01:41:26
"VENDEDOR",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas "," para Empresa de Snack y cereales solicita vendedor  no  exclusivos para Montevideo y área metropolitana  . Empresa en expansión con productos de gran rot ...","montevideo","/anuncio/vendedor-dnhgg",2018-12-27 01:41:26
"VENDEDOR","Delta colchones y muebles","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Apoyo a ventas y al encargado de ventas Seguimiento de compras y ventas Coordinación de fletes Ingreso de facturas  Vendedor con experiencia en muebles y c ...","montevideo","/anuncio/vendedor-zqvgy",2018-12-27 01:41:26
