"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"CONTADOR","KPMG","Profesional","Finanzas - Contabilidad - Auditoria","Hace 4 semanas ","Conocimientos técnicos •	Profesional egresado de la carrera de Contador Público.  •	Experiencia previa en posiciones similares. •	Dominio de herramientas i ...","montevideo","/anuncio/contador-pgaus",2019-03-14 03:14:25
"DISTRIBUIDOR","Importante empresa","Auxiliar","Logística - Distribución","Hace 4 semanas ","Empresa Lider en el Mercado, en productos de consumo masivio. Busca 12 Distribuidores INDEPENDIENTES, mayores de25 años.  Con Capacidad de Aprendizaje.  Ca ...","montevideo","/anuncio/distribuidor-87ytv",2019-03-14 03:14:25
"DATAOPS","ADVICE","Analista","Tecnologías de la información","Hace 4 semanas ","Estudiantes avanzado o egresados de carreras vinculadas al área de Sistemas de Información (Ingeniería en Informática, Telecomunicaciones, Telemática ó esp ...","montevideo","/anuncio/dataops-agb77",2019-03-14 03:14:25
"GESTIÓN DE EXPORTACIONES","Importante empresa","Técnico / Especialista","Comercio Exterior","Hace 4 semanas ","Atención al Cliente. Se valorará experiencia previa. i Confección, control y seguimiento de los documentos de exportaciones con el Cliente, intermediarios  ...","montevideo","/anuncio/gestion-de-exportaciones-hrbse",2019-03-14 03:14:25
"SERENO","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 4 semanas ","El cargo implica vigilancia de un Edificio. Se ofrece remuneración acorde al laudo. Ingreso inmediato. Imprescindible buena presencia y buena disposición e ...","montevideo","/anuncio/sereno-6agvn",2019-03-14 03:14:25
"CORTADOR","supermercado","Auxiliar","Servicios - Oficios","Hace 1 mes ","todo lo que abraque en ese sector. buen ambiente laboral llegar en hora,  cumplir con las tareas","montevideo","/anuncio/cortador-dh37h",2019-03-14 03:14:25
"LIMPIADORA  PARA  EMPRESA DE LIMPIEZA",NA,"Auxiliar","Servicios - Oficios","Hace 1 mes ","Limpieza de edificios y oficinas, vidrios LIMPIADORA para  Empresa de limpieza c/experiencia, viva zona solo Centro, Cordón, ciudad vieja, Unión, mayor 35  ...","montevideo","/anuncio/limpiadora-para-empresa-de-limpieza-v86v2",2019-03-14 03:14:25
"MAESTRA/O PRIMARIA","Colegio Gandhi","Profesional","Educación - Recreación - Deportes","Hace 1 mes ","Se solicita aspirante a Maestra  de educación primaria  para Colegio Privado en la zona de arroyo seco-prado. Grupos reducidos.","montevideo","/anuncio/maestra-o-primaria-y28zu",2019-03-14 03:14:25
"DELIVERY  GASTRONOMICO","Importante empresa","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Habilidades : * Dinámico/a y entusiasta * Buena comunicación (oral y escrita) * Orientación al servicio * Comprometido con el trabajo * Trato con clientes  ...","montevideo","/anuncio/delivery-gastronomico-3r29v",2019-03-14 03:14:25
"RECEPCIONISTA PARA MONTEVIDEO.","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","De Lunes a Viernes de 9 a 18 hs. Buena remuneración.","montevideo","/anuncio/recepcionista-para-montevideo-z75hy",2019-03-14 03:14:25
"AUXILIAR/ES DE VENTAS","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","De Lunes a Viernes de 10 a 16 hs. Vendedor/es.","montevideo","/anuncio/auxiliar-es-de-ventas-3mtph",2019-03-14 03:14:25
"AYUDANTE DE INSTALACIONES","GIMASS Instalaciones-Mantenimiento","Auxiliar","Producción","Hace 1 mes ","La persona deberá ser capaz de interpretar los esquemas de montaje y realizar el montaje de canalizaciones, tendido de cables y conexionado de los equipos. ...","montevideo","/anuncio/ayudante-de-instalaciones-r5beg",2019-03-14 03:14:25
"CHOFER LIBRETA E PARA UBER","Conductores de Uber","Peon","Servicios - Oficios","Hace 1 mes ","Manejo de coche para Uber 12 horas con el vehículo. Libreta Categoría E de Montevideo. Mantener el cuidado del vehículo en todos los aspectos. Puntualidad. ...","montevideo","/anuncio/chofer-libreta-e-para-uber-2z32s",2019-03-14 03:14:25
"INSTALADOR PARABRISAS",NA,"Oficial","Servicios - Oficios","Hace 1 mes ","Instalar parabrisas en taller o domicilio. Instalar parabrisas y ventanillas de vehículos. Libreta de conducir y carnet de salud vigente. Valoramos conocim ...","montevideo","/anuncio/instalador-parabrisas-y259h",2019-03-14 03:14:25
"ASISTENTE MARKETING","Importante empresa","Asistente","Marketing - Publicidad","Hace 1 mes ","Marketing electrónico, imprescindible experiencia ventas en Mercado Libre, manejo de redes sociales, conocimiento de programas de diseño e inglés. Debe man ...","montevideo","/anuncio/asistente-marketing-svne5",2019-03-14 03:14:25
"ASESOR EN VENTAS","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Buscamos personas emprendedoras, pro-activas y con ganas de crecer, para el puesto de asesor en ventas para empresa relacionada al rubro odontológico. Mont ...","montevideo","/anuncio/asesor-en-ventas-9vzut",2019-03-14 03:14:25
"TELEMARKETER","Importante empresa","Auxiliar","Teleoperadores - Call Center","Hace 1 mes ","¡Los esperamos en Amec! Se seleccionarán 15 telemarketers para formar parte de nuestro equipo, trabajarán en la venta telefónica de  nuestros variados ser ...","montevideo","/anuncio/telemarketer-5manm",2019-03-14 03:14:25
"AUXILIAR DE MANTENIMIENTO","Silvia Laborde","Auxiliar","Producción","Hace 1 mes ","Reparaciones pequeñas, pintura cosmética, mantenimiento en general Reparaciones pequeñas, pintura cosmética, mantenimiento en general","montevideo","/anuncio/auxiliar-de-mantenimiento-9r44q",2019-03-14 03:14:25
"CHOFER PARA TAXI","TAXI 1600","Oficial","Servicios - Oficios","Hace 1 mes ","Chofer de taxi, que busque algo distinto. Responsable y comprometido. Premios por desempeño. No flota. Muy buen ambiente. Nocturno. Chofer de taxi, que bus ...","montevideo","/anuncio/chofer-para-taxi-47vjp",2019-03-14 03:14:25
"AUXILIAR ADMINISTRATIVO CONTABLE",NA,"Auxiliar","Administración - Secretariado","Hace 4 semanas "," Para tareas varias, con experiencia en Facturacion y  cuentas corrientes Caja Registros contables. Manejo fluido de herramientas informáticas en especia ...","montevideo","/anuncio/auxiliar-administrativo-contable-qgtbr",2019-03-14 03:14:25
"CADETE CON MOTO",NA,"Auxiliar","Cadetería - Cobranzas","Hace 4 semanas "," Para Pizzería zona Malvín Buen sueldo y excelente propina Horario nocturno.","montevideo","/anuncio/cadete-con-moto-a3p4d",2019-03-14 03:14:25
"AUXILIAR ADMINISTRATIVA CONTABLE",NA,"Auxiliar","Administración - Secretariado","Hace 4 semanas "," Para tareas varias, con experiencia en Facturacion y cuentas corrientes  Caja Registros contables. Manejo fluido de herramientas informáticas  en espe ...","montevideo","/anuncio/auxiliar-administrativa-contable-av6vs",2019-03-14 03:14:25
"CORTADOR/PIZZERO",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 4 semanas "," Masculino De 18 a 40 años Con o sin experiencia Zona Malvín  Buen sueldo","montevideo","/anuncio/cortador-pizzero-5gpg5",2019-03-14 03:14:25
"MOZA","RESTAURANTE EN EL CENTRO","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 4 semanas ","SE NECESITA PARA RESTAURANTE CENTRICO. MOZA PARA EL TURNO DE LA NOCHE. SOLO CON EXPERIENCIA Y GANAS DE TRABAJAR","montevideo","/anuncio/moza-8zz27",2019-03-14 03:14:25
"LIMPIADORA","Fernando","Auxiliar","Servicios - Oficios","Hace 4 semanas ","Limpidora para residencia universitaria de lunes a viernes 4 hs. diarias preferentemente que viva en la zona Limpieza en residencia universitaria","montevideo","/anuncio/limpiadora-nmhu6",2019-03-14 03:14:25
"DISEÑADOR GRAFICO",NA,"Analista","Arte - Diseño - Comunicación","Hace 4 semanas "," Para importante imprenta, con experiencia, trabajo estable.","montevideo","/anuncio/disenador-grafico-zmb9g",2019-03-14 03:14:25
"VENDEDORA CAJERA","Trapuchitos","Auxiliar","Atención al cliente","Hace 4 semanas ","Atencion al publico, antencion telefonica, cobro, recepcion de pedidos control de stock, control de ingreso y egreso","montevideo","/anuncio/vendedora-cajera-32275",2019-03-14 03:14:25
"MANTENIMIENTO PARA RESIDENCIAL","Importante empresa","Supervisor / Encargado","Producción","Hace 4 semanas ","Se busca persona para mantenimiento de hogares de 3ra edad. Entre 30 y 50 años C/experiencia en sanitaria, pintura y electricidad gral. Horario de lunes a  ...","montevideo","/anuncio/mantenimiento-para-residencial-8mmqj",2019-03-14 03:14:25
"VENTAS FREELANCE","Equipo RyK","Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","La propuesta esta enfocada a vendedores con experiencia mínima de 2 años  entre 20 a 33 años buena presencia  dinámico/a dispuesto a cumplir metas  al ...","montevideo","/anuncio/ventas-freelance-vg593",2019-03-14 03:14:25
"MANTENIMIENTO DE EQUIPOS DE AIRE ACONDICIONADO Y REFRIGERACIÓN-CALEFACCIÓN -","Importante empresa","Peon","Producción","Hace 4 semanas ","APRENDICES PARA MANTENIMIENTO DE EQUIPOS DE AIRE ACONDICIONADO Y REFRIGERACIÓN-CALEFACCIÓN -Importante EmpreSa en Plaza- Aprendiz","montevideo","/anuncio/mantenimiento-de-equipos-de-aire-acondicionado-y-refrigeracion-calefaccion-emqv2",2019-03-14 03:14:25
"AUX. LIMPIEZA","Grupo Onesta SRL.","Auxiliar","Servicios - Oficios","Hace 4 semanas ","Limpiador (masculino) para las zonas de carrasco, Malvin y Pocitos, disponibilidad horaria. Limpieza de oficinas y edificios, utilizando los insumos propor ...","montevideo","/anuncio/aux-limpieza-zv8qt",2019-03-14 03:14:25
"VENDEDOR","Vendedores","Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","Nos encontramos en busca de jóvenes con carácter emprendedor para el área de ventas, con vocación de servicio en atención y asesoramiento al cliente.  Hora ...","montevideo","/anuncio/vendedor-r4vbn",2019-03-14 03:14:25
"LIMPIADORA","Importante empresa","Auxiliar","Producción","Hace 4 semanas ","Se necesita personal femenino entre 30 y 50 años . limpiadoras,para edificios,locales comerciales. Referencias y experiencia. De lunes a sábados  horario e ...","montevideo","/anuncio/limpiadora-nqgqg",2019-03-14 03:14:25
"GECOS: PROGRAMADOR WEB JR.","ADVICE","Analista","Tecnologías de la información","Hace 4 semanas ","Estudiantes de la carrera de Ingeniería en Computación o equivalente. Deberán contar con conocimientos en HTML, JavaScript y CSS. Serán valorados los conoc ...","montevideo","/anuncio/gecos-programador-web-jr-tjr3v",2019-03-14 03:14:25
"HTTPS://WWW.ADVICE.COM.UY/OPORTUNIDAD/I1390/","ADVICE","Analista","Tecnologías de la información","Hace 4 semanas ","Estudiantes de la carrera de Ingeniería en Computación o equivalente. Deberán contar con conocimientos en HTML, JavaScript y CSS. Serán valorados los conoc ...","montevideo","/anuncio/https-www-advice-com-uy-oportunidad-i1390-5ebua",2019-03-14 03:14:25
"DESARROLLADOR PL/SQL","ADVICE","Analista","Tecnologías de la información","Hace 4 semanas ","Personas con formación terciaria en carreras vinculadas al área de Sistemas.  Será necesario contar con dos años de experiencia en manejo de modelo de dato ...","montevideo","/anuncio/desarrollador-pl-sql-446g2",2019-03-14 03:14:25
"BRUSHINISTA","Importante empresa","Auxiliar","Servicios - Oficios","Hace 4 semanas ","ayudante de peluquería, brushinista ,manicura puntualidad, buena presencia y ganas de crecer profesionalmente.","montevideo","/anuncio/brushinista-m86jp",2019-03-14 03:14:25
"REPARTIDOR ,DELIVERYS , CHOFER PARA CAMIONETA","SUPERMERCADO","Auxiliar","Cadetería - Cobranzas","Hace 4 semanas ","ENVIOS A DOMICILIO (SUPERMERCADO) REPARTIDORES EN BICICLETA REPARTO(PROPORCIONADA POR LA EMPRESA) ,DELIVERY ,CON LIBRETA DE MOTO (MOTO DE LA EMPRESA O DEL  ...","montevideo","/anuncio/repartidor-deliverys-chofer-para-camioneta-p62hh",2019-03-14 03:14:25
"VENTAS INDEPENDIENTE","Nuevo Horizonte ","Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","Buscamos personas activas con deseos de superación de 20 a 35 años con ganas de aprender, ambición de crecimiento tendrás el respaldo de un equipo de traba ...","montevideo","/anuncio/ventas-independiente-rsae4",2019-03-14 03:14:25
"CAJERA ADMINISTRATIVA",NA,"Auxiliar","Ventas - Comercial","Hace 4 semanas ","  con conocimientos de programa Scantech, con  referencias y experiencia","montevideo","/anuncio/cajera-administrativa-hhbj4",2019-03-14 03:14:25
"MECANICO",NA,"Técnico / Especialista","Producción","Hace 4 semanas "," Para mantenimiento de camiones de mediano porte, con experiencia y referencias comprobables.","montevideo","/anuncio/mecanico-dv9qg",2019-03-14 03:14:25
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 4 semanas "," Para taxi,, libreta E, de Montevideo con o sin experiencia de 9 a 18 hrs.","montevideo","/anuncio/chofer-aeu74",2019-03-14 03:14:25
"OPERARIO",NA,"Peon","Producción","Hace 4 semanas "," para Fábrica en Colón. De 20 a 30 años. Con experiencia en producción.","montevideo","/anuncio/operario-9mv2d",2019-03-14 03:14:25
"PELUQUERO /A",NA,"Técnico / Especialista","Servicios - Oficios","Hace 4 semanas ","  de 18 a 25 años, con experiencia en corte, comunicarse","montevideo","/anuncio/peluquero-a-9gbt3",2019-03-14 03:14:25
"APRENDIZ",NA,"Peon","Producción","Hace 4 semanas "," Adelantado en herrería, sepa soldar","montevideo","/anuncio/aprendiz-nq7um",2019-03-14 03:14:25
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 4 semanas "," CHOFER femenino con libreta A, para traslados de particula r en su vehículo, tarea de tras lados en horarios a coordinar  en la tarde, de lunes a viern ...","montevideo","/anuncio/chofer-v5b28",2019-03-14 03:14:25
"OFICIAL","Importante empresa","Técnico / Especialista","Servicios - Oficios","Hace 4 semanas ","Cerrajero con experiencia en cofres,control de acseso, instalacione de alarmas, algo de electronica . Manejar vehiculos , disponibilidad de amplio horario","montevideo","/anuncio/oficial-tbn25",2019-03-14 03:14:25
"VENDEDORA/CAJERA","FARMACIA SANTA BERNADETTE","Auxiliar","Atención al cliente","Hace 4 semanas ","Vendededora y cajera Atención al público Reponer mercaderia Limpiar Armar vidrieras Cobranza","montevideo","/anuncio/vendedora-cajera-dp7yj",2019-03-14 03:14:25
"OPERADOR LABORAL","Importante Centro de Rehabilitación Psico social","Otros","Llamados - Concursos","Hace 4 semanas ","Operador laboral Se busca persona proactiva, creativa, con ganas de trabajar, para incorporarse a institución que trabaja con personas con discapacidad psí ...","montevideo","/anuncio/operador-laboral-prnv7",2019-03-14 03:14:25
"ENCARGADO DE MANTENIMIENTO",NA,"Auxiliar","Servicios - Oficios","Hace 4 semanas "," ENCARGADO de Mantenimiento / Lavadero solicita Concesionario Automotoriz de Primer Nivel, con experiencia comprobable en estética automotriz y preparado d ...","montevideo","/anuncio/encargado-de-mantenimiento-7h6a6",2019-03-14 03:14:25
"VENDEDOR PARA CONCESIONARIA AUTOMOTRIZ",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas "," VENDEDOR/A para Concesionario Automotriz de primer nivel solicita únicamente con experiencia comprobable en el rubro. Enviar CV detallando ref. 1145-1 ","montevideo","/anuncio/vendedor-para-concesionaria-automotriz-dpsgu",2019-03-14 03:14:25
"MECANICO APRENDIZ AVANZADO PARA SERVICIO OFICIAL",NA,"Auxiliar","Servicios - Oficios","Hace 4 semanas ","  MECANICO Aprendiz avanzado para servicio oficial automotriz, enviar CV con referencias detallando Ref. 1245-1 a  ","montevideo","/anuncio/mecanico-aprendiz-avanzado-para-servicio-oficial-gur92",2019-03-14 03:14:25
"ADMINISTRATIVO/A",NA,"Auxiliar","Administración - Secretariado","Hace 4 semanas "," ADMINISTRATIVO/A para Servicio Oficial Automotriz, se solicita con experiencia, referencias comprobables, proactividad. Enviar CV detallando Ref. 1245-1 ","montevideo","/anuncio/administrativo-a-qzz8j",2019-03-14 03:14:25
"ENCARGADO DE BAR",NA,"Supervisor / Encargado","Hotelería - Gastronomía - Turismo","Hace 4 semanas "," Encargado de bar","montevideo","/anuncio/encargado-de-bar-dzhee",2019-03-14 03:14:25
"FIAMBRERA","Importante empresa","Auxiliar","Atención al cliente","Hace 4 semanas ","Fiambrera con experiencia para turno vespertino. Atención de la fiambrería en autoservicio","montevideo","/anuncio/fiambrera-2rq2v",2019-03-14 03:14:25
"REPARTIDOR",NA,"Auxiliar","Cadetería - Cobranzas","Hace 4 semanas "," con moto zona Malvin","montevideo","/anuncio/repartidor-umqrj",2019-03-14 03:14:25
"JEFE DE COCINA","Importante empresa","Supervisor / Encargado","Hotelería - Gastronomía - Turismo","Hace 4 semanas ","Perfil del Puesto •	Escolaridad Mínima: Carrera Técnica en Gastronomía o Similar •	EXPERIENCIA MINIMA (EXCLUYENTE): 3 años de experiencia en manejo de equi ...","montevideo","/anuncio/jefe-de-cocina-52n54",2019-03-14 03:14:25
"GUARDIA DE SEGURIDAD ARMADO","GRUPO RELUCE","Auxiliar","Seguridad - Vigilancia","Hace 4 semanas ","Importante empresa de seguridad selecciona: GUARDIAS DE SEGURIDAD ARMADOS (ÚNICAMENTE HOMBRES) que residan en la ciudad de Montevideo. Se ofrece servicios ...","montevideo","/anuncio/guardia-de-seguridad-armado-q4ts8",2019-03-14 03:14:25
"VENDEDOR",NA,"Supervisor / Encargado","Ventas - Comercial","Hace 4 semanas "," De alarmas para domicilio con experiencia excluyente","montevideo","/anuncio/vendedor-j3vq6",2019-03-14 03:14:25
"CUIDADORA",NA,"Auxiliar","Salud","Hace 3 semanas ","  empleada para casa de salud, turno tarde. Sueldo liquido  $ 17.500","montevideo","/anuncio/cuidadora-6ders",2019-03-14 03:14:25
"COCINERO/A SANDWICHER/A",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Con experiencia.","montevideo","/anuncio/cocinero-a-sandwicher-a-umvrz",2019-03-14 03:14:25
"CAJERO/A Y ADMINISTRATIVO.","Importante empresa","Auxiliar","Ventas - Comercial","Hace 3 semanas ","- Cobro y pagos - Atencion Telefonica - Recepcion de clientes - Tareas Administrativas Cajero/a y administrativo 25 a 35   años, con experiencia (excluyent ...","montevideo","/anuncio/cajero-a-y-administrativo-ym6ab",2019-03-14 03:14:25
"DOCENTES PARA LAS PIEDRAS- CANELONES","Importante empresa","Profesional","Educación - Recreación - Deportes","Hace 3 semanas ","Se necesita: Docente para Peluquería. Docente para Maquillaje. Se solicita docente para Las Piedras-Canelones para una importante empresa educativa.","montevideo","/anuncio/docentes-para-las-piedras-canelones-9zbqr",2019-03-14 03:14:25
"DOCENTE PARA MONTEVIDEO","Importante empresa","Profesional","Educación - Recreación - Deportes","Hace 3 semanas ","Se solicita docentes para el área de Educación inicial y para Maquillaje. Se solicita docente para importante empresa.","montevideo","/anuncio/docente-para-montevideo-typ8p",2019-03-14 03:14:25
"CADETA",NA,"Auxiliar","Cadetería - Cobranzas","Hace 3 semanas "," Requisitos: Sexo femenino Toda tarea, mayor de 20 años Sepa computación  Viv en la zona Posibilidad de mejora","montevideo","/anuncio/cadeta-eatz9",2019-03-14 03:14:25
"ESTUDIANTE AVANZADO O CONTADOR","EstudioNPI","Profesional","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Registracion contable  Liquidación de impuestos mensuales y anuales Declaraciones Juradas Dgi Preparación de Balances Fiscales y Bancarios Liquidación de i ...","montevideo","/anuncio/estudiante-avanzado-o-contador-r7evp",2019-03-14 03:14:25
"ENCARGADO DE ADMINISTRAR","EMPRESA DE CERRAJERÍA BANCARIA Y EMPRESARIAL","Supervisor / Encargado","Administración - Secretariado","Hace 3 semanas ","Persona multi tarea encargada de: - administración  - personal - materiales - control de trabajos - mercadería - cotizaciones - atención al publico Coordin ...","montevideo","/anuncio/encargado-de-administrar-ujzyd",2019-03-14 03:14:25
"MEDIO OFICIAL",NA,"Medio Oficial","Servicios - Oficios","Hace 3 semanas "," Idóneo para instalaciones de calefactores.","montevideo","/anuncio/medio-oficial-y6ta4",2019-03-14 03:14:25
"ELECTRICISTA",NA,"Técnico / Especialista","Producción","Hace 3 semanas "," Electricista automotriz","montevideo","/anuncio/electricista-g58sy",2019-03-14 03:14:25
"MARKETING Y PUBLICIDAD",NA,"Auxiliar","Tecnologías de la información","Hace 3 semanas "," Emprendedores - OPORTUNIDAD. Empresa internacional mexicana ofrece trabajo a medio tiempo o comp. áreas promoción,ventas, desarrollo. Ideal amas de casa e ...","montevideo","/anuncio/marketing-y-publicidad-9nshs",2019-03-14 03:14:25
"AYUDANTE",NA,"Técnico / Especialista","Servicios - Oficios","Hace 3 semanas "," Con formación en Aire Acondicionado","montevideo","/anuncio/ayudante-55aqd",2019-03-14 03:14:25
"COCINERO","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Importante restaurant en el Prado busca cocinero/a con experiencia en el rubro. Capaz de desenvolverse en las diferentes áreas de la cocina, plancha, frita ...","montevideo","/anuncio/cocinero-planchero-sjat9",2019-03-14 03:14:25
"AUXILIAR CONTABLE MEDIO HORARIO","Contador Público","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 4 semanas ","Estudiante CCEE 1er año. Se valorarán conocimentos de Memory. Indicar aspiraciones salariales. Colabora con contador en registraciones contables y trámites ...","montevideo","/anuncio/auxiliar-contable-medio-horario-72z3r",2019-03-14 03:14:25
"VENDEDOR FREELANCE PARA IMPRENTA.",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas "," VENDEDOR FreeLance para Imprenta.Con experiencia.","montevideo","/anuncio/vendedor-freelance-para-imprenta-db62u",2019-03-14 03:14:25
"MECANICO",NA,"Técnico / Especialista","Producción","Hace 4 semanas "," Auxiliador, para trabajar en zona de El Pinar y P. del Plata. Con experiencia.","montevideo","/anuncio/mecanico-gvd9z",2019-03-14 03:14:25
"CUIDADORA",NA,"Auxiliar","Salud","Hace 4 semanas "," Para residencial de la 3era edad en la zona de Punta Gorda. Con experiencia. <","montevideo","/anuncio/cuidadora-9h5r2",2019-03-14 03:14:25
"SDF",NA,"Analista","Arte - Diseño - Comunicación","Hace 4 semanas "," ILUSTRADORES y escritores de copia informativa y blogs.entrega del trabajo en archivos digitales.","montevideo","/anuncio/sdf-uyuv5",2019-03-14 03:14:25
"DISEÑADOR GRAFICO",NA,"Técnico / Especialista","Arte - Diseño - Comunicación","Hace 4 semanas "," diseñador grafico       y Ilustradores .","montevideo","/anuncio/disenador-grafico-2658a",2019-03-14 03:14:25
"DESARROLLADORES SENIOR Y SEMI SENIOR","ADVICE","Analista","Tecnologías de la información","Hace 4 semanas ","Personas con formación en carreras vinculadas a Sistemas. Será valorado el conocimiento del Framework Kaltura y los conocimientos de React. Deberán contar  ...","montevideo","/anuncio/desarrolladores-senior-y-semi-senior-jqjz4",2019-03-14 03:14:25
"AYUDANTE DE COCINA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," ambos sexos.","montevideo","/anuncio/ayudante-de-cocina-35tva",2019-03-14 03:14:25
"VENTAS, ADMINISTRACION","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","- ventas telefónicas - ventas personales - ventas redes sociales e internet - manutención de las redes sociales de la empresa - facturación  - desarrollo d ...","montevideo","/anuncio/ventas-administracion-ea86b",2019-03-14 03:14:25
"CAJERO/A",NA,"Auxiliar","Ventas - Comercial","Hace 3 semanas "," Con experiencia excluyente, de 13 a 22 horas. Sabado y domingo libres.","montevideo","/anuncio/cajero-a-hs9tq",2019-03-14 03:14:25
"CHOFER INSTRUCTOR",NA,"Técnico / Especialista","Educación - Recreación - Deportes","Hace 3 semanas ","  licencia de Canelones, minimo 5 años de antiguedad.","montevideo","/anuncio/chofer-instructor-5bupu",2019-03-14 03:14:25
"OPERARIO",NA,"Oficial","Producción","Hace 3 semanas "," OPERARIO con conocimientos electromecánicos y soldadura, para empresa de servicios en locales comerciales. .","montevideo","/anuncio/operario-m64y2",2019-03-14 03:14:25
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," para taxi ambos sexos","montevideo","/anuncio/chofer-uay4p",2019-03-14 03:14:25
"DISEÑADOR GRÁFICO Y WEB","El rey del entretenimiento","Analista","Arte - Diseño - Comunicación","Hace 3 semanas ","- Diseño de publicidades y edición de fotografías - Diseño y mantenimiento de web  - Gestión y atención en Redes Sociales - Gestión del sistema informático ...","montevideo","/anuncio/disenador-grafico-y-web-97mmh",2019-03-14 03:14:25
"VENTAS FREELACE",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas "," Ventas Freelace Jóvenes emprendedores 18 a 33 años con deseos de superación, capacitaciones constantes Ganancias diarias, quincenales bonos de producción ...","montevideo","/anuncio/ventas-freelace-qs9em",2019-03-14 03:14:25
"MAESRA TITULADA",NA,"Profesional","Educación - Recreación - Deportes","Hace 3 semanas "," Para Colegio turno vespertino ","montevideo","/anuncio/maesra-titulada-h3he3",2019-03-14 03:14:25
"AYUDANTE DE PELUQUERIA",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas "," Sepa brushing, manos, pies y depilación con experiencia","montevideo","/anuncio/ayudante-de-peluqueria-tebba",2019-03-14 03:14:25
"BRUSHINISTA",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas "," Manicura/ Depilación  Con experiencia Ambos sexos Zona Pocitos, Carrasco Trabaja de lunes a sábados horario completo","montevideo","/anuncio/brushinista-9y396",2019-03-14 03:14:25
"VENDEDORAS",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas "," JOYERÍA céntrica necesita Vendedoras con Inglés First y Muy buena presencia. Muy buen sueldo. Pueden ser venezolanas, colombianas o cubanas","montevideo","/anuncio/vendedoras-sv9ge",2019-03-14 03:14:25
"ATENCION AL MOSTRADOR",NA,"Auxiliar","Atención al cliente","Hace 3 semanas "," Con experiencia, responsable, buena presencia y ganas de progresar.","montevideo","/anuncio/atencion-al-mostrador-5pr9e",2019-03-14 03:14:25
"PROMOTORA",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas "," JOYERÍA céntrica necesita Promotoras con Inglés First y Muy buena presencia.  Muy buen sueldo.  Pueden ser venezolanas, colombianas o cubanas","montevideo","/anuncio/promotora-rdgvm",2019-03-14 03:14:25
"AUXILIAR ADMINISTRATIVO / RECEPCIONISTA","Importante empresa","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Atención telefonica, cobranzas, seguimientos de deudores, recepción.  Facturación.- La persona contratada será encargada de realizar la gestión de morosos, ...","montevideo","/anuncio/auxiliar-administrativo-recepcionista-7svp8",2019-03-14 03:14:25
"ADMINISTRATIVO",NA,"Auxiliar","Administración - Secretariado","Hace 3 semanas "," Solo masculino con solidos conocimientos en informatica, figaro, facturacion electronica, cuentas corrientes.   Zona Carrasco, horario laboral de 13.30 a ...","montevideo","/anuncio/administrativo-pmm9j",2019-03-14 03:14:25
"CUIDADORA",NA,"Auxiliar","Salud","Hace 3 semanas "," Para residencial Zona Portones  Con experiencia","montevideo","/anuncio/cuidadora-ndtt8",2019-03-14 03:14:25
"AUXILIAR ADMINISTRATIVO",NA,"Auxiliar","Administración - Secretariado","Hace 3 semanas ","  Zona Buceo se valora conocimiento en seguros.","montevideo","/anuncio/auxiliar-administrativo-8s3sz",2019-03-14 03:14:25
"CHOFER ENTREGADOR",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," Para reparto de alfajores, con experiencia en distribucion, libreta B excluyente","montevideo","/anuncio/chofer-entregador-ezvtm",2019-03-14 03:14:25
"ADMINISTRATIVO","CONSTRUCTORA JMP","Asistente","Administración - Secretariado","Hace 3 semanas ","El postulante debe saber interpretar planos, manejar auto cad, tener buena relaciona miento con clientes y proveedores y conocimientos básicos de finanzas. ...","montevideo","/anuncio/administrativo-mmj6n",2019-03-14 03:14:25
