"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"TÉCNICO EN SISTEMA DE PORTERO ELECTRICO.",NA,"Técnico / Especialista","Servicios - Oficios","Hace 3 semanas ","TÉCNICO DE SISTEMA DE PORTERO ELÉCTRICO. TÉCNICO DE SISTEMA DE PORTERO ELÉCTRICO, PARA MANTENIMIENTO Y REPARACIÓN.","montevideo","/anuncio/tecnico-en-sistema-de-portero-electrico-j3amm",2019-07-31 02:44:42
"VENTAS","Distribuidora Bica","Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","Se necesita persona dinámica para venta en Distribuidora de Frutas y Verduras La persona puede organizar su trabajo en base a sus horas libres","montevideo","/anuncio/ventas-zds4t",2019-07-31 02:44:42
"NEGOCIO INDEPENDIENTE","Entusiasmo","Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","INGRESO EXTRAS PART-TIME o FULL-TIME, eso lo decides tu(NO ES EMPLEO) HOMBRES Y MUJERES MAYORES DE 21 AÑOS, MONTEVIDEO e INTERIOR. No es necesario experien ...","montevideo","/anuncio/negocio-independiente-egevv",2019-07-31 02:44:42
"SANDWICHERO",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 4 semanas ","  con experiencia y referencias. Zona Buceo. Enviar curriculum vitae a","montevideo","/anuncio/sandwichero-7evz2",2019-07-31 02:44:42
"VENDEDOR",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","  Con experiencia para importante empresa del sector bebidas en zona metropolitana y Montevideo. Requisitos excluyentes contar  con libreta de conducir y  ...","montevideo","/anuncio/vendedor-puhtd",2019-07-31 02:44:42
"REPONEDOR",NA,"Auxiliar","Ventas - Comercial","Hace 4 semanas "," Merchandiser de en tre 18 y 30 años para Montevideo y  zona metropolitana Requisitos excl uyentes contar con libreta de condu cir y vehiculo propio ex ...","montevideo","/anuncio/reponedor-mv3yv",2019-07-31 02:44:42
"AUXILIAR DE ENFERMERIA, HOMBRE",NA,"Auxiliar","Salud","Hace 4 semanas "," Para Institución religiosa en atención de personas con discapacidad. Disponibilidad horaria para el turno de la mañana. Contar con experiencia.","montevideo","/anuncio/auxiliar-de-enfermeria-hombre-2nu37",2019-07-31 02:44:42
"AUXILIAR",NA,"Auxiliar","Ventas - Comercial","Hace 4 semanas "," Ambos sexos Para local fotocopias  plotter, ciber, de 9.30 a 18 hrs lun a  vier Presentar CV c/ foto 18 de Julio 1730 loc 120 Gal.del Notariado","montevideo","/anuncio/auxiliar-pgvqj",2019-07-31 02:44:42
"PELUQUERA,COMPLETA","Look y Arte","Técnico / Especialista","Servicios - Oficios","Hace 4 semanas ","Peluquera completa, lavado, brushing, corte damas y caballeros y niños, aplicación de color, tratamientos para el cabello se valorará depilado cuerpo , ros ...","montevideo","/anuncio/peluquera-completa-2rd8z",2019-07-31 02:44:42
"CHOFER DE TAXI",NA,"Peon","Servicios - Oficios","Hace 4 semanas "," CHOFER de taxi, dueño busca, libreta E Montevideo, turno nocturno","montevideo","/anuncio/chofer-de-taxi-prjma",2019-07-31 02:44:42
"PLEGADOR",NA,"Oficial","Producción","Hace 4 semanas "," Con experiencia para máquina CNC Zona Barros Blancos","montevideo","/anuncio/plegador-nr8ts",2019-07-31 02:44:42
"ENCARGADO/A",NA,"Supervisor / Encargado","Hotelería - Gastronomía - Turismo","Hace 4 semanas "," ENCARGADO/A Para restaurante, turno noche excluyente con experiencia,","montevideo","/anuncio/encargado-a-v43ps",2019-07-31 02:44:42
"SOLDADOR MIG/TIG",NA,"Técnico / Especialista","Producción","Hace 4 semanas "," Con experiencia Zona Barros Blancos","montevideo","/anuncio/soldador-mig-tig-hb6vy",2019-07-31 02:44:42
"SYNGENTA: STATUTORY & TAX OPERATIONS ANALYST","ADVICE","Profesional","Finanzas - Contabilidad - Auditoria","Hace 4 semanas ","Responsibilities include:  Provide information for Statutory and direct tax activities. Preparation of financial statements and other filings. Support in  ...","montevideo","/anuncio/syngenta-statutory-tax-operations-analyst-q9s2m",2019-07-31 02:44:42
"AUXILIAR  CORTADOR O PIZZERO","Pizzeria La barra","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Funciones de pizzero o cortador Elaboración y atención público","montevideo","/anuncio/auxiliar-cortador-o-pizzero-mh5s6",2019-07-31 02:44:42
"PROGRAMADORES",NA,"Analista","Tecnologías de la información","Hace 3 semanas "," Para empresa de informática.","montevideo","/anuncio/programadores-uennq",2019-07-31 02:44:42
"TÉCNICO CADETE",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas "," Para empresa de informática","montevideo","/anuncio/tecnico-cadete-hjsz9",2019-07-31 02:44:42
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," Para taxi turno a convenir Con experiencia y referencias.","montevideo","/anuncio/chofer-guqeq",2019-07-31 02:44:42
"LIMPIADORA PARA EMPRESA",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas ","  Zona Curva de Maroñas.  Lunes, miércoles y viernes de 8:00 a 12:00 hs.  Hora nominal $U 138.-  Al postularse adjuntar CV","montevideo","/anuncio/limpiadora-para-empresa-55am4",2019-07-31 02:44:42
"VENDEDORAS",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas "," Ventas atención al cliente  Para trabajar en empresa de informática contar con experiencia","montevideo","/anuncio/vendedoras-q87z7",2019-07-31 02:44:42
"ANALISTA CONTABLE","ADVICE","Analista","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Será responsable tareas de registración, facturación y conciliaciones mensuales de cuentas. Participará en la realización de los cierres mensuales, balance ...","montevideo","/anuncio/analista-contable-e7jur",2019-07-31 02:44:42
"PROCURADORA PARA ESTUDIO JURIDICO","Estudio Jurídico - Notarial","Profesional","Legal","Hace 3 semanas ","Con referencias y excelente curriculum Responsable","montevideo","/anuncio/procuradora-para-estudio-juridico-mds9y",2019-07-31 02:44:42
"LAVADOR DE AUTOS",NA,"Oficial","Producción","Hace 3 semanas "," Tareas varias, solo con experiencia excluyente.","montevideo","/anuncio/lavador-de-autos-8nsd2",2019-07-31 02:44:42
"CHEFF / COCINERO ","Establecimiento GOURMET ","Auxiliar","Atención al cliente","Hace 3 semanas ","Chef Cocina Creación de platos  Manipulación de Alimentos Atención al cliente","montevideo","/anuncio/empleado-de-panaderia-y-confiteria-pstus",2019-07-31 02:44:42
"CHOFER / PEÓN",NA,"Medio Oficial","Producción","Hace 3 semanas "," Chofer / Peón zafral.  Libreta Categoría C.  Preferentemente viva proximo a Ciudad de la Costa, con refencias.  Salario liquido $ 30.000.","montevideo","/anuncio/chofer-peon-8n78m",2019-07-31 02:44:42
"VENDEDORES",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas "," Para Importante Empresa.   Orientamos nuestra busqueda hacia personas entusiastas, desenvueltas y con marcado perfil comercial para comercialización de  ...","montevideo","/anuncio/vendedores-6z4jm",2019-07-31 02:44:42
"CADETE",NA,"Auxiliar","Cadetería - Cobranzas","Hace 3 semanas "," Con moto en regla, para delivery y envíos puntuales.","montevideo","/anuncio/cadete-pdtrv",2019-07-31 02:44:42
"CUIDADORA",NA,"Auxiliar","Salud","Hace 3 semanas "," CUIDADORA para Residencial en zona Portones, con experiencia.","montevideo","/anuncio/cuidadora-b7h89",2019-07-31 02:44:42
"CAJERA","abitab","Auxiliar","Ventas - Comercial","Hace 3 semanas ","cajera Para local de cobranzas, con experiencia (excluyente)","montevideo","/anuncio/cajera-epynv",2019-07-31 02:44:42
"DISEÑADORA GRAFICA",NA,"Analista","Arte - Diseño - Comunicación","Hace 3 semanas "," Con experiencia","montevideo","/anuncio/disenadora-grafica-hd53n",2019-07-31 02:44:42
"AUXILIAR CONTABLE",NA,"Auxiliar","Administración - Secretariado","Hace 3 semanas "," Con experiencia en Wincont Memory","montevideo","/anuncio/auxiliar-contable-t9s9e",2019-07-31 02:44:42
"ADMINISTRATIVA",NA,"Auxiliar","Administración - Secretariado","Hace 3 semanas "," Con experiencia","montevideo","/anuncio/administrativa-7as4g",2019-07-31 02:44:42
"FIAMBRERIA, ROTISERIA","Supermercado zona centro Montevideo","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Se necesita fiambrera con experiencia. Atención al publico","montevideo","/anuncio/fiambreria-rotiseria-5556e",2019-07-31 02:44:42
"CONTADOR/A PÚBLICO","Estudio Contable","Profesional","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Orientamos la búsqueda a contadores públicos con solidos conocimientos en tributaria. Será excluyente contar con experiencia realizando liquidaciones de im ...","montevideo","/anuncio/contador-a-publico-myj9v",2019-07-31 02:44:42
"IDONEO EN FARMACIA",NA,"Técnico / Especialista","Salud","Hace 3 semanas "," IDONEA en farmacia, con 10 a ños de experiencia comprobab le, mayor de 40 años horario d e 10 a 18 hrs.","montevideo","/anuncio/idoneo-en-farmacia-tz8s5",2019-07-31 02:44:42
"OPERARIO DE DEPOSITO",NA,"Peon","Logística - Distribución","Hace 3 semanas "," OPERARIO de deposito excluyente  libreta H, y experiencia previa,","montevideo","/anuncio/operario-de-deposito-audya",2019-07-31 02:44:42
"BRUSHINISTA",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas ","  con experiencia para fines de semana","montevideo","/anuncio/brushinista-v7snm",2019-07-31 02:44:42
"ATENCION AL MOSTRADOR",NA,"Auxiliar","Atención al cliente","Hace 3 semanas "," ATENCION mostrador para rotisería. con experiencia en cafeteria Edad de 28 a 40 años","montevideo","/anuncio/atencion-al-mostrador-pv35h",2019-07-31 02:44:42
"VIGILANTE",NA,"Auxiliar","Seguridad - Vigilancia","Hace 3 semanas "," Edad mayor 40 años.  Buena paga  Solicita Bel House.   Al postularse adjuntar CV  Certificado buena conducta . Habilitacion DIGEFE","montevideo","/anuncio/vigilante-v96nh",2019-07-31 02:44:42
"ASIGNET: OPERATIONS COORDINATOR","ADVICE","Jefe","Recursos Humanos","Hace 3 semanas ","The dynamics of todays businesses demand solutions that fit their needs and solve increasingly complex problems pertaining to administration and integratio ...","montevideo","/anuncio/asignet-operations-coordinator-tte9n",2019-07-31 02:44:42
"PELUQUERA",NA,"Técnico / Especialista","Servicios - Oficios","Hace 3 semanas "," PELUQUERA sólo c/ experiencia exclusiva en el rubro, sueldo a convenir.","montevideo","/anuncio/peluquera-nv8u8",2019-07-31 02:44:42
"JEFE DE COCINA",NA,"Supervisor / Encargado","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," BIGA Pizza y Pasta ( ambos sexos).  Requisito excluyente, contar con al menos 2 años de experiencia comprobada en el cargo. Buscamos un perfil metódico, ...","montevideo","/anuncio/jefe-de-cocina-3544s",2019-07-31 02:44:42
"ARQUITECTO",NA,"Profesional","Construcción - Arquitectura","Hace 3 semanas "," Al postularse indicar aspiraciones  para Obra en Mariscala","montevideo","/anuncio/arquitecto-u3r86",2019-07-31 02:44:42
"CHOFER DE TAXI",NA,"Oficial","Servicios - Oficios","Hace 3 semanas ","- Categoria E  Efectivo y suplente. Ambos turnos. ","montevideo","/anuncio/chofer-de-taxi-2gemb",2019-07-31 02:44:42
"CHEFF",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","- CHEFF con experiencia excelencia en platos. Don de mando en cocina y organización full time enviar CV","montevideo","/anuncio/cheff-yr26e",2019-07-31 02:44:42
"GUARDIAS DE SEGURIDAD",NA,"Auxiliar","Seguridad - Vigilancia","Hace 3 semanas "," GUARDIAS de seguridad 25 a 55 a ños, solo masculino, experiencia y b uena presencia. Zona Mdeo. y Cos ta Urbana CV con foto gallito.com","montevideo","/anuncio/guardias-de-seguridad-y8qug",2019-07-31 02:44:42
"CHOFER DE TAXI",NA,"Peon","Servicios - Oficios","Hace 3 semanas ","- CHOFER DE TAXI. CATEGORIA E EFECTIVO Y SUPLENTE.AMBOS TURNOS.RELEVO PUERTA A PUERTA. ","montevideo","/anuncio/chofer-de-taxi-562as",2019-07-31 02:44:42
"SACEEM: PROGRAMADOR GENEXUS","ADVICE","Analista","Tecnologías de la información","Hace 3 semanas ","Saceem es una empresa uruguaya de reconocido prestigio en las áreas de Ingeniería y Construcción que opera en forma ininterrumpida en el país y la región d ...","montevideo","/anuncio/saceem-programador-genexus-yjtmu",2019-07-31 02:44:42
"ADMINISTRATIVO CONTABLE","TejaCenter","Asistente","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Control de stock Ingreso de boletas -","montevideo","/anuncio/administrativo-contable-rsvyr",2019-07-31 02:44:42
"RECEPCIONISTA - COORDINACIONES DE CONSULTAS","Importante empresa","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Sexo femenino Edad entre 27 y 36 Atención al cliente Recepción y coordinación de consultas La búsqueda se orienta a mujeres entre 27 y 36 años, dinámica, c ...","montevideo","/anuncio/recepcionista-coordinaciones-de-consultas-zgj43",2019-07-31 02:44:42
"CARPINTERO",NA,"Técnico / Especialista","Servicios - Oficios","Hace 3 semanas "," Con taller para tabajos (melamínico y madera)","montevideo","/anuncio/carpintero-bmjrv",2019-07-31 02:44:42
"BRUSHINISTA, MANOS, PIES, Y DEPILACIÓN",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas ","Brushinista, manos, pies, y depilación Brushinista, manos, pies, y depilación. Con experiencia Flexibilidad en el horario.","montevideo","/anuncio/brushinista-3gh3g",2019-07-31 02:44:42
"AUXILIAR ADMINISTRTIVA",NA,"Auxiliar","Administración - Secretariado","Hace 3 semanas "," De 20 a 35 años Al postularse adjuntar foto","montevideo","/anuncio/auxiliar-administrtiva-mvzvb",2019-07-31 02:44:42
"AUXILIAR PARA DEPÓSITO",NA,"Auxiliar","Logística - Distribución","Hace 3 semanas "," con libreta de auto o moto 5 vacantes","montevideo","/anuncio/auxiliar-para-deposito-uveh8",2019-07-31 02:44:42
"ENCARGADO DE OPERACIONES Y TRÁNSITO","Importante empresa","Supervisor / Encargado","Logística - Distribución","Hace 3 semanas ","Encargado de operaciones, tránsito y/o personal de operaciones en empresa de transporte de pasajeros Organizar turnos, coches, conductores, guardas, agenci ...","montevideo","/anuncio/encargado-de-operaciones-y-transito-srans",2019-07-31 02:44:42
"AUXILIAR DE OPERACIONES Y TRÁNSITO","Importante empresa","Auxiliar","Logística - Distribución","Hace 3 semanas ","ayudar al encargado del área tránsito y operaciones auxiliar al encargado en la organización de turnos, coches, conductores, guardas, etc","montevideo","/anuncio/auxiliar-de-operaciones-y-transito-rv29z",2019-07-31 02:44:42
"PRODUCTORA CREATIVA DE MODA","Importante empresa","Otros","Arte - Diseño - Comunicación","Hace 3 semanas ","Si te apasiona el mundo de la moda, estás sumergida/o en la era digital y querés ser parte de una de las empresas de retail más importante de nuestro país, ...","montevideo","/anuncio/productora-creativa-de-moda-eezd8",2019-07-31 02:44:42
"ESTAMPADOR",NA,"Oficial","Producción","Hace 3 semanas "," ESTAMPADOR con experiencia para ropa deportiva. Trabajo todo el año.","montevideo","/anuncio/estampador-t7shu",2019-07-31 02:44:42
"DISEÑADOR GRAFICO",NA,"Analista","Arte - Diseño - Comunicación","Hace 3 semanas "," DISEÑADOR grafico para empresa de indumentaria deportiva Trabajo todo el año. Comunicarse","montevideo","/anuncio/disenador-grafico-9sv6r",2019-07-31 02:44:42
"APRENDIZ","olr","Auxiliar","Cadetería - Cobranzas","Hace 3 semanas ","TRAMITES TRAMITES","montevideo","/anuncio/aprendiz-4y6qt",2019-07-31 02:44:42
"APRENDIZ","olr","Auxiliar","Cadetería - Cobranzas","Hace 3 semanas ","DELIVERY DELIVERY","montevideo","/anuncio/aprendiz-93e69",2019-07-31 02:44:42
"PERSONAL DE SERVICIO","olr","Auxiliar","Servicios - Oficios","Hace 3 semanas ","LIMPIEZA LIMPIEZA","montevideo","/anuncio/personal-de-servicio-54d5r",2019-07-31 02:44:42
"MASAJISTA",NA,"Técnico / Especialista","Salud","Hace 3 semanas "," back up para cubrir lic encias, responsable y dinámico/a","montevideo","/anuncio/masajista-7d2uh",2019-07-31 02:44:42
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," para taxi con o sin experiencia.","montevideo","/anuncio/chofer-z6qjv",2019-07-31 02:44:42
"CHOFER PARA TAXI",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," Libreta categoría E de Montevideo Experiencia en taxi Para ambos turnos Mayor de 35 años Viva en Montevideo","montevideo","/anuncio/chofer-para-taxi-zh5u5",2019-07-31 02:44:42
"APRENDIZ","olr","Auxiliar","Salud","Hace 3 semanas ","ACOMPAÑANTE ACOMPAÑANTE","montevideo","/anuncio/aprendiz-vvt33",2019-07-31 02:44:42
"APRENDIZ","olr","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","VENTAS HORARIO DE TRABAJO PROACTIVIDAD","montevideo","/anuncio/aprendiz-apt3s",2019-07-31 02:44:42
"APRENDIZ","olr","Peon","Producción","Hace 3 semanas ","APRENDIZ ATENCION AL CLIENTE APRENDIZ","montevideo","/anuncio/aprendiz-petna",2019-07-31 02:44:42
"ADMINISTRATIVOS","olr","Auxiliar","Administración - Secretariado","Hace 3 semanas ","ADMINISTRATIVO ATENCION AL PUBLICO AUXILIAR","montevideo","/anuncio/administrativos-mezbv",2019-07-31 02:44:42
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," CHOFER para Taxi, sin experiencianocturno y suplente. Doy capacitación.","montevideo","/anuncio/chofer-vd8hs",2019-07-31 02:44:42
"COCINERO",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," COCINERO para rotisería elaboraciones de  tartas ,  empanadas","montevideo","/anuncio/cocinero-sm7u6",2019-07-31 02:44:42
"CAJERA",NA,"Auxiliar","Cadetería - Cobranzas","Hace 3 semanas ","  para mayorista zona Piedras Blancas horario de 13 a 19 hrs  edad no excluyente preferentemente concurso aprobado de Inefop","montevideo","/anuncio/cajera-8nn2a",2019-07-31 02:44:42
"ADMINISTRATIVA",NA,"Auxiliar","Administración - Secretariado","Hace 3 semanas "," A para Super y Mayorista en Barrio Piedras Blancas.  Horario de lunes viernes de 8.30 a 17.30 hs.  Sueldo nominal $ 25.000.  Preferentemente con curso  ...","montevideo","/anuncio/administrativa-6pyb6",2019-07-31 02:44:42
"HORMIGONES ARTIGAS: JEFE DE MANTENIMIENTO","ADVICE","Jefe","Producción","Hace 3 semanas ","CEMENTOS ARTIGAS S.A. se encuentra en el mercado de la producción y comercialización de cemento para la industria de la construcción desde el año 1919, sie ...","montevideo","/anuncio/hormigones-artigas-jefe-de-mantenimiento-zrqv7",2019-07-31 02:44:42
"VENDEDOR PARA AUTOMOTORA",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas "," Vendedor masculino Selecciona Importante Concesionaria Automotriz Excluyente con experiencia en el rubro","montevideo","/anuncio/vendedor-para-automotora-8zpdv",2019-07-31 02:44:42
"AYUDANTE DE PELUQUERIA",NA,"Auxiliar","Producción","Hace 3 semanas "," AYUDANTE de peluquería, para salón en Pocitos, con experiencia en colorimetría, corte,Brushing peinados, manos y podología","montevideo","/anuncio/ayudante-de-peluqueria-62bve",2019-07-31 02:44:42
"CHOFER PARA TAXI",NA,"Oficial","Servicios - Oficios","Hace 3 semanas "," Con experiencia, ambos turnos.  Excelente ambiente","montevideo","/anuncio/chofer-para-taxi-ru9nr",2019-07-31 02:44:42
"MAZO/A",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Ambos sexos, con experiencia para  bar parrillada","montevideo","/anuncio/mazo-a-v54pm",2019-07-31 02:44:42
"CHAPISTA",NA,"Técnico / Especialista","Servicios - Oficios","Hace 3 semanas "," Oficial con experiencia.","montevideo","/anuncio/chapista-5a28h",2019-07-31 02:44:42
"VENDEDOR DE AGENCIA DE VIAJES","Empresa con 30 años de trayectoria","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Estamos en búsqueda de personas con experiencia previa mínimo de 1 año como agente de viajes para incorporarse al equipo de ventas. Es una excelente oportu ...","montevideo","/anuncio/vendedor-de-agencia-de-viajes-456qq",2019-07-31 02:44:42
"AYUDANTE DE COCINA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Con experiencia","montevideo","/anuncio/ayudante-de-cocina-z8z59",2019-07-31 02:44:42
"CORTADOR",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas "," carnicería en Maldonado c/experiencia comprobable buena remuneracion y vivienda","montevideo","/anuncio/cortador-by26z",2019-07-31 02:44:42
"FOGUISTA",NA,"Oficial","Producción","Hace 3 semanas "," FOGUISTA para Empresa con amplia y comprobable experiencia para operación y mantenimiento de caldera a vapor y quemadores. Se valorara conocimiento de ele ...","montevideo","/anuncio/foguista-zzh45",2019-07-31 02:44:42
"COCINERA",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Con experiencia para Rotiseria","montevideo","/anuncio/cocinera-556y6",2019-07-31 02:44:42
"CONFITERO",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Con experiencia 3 días a la semana ","montevideo","/anuncio/confitero-jnds8",2019-07-31 02:44:42
"LUSTRADOR",NA,"Oficial","Servicios - Oficios","Hace 3 semanas "," LUSTRADOR para carpintería laqueados PU y lustres. con experiencia","montevideo","/anuncio/lustrador-r9vvs",2019-07-31 02:44:42
"APRENDIZ ADELANTADO CARPINTERIA",NA,"Peon","Producción","Hace 3 semanas "," APRENDIZ adelantado con conocimientos de informatica para carpinteria de madera, l","montevideo","/anuncio/aprendiz-adelantado-carpinteria-4yqtq",2019-07-31 02:44:42
"ADMINISTRATIVA",NA,"Auxiliar","Administración - Secretariado","Hace 3 semanas "," Administrativa / recepcionista / cajera, para Salón de Belleza, delunes a viernes de 14.30 a 19.30 hs ","montevideo","/anuncio/administrativa-aytqt",2019-07-31 02:44:42
"RECEPCIONISTA PARA ESTUDIO JURÍDICO","Estudio jurídico internacional","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Atención telefónica y personal, coordinación de agenda, envío de correspondencia, compra de insumos, archivo de documentación, etc. Representar a la empres ...","montevideo","/anuncio/recepcionista-para-estudio-juridico-3mz6n",2019-07-31 02:44:42
"MANICURA",NA,"Técnico / Especialista","Servicios - Oficios","Hace 3 semanas "," Podóloga y depiladora Para Peluquería céntrica.  Experiencia mínima 5 años Con UTU o similar.","montevideo","/anuncio/manicura-63vn2",2019-07-31 02:44:42
"DISTRIBUIDOR CON LIBRETA MOTO/AUTO",NA,"Auxiliar","Cadetería - Cobranzas","Hace 3 semanas ","Lunes a Viernes de 9 a 18hs,  Requisitos: Libreta de Moto y de Auto al día Experiencia en reparto y ventas  Buena presencia Responsable, Dinámico y Ordena ...","montevideo","/anuncio/distribuidor-con-libreta-moto-auto-qvzaa",2019-07-31 02:44:42
"TECNICO",NA,"Técnico / Especialista","Producción","Hace 3 semanas ","  Con experiencia en instalaciones eléctricas, conocimiento de electrónica,  soldadura y libreta de conducir. Hasta 25 años.  Al postularse adjuntar cv ...","montevideo","/anuncio/tecnico-8qn6b",2019-07-31 02:44:42
"PELUQUERA/O",NA,"Técnico / Especialista","Servicios - Oficios","Hace 3 semanas "," PELUQUERA/O, Empresa Santiago Varzi, con buen ambiente y buena remuneración","montevideo","/anuncio/peluquera-o-hmget",2019-07-31 02:44:42
"TELEFONISTA",NA,"Auxiliar","Administración - Secretariado","Hace 3 semanas "," Telefonista Masculino excluyente,  Con experiencia en venta telefónica o Call center excluyente y manejo de Excel excluyente. Hasta 25 años.  Al postul ...","montevideo","/anuncio/telefonista-96qge",2019-07-31 02:44:42
"GERENTE DE PROYECTO IT","Empresa de gran porte","Gerente","Consultoría","Hace 3 semanas ","El cargo tiene por objetivo coordinar los servicios proyectos de e–commerce y de innovación tecnológica de la organización, interactuando con los proveedor ...","montevideo","/anuncio/gerente-de-proyecto-it-v5v37",2019-07-31 02:44:42
"VENDEDOR DE MOSTRADOR","  ","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Se trata de un cargo de venta y asesoramiento para desempeñarse en una importante empresa de insumos eléctricos.   REQUISITOS: Experiencia en ventas y ase ...","montevideo","/anuncio/vendedor-de-mostrador-pdqpd",2019-07-31 02:44:42
"CHOFER PARA TAXI","Sergio Eoksizian","Peon","Servicios - Oficios","Hace 3 semanas ","Chofer para taxi con experiencia. Trabajo efectivo. No flota. Buen ambiente laboral.","montevideo","/anuncio/chofer-para-taxi-patzb",2019-07-31 02:44:42
"DISTRIBUIDOR INDEPENDIENTE DE HERBALIFE NUTRICIÓN","HERBALIFE NUTRICIÓN","Auxiliar","Logística - Distribución","Hace 3 semanas ","GANA DINERO. Haz la diferencia. Obtén un ingreso adicional trabajando a tiempo parcial o tiempo completo, ayudando a las personas a tener una vida saludabl ...","montevideo","/anuncio/distribuidor-independiente-de-herbalife-nutricion-ymgta",2019-07-31 02:44:42
"VENDEDOR PART TIME /FULL TIME","Salud natura","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Nos encontramos en busca de jóvenes con carácter emprendedor para el área de ventas, con vocación de servicio en atención y asesoramiento al cliente.  Hora ...","montevideo","/anuncio/vendedor-part-time-full-time-mdh6z",2019-07-31 02:44:42
"DELIVERY",NA,"Auxiliar","Cadetería - Cobranzas","Hace 3 semanas ","  Con moto, buena prese ncia Para zonas, Punta Carretas y P ocitos Malvin $ 100 la hora buena presencia","montevideo","/anuncio/delivery-jb3ht",2019-07-31 02:44:42
"GERENTE DE MANTENIMIENTO","Importante empresa","Gerente","Directivos - Ejecutivos","Hace 3 semanas ","Orientamos la búsqueda hacia una persona que haya trabajado en el area de mantenimiento edilicio, realizando tareas correctivas y preventivas principalment ...","montevideo","/anuncio/gerente-de-mantenimiento-v2ga9",2019-07-31 02:44:42
"VENDEDOR",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas "," mayor de 30 años , para atencion en mostrador con alguna experiencia en vent a de repuestos automotrices conocimentos de pc","montevideo","/anuncio/vendedor-s5mmn",2019-07-31 02:44:42
"CADETE CON MOTO",NA,"Auxiliar","Cadetería - Cobranzas","Hace 3 semanas "," CADETE con moto para todas las noches. Con conocimiento de zona Centro, Pocitos, Malvin","montevideo","/anuncio/cadete-con-moto-ypr3r",2019-07-31 02:44:42
"CADETE",NA,"Auxiliar","Cadetería - Cobranzas","Hace 3 semanas "," con moto p/ delivery. Pocitos P. Carretas. Carrasco Buena propina. Para todos los días y fines de semana","montevideo","/anuncio/cadete-38qtu",2019-07-31 02:44:42
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," CHOFER de taxi, libreta E Montevideo. Efectivo y suplencia fin de semana","montevideo","/anuncio/chofer-qs3uq",2019-07-31 02:44:42
"SOLICITAMOS JOVENES VENDEDORES","LC GROUP ","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Requisitos:  -Entre 18 a 30 años -Cedula vigente (NO PASAPORTE) Funciones: -Asesoramiento personalizado de cartera de clientes. -Venta a través de platafo ...","montevideo","/anuncio/vendedor-comercial-577mp",2019-07-31 02:44:42
"TECNICO",NA,"Analista","Tecnologías de la información","Hace 3 semanas "," En celulares y computac ión para local de electronica, con e xperiencia en atención al público","montevideo","/anuncio/tecnico-88z5q",2019-07-31 02:44:42
"PLANCHERO",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," PLANCHERO con ganas de trabajar con experiencia y referencias","montevideo","/anuncio/planchero-n37qn",2019-07-31 02:44:42
