"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"FORMADOR PARA IBIRAPITÁ","Centro Ceibal","Profesional","Educación - Recreación - Deportes","Hace 1 mes ","¿Qué buscamos?  <U+25CF>	Estudiantes avanzados o egresados de Licenciatura en Psicología, Sociología , Trabajo Social o carreras vinculadas a lo socioeducativo.   ...","montevideo","/anuncio/formador-para-ibirapita-3qbtu",2019-01-24 01:16:53
"CHOFER PARA TAXI","Taxímetro Montevideo","Oficial","Servicios - Oficios","Hace 1 mes ","- Transportar pasajeros con seguridad y amabilidad, respetando las normas del tránsito. - Tener al día libreta de conducir profesional - Buena presencia -  ...","montevideo","/anuncio/chofer-para-taxi-5upmy",2019-01-24 01:16:53
"CAJERA VENDEDORA","Carrito de comidas","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Caja Y Atención al público Turno de 16 a 00 hs de 22 a 32 años Experiencia en caja","montevideo","/anuncio/cajera-vendedora-5y7d8",2019-01-24 01:16:53
"CAJERA VENDEDORA","Carrito de comidas","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","CAJA Y ATENCIÓN AL PUBLICO TURNO NOCTURNO CON EXPERIENCIA EN CAJA DE 22 A 32 AÑOS","montevideo","/anuncio/cajera-vendedora-e64pm",2019-01-24 01:16:53
"DIRECTOR PREESCOLAR","ADVICE","Gerente","Directivos - Ejecutivos","Hace 1 mes ","Seleccionamos para Institución Educativa líder en Montevideo, en el área de la educación desde preescolar, primaria y secundaria en todas sus orientaciones ...","montevideo","/anuncio/director-preescolar-sb72q",2019-01-24 01:16:53
"CHOFER DE TAXI","SIN NOMBRE","Peon","Servicios - Oficios","Hace 1 mes ","CHOFER PARA TAXI DE MONTEVIDEO. LIBRETA CATEGORÍA E. TURNO EFECTIVO. HAY POSIBILIDAD DE HORARIO DIURNO  DE 3 A 15 HS Y DE HORARIO NOCTURNO DE 15 A 3 HS.  S ...","montevideo","/anuncio/chofer-de-taxi-dve27",2019-01-24 01:16:53
"ADMINISTRATIVO/A PARA LIQUIDACIÓN DE SUELDOS","RECONOCIDA INSTITUCIÓN DEL ÁREA DE LA SALUD","Auxiliar","Administración - Secretariado","Hace 1 mes ","ORIENTAMOS LA BÚSQUEDA HACIA ESTUDIANTES DE CIENCIAS ECONÓMICAS O ADMINISTRACIÓN, POR LO MENOS 2º AÑO APROBADO, QUE CUENTEN CON AMPLIO DOMINIO EN EXCEL AVA ...","montevideo","/anuncio/administrativo-a-para-liquidacion-de-sueldos-u9re6",2019-01-24 01:16:53
"LICENCIADO EN ENFERMERÍA","MUTUALISTA HOSPITAL EVANGÉLICO","Técnico / Especialista","Salud","Hace 1 mes ","* DISPONIBILIDAD HORARIA * CAPACIDAD EN TRABAJO EN EQUIPO * ADAPTABILIDAD, COMPROMISO Y RESPONSABILIDAD * REFERENCIA LABORALES ACREDITADAS MUTUALISTA HOSPI ...","montevideo","/anuncio/licenciado-en-enfermeria-egq56",2019-01-24 01:16:53
"TELEMARKETER","Importante empresa","Auxiliar","Teleoperadores - Call Center","Hace 1 mes ","Telemarketer. Telemarketer","montevideo","/anuncio/telemarketer-ve3ug",2019-01-24 01:16:53
"MOZO/A","Importante empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Mozo/a de Lunes a Viernes , de 4 a 6 horas diarias. Mozo/a","montevideo","/anuncio/mozo-a-r84tj",2019-01-24 01:16:53
"MASAJISTA TERAPÉUTICA","Importante empresa","Técnico / Especialista","Salud","Hace 1 mes ","Se solicita Masajista para importante marca, con disponibilidad horaria, amplia experiencia, no menor a 2 años.   Ambos sexos entre 25 y 45 años (no excluy ...","montevideo","/anuncio/masajista-terapeutica-3mtg9",2019-01-24 01:16:53
"TELEMARKETER","STUDENTEN SRL","Auxiliar","Teleoperadores - Call Center","Hace 1 mes ","vendedor Operador Call Center","montevideo","/anuncio/telemarketer-y522t",2019-01-24 01:16:53
"DISTRIBUIDOR INDEPENDIENTE","Nutri Sa","Auxiliar","Logística - Distribución","Hace 1 mes ","Marketing Emprendedores","montevideo","/anuncio/distribuidor-independiente-er7ra",2019-01-24 01:16:53
"VENDEDOR PARA FERRETERIA CON EXPERIENCIA EN EL RAMO","FERRETERIA CARBALLIDO","Auxiliar","Servicios - Oficios","Hace 1 mes ","VENDEDOR PARA MOSTRADOR CON EXPERIENCIA EN EL RAMO ATENCION AMABLE CON EL PUBLICO PUNTUALIDAD EN EL HORARIO DE LUNES A VIERNES DE 8 A 12 Y 14 A 19 SABADOS  ...","montevideo","/anuncio/vendedor-para-ferreteria-con-experiencia-en-el-ramo-d6896",2019-01-24 01:16:53
"AUXILIAR DEPOSITO",NA,"Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Recepción de cargas: control y alta de stock Almacenamiento y orden de la mercadería Armado de pedidos diarios para abastecer al local, y para abastecer cl ...","montevideo","/anuncio/auxiliar-deposito-eujuv",2019-01-24 01:16:53
"DELIVERY","Importante empresa","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Delivery Nocturno de 2030a 0030 de martes a domingo, Zona Centro , ciudad vieja y cordon. Con todos los benef. legales combustible, comida, trabajo estable ...","montevideo","/anuncio/delivery-652zt",2019-01-24 01:16:53
"PSICÓLOGO INSTITUCIONAL","Preuniversitario Carrasco","Profesional","Salud","Hace 1 mes ","Psicólogo Institucional para nivel Bachillerato Orientación Vocacional y Universitaria y apoyo a estudiantes Disponibilidad para participar en actividades  ...","montevideo","/anuncio/psicologo-institucional-6j67z",2019-01-24 01:16:53
"OFICIALES YESEROS",NA,"Medio Oficial","Construcción - Arquitectura","Hace 4 semanas "," Necesita empresa constructora","montevideo","/anuncio/oficiales-yeseros-e9326",2019-01-24 01:16:53
"OFICIALES PINTORES",NA,"Oficial","Construcción - Arquitectura","Hace 4 semanas "," Necesita empresa constructora","montevideo","/anuncio/oficiales-pintores-bndum",2019-01-24 01:16:53
"OFICIALES ALBAÑILES",NA,"Oficial","Construcción - Arquitectura","Hace 4 semanas "," Necesita empresa constructora","montevideo","/anuncio/oficiales-albaniles-trhqn",2019-01-24 01:16:53
"FIAMBRERO/A",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 4 semanas "," Buscamos una persona con experiencia Buena presencia, disponibilidad y ganas de trabajar en equipo","montevideo","/anuncio/fiambrero-a-6nut7",2019-01-24 01:16:53
"ENCARGADOS DE OBRA",NA,"Supervisor / Encargado","Construcción - Arquitectura","Hace 4 semanas "," Necesita empresa constructora","montevideo","/anuncio/encargados-de-obra-4ttv4",2019-01-24 01:16:53
"AYUDANTE DE COCINA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 4 semanas "," Con conocimientos y buena actitud Para aprender y trabajar en equipo","montevideo","/anuncio/ayudante-de-cocina-2ramr",2019-01-24 01:16:53
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 4 semanas ","profesional con experiencia CHOFER ","montevideo","/anuncio/chofer-26vs9",2019-01-24 01:16:53
"PEONES",NA,"Peon","Construcción - Arquitectura","Hace 4 semanas "," Prácitcos necesita empresa constructora","montevideo","/anuncio/peones-uj68e",2019-01-24 01:16:53
"LOGÍSTICA, ENTREGAS Y PUBLICO","Importante empresa zona Aguada","Peon","Logística - Distribución","Hace 4 semanas ","Tareas de logística, atención al publico, se valoraran conocimientos de electricidad automotriz. Puntualidad, buena presencia, trabajo en equipo, buen trat ...","montevideo","/anuncio/logistica-entregas-y-publico-9g949",2019-01-24 01:16:53
"AUXILIAR",NA,"Auxiliar","Salud","Hace 4 semanas "," Para Residencia Geriátrica con experiencia.  Trabajo estable.","montevideo","/anuncio/auxiliar-27g85",2019-01-24 01:16:53
"SE BUSCA CHOFER",NA,"Peon","Servicios - Oficios","Hace 4 semanas "," SE busca chofer para camioneta de traslados y turismo. Enviar CV","montevideo","/anuncio/se-busca-chofer-6jh4r",2019-01-24 01:16:53
"CADETE CON MOTO PROPIA","Despachante de Aduanas","Auxiliar","Cadetería - Cobranzas","Hace 4 semanas ","Cadete con moto propia para Despachante de Aduanas. Preferentemente con buen conocimiento de calles. Indispensable puntualidad, organización y responsabili ...","montevideo","/anuncio/cadete-con-moto-propia-zz9q6",2019-01-24 01:16:53
"AUXILIAR DE COMERCIO EXTERIOR Y ATENCIÓN AL CLIENTE","MAZARS","Auxiliar","Administración - Secretariado","Hace 4 semanas ","Seleccionamos un Auxiliar de Comercio Exterior y Atención al Cliente para reconocida empresa agente de carga.  La persona seleccionada se encargará de asi ...","montevideo","/anuncio/auxiliar-de-comercio-exterior-y-atencion-al-cliente-7b5t4",2019-01-24 01:16:53
"ACOMPAÑANTE",NA,"Auxiliar","Salud","Hace 4 semanas "," Y tareas para señora mayor, señora entre 60 y 65 años, con cama.","montevideo","/anuncio/acompanante-yd8um",2019-01-24 01:16:53
"ACOMPAÑANTE EN DOMICILIO PARA SEÑORA","Particular","Auxiliar","Salud","Hace 1 mes ","Acompañante en domicilio para señora mayor que no camina, para tareas de higiene personal, limpieza sencilla, ayuda en movimientos, etc. Puntualidad. Se bu ...","montevideo","/anuncio/acompanante-en-domicilio-para-senora-jbrtr",2019-01-24 01:16:53
"MATRIMONIO O ENCARGADO Y PEÓN","Establecimiento rural en Maldonado","Supervisor / Encargado","Producción","Hace 1 mes ","Encargado, casero, manejo de ganado bovino, equino y ovino. Tractor. Tareas administrativas y mantenimiento. Se valorará experiencia de encargado, en manej ...","montevideo","/anuncio/matrimonio-o-encargado-y-peon-rmspy",2019-01-24 01:16:53
"ENCARGADO DE DEPOSITO","Importante empresa","Supervisor / Encargado","Logística - Distribución","Hace 1 mes ","Encargado , deposito logística sin limite de edad con experiencia excluyente.  Prolijo, responsable - Para importadora Tener don de mando , excelente horar ...","montevideo","/anuncio/encargado-de-deposito-ud5jq",2019-01-24 01:16:53
"PERSONAL MULTIRUBRO","Importante empresa","Supervisor / Encargado","Producción","Hace 1 mes ","Se busca personal multirubro, toda tarea sin limite de edad . Carpintería, herrería, mecánica, albañilería, carrocería, tapicería, pintor, areas verdes, et ...","montevideo","/anuncio/personal-multirubro-qbbte",2019-01-24 01:16:53
"SYNGENTA: INDIRECT TAX ACCOUNTANT","ADVICE","Analista","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Requirements: Public Accountant (CPA) or Business Administration Graduated. At least 5 years of experience in multinationals or big four companies in Tax,  ...","montevideo","/anuncio/syngenta-indirect-tax-accountant-jn752",2019-01-24 01:16:53
"APRENDIZ PARA PANADERO","VALEFYR SA","Peon","Producción","Hace 1 mes ","APRENDIZ AVANZADO PARA CUADRA DE  PANADERIA , SE REQUIERE DISPONIBILIDAD HORARIA APRENDIZ AVANZADO PARA CUADRA DE  PANADERIA, SE REQUIERE DISPONIBILIDAD HO ...","montevideo","/anuncio/aprendiz-para-panadero-33gag",2019-01-24 01:16:53
"AYUDANTE DE COCINA","Burlesque ","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 4 semanas ","AYUDANTE DE COCINA ,HORARIO TARDE NOCHE DE 17 A 01,ZONA MONTEVIDEO SHOPING,CON EXPERIENCIA,FIJO NO ZAFRAL. AYUDANTE DE COCINA ,HORARIO TARDE NOCHE DE 17 A  ...","montevideo","/anuncio/ayudante-de-cocina-du9qr",2019-01-24 01:16:53
"CHOFER DE TAXI","SIN NOMBRE","Peon","Servicios - Oficios","Hace 4 semanas ","CHOFER DE TAXI DE MONTEVIDEO. TURNO EFECTIVO. TENEMOS HORARIO DIURNO DE 3 A 15 HS Y HORARIO NOCTURNO DE 15 A 3 HS. RELEVO DE DOMICILIO A DOMICILIO DE LOS C ...","montevideo","/anuncio/chofer-de-taxi-5e7dp",2019-01-24 01:16:53
"ENCARGADO",NA,"Supervisor / Encargado","Hotelería - Gastronomía - Turismo","Hace 4 semanas "," Con referencias para pizzeria","montevideo","/anuncio/encargado-myb3d",2019-01-24 01:16:53
"MAQUINISTA PARA PRENDAS DE CUERO LANAR","Importante empresa","Oficial","Producción","Hace 4 semanas ","Maquinista de prendas de cuero lanar con lana (con experiencia), solicita empresa exportadora.   Confeccionar las prendas cortadas y prepararas, provistas  ...","montevideo","/anuncio/maquinista-para-prendas-de-cuero-lanar-mt2g8",2019-01-24 01:16:53
"RECEPCIONISTA","S & U  Consultores","Auxiliar","Administración - Secretariado","Hace 4 semanas ","RECEPCIONISTA para empresa de servicios.  Incluye atención al cliente y servicio de café.  Buena presencia . Edad 20 a 35 años.  Ciclo básico completo.  Se ...","montevideo","/anuncio/recepcionista-qudvz",2019-01-24 01:16:53
"AYUDANTE DE COCINA","Ramona","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 4 semanas ","Se busca ayudante de cocina con experiencia, responsable, ordenado y limpio para formar equipo de trabajo. Mantener su área de trabajo limpia, producir, ay ...","montevideo","/anuncio/ayudante-de-cocina-jq6rq",2019-01-24 01:16:53
"CAJERA","Importante empresa","Auxiliar","Ventas - Comercial","Hace 4 semanas ","Cajera para restaurante con experiencia en FrontRest (ICG) Responsable de la caja y ayudante de barra.","montevideo","/anuncio/cajera-m2z9g",2019-01-24 01:16:53
"CHOFER MASCULINO",NA,"Peon","Servicios - Oficios","Hace 4 semanas "," COMERCIO MAYORISTA solicita  CHOFER masculino Requisitos  - 18 a 50 años - Libreta profesional (excluyente)  ","montevideo","/anuncio/chofer-masculino-532n5",2019-01-24 01:16:53
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 4 semanas "," Sexo femenino con libreta categoria A edad 25 a 30 años para particular  Lunes a viernes de 14 a 18 hrs  zona Pocitos","montevideo","/anuncio/chofer-rdvgj",2019-01-24 01:16:53
"AYUDANTE MOSTRADOR",NA,"Auxiliar","Servicios - Oficios","Hace 4 semanas ","AYUDANTE ferreteria incluye venta mostrador y reposicion  Se valorara experiencia en el rubro y referencias","montevideo","/anuncio/ayudante-mostrador-e8427",2019-01-24 01:16:53
"AUXILIAR CONTABLE",NA,"Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 4 semanas "," Ambos sexos,  con experiencia en  tramites y contabilidades","montevideo","/anuncio/auxiliar-contable-u8yj5",2019-01-24 01:16:53
"OPERARIO DE MANTENIMIENTO",NA,"Peon","Producción","Hace 4 semanas ","  Para industria con vastos conocimientos en electricidad, electrónica y reparación de herramientas de mano.   Trabajo estable de L. a V. de 8:00 a 17:0 ...","montevideo","/anuncio/operario-de-mantenimiento-q4ajt",2019-01-24 01:16:53
"VENDEDORA",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas "," Encargada para  local de indumentaria en shopping con experiencia disponib ilidad horaria","montevideo","/anuncio/vendedora-qn8eh",2019-01-24 01:16:53
"COORDINADOR EN ADMINISTRACIÓN:",NA,"Supervisor / Encargado","Administración - Secretariado","Hace 4 semanas ","  Experiencia  previa en  Gestión de personas y equipos administrativos. Se valorara experiencia en Implementación de ERP (no excluyente). Excluyentes, Ex ...","montevideo","/anuncio/coordinador-en-administracion-88374",2019-01-24 01:16:53
"VENDEDOR/A PARA MONTEVIDEO","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","De Lunes a Viernes de 9 a 18 hs. Buena remuneración.","montevideo","/anuncio/vendedor-a-para-montevideo-a9bqs",2019-01-24 01:16:53
"SANDWICHERO/ ROTISERO",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 4 semanas "," Con experiencia para panaderia.","montevideo","/anuncio/sandwichero-rotisero-z2zed",2019-01-24 01:16:53
"MUCAMA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 4 semanas "," MUCAMA para hotel de 8 a 16 hs.  Sueldo $ 18.600. Tratar el 02/01/2019","montevideo","/anuncio/mucama-yru5j",2019-01-24 01:16:53
"JEFE COMERCIAL","CONVIXION","Profesional","Finanzas - Contabilidad - Auditoria","Hace 4 semanas ","Si tienes experiencia en gestión de clientes, elaboración de propuestas e informes, manejo de sistemas de gestión, facturación, liquidación; eres planifica ...","montevideo","/anuncio/jefe-comercial-693h6",2019-01-24 01:16:53
"RESPONSABLE DE PLANIFICACIÓN Y CONTROL OPERATIVO","CONVIXION","Profesional","Producción","Hace 4 semanas ","Estamos buscando un destacado profesional para liderar el diseño, la implementación y el control de las operaciones de clientes críticos desde una perspect ...","montevideo","/anuncio/responsable-de-planificacion-y-control-operativo-yqpgj",2019-01-24 01:16:53
"LICENCIADA/O EN BIBLIOTECOLOGÍA",NA,"Técnico / Especialista","Educación - Recreación - Deportes","Hace 4 semanas "," LICENCIADA/O en bibliotecología  para librería en la Ciudad Vieja. Medio horario de 4 horas (a convenir).  Requisitos excluyentes: experiencia  en cata ...","montevideo","/anuncio/licenciada-o-en-bibliotecologia-5nm8g",2019-01-24 01:16:53
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," ambos sexos para Montevideo que viva ciudad de la costa","montevideo","/anuncio/chofer-utu3g",2019-01-24 01:16:53
"PIZZERO",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Con experiencia para local gastronomico en Ciudad de la Costa.","montevideo","/anuncio/pizzero-7u8t9",2019-01-24 01:16:53
"COCINERO",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Con experiencia para local gastronomico en zona Cuidad de la Costa.","montevideo","/anuncio/cocinero-6h7r2",2019-01-24 01:16:53
"MOZO",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Con experiencia para local gastronomico en zona Cuidad de la Costa.  ","montevideo","/anuncio/mozo-us6jh",2019-01-24 01:16:53
"CAJERO",NA,"Supervisor / Encargado","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Con experiencia para local gastronomico en zona Cuidad de la Costa.","montevideo","/anuncio/cajero-d56p5",2019-01-24 01:16:53
"ARMADOR",NA,"Oficial","Producción","Hace 3 semanas "," de muebles con experiencia  en mueble3s importados , menor de 45 años.  ","montevideo","/anuncio/armador-33nys",2019-01-24 01:16:53
"TALLERISTA",NA,"Profesional","Educación - Recreación - Deportes","Hace 3 semanas "," TALLERISTA","montevideo","/anuncio/tallerista-869ne",2019-01-24 01:16:53
"ENCARGADA PARA MOSTRADOR",NA,"Auxiliar","Atención al cliente","Hace 3 semanas "," ENCARGADA mostrador para Fábrica de pastas c/experiencia en rotis eria, femenino","montevideo","/anuncio/encargada-para-mostrador-ze93u",2019-01-24 01:16:53
"ATENCION EN MOSTRADOR",NA,"Auxiliar","Atención al cliente","Hace 3 semanas "," ATENCIÓN al mostrador para Fábrica de pastas c/experiencia en rotiseria","montevideo","/anuncio/atencion-en-mostrador-nm79a",2019-01-24 01:16:53
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," Efectivo y Suplente ambos turnos libreta E Montevideo taxi 141 relevo puerta a puerta","montevideo","/anuncio/chofer-tmeay",2019-01-24 01:16:53
"PEÓN ELECTRICISTA/ MANTENIMIENTO",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," De lunes a viernes de 09:00 a 17:00 horas Sábados de 09:00 a 13:00 horas Sueldo $ 25.000 nominales","montevideo","/anuncio/peon-electricista-mantenimiento-55ytr",2019-01-24 01:16:53
"FUMIGADOR",NA,"Técnico / Especialista","Producción","Hace 3 semanas "," Con o sin experiencia para prestigiosa empresa. Imprescindible libret a de moto y auto ( excluyente), horario rotativo.","montevideo","/anuncio/fumigador-g3t2h",2019-01-24 01:16:53
"AUXILIAR DE SERVICIO",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas "," De 9:00 a 18:00 horas  De lunes a viernes Sueldo $ 28.000 nominales Ambos sexos","montevideo","/anuncio/auxiliar-de-servicio-r624g",2019-01-24 01:16:53
"ANALISTA CONTABLE","Importante empresa","Analista","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Requisitos: • Contador público  • Se valorara conocimientos en sistema GIA • Experiencia: en el área Contabilidad  Funciones: o Conciliación y análisis de ...","montevideo","/anuncio/analista-contable-r4eas",2019-01-24 01:16:53
"COLOCADOR",NA,"Oficial","Producción","Hace 3 semanas "," De parabrisas o aprendiz  Con o sin experiencia Al postularse adjuntar foto.","montevideo","/anuncio/colocador-hgj26",2019-01-24 01:16:53
"PLANCHERO","VICTOR","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","PLANCHERO MINUTERO CON EXPERIENCIA RESPONSABLE","montevideo","/anuncio/planchero-pybv4",2019-01-24 01:16:53
"BRUSHINISTA",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas "," BRUSHINITA","montevideo","/anuncio/brushinista-3esj6",2019-01-24 01:16:53
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," CHOFER","montevideo","/anuncio/chofer-mhesj",2019-01-24 01:16:53
"REPONEDOR",NA,"Auxiliar","Atención al cliente","Hace 3 semanas "," Para Minimercado Viva en la zona  Con experiencia y locomoción. Horario vespertino Al postularse adjuntar foto","montevideo","/anuncio/reponedor-37age",2019-01-24 01:16:53
"CAJERO ABITAB",NA,"Auxiliar","Cadetería - Cobranzas","Hace 3 semanas "," Lunes a viernes horario a convenir.","montevideo","/anuncio/cajero-abitab-uyy5e",2019-01-24 01:16:53
"VENDEDOR",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas "," VENEDOR con libreta de conducir y experiencia .","montevideo","/anuncio/vendedor-8bdqz",2019-01-24 01:16:53
"DELIVERY",NA,"Auxiliar","Cadetería - Cobranzas","Hace 3 semanas "," Con moto buena presencia para zonas Pocitos y Punta Carretas","montevideo","/anuncio/delivery-545e2",2019-01-24 01:16:53
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," Turno 12 horas urgente","montevideo","/anuncio/chofer-zmpmv",2019-01-24 01:16:53
"DISEÑADOR WEB",NA,"Analista","Arte - Diseño - Comunicación","Hace 3 semanas "," Para agencia de publicidad. Perfil digital, dinámico, responsable y organizado. Ideal para estudiante avanzado o recién recibidos, (no excluyente). Tareas ...","montevideo","/anuncio/disenador-web-dr6st",2019-01-24 01:16:53
"COCINAERAS Y AUXILIAR DE MANTENIMIENTO",NA,"Auxiliar","Salud","Hace 3 semanas ","HOGAR 3era edad cuidadoras y enfermeras con experiencia HOGAR 3era edad cuidadoras y enfermeras con experiencia ","montevideo","/anuncio/cocinaeras-y-auxiliar-de-mantenimiento-jt4y6",2019-01-24 01:16:53
"VENDEDOR","SUCHINA SA","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","CON AMPLIA EXPERIENCIA EN VENTAS COMPROBABLE, BUENA PRESENCIA.  CON GANAS DE CRECER, PROACTIVO. SUELDO MAS INCENTIVO POR HORAS EXTRAS. VENDEDOR Masculino y ...","montevideo","/anuncio/vendedor-2hm6z",2019-01-24 01:16:53
"ENCARGADO DE PERSONAL","SUCHINA SA","Supervisor / Encargado","Recursos Humanos","Hace 3 semanas ","EL ASPIRANTE TIENE QUE TENER EXPERIENCIA  EN EL RUBRO MAYORISTA, O EN SU DEFECTO TENER CONOCIMIENTOS DE LOGISTICA , VENTAS Y MANEJO DE PERSONAL. TIENE QUE  ...","montevideo","/anuncio/encargado-de-personal-3tr9t",2019-01-24 01:16:53
"AUXILIAR DEPOSITO",NA,"Auxiliar","Logística - Distribución","Hace 3 semanas "," Con conocimiento en logistica y experiencia en mayortista mayor de 25 años","montevideo","/anuncio/auxiliar-deposito-99uy2",2019-01-24 01:16:53
"CORTADOR",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas "," cortador para carniceria  ","montevideo","/anuncio/cortador-ptpaa",2019-01-24 01:16:53
"CADETE",NA,"Auxiliar","Cadetería - Cobranzas","Hace 3 semanas "," Con ibreta de chofer, ambos sexos. Horario de 10 a 15 a horas . ideal estudiantes Buena presencia ","montevideo","/anuncio/cadete-ymd9t",2019-01-24 01:16:53
"ADMINISTRATIVO",NA,"Auxiliar","Administración - Secretariado","Hace 3 semanas "," De 22 a 35 años, dinámico y proactivo para  facturacion atencion al cliente , y trámites. conocimientos comprobables comex, ingles, facturacion y excel, ...","montevideo","/anuncio/administrativo-34sdd",2019-01-24 01:16:53
"RESPONSABLE CONTABLE FINANCIERO","MAZARS","Jefe","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Gestión contable y financiera Las responsabilidades del cargo se vinculan al manejo de la contabilidad y finanzas de la empresa. Desarrollará tareas vincul ...","montevideo","/anuncio/responsable-contable-financiero-q9z4e",2019-01-24 01:16:53
"PIZZERO",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," con experiencia.","montevideo","/anuncio/pizzero-3n6he",2019-01-24 01:16:53
"IDONEO/A PARA FARMACIA",NA,"Técnico / Especialista","Salud","Hace 3 semanas "," Con experiencia ( excluyente) para suplencia de 16:00 a 22:00 horas.","montevideo","/anuncio/idoneo-a-para-farmacia-z4452",2019-01-24 01:16:53
"NOCHERA",NA,"Auxiliar","Salud","Hace 3 semanas "," Para residencial de ancianos, con experiencia y referencias  de 21 a 45 años","montevideo","/anuncio/nochera-nvmed",2019-01-24 01:16:53
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," para taxi Elysee 0 km. que trabaje encerio con referencias. de 6 a 14 y de 14 a 22.","montevideo","/anuncio/chofer-undrm",2019-01-24 01:16:53
"CHOFER",NA,"Peon","Servicios - Oficios","Hace 3 semanas "," chofer (socio)  para uber libreta categoria E . ","montevideo","/anuncio/chofer-drgrp",2019-01-24 01:16:53
"AYUDANTE DE CORTADOR","Carnicería zona centro","Auxiliar","Servicios - Oficios","Hace 3 semanas ","Ayudante de cortador, atención al publico. carnicería zona centro, Montevideo Ayudante de carnicero - atención al publico ","montevideo","/anuncio/ayudante-de-cortador-pmsnh",2019-01-24 01:16:53
"COCINERO / COCINERA",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","SE NECESITA COCINERO / A PLANCHERO  CON GRAN EXPERIENCIA PARA RESTAURANTE EN EL CENTRO. SE ORIENTA A UNA PERSONA CON EXPERIENCIA Y CON GANAS DE TRABAJAR.   ...","montevideo","/anuncio/cocinero-cocinera-hmgm6",2019-01-24 01:16:53
"CANSADO DE TRABAJAR PARA OTROS? TRABAJA PARA TI","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Se ofrece licencia para vender vitaminas proteinas cremas y más Se tu propio jefe, elige  tus horarios tus días que trabajas No trabajes más para otros por ...","montevideo","/anuncio/cansado-de-trabajar-para-otros-trabaja-para-ti-edah9",2019-01-24 01:16:53
"MECÁNICO DE MOTOS","UPA.MOTOS auxilio","Técnico / Especialista","Producción","Hace 3 semanas ","mecánico de motos con experiencia y referencias. debe tener las dos libretas de conducir. (auto y moto). Disponibilidad horaria.","montevideo","/anuncio/mecanico-de-motos-6pr3q",2019-01-24 01:16:53
"AUXILIAR CONTABLE","Importante empresa","Asistente","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Seleccionamos estudiante de la carrera de Contador, Licenciado en administración o EDA. Con o sin experiencia previa,para tareas administrativas en general ...","montevideo","/anuncio/auxiliar-contable-veq5e",2019-01-24 01:16:53
"MOZO/A","Burlesque ","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","MOZO O MOZA PARA RESTAURANT ,HORARIO TARDE-NOCHE,CON O SIN EXPERIENCIA,ZONA POCITOS-BUCEO,7 HORS LABORALES. MOZO O MOZA PARA RESTAURANT ,HORARIO TARDE-NOCH ...","montevideo","/anuncio/mozo-a-jqg2q",2019-01-24 01:16:53
