"puesto","empresa","nivel","area","fecha","detalle","link","departamento","fecha_scraping"
"CHOFER","","Peon","Servicios - Oficios","Hace 3 días "," CHOFER-TAXI Ambos turnos con experiencia y referencias.

Directo con dueño. Relevo. Beneficios.","https://trabajo.gallito.com.uy/anuncio/chofer-ruge8","montevideo",2019-11-01 16:20:32
"ANALISTA DE CONTROL INTERNO Y CONTROL DE EXISTENCIAS","ADVICE","Analista","Administración - Secretariado","Hace 3 días ","Asistirá en la implementación de mejoras en los controles de producción, almacén y depósito logístico.
Realizará el Control Interno de los procesos.
Llevar ...","https://trabajo.gallito.com.uy/anuncio/analista-de-control-interno-y-control-de-existencias-a77dd","montevideo",2019-11-01 16:20:32
"APRENDIZ DE VIDRIERO","Vidriería La Paz  Ltda","Peon","Construcción - Arquitectura","Hace 3 días ","Buscamos persona joven con ganas de aprender un oficio desde cero. Responsable, puntual y con motivación.
Le ofrecemos un lugar de trabajo seguro. Estamos  ...","https://trabajo.gallito.com.uy/anuncio/aprendiz-de-vidriero-zt2b2","montevideo",2019-11-01 16:20:32
"CHOFER DE TAXI","","Peon","Servicios - Oficios","Hace 3 días "," Categoría E efectivo y supletne

Ambos turnos

Relevo puerta a puerta.","https://trabajo.gallito.com.uy/anuncio/chofer-de-taxi-s79zs","montevideo",2019-11-01 16:20:32
"PRODUCTOR EJECUTIVO PARA IMPORTANTE EMPRESA AUDIOVISUAL","ADVICE","Otros","Arte - Diseño - Comunicación","Hace 3 días ","Será responsable de la generación de oportunidades de negocio, seguimiento y concreción de los mismos, así como del diseño y ejecución de proyectos.
Maneja ...","https://trabajo.gallito.com.uy/anuncio/productor-ejecutivo-para-importante-empresa-audiovisual-yes8h","montevideo",2019-11-01 16:20:32
"CAJERA","","Auxiliar","Ventas - Comercial","Hace 3 días "," Con experiencia para supermercado","https://trabajo.gallito.com.uy/anuncio/cajera-strj8","montevideo",2019-11-01 16:20:32
"MOZO/A","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 días "," Con experiencia mínima 3 años para Restaurante turno noche","https://trabajo.gallito.com.uy/anuncio/mozo-a-2dj44","montevideo",2019-11-01 16:20:32
"FIAMBRERA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 días "," Con experiencia para Granja

Con disponibilidad horaria.","https://trabajo.gallito.com.uy/anuncio/fiambrera-3mstt","montevideo",2019-11-01 16:20:32
"VIGILANTES","","Auxiliar","Seguridad - Vigilancia","Hace 3 días "," De 30 a 65 años preferentemente de Toledo, La Paz, Las Piedras y Sauce.","https://trabajo.gallito.com.uy/anuncio/vigilantes-m5zna","montevideo",2019-11-01 16:20:32
"PROGRAMADOR JUNIOR","Importante empresa","Analista","Tecnologías de la información","Hace 3 días ","Nos encontramos en la búsqueda de Desarrolladores GeneXus Junior.

¿Qué buscamos?

Buscamos personas comprometidas, proactivas, con capacidad de análisis,  ...","https://trabajo.gallito.com.uy/anuncio/programador-junior-t29u7","montevideo",2019-11-01 16:20:32
"VENDEDORES TELEFÓNICOS PARA NUESTROS SERVICIOS DE BIENESTAR INTEGRAL.","Importante empresa","Auxiliar","Teleoperadores - Call Center","Hace 3 días ","Brindamos:
o Salario base + comisiones.
o Lugar de trabajo confortable y buen clima laboral.


¡Aquí es tu lugar!
¡Te esperamos! Seleccionamos vendedores t ...","https://trabajo.gallito.com.uy/anuncio/vendedores-telefonicos-para-nuestros-servicios-de-bienestar-integral-45yj2","montevideo",2019-11-01 16:20:32
"ANALISTA DE MARKETING Y PRODUCTO","ADVICE","Analista","Marketing - Publicidad","Hace 3 días ","Importante industria nacional.

Profesionales con formación universitaria en carreras vinculadas al área comunicación, marketing o administrativa. Dominio  ...","https://trabajo.gallito.com.uy/anuncio/analista-de-marketing-y-producto-7er3e","montevideo",2019-11-01 16:20:32
"VENDEDOR DE PRODUCTO - CONSTRUCCIÓN","Consultora Human Phi","Ejecutivo Comercial","Ventas - Comercial","Hace 3 días ","Seleccionamos para Empresa dedicada a la comercialización de productos para la Industria de la Construcción:

El postulante seleccionado tendrá a su cargo: ...","https://trabajo.gallito.com.uy/anuncio/vendedor-de-producto-construccion-eyuss","montevideo",2019-11-01 16:20:32
"EMPRENDEDORES","","Ejecutivo Comercial","Ventas - Comercial","Hace 3 días "," Oportunidad de trabajo independiente.

Muy buenos ingresos

Sin límite de edad

","https://trabajo.gallito.com.uy/anuncio/emprendedores-p3sgg","montevideo",2019-11-01 16:20:32
"ENCARGADO PARA LAVADERO","","Supervisor / Encargado","Ventas - Comercial","Hace 3 días "," Con disponibilidad horaria.

Entre 20 y 50 años

","https://trabajo.gallito.com.uy/anuncio/encargado-para-lavadero-3ujuu","montevideo",2019-11-01 16:20:32
"RESPONSABLE CANCHA DE FÚTBOL 5 ","Importante empresa","Auxiliar","Atención al cliente","Hace 3 días ","EL CARGO 

Se busca persona de sexo masculino (excluyente), para la atención de cancha de Fútbol 5 los fines de semana.-

Horario fijo
Sábado de 12 a 00 hs ...","https://trabajo.gallito.com.uy/anuncio/responsable-cancha-de-futbol-5-sayago-sapbp","montevideo",2019-11-01 16:20:32
"VENDEDOR/ DISTRIBUIDOR","","Ejecutivo Comercial","Ventas - Comercial","Hace 3 días "," Para empresa de Telecomunicaciones

Se solicita experiencia, dinamismo, buena presencia, vehículo propio

(no excluyente)

Se ofrece la posibilidad de ing ...","https://trabajo.gallito.com.uy/anuncio/vendedor-distribuidor-5dnp3","montevideo",2019-11-01 16:20:32
"MOZA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 días "," MOZAS 2 para local de comidas en el Mercado Modelo. Edad de 18 a 45 años.","https://trabajo.gallito.com.uy/anuncio/moza-tnqpn","montevideo",2019-11-01 16:20:32
"VENDEDOR","","Ejecutivo Comercial","Ventas - Comercial","Hace 3 días "," de ropa para Shopping. De 28 años en adelante, con experiencia en el rubro.","https://trabajo.gallito.com.uy/anuncio/vendedor-p726b","montevideo",2019-11-01 16:20:32
"CONSERJE","Sheraton Montevideo Hotel ","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 días ","La persona seleccionada trabajará como Conserje del Hotel, realizando principalmente la bienvenida y la ayuda con equipaje de los huéspedes, así como tambi ...","https://trabajo.gallito.com.uy/anuncio/conserje-myjs6","montevideo",2019-11-01 16:20:32
"TESTER DE SOFTWARE","GEOCOM URUGUAY","Analista","Tecnologías de la información","Hace 4 días ","Nos encontramos en la búsqueda de Testers con experiencia para realizar el testing de las aplicaciones de software de proyectos de gran porte, a nivel naci ...","https://trabajo.gallito.com.uy/anuncio/tester-de-software-26n3n","montevideo",2019-11-01 16:20:32
"FIAMBRERA Y ROTISERA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 4 días "," Mayor de 35 años

Con experiencia

Turno de 14 a 22 hs","https://trabajo.gallito.com.uy/anuncio/fiambrera-y-rotisera-3m6ha","montevideo",2019-11-01 16:20:32
"VENDEDORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 4 días "," Con experiencia para econocido local de indumentaria. Se valora exp. en caja.","https://trabajo.gallito.com.uy/anuncio/vendedora-2tnt2","montevideo",2019-11-01 16:20:32
"BRUSHINISTA","","Técnico / Especialista","Servicios - Oficios","Hace 4 días ","BRUSHINISTA, sepa manos y pies, para salon consejero kerastase en portones shopping. Buen ambiente laboral y estabilidad. BRUSHINISTA, sepa manos y pies","https://trabajo.gallito.com.uy/anuncio/brushinista-9t9s6","montevideo",2019-11-01 16:20:32
"OFICIAL CHAPISTA PINTOR","TALLERES","Técnico / Especialista","Servicios - Oficios","Hace 4 días ","OFICIAL CHAPISTA PINTOR POR LA CUENTA REPARACION Y PINTURA TOTAL DE VEHICULOS CHOCADOS","https://trabajo.gallito.com.uy/anuncio/oficial-chapista-pintor-4hs45","montevideo",2019-11-01 16:20:32
"LIMPIADORA","LEYDON S.A.","Auxiliar","Servicios - Oficios","Hace 4 días ","Para tareas de limpieza en empresa constructora. Limpieza en oficinas y en unidades de apartamentos.","https://trabajo.gallito.com.uy/anuncio/limpiadora-pgmph","montevideo",2019-11-01 16:20:32
"ADMINISTRATIVA / TELEFONISTA","","Auxiliar","Administración - Secretariado","Hace 4 días ","Nuestra búsqueda se orienta a personas con clara vocación de servicio y un marcado perfil de atención al cliente.

Se integrara a un grupo de trabajo por l ...","https://trabajo.gallito.com.uy/anuncio/administraitiva-telefonista-t69pp","montevideo",2019-11-01 16:20:32
"ENCARGADA PARA EMPRESA DE LIMPIEZA ","Limax","Auxiliar","Servicios - Oficios","Hace 4 días ","Limax se encuentra en busca supervisora de personal. Es necesario contar con experiencia no mínima a 5 años.
Deberá ser una persona pro activa con ganas de ...","https://trabajo.gallito.com.uy/anuncio/encargada-para-empresa-de-limpieza-con-experiencia-a74tn","montevideo",2019-11-01 16:20:32
"PELUQUERO","","Técnico / Especialista","Servicios - Oficios","Hace 6 días "," PELUQUERA/O colorista con experiencia para Zona Parque

 Rodo.","https://trabajo.gallito.com.uy/anuncio/peluquero-e4hv3","montevideo",2019-11-01 16:20:32
"EDUCADORA","","Técnico / Especialista","Educación - Recreación - Deportes","Hace 6 días "," EDUCADORA para centro de enseñanza prescolar, referente de grupo, excluyente recibidas de CIEP, Cenfores o IINN, no estudiantes.","https://trabajo.gallito.com.uy/anuncio/educadora-84tgg","montevideo",2019-11-01 16:20:32
"GALLETERO","","Técnico / Especialista","Servicios - Oficios","Hace 6 días "," Para panadería, trabajo diurno.","https://trabajo.gallito.com.uy/anuncio/galletero-rye37","montevideo",2019-11-01 16:20:32
"ADMINISTRADOR","","Supervisor / Encargado","Administración - Secretariado","Hace 6 días "," Con experiencia en ventas para Fábrica de Aberturas en Paso de la Arena.","https://trabajo.gallito.com.uy/anuncio/administrador-zdegh","montevideo",2019-11-01 16:20:32
"AYUDANTE DE COCINA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 6 días "," Masculino","https://trabajo.gallito.com.uy/anuncio/ayudante-de-cocina-269yu","montevideo",2019-11-01 16:20:32
"AUXILIAR ADMINITRATIVO CONTABLE","","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 6 días "," AUXILIAR Administrativo Contable Con sólidos conocimientos en Conciliaciones bancarias,control de cajas mantenimiento, registro, pagos, y manejo de Memory ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-adminitrativo-contable-59gy9","montevideo",2019-11-01 16:20:32
"PEON","","Peon","Producción","Hace 6 días "," PEON para mantenimiento en residencial de adultos mayores.","https://trabajo.gallito.com.uy/anuncio/peon-a2349","montevideo",2019-11-01 16:20:32
"INSTALADOR","","Oficial","Servicios - Oficios","Hace 6 días "," INSTALADOR práctico en electricidad, cámaras y telefonía. Sueldo $ 20.000.","https://trabajo.gallito.com.uy/anuncio/instalador-h4v6e","montevideo",2019-11-01 16:20:32
"AYUDANTE DE COCINA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 6 días "," AYUDANTE de cocina femenino","https://trabajo.gallito.com.uy/anuncio/ayudante-de-cocina-j72a5","montevideo",2019-11-01 16:20:32
"APRENDIZA PARA ARMAR","","Auxiliar","Ventas - Comercial","Hace 6 días "," Pedidos de cosméticos de 09:00 a 17:00 horas 

De lunes a viernes","https://trabajo.gallito.com.uy/anuncio/aprendiza-para-armar-pssa9","montevideo",2019-11-01 16:20:32
"VENDEDOR - VIAJANTE. IMPORTADORA DE GALPONES PREFABRICADOS","","Ejecutivo Comercial","Ventas - Comercial","Hace 6 días "," VENDEDOR - VIAJANTE. Importadora de galpones prefabricados selecciona vendedores viajantes que les interese agregar nuestros productos a su portafolio en  ...","https://trabajo.gallito.com.uy/anuncio/vendedor-viajante-importadora-de-galpones-prefabricados-5utgd","montevideo",2019-11-01 16:20:32
"CONFECCION","","Oficial","Producción","Hace 6 días "," Confeccion de bikinis y mallas de baño necesito.","https://trabajo.gallito.com.uy/anuncio/confeccion-bpjea","montevideo",2019-11-01 16:20:32
"SERENO","","Auxiliar","Seguridad - Vigilancia","Hace 6 días "," SERENO hombre de la zona de Cno del Andaluz km 1, se necesita para cuidado de terreno con galpón y maquinas","https://trabajo.gallito.com.uy/anuncio/sereno-26t3t","montevideo",2019-11-01 16:20:32
"CHOFER DE UBER","","Peon","Servicios - Oficios","Hace 6 días "," Con experiencia","https://trabajo.gallito.com.uy/anuncio/chofer-de-uber-8ypbt","montevideo",2019-11-01 16:20:32
"CHOFER DE TAXI","","Oficial","Servicios - Oficios","Hace 6 días "," 06 a 14 hrs y de 14 a 22hrs. 

Con referencias, trabajador y prolijo. 

Citroen Elisee nuevos. 

Suplencias 4 dias por sem.","https://trabajo.gallito.com.uy/anuncio/chofer-de-taxi-zz5v7","montevideo",2019-11-01 16:20:32
"LAVADOR DE AUTOS","","Oficial","Producción","Hace 6 días "," Para parking

En Ciudad Vieja

con libreta y experiencia","https://trabajo.gallito.com.uy/anuncio/lavador-de-autos-e2tb9","montevideo",2019-11-01 16:20:32
"DELIVERY","","Auxiliar","Cadetería - Cobranzas","Hace 6 días "," Con moto, buena presencia para zonas, Punta Carretas y Pocitos $ 100 la hora","https://trabajo.gallito.com.uy/anuncio/delivery-a4u2s","montevideo",2019-11-01 16:20:32
"ELEVADORISTA","","Técnico / Especialista","Producción","Hace 1 semana "," y chofer categoría D

Trabajo nocturno

Preferentemente zona Las Piedras","https://trabajo.gallito.com.uy/anuncio/elevadorista-dqzsh","montevideo",2019-11-01 16:20:32
"PANADERO","","Técnico / Especialista","Servicios - Oficios","Hace 1 semana "," PANADERO facturero con experiencia","https://trabajo.gallito.com.uy/anuncio/panadero-6qepn","montevideo",2019-11-01 16:20:32
"CHOFER","","Peon","Servicios - Oficios","Hace 1 semana "," Libreta categoría D

Sin límite 

Para abasto cárnico.

Preferentemente zona Las Piedras.","https://trabajo.gallito.com.uy/anuncio/chofer-h3zzd","montevideo",2019-11-01 16:20:32
"DISTRIBUIDORES","","Auxiliar","Logística - Distribución","Hace 1 semana "," Mayores de 21 años. 

Buenas ganacias.","https://trabajo.gallito.com.uy/anuncio/distribuidores-bnra7","montevideo",2019-11-01 16:20:32
"AYUDANTE CORTADOR","","Técnico / Especialista","Servicios - Oficios","Hace 1 semana "," Pra carnicería con libreta de moto. 

Para mostrador y reparto, con experiencia.","https://trabajo.gallito.com.uy/anuncio/ayudante-cortador-2t8dp","montevideo",2019-11-01 16:20:32
"CUIDADORA","Residencial para la 3ra edad","Auxiliar","Salud","Hace 1 semana ","Cuidado general del adulto mayor Persona puntual, con dedicación y vocación de servicio, apta para cuidado del adulto mayor, que asista en cuidados de higi ...","https://trabajo.gallito.com.uy/anuncio/cuidadora-97jbr","montevideo",2019-11-01 16:20:32
"ENFERMERO/A","","Técnico / Especialista","Salud","Hace 1 semana "," ENFERMERO/ENFERMERA con experiencia en rehabilitación psicosocial. Edad: mayor 30 años. Horario de trabajo: de lunes a sabado de 18 a 24 hrs

","https://trabajo.gallito.com.uy/anuncio/enfermero-a-md9pb","montevideo",2019-11-01 16:20:32
"CHOFER DE TAXI","","Peon","Servicios - Oficios","Hace 1 semana "," CHOFER para taxi para trabajar sol

o, Hyunday, con buenas referencia

s.","https://trabajo.gallito.com.uy/anuncio/chofer-de-taxi-p9e3z","montevideo",2019-11-01 16:20:32
"SUPERVISOR  DE LIMPIEZA","","Supervisor / Encargado","Servicios - Oficios","Hace 1 semana ","  masculino de limpieza con experiencia y disponbilidad horaria.","https://trabajo.gallito.com.uy/anuncio/supervisor-de-limpieza-v5yty","montevideo",2019-11-01 16:20:32
"ELECTROMECÁNICO","","Técnico / Especialista","Producción","Hace 1 semana ","  para reparación de maquinaria y mantenimiento,

","https://trabajo.gallito.com.uy/anuncio/electromecanico-2dqet","montevideo",2019-11-01 16:20:32
"TÉCNICO HABILITADO POR LA DIRECCIÓN NACIONAL DE BOMBEROS","Gestionarte","Técnico / Especialista","Servicios - Oficios","Hace 1 semana ","INGRESO DE TRÁMITES ANTE LA DIRECCIÓN NACIONAL DE BOMBEROS, DE ACUERDO A LA NORMATIVA VIGENTE. ASESORAMIENTO DE  LAS MEDIDAS QUE DEBE IMPLEMENTAR EL CLIENT ...","https://trabajo.gallito.com.uy/anuncio/tecnico-habilitado-por-la-direccion-nacional-de-bomberos-g6ha8","montevideo",2019-11-01 16:20:32
"ATENCIÓN AL MOSTRADOR","","Auxiliar","Atención al cliente","Hace 1 semana "," Para Panadería y Fiambrería se solicita

Preferentemente con curso aprobado de INEFOP

Al postularse adjuntar fotocopia de Cédula, referencias laborales y ...","https://trabajo.gallito.com.uy/anuncio/atencion-al-mostrador-n92q2","montevideo",2019-11-01 16:20:32
"PEÓN","","Peon","Producción","Hace 1 semana "," Para mayorista preferentemente con curso aprobado de INEFOP

Al postularse adjuntar fotocopia de cédula, referencias laborales y redes sociales.","https://trabajo.gallito.com.uy/anuncio/peon-hnby9","montevideo",2019-11-01 16:20:32
"RECEPCIONISTA","","Auxiliar","Administración - Secretariado","Hace 1 semana "," RECEPCIONISTA para salon de be

lleza con conocimiento de peluquer

ia y manejo de pc","https://trabajo.gallito.com.uy/anuncio/recepcionista-9upr4","montevideo",2019-11-01 16:20:32
"PROGRAMADOR DE PRODUCCIÓN","  ","Oficial","Producción","Hace 1 semana ","Seleccionamos Programador de Producción para destacada empresa en el rubro industrial.

La posición implica: coordinar y planificar las entregas que dicta  ...","https://trabajo.gallito.com.uy/anuncio/programador-de-produccion-4g34z","montevideo",2019-11-01 16:20:32
"ATENCIÓN AL MOSTRADRO/ SANDWICHERA","","Auxiliar","Servicios - Oficios","Hace 1 semana "," Horario matutino o vespertino

Con carné de salud

Zona Solymar

Trabaja días domingos.","https://trabajo.gallito.com.uy/anuncio/atencion-al-mostradro-sandwichera-6n3nb","montevideo",2019-11-01 16:20:32
"AYUDANTE DE CONFITERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," AYUDANTE DE COCINA PARA ROTISERIA EN LAGOMAR. ENVIAR CV","https://trabajo.gallito.com.uy/anuncio/ayudante-de-confitero-7um4u","montevideo",2019-11-01 16:20:32
"AYUDANTE DE PANADERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana ","  con experiencia y referencias,.","https://trabajo.gallito.com.uy/anuncio/ayudante-de-panadero-5e2az","montevideo",2019-11-01 16:20:32
"ATENCION AL CLIENTE","Importante empresa","Auxiliar","Atención al cliente","Hace 1 semana ","Buscamos personal para Atención al Cliente y Ventas.
Buena dispocicion, con experiencia y buena presencia.
Contamos con Buenas remuneración + comisiones. A ...","https://trabajo.gallito.com.uy/anuncio/atencion-al-cliente-6276m","montevideo",2019-11-01 16:20:32
"VENDEDOR","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Buscamos Vendedores con y sin experiencia para el rubro de ventas en Ropa y Calzado
Con buena presencia y disponibilidad horaria Ventas y pagos","https://trabajo.gallito.com.uy/anuncio/vendedor-uzrar","montevideo",2019-11-01 16:20:32
"LIDER DE DESARROLLO","SODEXO","Profesional","Tecnologías de la información","Hace 1 semana ","BUSCAMOS PROFESIONAL  -  LIDER TECNICO IT
Formación terciaria en Sistemas.
Experiencia en metodologías ágiles (Scrum) y gestión de proyectos.
Se valorarán  ...","https://trabajo.gallito.com.uy/anuncio/lider-de-desarrollo-jbsb9","montevideo",2019-11-01 16:20:32
"PROMOTORES LÍNEA DE ELECTRODOMÉSTICOS - TEMPORAL","Consultora Human Phi","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Para empresa de electrodomésticos, selecciona: 

**La persona

Será responsable por asesorar a clientes del local comercial, en la línea de electrodoméstic ...","https://trabajo.gallito.com.uy/anuncio/promotores-linea-de-electrodomesticos-temporal-qmu5z","montevideo",2019-11-01 16:20:32
"ADMINISTRATIVO","Administración de propiedades selecciona","Auxiliar","Administración - Secretariado","Hace 1 semana ","Principales tareas
-	Atención al publico
-	Atención telefónica /  whatsapp /e-mails / 
-	Publicar y mantener actualizado  avisos en portales web ,cartelera ...","https://trabajo.gallito.com.uy/anuncio/administrativo-9hsy3","montevideo",2019-11-01 16:20:32
"VENDEDORES","","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana "," Para importadora y distribuidora de repuestos de autopartes.

Contar con 2 años de experiencia en el rubro y vehiculo porpio.

Se valorará cartera de clie ...","https://trabajo.gallito.com.uy/anuncio/vendedores-yg4zh","montevideo",2019-11-01 16:20:32
"PIZZERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Con experiencia","https://trabajo.gallito.com.uy/anuncio/pizzero-gpv5u","montevideo",2019-11-01 16:20:32
"GUARDIS DE SEGURIDAD","","Auxiliar","Seguridad - Vigilancia","Hace 1 semana "," GUARDIAS de seguridad para trabajar en la zona Cerro preferentemente Militares y Policía retirados","https://trabajo.gallito.com.uy/anuncio/guardis-de-seguridad-9gng9","montevideo",2019-11-01 16:20:32
"CHOFER PARA UBER","","Peon","Servicios - Oficios","Hace 1 semana "," Chofer para Uber Onix Joy 1.0 

Urgente, turno 12 horas ya incripto en IMM y con empresa.","https://trabajo.gallito.com.uy/anuncio/chofer-para-uber-29255","montevideo",2019-11-01 16:20:32
"ADMINISTRATIVA","","Auxiliar","Administración - Secretariado","Hace 1 semana "," ADMINISTRATIVA 25 a 45 años, con formacion en administracion, dominio de office, resida en Montevideo. lunes a viernes 8 horas sabados 4 horas.","https://trabajo.gallito.com.uy/anuncio/administrativa-6v5t3","montevideo",2019-11-01 16:20:32
"SECRETARIA ENTRE 24 Y 28 AÑOS","","Asistente","Administración - Secretariado","Hace 1 semana "," SECRETARIA entre 24 y 28 años con experiencia en Administración (Excluyente)","https://trabajo.gallito.com.uy/anuncio/secretaria-entre-24-y-28-anos-6hehs","montevideo",2019-11-01 16:20:32
"FIAMBRE","","Auxiliar","Atención al cliente","Hace 1 semana "," Para supermercado, turno vesperino.","https://trabajo.gallito.com.uy/anuncio/fiambre-8y8ts","montevideo",2019-11-01 16:20:32
"CHOFER DE TAXI","","Oficial","Servicios - Oficios","Hace 1 semana "," Unitario, turno matutino, auto nuevo. 

Con referencias y libreta categoria E.","https://trabajo.gallito.com.uy/anuncio/chofer-de-taxi-jgrjy","montevideo",2019-11-01 16:20:32
"VENDEDOR","Importante empresa representante de marcas internacionales de productos de limpieza y cosmética","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Venta, atención comercial. Deberá procurar aumentar la cartera de clientes actual y atender a los ya existentes.
estableciendo estrategias, seguimiento, pr ...","https://trabajo.gallito.com.uy/anuncio/vendedor-9ajb2","montevideo",2019-11-01 16:20:32
"ASISTENTE SOCIAL","","Profesional","Trabajo Social – Pasantías","Hace 1 semana "," para trabajar con chicos con discapacidad horario 

flexible, buena remuneración","https://trabajo.gallito.com.uy/anuncio/asistente-social-r78a3","montevideo",2019-11-01 16:20:32
"CHOFER","TECNOBALIZAS","Medio Oficial","Producción","Hace 1 semana ","El trabajo consiste en manejar un camión para hacer las entregas de balizas, carteles y demás elementos de balizamiento en distintos puntos del país . Cons ...","https://trabajo.gallito.com.uy/anuncio/chofer-tzdth","montevideo",2019-11-01 16:20:32
"SE SOLICITA OFICINISTA","TRANSLEO SRL","Auxiliar","Administración - Secretariado","Hace 1 semana ","Prestigiosa Empresa Esta En La Captacion De OFICINISTA que cumplira con las siguientes funciones:
o Recibir, registrar y distribuir la correspondencia.
o R ...","https://trabajo.gallito.com.uy/anuncio/se-solicita-oficinista-mjgsj","montevideo",2019-11-01 16:20:32
"DELEGADO PARA CIRCUITO ELECTORAL - ZONA POCITOS Y CARRASCO","AGLH Consultores","Auxiliar","Administración - Secretariado","Hace 1 semana ","Nos encontramos en búsqueda de delegados para circuito electoral. Será requisito excluyente residir en las zonas de Pocitos y Carrasco. Tareas: 
- Supervis ...","https://trabajo.gallito.com.uy/anuncio/delegado-para-circuito-electoral-zona-pocitos-y-carrasco-p3g52","montevideo",2019-11-01 16:20:32
"VENDEDORES INDEPENDIENTES","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Vender a todo tipo de comercios y profesiones un servicio de página web Express, que revoluciona todo los conceptos por su construcción en el día, su facil ...","https://trabajo.gallito.com.uy/anuncio/vendedores-independientes-ydzyg","montevideo",2019-11-01 16:20:32
"AUXILIAR DE MANTENIMIENTO GENERAL - PARA HOTEL","Grupo Bayton","Supervisor / Encargado","Producción","Hace 1 semana ","Requisitos: 
- Experiencia previa de al menos dos o tres años preferentemente en hoteles.
Tareas: 
-Reparaciones en general. Nos encontramos en la búsqueda ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-de-mantenimiento-general-para-hotel-z68sm","montevideo",2019-11-01 16:20:32
"PELUQUERA","","Técnico / Especialista","Servicios - Oficios","Hace 1 semana "," PELUQUERA/O de 18 a 25 años, 

con experiencia en corte,","https://trabajo.gallito.com.uy/anuncio/peluquera-g6qme","montevideo",2019-11-01 16:20:32
"AYUDANTE DE COCINA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Con experiencia, para horario vespertino.","https://trabajo.gallito.com.uy/anuncio/ayudante-de-cocina-hvqjv","montevideo",2019-11-01 16:20:32
"CAJERO/A CON EXPERIENCIA DE 2 AÑOS EN CAFETERÍAS O RESTAURANTES (EXCLUYENTE) 28 A 45 AÑOS","Importante empresa","Auxiliar","Ventas - Comercial","Hace 1 semana ","Empresa gastronómica,selecciona personal con experiencia de 2 años en Confiterías y/ Cafeterías.(Excluyente)
Edad 28 a 50 años (EXCLUYENTE)
Disponibilidad  ...","https://trabajo.gallito.com.uy/anuncio/cajero-a-con-experiencia-de-2-anos-en-cafeterias-o-restaurantes-excluyente-28-a-45-anos-vqa3r","montevideo",2019-11-01 16:20:32
"AUXILIAR TAREAS VARIAS","","Auxiliar","Producción","Hace 1 semana "," 

 puestos laborales exclusivos para extranjeros.,

Auxiliares  para tareas varias 

limpieza, seguridad, reposicion,fiambreria,cajas. 

No se requiere ex ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-tareas-varias-ezj88","montevideo",2019-11-01 16:20:32
"MEDIO OFICIAL CALDERERO","","Medio Oficial","Producción","Hace 1 semana "," MEDIO oficial calderero con experiencia para metalúrgica","https://trabajo.gallito.com.uy/anuncio/medio-oficial-calderero-u2n4h","montevideo",2019-11-01 16:20:32
"CHOFER","","Peon","Servicios - Oficios","Hace 1 semana "," CHOFER con libreta profesional de Montevideo","https://trabajo.gallito.com.uy/anuncio/chofer-naatd","montevideo",2019-11-01 16:20:32
"AYUDANTE DE PARRILLA","Restaurante en Punta Carretas ","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Ayudante de parrilla. Buscamos una persona para cubrir libres, fines de semana y feriados.","https://trabajo.gallito.com.uy/anuncio/ayudante-de-parrilla-junhp","montevideo",2019-11-01 16:20:32
"BACHERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Bachero Bachero para fines de semana y feriados.","https://trabajo.gallito.com.uy/anuncio/bachero-ys4ne","montevideo",2019-11-01 16:20:32
"AUXILIAR DE LIMPIEZA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Auxiliar de Limpieza / Mucama / Ayudante de cocina para complejo de cabañas. Trabajo estable. 

Imprescindible vivir en la zona desde La Floresta a Solis. ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-de-limpieza-b5qze","montevideo",2019-11-01 16:20:32
"LIMPIADORA","Supermercado Frigo","Peon","Producción","Hace 1 semana ","Limpieza Para supermercado.","https://trabajo.gallito.com.uy/anuncio/limpiadora-4qgye","montevideo",2019-11-01 16:20:32
"PELUQUERA","","Técnico / Especialista","Servicios - Oficios","Hace 1 semana "," Sepa todo, con experiencia.","https://trabajo.gallito.com.uy/anuncio/peluquera-ay4hu","montevideo",2019-11-01 16:20:32
