"puesto","empresa","nivel","area","fecha","detalle","fecha_scraping"
"INSIDE SALES REPRESENTATIVE","Synapsis","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","The aim of this position is to contact companies all over Latin America in order to look for business opportunities related to security products provided b ...",2018-11-24 01:28:53
"VETERINARIO","PET PLANET SRL-","Profesional","Agroindustria","Hace 3 semanas ","inerentes al cargo aTENCION A PACIENTES Y A CLIENTES",2018-11-24 01:28:53
"DELIVERY CON MOTO PQUE MIRAMAR Y PASO CARRASCO","Logistica21","Auxiliar","Cadetería - Cobranzas","Hace 3 semanas ","Local fijo, buena propina, trabajo en regla. Se necesita Delivery para pizzeria, con experiencia y conocimiento en Paso Carrasco y parque miramar.",2018-11-24 01:28:53
"TÉCNICOS EN HELADERAS Y AIRE ACONDICIONADO","Servicio Técnico","Técnico / Especialista","Servicios - Oficios","Hace 3 semanas ","Técnicos en heladeras y aire acondicionado. Será responsable de realizar servicios a domicilio, presupuestación y cobro de dichos servicios. Trabajos por c ...",2018-11-24 01:28:53
"TÉCNICO EN LAVARROPAS","Servicio Técnico","Técnico / Especialista","Servicios - Oficios","Hace 3 semanas ","Reparación de lavarropas, secarropas o lavavajillas a domicilio.  Será responsable de realizar servicios a domicilio, presupuestación y cobro de dichos ser ...",2018-11-24 01:28:53
"VENTAS","Herbalife","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Venta y Reclutamiento ser emprendedor",2018-11-24 01:28:53
"COORDINADOR LOGÍSTICO","Importante empresa","Jefe","Logística - Distribución","Hace 3 semanas ","Nuestro cliente – una importante multinacional agroindustrial – busca incorporar para su operación en Salto, Uruguay a un profesional con experiencia en Co ...",2018-11-24 01:28:53
"DEPILADORA SISTEMA ESPAÑOL QUE SEPA MANOS Y PIES","Importante empresa","Técnico / Especialista","Servicios - Oficios","Hace 3 semanas ","Se solicita Depiladora sistema Español con experiencia comprobable. Que sea dinámica, responsable, proactiva, sepa trabajar en equipo y que tenga disponibi ...",2018-11-24 01:28:53
"DOCENTE INFORMATICA","Importante  Colegio","Profesional","Educación - Recreación - Deportes","Hace 3 semanas ","   Colegio La Mennais     DOCENTE DE  INFORMATICA.  Profesores para dictar clases de primer y segundo ciclo de Enseñanza Secundaria.  Requisitos:  Co ...",2018-11-24 01:28:53
"ASESOR COMERCIAL","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Requisitos: -Entre 30 y 45 años. -Experiencia comprobada en ventas. -Estudios secundarios completos. -Se valoraran estudios de Marketing y Decoración de in ...",2018-11-24 01:28:53
"GUARDIAS ARMADOS PARA JACINTO VERA","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 3 semanas "," Para servicios de primer nivel    Requisitos: Entre 25 y 59 años, buena presencia, ciclo básico de enseñanza secundaria, disponibilidad horaria, carné  ...",2018-11-24 01:28:53
"GUARDIAS ARMADOS PARA CORDÓN","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 3 semanas "," Para servicios de primer nivel    Requisitos: Entre 25 y 59 años, buena presencia, ciclo básico de enseñanza secundaria, disponibilidad horaria, carné  ...",2018-11-24 01:28:53
"GUARDIAS ARMADOS PARA MALVÍN","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 3 semanas "," Para servicios de primer nivel    Requisitos: Entre 25 y 59 años, buena presencia, ciclo básico de enseñanza secundaria, disponibilidad horaria, carné  ...",2018-11-24 01:28:53
"GUARDIAS ARMADOS PARA CERRO","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 3 semanas "," Para servicios de primer nivel    Requisitos: Entre 25 y 59 años, buena presencia, ciclo básico de enseñanza secundaria, disponibilidad horaria, carné  ...",2018-11-24 01:28:53
"GUARDIAS ARMADOS PARA PRADO","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 3 semanas "," Para servicios de primer nivel    Requisitos: Entre 25 y 59 años, buena presencia, ciclo básico de enseñanza secundaria, disponibilidad horaria, carné  ...",2018-11-24 01:28:53
"JEFE DE VENTAS","Empresa","Jefe","Ventas - Comercial","Hace 3 semanas "," Jefe de ventas  Rubro Construcción .  Nuevas oportunidades de negocios  Seguimientos de proyectos  Generar planes de ventas  Acreditada experiencia  ...",2018-11-24 01:28:53
"MEDIO OFICIAL SANITARIO","Empresa de Servicios","Medio Oficial","Servicios - Oficios","Hace 3 semanas ","Trabajar en el área de la Salud. Excluyente sin certificado de UTU  (oficial Sanitario) Horario: Lunes a Sábados de 15 hs. a 23 hs. Mantenimiento Preventiv ...",2018-11-24 01:28:53
"DELIVERY CON MOTO","Logistica21","Auxiliar","Cadetería - Cobranzas","Hace 3 semanas ","Trabajo estable, pago semanal. Tenes que conocer alguna de las zonas y experiencia en el rubro. Se necesita Delivery con MOTO para reparto de comida solame ...",2018-11-24 01:28:53
"DELIVERY","","Auxiliar","Cadetería - Cobranzas","Hace 3 semanas ","Se necesita URGENTE cadete con moto (ambos sexo) para casa de comidas en zona pocitos, carrasco y nuevo centro shopping. Se tomara personal para toda la se ...",2018-11-24 01:28:53
"VENDEDOR PARA DISTRIBUIDOR MAYORISTA","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Distribuidor Mayorista selecciona vendedor para su sector comercial. La busqueda esta orientada a persona apasionada por la venta, con capacidad de negoci ...",2018-11-24 01:28:53
"DESARROLLADOR SENIOR GENEXUS","Importante empresa","Analista","Tecnologías de la información","Hace 3 semanas ","Te invitamos a formar parte de nuestro equipo!  Nos encontramos en la búsqueda de un Desarrollador Senior GeneXus, para sumarse al área de IT, que sienta  ...",2018-11-24 01:28:53
"TECHNICAL SUPPORT REPRESENTATIVE","Synapsis","Asistente","Tecnologías de la información","Hace 3 semanas ","Would you want to join in a local organization and work for a global IT security company? We offer you the opportunity to be part of our Technical Support  ...",2018-11-24 01:28:53
"PELUQUERA","Peluquería","Técnico / Especialista","Servicios - Oficios","Hace 3 semanas ","Completa Imprescindible con conocimiento de Corte y Color Con experiencia Zona Pocitos",2018-11-24 01:28:53
"ARMADO DE PEDIDOS","chacra bilu","Peon","Producción","Hace 3 semanas ","Armado de pedidos para los mas importantes Restaurantes, hoteles, supermercados y minimercados de Montevideo. De de Lunes a Sabado de 7 a 16hs  sueldo, Com ...",2018-11-24 01:28:53
"PINTOR PARA MADERA","AG EQUIPAMIENTO","Oficial","Servicios - Oficios","Hace 3 semanas ","- Lustrador para la industria de muebles con experiencia en laca PU colora e incolora. - Conocimiento en procesos de lacas catalizadas, nitro, poliuretano  ...",2018-11-24 01:28:53
"REPONEDOR MINIMERCADO CARRASCO","","Auxiliar","Ventas - Comercial","Hace 3 semanas ","Nos orientamos a la búsqueda de personas responsables y proactivas, para Minimercado de Estación de Servicio en CARRASCO. Se requiere vivir en la zona. Hor ...",2018-11-24 01:28:53
"ENCARGADO PUESTO DE FRUTAS Y VERDURAS CON EXPERIENCIA COMPROBABLE, ZONA PINAMAR","SUPERMERCADO IMPERIO DEL ESTE","Auxiliar","Servicios - Oficios","Hace 3 semanas ","ENCARGADO DEL PUESTO DE FRUTAS Y VERDURAS. EXPERIENCIA COMPROBABLE EN EL CARGO. SE ENCARGARÁ DE TODO LO RELACIONADO CON EL PUESTO EXCEPTUANDO LAS COMPRAS",2018-11-24 01:28:53
"GESTOR/AUXILIAR CONTABLE","SChConsultores Soluciones en Capital Humano","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Tareas: -        Gestoría ante organismos públicos y clientes. -        Registro de comprobantes en contabilidad. -        Tareas administrativas. Requi ...",2018-11-24 01:28:53
"RESPONSABLE COMERCIAL DE SOFTWARE Y APLICACIONES TECNOLOGICAS","","Supervisor / Encargado","Ventas - Comercial","Hace 3 semanas ","Para Importante Empresa,seleccionamos: Responsable Comercial con marcado perfil para las ventas y muy buen relacionamiento personal, habilidad para negocia ...",2018-11-24 01:28:53
"ESTUDIANTE AVANZADO DE INGENIERÍA ELÉCTRICA / TÉCNICO EN ELECTRÓNICA","BIRIDEN | Instrumental Científico","Profesional","Producción","Hace 2 semanas ","Técnico para instalación, diagnóstico, mantenimiento y reparación de equipos de laboratorio. Empresa del rubro Instrumental Científico, selecciona: Estudia ...",2018-11-24 01:28:53
"CHOFER","empresa vial y transporte","Peon","Servicios - Oficios","Hace 2 semanas ","chofer de camion doble eje con volcadora , zona ciudad de la costa chofer de camion, zona ciudad de la costa",2018-11-24 01:28:53
"ASISTENTE DE MARKETING","para compañía internacional líder en su sector","Asistente","Marketing - Publicidad","Hace 2 semanas ","¿Quieres el desafío? Participará activamente en la administración del CRM, llevando adelante el seguimiento de indicadores y coordinando acciones con el eq ...",2018-11-24 01:28:53
"CAJERA Y/O MOZA","Importante empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Se necesita cajera y / o moza para empresa líder en el rubro confitería para las sucursales ubicadas en el Shopping de Tres Cruces, Nuevo Centro y Costa Ur ...",2018-11-24 01:28:53
"DELIVERY CON MOTO","Cadeteria JAIRO","Auxiliar","Cadetería - Cobranzas","Hace 3 semanas ","Se necesita Delivery con moto en buen estado, buena presencia, conocimiento de calles, para zonas Buceo, Malvin, Pocitos, Blanqueada, Ciudad Vieja, turno n ...",2018-11-24 01:28:53
"CREATIVOS GRÁFICOS FREE LANCE  Y FULL TIME","Grupo de Comunicación","Analista","Arte - Diseño - Comunicación","Hace 3 semanas ","Seleccionamos Diseñadores Gráficos con experiencia en agencias de comunicación.  Se valorarán el manejo de programas de diseño, de edición y animación. Nos ...",2018-11-24 01:28:53
"OPORTUNIDAD DE NEGOCIO INDEPENDIENTE","Atención EMPRENDEDORES","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Oportunidad de Negocio Independiente Para emprendedores que deseen aumentar sus ingresos; productos de calidad, sin límites de tiempo, edad o sexo. Actitud ...",2018-11-24 01:28:53
"RECEPCIONISTA/ADMINISTRATIVA","Empresa","Auxiliar","Administración - Secretariado","Hace 3 semanas "," Empresa constructora busca recepcionista/administrativa con experiencia en puesto similar. Reporta al encargado de administración, se valorará manejo de p ...",2018-11-24 01:28:53
"SERENO","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 3 semanas ","El cargo implica vigilancia en un edificio. Se ofrece remuneración acorde al laudo. Ingreso inmediato. Imprescindible buena presencia y buena disposición e ...",2018-11-24 01:28:53
"CORTADOR UNISEX Y BRUSHINISTA","Jose Erdos","Técnico / Especialista","Servicios - Oficios","Hace 3 semanas ","con experiencia corte ambos sexos y brushing, disponibilidad horaria preferentemente corte caballero, corte de dama y brushing",2018-11-24 01:28:53
"ELECTRICISTA AUTOMOTRIZ","IMPORTANTE EMPRESA","Técnico / Especialista","Producción","Hace 3 semanas "," Son requisitos excluyentes contar con experiencia de 2 a 5 años en flota pesada y refrigeración, o posiciones similares. Presentar certificado de Técnico ...",2018-11-24 01:28:53
"GUARDIAS DE SEGURIDAD","PROSEGUR","Auxiliar","Seguridad - Vigilancia","Hace 3 semanas "," Sumate a un equipo con talento.  Somos una de las 5 empresas elegidas para trabajar por nuestra calidad humana.  ",2018-11-24 01:28:53
"OFICIAL CHAPISTA AUTOMOTRIZ","OFICIAL CHAPISTA AUTOMOTRIZ","Oficial","Servicios - Oficios","Hace 3 semanas "," IMPORTANTE TALLER DE PLAZA SELECCIONA:   REQUISITOS:  Oficial Chapista Experiencia en talleres reconocidos. Dinámico, proactivo. 25 a 45 años  Se  ...",2018-11-24 01:28:53
"ASISTENTE DE IMPORTACIONES","KPMG","Asistente","Administración - Secretariado","Hace 3 semanas ","Conocimientos técnicos •	Formación en Logística, Comercio Exterior y/o Relaciones Internacionales •	Experiencia de 1 o 2 años en cargos similares •	Manejo  ...",2018-11-24 01:28:53
"ASISTENTE DE COMPRAS","Droguería Industrial Uruguaya","Asistente","Administración - Secretariado","Hace 3 semanas ","Asistir en los procesos de compras en plaza Controlar documentación referente a importaciones Realizar  controles de facturas y stocks minimos Sera respons ...",2018-11-24 01:28:53
"MOZO/ MOZA","Importante Parrilla","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Con experiencia comprobable Edad entre 25 y 35 años",2018-11-24 01:28:53
"MECÁNICO","Importante Empresa","Técnico / Especialista","Producción","Hace 3 semanas ","con conocimientos de gomería. Importante empresa de transportes y operador portuario del Puerto de Montevideo busca mecánico ",2018-11-24 01:28:53
"COCINERO","Importante Parrilla","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Con experiencia comprobable. Edad entre 25 y 45 años ",2018-11-24 01:28:53
"VENDEDOR DE REPUESTOS MAQUINARIA AGRÍCOLA Y VIAL.","CORPORACIÓN DE MAQUINARIA SA - NEW HOLLAND","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Identificar y desarrollar oportunidades de venta. Brindar una atención seria y responsable a clientes de la zona, en el mostrador, por teléfono y electróni ...",2018-11-24 01:28:53
"VENDEDOR REPARTIDOR","AUTOSERVICE ZONA MALVIN SUR","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","EMPLEADO PARA  AUTOSERVICIO  ZONA DE MALVIN SUR  HORARIO   15.00 hs A 21.30 hs DOMINGO  DE MAÑANA .   DÍA DE DESCANSO ROTATIVO ATENCION A CLIENTES EN LOCAL ...",2018-11-24 01:28:53
"CAJERO/A REDPAGOS ","empresa de servicios financieros","Auxiliar","Ventas - Comercial","Hace 2 semanas ","Atención a público cobranza Redpagos Back office Cajero/a Redpagos Manejo de documentación administrativa y contable Disponibilidad horaria - L. a V.  9:00 ...",2018-11-24 01:28:53
"REVENDEDORA AVON POR CATÁLOGO","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Buscamos vendedoras y promotoras a través de CATÁLOGO para empresa de cosméticos AVON. Ventas de cosméticos a través de catálogo, libros, folletos, promoci ...",2018-11-24 01:28:53
"AUXILIAR DE VENTAS","Importante empresa","Auxiliar","Atención al cliente","Hace 2 semanas ","Importante empresa textil ubicada en Costa Urbana Shopping busca Auxiliar de Ventas para incorporar a su staff. El horario es de 6 horas diarias con día de ...",2018-11-24 01:28:53
"TECNICO INSTALADOR DE ALARMAS","","Asistente","Directivos - Ejecutivos","Hace 2 semanas ","Instalación de sistemas de alarmas Se valorará:  *Experiencia en instalaciones similares, centrales telefonicas o redes.(excluyente) *Conocimientos basico ...",2018-11-24 01:28:53
"AUXILIAR DE PRODUCCIÓN","Empresa","Auxiliar","Producción","Hace 2 semanas ","IMPRENTA EN ZONA CÉNTRICA BUSCA: AUXILIAR DE PRODUCCIÓN  Requisitos excluyentes: - Ciclo básico completo  - Experiencia laboral en el rubro - Disponibilida ...",2018-11-24 01:28:53
"REPOSICIÓN Y TAREAS DE DEPÓSITO EN SUPERMERCADO (ZONA PINAMAR)","","Auxiliar","Ventas - Comercial","Hace 2 semanas ","Solamente se tomará en cuenta currículum con experiencia comprobable en supermercado. + Reposición del salón + Tareas de depósito, carga, descarga, etc. ...",2018-11-24 01:28:53
"ASISTENTE PARA ADMINISTRACION Y LOGISTICA,","Importante empresa","Auxiliar","Cadetería - Cobranzas","Hace 2 semanas ","Empresa de importación de equipos médicos y científicos solicita Asistente para Administración y Logística, horario completo. Requisitos:  Edad 24 a 30 año ...",2018-11-24 01:28:53
"VENDEDOR FREELANCE","Salud bienestar y calidad de vida ","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Ventas Vender",2018-11-24 01:28:53
"DISEÑADOR GRAFICO CON EXPERIENCIA","MOTIVAX SA","Analista","Arte - Diseño - Comunicación","Hace 2 semanas ","Buscamos personas con experiencia y/o estudiantes avanzados de la carrera de Diseño Gráfico y afines, que posean conocimientos en Marketing, Photoshop, ill ...",2018-11-24 01:28:53
"VENDEDOR/A CON EXPERIENCIA","MOTIVAX SA","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Se necesita Vendedor/a  con buena presencia y experiencia en ventas. Se le brindara amplia cartera de clientes, con muy buenas posibilidades de crecimiento ...",2018-11-24 01:28:53
"LAVADOR DE VEHICULOS EN EMPRESA DE TRANSPORTE - MASCULINO","","Auxiliar","Servicios - Oficios","Hace 2 semanas ","Sexo masculino (excluyente) Lavado interior y exterior de vehiculos de pequeño, mediano y gran porte. De lunes a viernes Solo candidatos que vivan en Monte ...",2018-11-24 01:28:53
"TECNICO EN ELECTRONICA","Tecnico en Electrónica","Técnico / Especialista","Producción","Hace 2 semanas "," Estudiante avanzado ITS mínimo 6 años cursados. Tardeas :  Mantenimiento  y reparación de equipos electrónicos  Libreta de conducir y disponibilidad hor ...",2018-11-24 01:28:53
"GUARDIA CON LOCOMOCIÓN SOLYMAR","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 2 semanas ","Guardia de seguridad en Barrio Privado de la zona Requisitos Excluyentes: Masculino de 20 a 60 años Libreta de Moto Disponibilidad Horaria para turnos Rot ...",2018-11-24 01:28:53
"GERENTE DE PROYECTOS","Importante Constructora","Gerente","Consultoría","Hace 2 semanas "," Requisitos: ""  Arquitecto senior ""  Experiencia mínima 10 años ""  Presupuestación de obras ""  Armado de licitaciones ""  Personal a cargo ""  Orientac ...",2018-11-24 01:28:53
"INGRESOS EXTRA PARA SUMAR A TU SUELDO ACTUAL","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Abrí tu propio NEGOCIO  independiente como Networker. Buscamos personas EMPRENDEDORAS y de excelente actitud que quieran generar ingresos extras en sus hor ...",2018-11-24 01:28:53
"ADMINISTRATIVO/A","Empresa logística","Auxiliar","Administración - Secretariado","Hace 2 semanas "," Personal Administrativo Femenino  Entre 21 y 35 años  Preferentemente con conocimientos de Logística y/o Comercio Exterior  Y que resida en la zona de  ...",2018-11-24 01:28:53
"ADMINISTRATIVO - VENDEDOR","Herramientas manuales","Auxiliar","Atención al cliente","Hace 2 semanas ","VENTAS ATENCION AL PUBLICO REPONER MERCADERIA RESPONDER CONSULTAS DE LA WEB DESPACHO DE MERCADERIA CONTROL DE STOCK MANEJO STOCK DESPACHO DE MERCADERIA",2018-11-24 01:28:53
"COLORISTA","Importante empresa","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas ","TENER EXPERIENCIA COMPROBABLE EN COLORIMETRIA, Y  CONOCIMIENTOS EN LAS TÉCNICAS MAS USADAS EN EL MOMENTO ASESORAMIENTO PERSONALIZADO , CONTROL DE STOCK,",2018-11-24 01:28:53
"VENTAS","LUIS SOSA","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Estamos sumando personas a nuestro equipo de trabajo en la industria del bienestar,  personas que estén buscando un plan b y generar ingresos extras sin de ...",2018-11-24 01:28:53
"PELUQUERO DE DAMAS","dov","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas ","se necesita peluquero de damas , solo para corte . que sea muy responsable y puntual para los horarios.",2018-11-24 01:28:53
"AUXILIAR DE VENTAS EN MOSTRADOR DE CONFITERIA","Confiteria","Auxiliar","Atención al cliente","Hace 2 semanas ","Seleccionamos auxiliar de ventas para mostrador de confitería. Horario lunes a viernes 13 a 21 hs y sábados 11:30 a 15:30 hs Zona Cordón Imprescindible e ...",2018-11-24 01:28:53
"ASESOR DE BIENESTAR/ EMPRENDIMIENTO INDEPENDIENTE","Nutricion saludable","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Estamos buscando personas Emprendedoras, pro activas con ganas de aprender sobre la nueva modalidad de negocio, el Marketing Multinivel, teniendo la oportu ...",2018-11-24 01:28:53
"AYUDANTE DE CONFITERIA, PANADERIA Y SANDWICHERIA.","Importante empresa","Auxiliar","Producción","Hace 2 semanas ","Se solicita funcionario para zafra con conocimientos de pastelería, confitería , panadería y sandwicheria. Disponibilidad de horario completa e incorporaci ...",2018-11-24 01:28:53
"TORNERO","Empresa naval","Peon","Servicios - Oficios","Hace 2 semanas "," Egresado de UTU o equivlaente -Con experiencia en tornos no automatizados y mecánica pesada. - Se valorará que opere fresa y alesadora - Buena disponib ...",2018-11-24 01:28:53
"JEFE DE OBRA","IMPORTANTE EMPRESA","Jefe","Construcción - Arquitectura","Hace 2 semanas "," Egresado de la carrera de Ingeniería Eléctrica   Requisitos Excluyentes: Dinámico y proactivo Con fuerte enfoque a resultados Disponibilidad para via ...",2018-11-24 01:28:53
"PROFESOR DE INGLÉS","Colegio Bilingue HCA","Profesional","Educación - Recreación - Deportes","Hace 2 semanas "," Para sector de Ed. Inicial/ Ed. Primaria Profesor de Inglés Nivel CPE - TESOL",2018-11-24 01:28:53
"PROF. ADSCRIPTO","Colegio Bilingue HCA","Asistente","Educación - Recreación - Deportes","Hace 2 semanas "," Por apertura de nuevos grupos.  Profesor Egresado de todas las asignaturas (se valorará exp. en trabajo en proyectos)  ",2018-11-24 01:28:53
"VENDEDOR","Empresa de Servicios","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","REQUISITOS: - Cartera de clientes comprobable (excluyente) - Locomoción propia EMPRESA DE SERVICIOS VENDEDOR DE MATERIALES DE CONSTRUCCION Y EN PARTICUL ...",2018-11-24 01:28:53
"MAESTRO DE ESPAÑOL","Colegio Bilingue HCA","Profesional","Educación - Recreación - Deportes","Hace 2 semanas "," Para su sector de Ed. Inicial/Ed. Primaria Egresado de IINN",2018-11-24 01:28:53
"ENCARGADA PARA SHOPPING EN COLONIA","","Supervisor / Encargado","Ventas - Comercial","Hace 2 semanas ","Gestión integral de la tienda. Seleccionamos Encargadas para trabajar en Shopping en el Departamento de Colonia.  La posición tiene como principal respons ...",2018-11-24 01:28:53
"VENDEDORAS Y AUXILIARES DE VENTAS / TÉCNICO RELOJERO Y APRENDIZ ADELANTADO","IMPORTANTE RELOJERÍA / JOYERÍA","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," EN SHOPPING CENTERS SELECCIONA:  VENDEDORAS Y AUXILIARES DE VENTAS Se valora buena presencia, buen desempeño y experiencia  TÉCNICO RELOJERO Y APREND ...",2018-11-24 01:28:53
"MOTONIVELADOR","STILER","Oficial","Producción","Hace 2 semanas ","Imprescindible experiencia previa. Enviar Curriculum Vitae con referencias; acreditando experiencia en trabajos anteriores y aspiraciones salariales.",2018-11-24 01:28:53
"MOTONIVELADOR","IMPORTANTE EMPRESA","Oficial","Producción","Hace 2 semanas ","  Se requiere para importante empresa, con experiencia previa acreditada. Curriculum  indicando referencias y aspiración salarial ",2018-11-24 01:28:53
"EMPLEADA","Floreria jardines","Auxiliar","Atención al cliente","Hace 2 semanas ","Venta.reposocion y cuidado de mercaderia de un local Venta al publico..manejo de dinero..pedido y reposicion",2018-11-24 01:28:53
"LICENCIADO EN ENFERMERÍA.","Importante Residencial.","Técnico / Especialista","Salud","Hace 2 semanas ","Buscamos incorporar a nuestro equipo médico, un Licenciado en Enfermería (título habilitado ante el MSP), que gestione el equipo de trabajo a su cargo, com ...",2018-11-24 01:28:53
"JEFE DE COCINA.","Importante Residencial.","Supervisor / Encargado","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Seleccionamos para incorporar a nuestro residencial, un Jefe de Cocina, que haya tenido experiencias previas en la gestión exitosa de equipos de trabajo.  ...",2018-11-24 01:28:53
"JEFE DE GESTIÓN HUMANA","AUREN","Jefe","Recursos Humanos","Hace 2 semanas ","Auren Capital Humano selecciona para reconocida institución educativa Jefe de Gestión Humana.  Orientamos nuestra búsqueda a profesionales con formación y ...",2018-11-24 01:28:53
"LIMPIADOR CON CONOCIMIENTOS DE MANTENIMIENTO PARA EDIFICIO EN PUNTA GORDA","Edificio en Punta Gorda","Auxiliar","Servicios - Oficios","Hace 2 semanas ","Realizar la limpieza de los bienes comunes del edificio, repartir la correspondencia diariamente y realizar tareas de mantenimiento. El horario es de 8 a 1 ...",2018-11-24 01:28:53
"ADMINISTRATIVA CON HORARIO FLEXIBLE 6 HORAS.","Administración","Auxiliar","Administración - Secretariado","Hace 2 semanas ","Ingreso de facturas y pagos. Tramites varios. Atención de llamadas. Gestión de proveedores (pagos). El trabajo son 6 horas semanales, horario es flexible r ...",2018-11-24 01:28:53
"DISEÑO Y PROGRAMADOR WEB BASICO","Empresa Venta De Servicios Online","Analista","Tecnologías de la información","Hace 2 semanas ","Realizacion de paginas web en Wordpress y Woocommerce , conocimiento basico de  Html y CSS Puntualidad , Disponibilidad Horaria",2018-11-24 01:28:53
"MEDICOS PARA EL DEPARTAMENTO DE MEDICINA INTERNA","ASOCIACION ESPAÑOLA","Profesional","Salud","Hace 1 semana ",". LLAMADO ABIERTO A MÉDICOS PARA EL DEPARTAMENTO DE MEDICINA INTERNA Se llama a aspirantes para proveer cargos de Médico Internista suplente, para la visit ...",2018-11-24 01:28:53
"OPERARIOS","IMPORTANTE  EMPRESA DE SERVICIOS","Peon","Producción","Hace 1 semana "," Excelente remuneración   Libreta de conducir  Tipo A, excluyente   Zona Unión -Maroñas",2018-11-24 01:28:53
"ENCUESTADOR PARA ESTUDIO EN TODO EL PAÍS","Balseiro Marketing","Auxiliar","Marketing - Publicidad","Hace 1 semana ","Encuestas cara a cara en hogares. Estamos seleccionando encuestadores con experiencia en encuestas cara a cara en hogares para todo el país. Hay 8 puestos  ...",2018-11-24 01:28:53
"MANTENIMIENTO","El Descubrimiento Resort Club","Supervisor / Encargado","Producción","Hace 1 semana ","Tareas de mantenimiento en general. Necesitamos personas proactivas con ganas de trabajar y dispuestas a solucionar problemas. Debe poseer conocimientos de ...",2018-11-24 01:28:53
"PROMOVENDEDORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Buscamos personas de entre 20 y 35 años, de sexo femenino para incorporarse en campañas de trabajo en el interior del país. - No es Venta. - 4 días de tra ...",2018-11-24 01:28:53
"VENTAS","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 semana ","Manejo de excel, experiencia en el área. Formara parte del equipo de administración desarrollando tareas de control de facturas y pago a proveedores. segui ...",2018-11-24 01:28:53
"AUXILIAR ADMINISTRATIVO","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 semana ","Formación o experiencia en el área. Formara parte del equipo de administración de la empresa desarrollando tareas de control, de facturas, pago a proveedor ...",2018-11-24 01:28:53
"CONTADOR PUBLICO PARA EL DEPARTAMENTO DE OUTSOURCING","","Profesional","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","AUREN capital Humano selecciona Contador Público para incorporar al departamento de Outsourcing de la firma. Orientamos nuestra búsqueda a personas compro ...",2018-11-24 01:28:53
"CONTADOR PÚBLICO PARA EL DEPARTAMENTO IMPOSITIVO","","Profesional","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","AUREN capital Humano selecciona Contador Público para incorporarse al departamento de Asesoramiento Impositivo de la firma.  Orientamos nuestra búsqueda a ...",2018-11-24 01:28:53
"PEÓN","Importante Empresa","Peon","Producción","Hace 1 semana "," Importante empresa de la industria química selecciona personal para ocupar vacantes en forma inmediata en su planta industrial ubicada en el depto. de Flo ...",2018-11-24 01:28:53
"SUSHIMAN / COCINERO","Importante Empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Reconocida empresa gastronómica selecciona SUSHIMAN con experiencia comprobable en puesto para restaurante en Punta Carretas. Horario de trabajo:  disponi ...",2018-11-24 01:28:53
"VENDEDOR","GOU","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Buscamos vendedores externos para rubro software, se requiere buen dominio del celular, tablet e internet. El perfil del vendedor debe adecuarse para visit ...",2018-11-24 01:28:53
"CHOFER DE TAXIMETRO","Taxis","Peon","Servicios - Oficios","Hace 1 semana ","Se busca chofer con experiencia para taxi. Horario: en la mañana. Zona: Cerro Se busca persona responsable.",2018-11-24 01:28:53
