"empresa","area","n_puestos","jornada","detalles","subareas","requisitos","ID","fecha_pub","puesto","fecha_scraping","h_pub","dia_pub","barrio_ciudad","dpto"
","




Conocimientos: 

Análisis comercial
Business Objects
Microsoft Office
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/analista-de-trade-marketing-business-intelligence-ID-173647",2019-10-11,"Analista de Trade Marketing & Business Intelligence",2019-11-01 19:51:31,"19:51:31","viernes","montevideo","montevideo"

"Estilo Construcciones y servicios","Calidad",1,"Medio turno mañana","Nos encontramos en la búsqueda de personal  para desarrollar tareas en la ciudad de Maldonado de lunes a viernes en horario par. time.REQUISITOS.  Bachillerato completo (mínimo).  Sólidos conocimientos de norma ISO 9001 versión 2015.  Disponibilidad para viajar.Se valorará experiencia en cargos similares.Tareas:PROCESOS.  Actualización de fichas de procesos (entradas, salidas, clientes, proveedores, secuencias, mediciones).  Estudio del mapa de procesos con el encargado de calidad o gerencia para detectar que se cuenta con todos los procesos identificados.  Actualizar fichas de riesgo de procesos (AMFE).  Apoyar en el seguimiento de acciones correctivas previstas en fichas AMFE y medir el grado de éxito de las mismas.  Actualizar los procedimientos de trabajo existentes, instructivos y manuales según listado de documentos.ESTRUCTURA.  Actualización de perfiles de cargo.  Actualización de organigrama.DOCUMENTACIÓN.  Actualización de listado de documentos.  Verificación de información necesaria en compartidas para las interesadas.  Apoyar en la redacción de documentos en conjunto con el responsable de área (procedimientos, instructivos y formularios).  Asiste a oficina de Maldonado en la redacción de no conformidades según el procedimiento establecido.","Industria – Producción / Calidad
","




Conocimientos: 

Gestión de Calidad
Microsoft Office
Estudio Mínimo Necesario: Secundaria Completa
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/analista-en-calidad-ID-174149",2019-10-24,"Analista en calidad",2019-11-01 19:51:31,"19:51:31","jueves","maldonado","maldonado"

"AFAP SURA","Economía",1,"Completa","En SURA Asset Management buscamos: Analista de Ciencia de Datos. La persona seleccionada tendrá a su cargo la implementación de acciones a partir de la identificación de necesidades del negocio, ideación de planes de trabajo y seguimiento a los mismos.Además, modelará soluciones de aplicación analítica a través de técnicas estadísticas, algoritmos y nuevas visualizaciones en coordinación con las áreas del negocio y sus grupos de sinergia, con el fin de contribuir a la eficiencia y optimización de los procesos de la compañía.Desafíos. Liderar procesos de BI y de Analítica de datos, identificando sus requerimientos y los objetivos esperados. Aplicar técnicas de modelado estadístico y predictivo para construir, mantener y mejorar procesos y decisiones del negocio. Sistematizar modelos predictivos en procesos de la organización. Coordinar entregables con proveedores y/o áreas internas con las que se estén desarrollando proyectos. Identificar oportunidades de modelos en los que se pueda aportar valor a la organización, los procesos y clientes. Generar recolección, integración y retención de datos. Desarrollar y presentar análisis, así como visualizaciones de los datos modelados en herramientas de BI, especialmente Qlik View. Mantener sinergias de trabajo con IT para diseñar mejoras que impacten en la calidad de los datos y asegurar que la información siga los lineamientos legales,         regulatorios y las políticas de seguridad de la compañía. Tener gusto por el Gobierno de Datos. Buscamos. Egresado o próximo a egresar de carreras como: Ingeniería, Economía, Estadística o Matemática. Experiencia en tareas de análisis y manejo de métricas. Manejo en programación de Base de datos SQL. Experiencia en el uso de R, Python o similar. Experiencia en el manejo de herramientas de programación QlikView, Tableau, Power BI. Dominio en el manejo de técnicas de Modelado Estadístico. Nivel de inglés intermedio. Excel Avanzado. ","Contabilidad – Auditoría – Finanzas / Economía
Banca – Servicios Financieros / Inversiones
Banca – Servicios Financieros / Seguros
Tecnologías de la Información / Business Intelligence (BI) / DataWarehousing
Tecnologías de la Información / Calidad de Sistemas
","




Conocimientos: 

PowerBuilder
Python
SQL
Análisis Financiero
Creación del Modelo de Datos
Estadística
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/analista-en-ciencia-de-datos-ID-174445",2019-11-01,"Analista en Ciencia de Datos",2019-11-01 19:51:31,"11:51:31","viernes","montevideo","montevideo"

"PHI Medicina Estetica","Marketing",1,"Completa","Buscamos personas dinámicas, pr. activas y autónomas. Con gran capacidad de organización y planificación, visión estratégica. También se valorarán capacidad de comunicación,  relacionamiento interpersonal y trabajo en equipo.Tareas: Plan de marketing Diseño, ejecución y seguimiento del plan anual de campañas definiendo innovadoras estrategiasAnálisis y organización de los datosSoporte en el armado de presupuesto anual.Marketing digital Excluyente:Formación Universitaria en Marketing, Comunicación, Publicidad o carreras afinesMarketing digital y herramientas para su medición  Manejo de Facebook Business, WhatsApp BusinessExperiencia previa de al menos 1 año en el cargoSe valorará:Avanzado manejo de paquete Office con énfasis en Excel y confección de presentaciones.Experiencia en ventas Experiencia liderando equipos Conocimientos en el rubro de la estéticaLa propuesta:Se trata de una muy buena oportunidad para integrarse a una empresa familiar con posibilidades de crecimiento, buena remuneración más beneficios. trabajo part time de 6h comienzo de trabajo inmediato!","Marketing – Publicidad / Marketing
","




Conocimientos: 

Análisis de Datos
Coordinación de fuerza de ventas
Marketing al consumidor
Marketing directo
Microsoft Office
Idiomas: 

Español
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 30 Hasta 45 Años





","www.buscojobs.com.uy/analista-en-marketing-y-gestion-comercial-ID-174343",2019-10-29,"Analista en Marketing y Gestión Comercial",2019-11-01 19:51:31,"19:51:31","martes","montevideo","montevideo"

"Advice","Administración / Instalación de Redes",1,"Indiferente","Seleccionamos para importante empresa de compra y distribución de productos.Candidatos con formación vinculada a carreras de Tecnologías de la Información.Deberán contar con conocimiento de ambiente Windows.Será necesario poseer un mínimo de dos años de experiencia en posiciones similares (principalmente en manejo de redes, servidores, ERPs y mantenimiento preventivo).Proporcionará asistencia con el hardware y software de la empresa.Brindará asistencia técnica a los usuarios en el área de informática para resolver los inconvenientes que puedan tener con sus equipos.Efectuará el manejo preventivo y mejora de licencias.Manejará las redes y los servidores.Brindará soporte a nivel I, II y III.","Tecnologías de la Información / Administración / Instalación de Redes
Tecnologías de la Información / Administración de Base de datos
Tecnologías de la Información / Análisis de Sistemas
Tecnologías de la Información / ERP/CRM
Tecnologías de la Información / Hardware / Reparación PC
Tecnologías de la Información / HelpDesk / Soporte Técnico
Tecnologías de la Información / Sistemas Operativos
","




Conocimientos: 

ERP (Enterprise Resource Planning)
Administración de Redes
Sistema operativo Windows
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/analista-en-soporte-de-sistemas-ID-173577",2019-10-09,"Analista en Soporte de Sistemas",2019-11-01 19:51:31,"19:51:31","miercoles","montevideo","montevideo"

"Advice","Calidad de Sistemas",NA,"Completa","Buscamos:Candidatos con formación vinculada a carreras de Tecnologías de la Información.Deberán contar con conocimiento de ambiente Windows.Será necesario poseer un mínimo de dos años de experiencia en posiciones similares (principalmente en manejo de redes, servidores, ERPs y mantenimiento preventivo.Objetivos de la posición:Proporcionará asistencia con el hardware y software de la empresa.Brindará asistencia técnica a los usuarios en el área de informática para resolver los inconvenientes que puedan tener con sus equipos.Efectuará el manejo preventivo y mejora de licencias.Manejará las redes y los servidores.Brindará soporte a nivel I, II y III.","Tecnologías de la Información / Calidad de Sistemas
","




Conocimientos: 

Desarrollo Cliente/Servidor
Administración de Redes
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/analista-en-soporte-de-sistemas-ID-173772",2019-10-14,"Analista en Soporte de Sistemas",2019-11-01 19:51:31,"19:51:31","lunes","montevideo","montevideo"

"Deloitte.","HelpDesk / Soporte Técnico",NA,"Completa","La posición tendrá como objetivo central brindar asistencia técnica informática a los usuarios con inconvenientes o incidencia con el uso de cualquier tipo de servicio o producto informático. Dentro de sus principales responsabilidades se encuentran: analizar y asesorar en soluciones tecnológicas a nivel de infraestructura; brindar soporte en el manejo de sistemas operativos, software de desarrollo, software de base de datos, software de base y networking; realizar tareas administrativas vinculadas a dichas actividades; entre otras funciones inherentes al cargo.Orientamos la búsqueda hacia personas con experiencia previa mínima de dos años realizando tareas de similar responsabilidad y que cuente con formación técnica vinculada a la administración de base de datos (SQL Server, Oracle), redes (CISCO), sistemas operativos (Windows y Linux), Active Directory, DNS, VMWare e Hype. V y conocimientos en Firewall. Se valorará contar con conocimientos sólidos en sistemas operativos Linux, así como en administración de servidores Microsoft Exchange.Serán competencias clave de la persona a incorporar responsabilidad y compromiso, orientación al cliente, proactividad y orientación a la innovación. Se trata de una interesante oportunidad de incorporarse a una reconocida empresa, que ofrece interesantes desafíos y una remuneración acorde a las responsabilidades del cargo.","Tecnologías de la Información / HelpDesk / Soporte Técnico
","




Conocimientos: 

Infraestructura de TI
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/analista-en-tecnologia-y-soporte-ID-173537",2019-10-09,"Analista en tecnología y soporte",2019-11-01 19:51:31,"19:51:31","miercoles","montevideo","montevideo"

"Randstad Uruguay ","Programación",NA,"Completa","Buscamos Analist Funcional para nuestro Importante cliente de Industria Nacional.Entre sus principales funcionaes destacamos: Responsable de elaborar el análisis funcional de nuevas aplicaciones para la empresa, actualizar y mejorar las ya existentes.Es el nexo entre las necesidades del usuario y el equipo informatico.En base a las solicitudes de usuarios realiza el soporte y asistencia en las aplicaciones de la empresa.Asesora y capacita a los usuarios, con el fin de evitar cualquier problema que pueda surgir con los programas y obtener así el máximo rendimiento de los mismos.Programar y desarrollar formularios, procesos y reportes con las herramientas de diseño del sistema Magm. ERPProgramar funciones, vistas, procedimientos, triggers, etc, en SQL necesarias para el funcionamiento de los distintos procesos que componen el sistema Magm. ERPRealiza las tareas inherentes a su cargo y las equivalentes que eventualmente se le dicten por parte de su superior inmediato en tiempo y forma, dentro de un buen relacionamiento y armonía laboral.En cuanto a la formacion Académica:Analista en sistemas, Licenciatura en Sistemas con conocimientos en Administración.Conocimiento en arquitectura de computadores y gestión de software, lenguaje de programación SQL, datawarehousing y procesos de testing. ","Tecnologías de la Información / Programación
Tecnologías de la Información / Seguridad Informática
Tecnologías de la Información / Telecomunicaciones
Tecnologías de la Información / Testing de Sistemas
","




Conocimientos: 

Ingeniería en Telecomunicaciones
Idiomas: 

Inglés
Estudio Mínimo Necesario: Secundaria Completa
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/analista-funcional-ID-174247",2019-10-28,"Analista Funcional",2019-11-01 19:51:31,"19:51:31","lunes","montevideo","montevideo"

"Pronto!","Gestión de Proyectos",1,"Completa","¿Qué buscamos?Personas con buena disposición y compromiso, para trabajar en equipos multidisciplinarios. Que tengan afán de superación, búsqueda de la mejora continua, capacidad para adaptarse y para el logro de los resultados.Estudiantes o recibidos en las carreras de Ingeniería en Computación, Analistas de Sistemas, Licenciados en Sistemas o similar vinculadas al área de Tecnología (excluyente).Se solicita contar con experiencia en relevamiento y especificación de requerimientos, así como en la gestión y seguimiento del proceso de desarrollo de software. Experiencia y vocación en la utilización de metodologías ágiles como Scrum.¿De qué se trata?Trabajar en equipo, realizando relevamiento de los requerimientos dentro de la compañía. Especificar los requerimientos a ser implementados dentro del equipo. Realizar la gestión de los interesados del proyecto o requerimiento. Gestionar los procesos de liberación del requerimiento.¿Qué ofrecemos? Integrarse a una empresa líder en el mercado por su modelo de gestión, excelente ambiente laboral, entorno desafiante y posibilidades de crecimiento profesional.El presente proceso de selección se realiza en el marco de la Ley N° 19.691 y su Decreto Reglamentario N° 73/019, comprendiendo a las personas inscriptas en el Registro Nacional de Personas con Discapacidad, que reúnan las condiciones e idoneidad para el cargo descripto en el presente llamado.","Tecnologías de la Información / Gestión de Proyectos
","




Conocimientos: 

Gestion de Proyectos IT
Ingeniería de Sistemas/Computación/Software
Metodología Scrum
Tecnología e Innovación
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 18 Hasta 45 Años





","www.buscojobs.com.uy/analista-funcional-para-it-ID-173689",2019-10-11,"ANALISTA FUNCIONAL para IT",2019-11-01 19:51:31,"19:51:31","viernes","montevideo","montevideo"

"(Confidencial)","Análisis de Sistemas",1,"Indiferente","Buscamos profesionales del área IT con experiencia en analisis y desarrollo de sistemas utilizando la herramienta Genexus.  El puesto  implica desempeñarse en nuestra sede,  ubicada en Montevideo. Requisitos:Formación universitaria en el área de sistemas .Experiencia  en desarrollo de sistemas con Genexus (web/mobile) y  webservices.Responsabilidades: Relevamiento, análisis, desarrollo y  migración  de sistemas.Ofrecemos buen ambiente laboral, estabilidad y crecimiento.","Tecnologías de la Información / Análisis de Sistemas
Tecnologías de la Información / Consultoría
Tecnologías de la Información / Programación
Tecnologías de la Información / Testing de Sistemas
Tecnologías de la Información / Desarrollo
","




Conocimientos: 

GeneXus
Integración de Sistemas
Desarrollo Cliente/Servidor
Ingeniería de Sistemas/Computación/Software
Programación
Web Services
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 21 Hasta 70 Años





","www.buscojobs.com.uy/analista-genexus-ID-174458",2019-11-01,"Analista Genexus",2019-11-01 19:51:31,"15:51:31","viernes","montevideo","montevideo"

"Abitab","Arquitectura de Sistemas",1,"Completa","Buscamos profesionales  especializados en Desarrollo Java para Analizar e implementar los sistemas siguiendo los lineamientos proporcionados por el gestor del proyecto.Principales tareas:• Analizar soluciones e implementarlas de la manera más eficiente.• Recabar información faltante para implementar correctamente los sistemas.• Desarrollar aplicaciones Java, Delphi y Grails.• Capacitar a usuario en el manejo de los sistemas implementados.• Crear la documentación relacionado con el sistema desarrollado.Es excluyente:• Estudiante avanzado próximo a recibirse en las carreras de Ingeniería en Sistemas, o Analista en Sistemas.• Experiencia liderando proyectos de programación Java y/o JEE (mínimo 2 años).Se valorará la experiencia en manejo de Base de Datos, Jboss, webservices, programación web, así como también conocimientos de Design Patterns.Competencias:• Buen relacionamiento interpersonal y vocación por la gestión de personas.• Marcada disposición para integrar equipos de trabajo.• Orientado a la metodología y calidad en el desarrollo del proyecto.Ofrecemos estabilidad y buen ambiente laboral, posibilidad de crecimiento y capacitación constante.","Tecnologías de la Información / Arquitectura de Sistemas
Tecnologías de la Información / Programación
Tecnologías de la Información / Desarrollo
","




Conocimientos: 

Delphi
Java
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 64 Años





","www.buscojobs.com.uy/analista-java-ID-173661",2019-10-11,"Analista Java",2019-11-01 19:51:31,"19:51:31","viernes","montevideo","montevideo"

"Quantik","Gestión de Operaciones",1,"Completa","El Cargo:Tendrá dentro de sus responsabilidades el seguimiento de la operativa con los diferentes clientes. Dentro de las tareas deberá realizar cotizaciones, seguimiento de las mismas, organizar y controlarel envío de muestras, control de los documentos de embarque a distintos destinos cada unocon sus logísticas, así como registrar las operaciones en el sistema operativo de la empresa.La Persona:Buscamos una persona dinámica, con experiencia y con capacidad para aprender y dominarsituaciones de complejidad media. Trabajar en equipo y el buen relacionamientopersonal son claves para el puesto.Es imprescindible el excelente manejo oral y escrito del inglés y portugués.Conocimientos de informática.La Empresa:Somos una empresa nacional de brokers con un marcado crecimento en varias áreas del comercio de bienes, en contacto condiferentes países. Trabajamos en un ambiente agradable y el puesto ofrece buenas posibilidades de desarrollo","Administración – Secretariado / Gestión de Operaciones
Comercio – Mercadeo – Ventas / Comercio Exterior/Aduanas
","




Conocimientos: 

Comercio Internacional
Idiomas: 

Inglés
Portugués
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 25 Hasta 45 Años





","www.buscojobs.com.uy/analista-jr-en-comex-excelente-nivel-de-ingles-y-portugues-exc-ID-173841",2019-10-16,"ANALISTA Jr. EN COMEX - EXCELENTE NIVEL DE INGLÉS Y PORTUGUÉS (Exc)",2019-11-01 19:51:31,"19:51:31","miercoles","montevideo","montevideo"

"PriceStats Uruguay","Economía",NA,"Completa","PriceStats, empresa dedicada a aplicar desarrollos en Big Data a la creación de estadísticas económicas a nivel internacional, busca cubrir en Uruguay dos posiciones para el puesto de ""Data Management Analyst"".* Rol:.  Utilizar las páginas web de los comercios y software propietario de PriceStats para catalogar la estructura de estos comercios y determinar los tipos de productos ofrecidos. Estas catalogaciones servirán para luego poder capturar las variables (ej: precios) automáticamente.  Evaluar la performance de estadísticas producidas por la empresa.  Colaborar en estudios de mercado de distintos países con el fin de identificar los comercios más relevantes para generar índices macroeconómicos.* Perfil buscado.  Estudiante de Economía o Estadística que haya completado o esté muy avanzado en el segundo año de la carrera.  Buen dominio del idioma inglés.  Predisposición a trabajar con bases de datos y conocer nuevas tecnologías.  Capacidad para resolver problemas en equipo.  Interés previo en macroeconomía es deseable pero no excluyente.El trabajo será de 6 horas diarias y se desarrollará de lunes a viernes en Plaza Independencia. Se ofrece sueldo altamente competitivo y la posibilidad de ser parte de una empresa joven y con gran potencial.","Contabilidad – Auditoría – Finanzas / Economía
","




Conocimientos: 

Economía
Estadística
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 27 Años





","www.buscojobs.com.uy/analista-junior-ID-173840",2019-10-18,"Analista Junior",2019-11-01 19:51:31,"19:51:31","viernes","montevideo","montevideo"

"Coca-Cola FEMSA de Uruguay","Mantenimiento Industrial",1,"Completa","Coc. Cola FEMSA de Uruguayse encuentra en la búsqueda de:Analista de Programación de MantenimientoNuestra búsqueda se orienta a profesionales graduados o estudiantes avanzados de las carreras de Ing. Mecánica, Ing. Eléctrica, Electromecánica, Ing. Industrial o afines, que cuenten con experiencia previa en tareas similares, adquirida en empresas o plantas industriales de gran dotación. El objetivo de la posición será gestionar la disponibilidad de los recursos para cumplir con el trabajo de los equipos de mantenimiento programado, coordinando con los sectores directamente involucrados¿Cuáles son sus principales tareas?:Revisión de los avisos M1 de mantenimiento correctivo programado.Revisión del plan de mantenimiento preventivo para identificar que rutinas corresponde ejecutar.Revisar la disponibilidad de repuestos, disponibilidad de técnicos, coordinación con células, etc.Preparar el programa de mantenimiento. Controlar la ejecución y notificación de las órdenes de trabajo.Actualizar los planes de mantenimiento en base al feedback de las células.Calcular los indicadores del sector.¿Cuáles son los requisitos de la posición?:Formación académica: Universitario (graduado o estudiante avanzado ultimas materias).Experiencia previa de 1 año en puesto similar.Conocimiento de SAP (módulo de mantenimiento).Zona de trabajo: MontevideoHorario de trabajo: Lun a Vie y Sab (mediodía, ocasional)Es una excelente oportunidad para ingresar a una Compañía de primer nivel, reconocida internacionalmente.Ofrecemos interesantes condiciones de contratación y desarrollo profesional…si te gustan los desafíos y estás interesado en desarrollarte profesionalmente ¡POSTULATE!“El presente llamado comprende a las personas inscriptas en el Registro Nacional de Personas con Discapacidad, que reúnan las condiciones e idoneidad para el presente cargo de acuerdo a lo dispuesto en la Ley N° 19.691 el Decreto N° 73/019. El número de puestos que se prevé cubrir en esta convocatoria es de 1 personas”.","Industria – Producción / Mantenimiento Industrial
Mantenimiento General / Mantenimiento General
","




Conocimientos: 

Mantenimiento Industrial
Mantenimiento General
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 18 Hasta 32 Años





","www.buscojobs.com.uy/analista-profesional-de-programacion-de-mantenimiento-ID-173686",2019-10-11,"Analista Profesional de Programación de Mantenimiento",2019-11-01 19:51:31,"19:51:31","viernes","montevideo","montevideo"

"Compañía Cooperativa de Seguros SURCO","Análisis de Sistemas",1,"Completa","La posición: Integra el equipo de USIT (unidad de Sistemas, Información y Tecnología). Su cometido es brindar servicios de programación (en nuevos desarrollos y/o adaptación o cambios sobre los sistemas existentes) asociados a las diferentes líneas de negocios de la Cía. Programar los requerimientos en cartera, en función de análisis previos y alcances que le serán otorgados. Realizar testing, controlar y registrar evidencias en las herramientas disponibles. Realizar seguimiento, proponer acciones y asegurar el adecuado funcionamiento en el ambiente de producción, comunicando los resultados. Asiste y colabora técnicamente en el cumplimiento de los servicios comprometidos por el equipo de USIT, contando con procedimientos de trabajo y profesionales que retroalimentan el intercambio.  La persona:Buscamos una persona con formación en la carrera de Analista Programador. Con conocimientos y experiencia comprobable no menor a un año en lenguaje GENEXUS (excluyente). Se valorará poseer conocimientos adicionales en .NET, SQL, testing de software. Evidencie contar con competencias personales asociadas a vocación de servicio, compromiso, capacidad de análisis y calidad de trabajo, iniciativa,  responsabilidad y  favorabilidad para el trabajo en equipo. La Propuesta: La oportunidad de integrarse como Asesor (facturación de honorarios) a un equipo de profesionales de la informática en constante enriquecimiento técnico, que desarrolla soluciones para una Cía. aseguradora reconocida en el mercado, con un excelente ambiente laboral y una propuesta de honorarios acorde a las responsabilidades. ","Tecnologías de la Información / Análisis de Sistemas
Tecnologías de la Información / Programación
Tecnologías de la Información / Testing de Sistemas
Tecnologías de la Información / Desarrollo
","




Conocimientos: 

Test de Sistema - IT
GeneXus
Programación
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 21 Hasta 50 Años





","www.buscojobs.com.uy/analista-programador-jr-ID-173337",2019-10-02,"Analista Programador Jr",2019-11-01 19:51:31,"19:51:31","miercoles","montevideo","montevideo"

"Pronto!","Análisis de Sistemas",1,"Completa","¿De qué se trata? Codificar las necesidades del negocio en los sistemas. Analizar y diseñar soluciones. Realizar investigaciones sobre tecnologías. Implementar nuevas funcionalidades.Dar seguimiento y gestión de ordenes asignadas hasta su resolución.¿Qué buscamos? Jóvenes con compromiso, marcada orientación a resultados, metódico, organizado, pr. activo, y con capacidad para el trabajo en equipo. Ingenieros en Computación, Analistas de Sistemas, Analistas Programadores, Licenciados en Informática, o similar, recibidos o próximos a recibirse. Experiencia y vocación en programación, capacidad de investigación y análisis. Se valorarán conocimientos en metodologías ágiles, tecnologías .NET y SQL, así como experiencia en posiciones similares.¿Qué ofrecemos? Integrarse a una empresa líder en el mercado, con un excelente clima laboral, capacitación, entorno desafiante y posibilidades de crecimiento profesional.El presente proceso de selección se realiza en el marco de la Ley N° 19.691 y su Decreto Reglamentario N° 73/019, comprendiendo a las personas inscriptas en el Registro Nacional de Personas con Discapacidad, que reúnan las condiciones e idoneidad para el cargo descripto en el presente llamado.","Tecnologías de la Información / Análisis de Sistemas
Tecnologías de la Información / Arquitectura de Sistemas
Tecnologías de la Información / Gestión de Proyectos
Tecnologías de la Información / Programación
Tecnologías de la Información / Desarrollo
","




Conocimientos: 

Visual Basic .NET
SQL Server
Programación
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 18 Hasta 45 Años





","www.buscojobs.com.uy/analista-programador-para-it-ID-174025",2019-10-22,"ANALISTA PROGRAMADOR para IT",2019-11-01 19:51:31,"19:51:31","martes","montevideo","montevideo"

"Job Btl","Atención al Cliente",10,"Indiferente","Seleccionamos promotoras y promotores de excelente presencia para participar en acción puntual en Montevideo de Noviembre 2019 a Abril 2020 como anfitriones de Cruceros.Requisitos:Mayores de 18 añosExcelente trato y simpatía• Inglés (First, excluyente con certificación) • Portugués (No excluyente) • Se valorará estudios en TurismoPostularse a través de Buscojobs.","Atención al Cliente / Atención al Cliente
Turismo – Hotelería – Gastronomía / Gastronomía
Turismo – Hotelería – Gastronomía / Turismo
Turismo – Hotelería – Gastronomía / Atención al Viajero
","




Conocimientos: 

Atención al Viajero
Idiomas: 

Inglés
Portugués
Estudio Mínimo Necesario: Secundaria Completa
Edad: Desde 18 Hasta 28 Años





","www.buscojobs.com.uy/anfitriones-de-cruceros-temporada-2019-20-ID-173354",2019-10-02,"Anfitriones de Cruceros Temporada 0-0",2019-11-01 19:51:31,"19:51:31","miercoles","montevideo","montevideo"

"Job Btl","Atención al Cliente",20,"Indiferente","Seleccionamos promotoras y promotores de excelente presencia para participar en acción puntual en Montevideo de Noviembre 2019 a Abril 2020 como anfitriones de Cruceros.Requisitos:• Mayores de 18 años• Excelente trato y simpatía• Inglés (First, excluyente con certificación)• Portugués (No excluyente)• Se valorará estudios en Turismo","Atención al Cliente / Atención al Cliente
Atención al Cliente / Recepción
Turismo – Hotelería – Gastronomía / Turismo
Turismo – Hotelería – Gastronomía / Atención al Viajero
","




Conocimientos: 

Agente turístico
Atención al Cliente
Estudio Mínimo Necesario: Secundaria Incompleta
Edad: Desde 18 Hasta 28 Años





","www.buscojobs.com.uy/anfitriones-de-cruceros-temporada-2019-2020-ID-174257",2019-10-28,"Anfitriones de Cruceros Temporada 0-00",2019-11-01 19:51:31,"19:51:31","lunes","montevideo","montevideo"

"(Confidencial)","Mecánica Industrial",3,"Completa","La búsqueda se orienta a personas con formación mecánica y de electromecánica de maquinaria industrial.Se valorara el conocimiento de mantenimiento hidráulico.Es una oportunidad para ingresar en una empresa en constante crecimiento y de buen ambiente laboral.","Industria – Producción / Mecánica Industrial
Oficios – Servicios Varios / Electricidad
Oficios – Servicios Varios / Mecánica de Autos
Oficios – Servicios Varios / Mecánica General
Oficios – Servicios Varios / Mecánica Ligera
Oficios – Servicios Varios / Mecánica Pesada
Agroindustria / Maquinaria
Mantenimiento General / Mantenimiento General
","




Conocimientos: 

Electricidad automotriz
Electrónica
Mecánica automotriz
Motor Diesel 
Motor Nafta 
Mecánica industrial
Mecánica
Estudio Mínimo Necesario: Secundaria Completa
Edad: Desde 18 Hasta 35 Años
Sexo: Masculino





","www.buscojobs.com.uy/aprendiz-medio-oficial-oficial-mecanico-ID-174366",2019-10-30,"Aprendiz  Medio Oficial  Oficial Mecánico",2019-11-01 19:51:31,"19:51:31","miercoles","montevideo","montevideo"

"(Confidencial)","Mantenimiento Industrial",NA,"Completa","EMPRESA NAVAL selecciona para su Taller APRENDICES TORNEROS.Orientamos la búsqueda a jóvenes mayores de 18 años, estudiantes del último año de Máquinas y Herramientas en UTU o recientes egresados de dicho curso. Asimismo, pueden postular jóvenes recién egresados de los cursos de Tornería de Talleres Don Bosco. Se ofrece la posibilidad de ingresar al mundo del trabajo en una empresa industrial donde poner en práctica los conocimientos adquiridos, obtener desarrollo y experiencia profesional. Disponibilidad horaria para trabajo en turnos matutino o vespertino.","Industria – Producción / Mantenimiento Industrial
Industria – Producción / Mecánica Industrial
Oficios – Servicios Varios / Metalúrgica / Tornería
","




Conocimientos: 

Tornería
Estudio Mínimo Necesario: Ciclo Básico Completo
Edad: Desde 18 Hasta 30 Años





","www.buscojobs.com.uy/aprendiz-tornero-ID-174051",2019-10-22,"APRENDIZ TORNERO",2019-11-01 19:51:31,"19:51:31","martes","montevideo","montevideo"

"(Confidencial)","Almacén / Depósito / Stock",NA,"Completa","Seleccionamos:ARMADOR DE MUEBLES.Peón para Carga y Descarga.Deberá acreditar Ciclo Básico Completo y experiencia mínima de seis meses.Procuramos a un joven puntual, responsable, dinámico y con ganas de trabajar.Se ofrece:La posibilidad de integrarse a una sólida organización líder en su rubro en proceso de expansión sostenido y excelente ambiente laboral.Requisitos:Entre 20 y 30 años.Estudios secundarios completos.Excelente presenciaBuena capacidad de relacionamiento y trabajo en equipo.Dinámico y proactivo.Disponibilidad horaria.Experiencia de armado de muebles.Experiencia en Carga/descarga y distribución de mercadería.","Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
Distribución – Logística – Almacenamiento / Distribución / Logística / Abastecimiento
Distribución – Logística – Almacenamiento / Transporte / Carga
Oficios – Servicios Varios / Carpintería
Oficios – Servicios Varios / Distribuidor de Mercadería
","




Conocimientos: 

Distribución, logística, depósito.
Carpintería en madera
Peón Carga - Descarga
Estudio Mínimo Necesario: Ciclo Básico Completo
