"puesto","ID","fechaScraping","empresa","barrioCiudad","dpto","area","puestos","jornada","detalles","subareas","requisitos","fpub","dia"
"Full Stack Developer","www.buscojobs.com.uy/full-stack-developer-ID-166038",2019-03-07 12:23:25,"GlamST","Montevideo","Montevideo","Programación",1,"Completa","In GlamST we’re looking for a Full Stack Developer to join our young and dynamic innovation team and help us define and create the future of the shopping experience through AR and AI technologies.The ideal person:- Has a BS in Computer Science or equivalent experience/skills (graduate or student)- Has 3+ years working on web development- Has good communication skills and is fluent in English.- Is proficient in agile development environments (i.e. scrum) using Jira.- Research-driven and capable of learning new technologies as needed.Bonus Points:- Windows Azure, Google Cloud, Application Insights- Knowledge of C#, Node, Angular, React, Vuejs- Experience on development of widgets and modules.Responsibilities:- Define architecture strategies and implement them- Provide accurate estimations- Direct communication with international clients","Tecnologías de la Información / Programación
									
										Tecnologías de la Información / Sistemas Operativos
									
										Tecnologías de la Información / Desarrollo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								C#
									
										Node.js
									
										AngularJs 1.X
									
										Azure
									
										Metodología Scrum
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: 18 Años
							
							
							
								
							
						

						
					
					
				",2019-03-06,"miércoles"
"Backend","www.buscojobs.com.uy/backend-ID-166037",2019-03-07 12:23:25,"GlamST","Montevideo","Montevideo","Análisis de Sistemas",1,"Completa","In GlamST we’re looking for a Backend developer to join our young and dynamic innovation team and help us define and create the future of the shopping experience through AR and AI technologies.We are hiring a backend-focused engineer to join our Web Engineering team, which is wholly responsible for the development, maintenance, and optimization of Digital Innovation’s web services and underlying infrastructure to scale and ensure resiliency.In this role, not only will you be able to get your hands on a wide arrange of web technologies within a high performance team - you will also have an impact across the business while working with designers, business stakeholders, and other engineers to ensure we're creating, developing and continuing to deliver the rich experience our users know and love.The ideal person:- Has a BS in Computer Science or equivalent experience/skills (graduate or student)- Programming experience in some of the following: Node.js, .NET Core, Python- Database management experience in some of the following: MongoDB, Datastore, SQL, Cosmos- Working experience developing web APIs- Has good communication skills and is fluent in English. - Is proficient in agile development environments (i.e. scrum) using Jira. - Research-driven and capable of learning new technologies as needed. Bonus points:- Windows Azure, Google Cloud, Application Insights- Knowledge of CI/CD tooling - Build scalable and resilient systems- Create monitoring and alerting solutions to ensure application performance and availability goals are met.","Tecnologías de la Información / Análisis de Sistemas
									
										Tecnologías de la Información / Programación
									
										Tecnologías de la Información / Sistemas Operativos
									
										Tecnologías de la Información / Desarrollo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								SQL
									
										Node.js
									
										Microsoft .NET
									
										Metodología Scrum
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: 18 Años
							
							
							
								
							
						

						
					
					
				",2019-03-06,"miércoles"
"Gerente de Riesgo","www.buscojobs.com.uy/gerente-de-riesgo-ID-165993",2019-03-07 12:23:25,"Ariceta & Asociados",NA,"Montevideo","Banca Electrónica",1,"Completa","Seleccionamos para:COMPAÑÍA NACIONAL DE SERVICIOS FINANCIEROSGerente de Riesgo / Ref. 1483El cargo: será responsable del diseño e implementación de las políticas, normas, procesos y procedimientos tendientes al mantenimiento de niveles adecuados de riesgo de la Institución.Buscamos profesionales formados en las áreas económico/financiera, que agreguen a su título universitario una importante experiencia en el ámbito financiero  o bancario, y un particular criterio para el análisis de todo tipo de riesgo inherente a la actividad, tanto crediticio como operativo.Requisitos: •Profesional universitario egresado de las carreras de Ciencias   Económicas y Administración (excluyente)•Es excluyente la experiencia  de trabajo específico en áreas de análisis   de crédito en instituciones financieras o bancarias, de al menos tres   años.•Se valorará el conocimiento de la normativa del BCU con relación a   riesgos, así como buenos conocimientos sobre las mejores prácticas    sobre análisis de riesgos en general. •Se valorará experiencia y/o conocimientos de e-commerce y   digitalización de operaciones.•Los postulantes deberán contar con muy buen manejo de herramientas   informáticas a nivel de usuario (Office especialmente)•Se valorará un nivel intermedio de manejo del idioma inglés.","Banca – Servicios Financieros / Banca Electrónica
									
										Banca – Servicios Financieros / Créditos
									
										Banca – Servicios Financieros / Dirección Financiera
									
										Banca – Servicios Financieros / Análisis Financiero
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Analisis de créditos
									
										Análisis Financiero
									
										e-Commerce
									
										Microsoft Office
									
										Análisis de Riesgo
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-03-06,"miércoles"
"Asistente de Compras y Logística","www.buscojobs.com.uy/asistente-de-compras-y-logistica-ID-165991",2019-03-07 12:23:25,"(Confidencial)",NA,"Montevideo","Comercio Exterior/Aduanas",1,"Completa","Empresa ubicada en PARQUE DE LAS CIENCIAS – RUTA 101, KM 23.500 CANELONESbuscaAsistente de Compras y Logística / Ref. 1484El cargo: será responsable por la realización de compras y la coordinación de la logística y comercio exterior de los embarques de proyectos, así como también de las tareas administrativas, documentales y de control relacionadas con estas áreas, debiendo mantener contacto de forma directa con proveedores nacionales e internacionales, despachantes de aduana, empresas de logística y transporte, etc.La posición requiere movilidad en auto de la empresa para búsqueda de materiales y asuntos relativos a las áreas que maneja. Horario de lunes a viernes de 8 a 17 horas.Requisitos: •Profesional universitario en Comercio Exterior o en Administración de   Empresas.•Es excluyente que tenga experiencia mínima de al menos 3 años con   comercio exterior, compras y logística.•Se valorará el manejo y conocimiento de software especializado de    compras y logística.•Los postulantes deberán contar con excelente manejo de herramientas   informáticas a nivel de usuario, especialmente Excel.•Es excluyente el dominio total o excelente nivel de idioma inglés escrito   y oral, conocimientos de portugués.•Es excluyente contar con Licencia de conducir categoría A vigente.","Comercio – Mercadeo – Ventas / Comercio Exterior/Aduanas
									
										Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
									
										Distribución – Logística – Almacenamiento / Compras / Proveedores
									
										Distribución – Logística – Almacenamiento / Distribución / Logística / Abastecimiento
									
										Distribución – Logística – Almacenamiento / Transporte / Carga
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Logística y almacén
									
										Gestión de Compras
									
										Microsoft Excel
									
										Comercio Internacional
									
										Aduana
									
								Idiomas: 
							
							Inglés
								
								Portugués
								
							Estudio Mínimo Necesario: Terciario Completo
							
							
							Edad: Desde 25 Hasta 45 Años
							
							
							
								
							
						

						
					
					
				",2019-03-06,"miércoles"
"Temporary Junior Recruiter","www.buscojobs.com.uy/temporary-junior-recruiter-ID-166074",2019-03-07 12:23:25,"Alorica ","Montevideo","Montevideo","Evaluación de Personal",1,"Completa","Temporary Junior RecruiterJOB SUMMARYWorks closely with a team of recruiters managing recruiting activities and building candidate relationships to support the daily Human Resources operations functions for a contact-center facility.JOB RESPONSIBILITIES• Phone screens, scheduling and taking interviews. • Updating candidate records, job postings in recruiting systems and confirming new for orientation• Providing follow-up correspondence to candidates on recruiting status via phone and email tracking recruiting activities and providing weekly activity reporting• Supporting open houses and assessmentsJOB REQUIREMENTSMinimum Education and Experience: • Studies in Recruitment,Psychology, HR or related fields are required• Experience on recruiting activities or human resources is required.• Advanced level of English is mandatoryKnowledge, Skills and Abilities:• Superb customer focus, attention to detail and organizational skills• Ability to multi-task, solve problems and meet time sensitive targets• Strong commitment to goal achievement• Schedule flexibility, including occasional weekends is required• Ability to keep and maintain confidential and secure records and information • Strong oral and written communication skillsOPPORTUNITY DETABe part of a big multinational company and learn to work in a dynamic and results oriented environment• Temporary contract • Base salary + transportation ticketsMust include salary expectation sin CV or application","Recursos Humanos / Evaluación de Personal
									
										Recursos Humanos / Selección de Personal
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Psicología
									
										Selección y contratación de personal
									
										Recursos humanos
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 23 Hasta 30 Años
							
							
							
								
							
						

						
					
					
				",2019-03-06,"miércoles"
"AYUDANTE para REPARTO (camioneta)","www.buscojobs.com.uy/ayudante-para-reparto-camioneta-ID-166047",2019-03-07 12:23:25,"(Confidencial)","Centro","Montevideo","Comercial / Ventas",1,"Completa","AYUDANTE PARA REPARTO (camioneta).- responsable- puntual- buen manejo de las relaciones interpersonales- excelente presencia- libreta de conducir vigente- conocimiento de zona céntrica de MontevideoOFRECEMOS - ingreso a una empresa representante de marcas líderes de consumo masivo en crecimiento.- excelente ambiente laboral.- posibilidades ciertas de desarrollo profesional.- fecha de incorporación: 04/02/2019PRINCIPALES TAREAS / RUTINAS- asistir al responsable del reparto en el canal minorista.- reparto en zona céntrica de Montevideo.- preparación y entrega de pedidos- cobranzasOBSERVACIONES.Serán valoradas aquellas postulaciones que incluyan:- Carta presentación- Curriculum Vitae con foto reciente- Aspiraciones salariales- N° de referencia: 20190306","Comercio – Mercadeo – Ventas / Comercial / Ventas
									
										Comercio – Mercadeo – Ventas / Ejecutivo de Cuentas
									
										Marketing – Publicidad / Marketing
									
										Comercio – Mercadeo – Ventas / Venta por Catálogo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Marketing al consumidor
									
										Marketing directo
									
										Venta al por Mayor
									
										Venta por Catálogo
									
										Venta - Consumo masivo
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 25 Hasta 30 Años
							
							
							
								
							
						

						
					
					
				",2019-03-05,"martes"
"VENDEDOR Junior - KIOSCOS-AUTOSERVICIOS","www.buscojobs.com.uy/vendedor-junior-kioscos-autoservicios-ID-166046",2019-03-07 12:23:25,"(Confidencial)",NA,"Montevideo","Comercial / Ventas",1,"Completa","BUSCAMOS: VENDEDOR/A Junior.-El cargo tiene como objetivo atender la venta de los productos de consumo masivo importados por la empresa en la zona asignada al canal minorista.Nos enfocamos en la selección de un colaborador/a:•	Capaz de trabajar en forma autónoma responsablemente.•	Buen manejo de las relaciones interpersonales.•	Perfil comercial•	Muy buena presenciaVALORAMOS:•	Estudios universitarios en el área Comercial,  Marketing y/o Administración.•	Manejo avanzado en Excel•	Experiencia comprobada en cargos similares•	Libreta de conducir•	Vehículo propio (no excluyente).OFRECEMOS:•	Ingreso a empresa representante de marcas líderes de consumo masivo.•	Estabilidad laboral•	Posibilidades ciertas de desarrollo profesionalPRINCIPALES TAREAS / RUTINAS•	Visitar la zona bajo su responsabilidad de acuerdo al ruteo definido•	Mantener y fidelizar la cartera de clientes activos existente.•	Incorporar los comercios de la zona aún no activos.•	Garantizar la correcta implementación de las acciones definidas.•	Garantizar la exhibición de los productos de acuerdo al manual de gestión del punto de venta.•	Recopilar e ingresar al sistema la información definida para la toma de decisiones.•	Realizar la cobranza y otras tareas administrativas comerciales.OBSERVACIONESEs importante que las postulaciones incluyan:•	Curriculum Vitae con foto reciente•	Aspiraciones salariales•	N° referencia: 20180521-2","Comercio – Mercadeo – Ventas / Comercial / Ventas
									
										Comercio – Mercadeo – Ventas / Ejecutivo de Cuentas
									
										Marketing – Publicidad / Investigación de Mercados
									
										Comercio – Mercadeo – Ventas / Venta por Catálogo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Marketing al consumidor
									
										Marketing directo
									
										Venta al por Mayor
									
										Venta por Catálogo
									
										Venta - Consumo masivo
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 25 Hasta 30 Años
							
							
							
								
							
						

						
					
					
				",2019-03-05,"martes"
"Contributor Product Specialist","www.buscojobs.com.uy/contributor-product-specialist-ID-166035",2019-03-07 12:23:25,"Sabre","Zonamérica","Montevideo","Administración / Instalación de Redes",NA,"Completa","Job DescriptionSabre is a global travel technology company serving the world’s largest industry — travel and tourism.Sabre provides software to travel agencies, corporations, travelers, airlines, hotels, car retail, cruise and tour operator companies.You will be involved in providing users with second level support to highly complex functional and technical systems, in a demanding environment thorough analysis, troubleshooting and diagnostics in a customer centric fast paced environment. We are looking for experienced individuals to join our Flight Plan Manager Application 2nd level team.Product Specialist 24/7DUTIES/RESPONSIBILITIES:Technical 2nd level (front and backend)Escalation of problems to shift supervisorsImplementation support of new customersWillingness to work in 24/7 shiftsWork on projects, workshops and customer visitsWillingness to travel up to 10% of the timeJob RequirementsStrong MS SQL skillsProficient in MS Windows Server, MS SQL Server, ClusteringNetworkingGood team playerExcellent written and verbal communication skillsFluency in EnglishOUR OFFER:An interesting work environment within an international teamAbility to interact with customers from all over the world (Europe, Asia, USA, South America, Australia)Ability to develop industry knowledge about airlines and flight operationsA critical position in a growing company using a market leading IT systemWe are looking forward to welcoming you, because we know you will make a great addition to our team.With your abilities. With your questions. And with your application!","Tecnologías de la Información / Administración / Instalación de Redes
									
								","
					
						
							
							
							
							Conocimientos: 
							
								SQL
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-03-05,"martes"
"Contributor Product Specialist","www.buscojobs.com.uy/contributor-product-specialist-ID-166024",2019-03-07 12:23:25,"Sabre","Zonamérica","Montevideo","HelpDesk / Soporte Técnico",NA,"Completa","Crew Management Product Specialist will work as part of a specialized team, providing a 2nd level support to a high availability application. This support will include troubleshooting and investigating on testing labs, reviewing and analyzing logs, data manipulation and investigation on databases, as well as going through WebEx sessions with the customers.This position includes on-call work and consistent customer facing interactions during high severity situations.Qualifications:Minimum 3 years related experience. Advanced computer software skills. Good written and verbal communication skills. Ability to handle multiple projects simultaneously. Ability to work under pressure.Advanced knowledge/experience on Microsoft Windows OS is required (knowledge on Windows Server is a plus).SQL knowledge is required.UNIX/Linux basic knowledge is a plus.","Tecnologías de la Información / HelpDesk / Soporte Técnico
									
								","
					
						
							
							
							
							Conocimientos: 
							
								SQL
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-03-04,"lunes"
"Senior Software Engineering","www.buscojobs.com.uy/senior-software-engineering-ID-166023",2019-03-07 12:23:25,"Sabre","Zonamérica","Montevideo","Administración / Instalación de Redes",1,"Completa","Senior Full Stack DeveloperRESPONSIBILITIES:* Develop System Design along with development and unit testing of business functionalities.• Develop and prepares documents for the general design of solutions that meet system and security requirements, including the selection of alternative approaches.• Develop specifications for databases, security, storage and software solutions.* Understand business needs and create solutions that will best improve processes and follows through to resolution* Strong technical design skills to create products and solutions to meet business needs* Communicate and collaborate with cross-functional teams and stakeholders to ensure that all integration processes and solutions developed are aligned* Troubleshoots and fixes defectsREQUIREMENTS:* Minimum 5-7 Years’ Experience in software development* Preferred Skillset: C#, HTML, Css,JavaScript, REST API, SQL, NoSQL, JS Frameworks (Angular,React, etc)* Salesforce development skills is a plus* Knowledge of Enterprise Integration principles, patterns, and best practices* Experience of full life cycle integration* Able to gather, document and execute detailed specifications from high-level requirements with little to average amount of supervision* Good project management skills* Detail oriented and self-starter with strong written and interpersonal skills* Strong testing skills* Team player with positive “Can-do” attitude* Great communication skills with enthusiastic personality* Computer literate and proficient in standard office applications Word, Excel and OutlookSenior Salesforce DeveloperRESPONSIBILITIES:* Understand business needs and create solutions that will best improve processes and follows through to resolution* Strong technical design skills to create products and solutions to meet business needs* Design and develop solutions in Salesforce using Apex, Visualforce, Force.com IDE, Force.com Migration Tool, and Web Services & Metadata APIs* Communicate and collaborate with cross-functional teams and stakeholders to ensure that all integration processes and Salesforce solutions developed are aligned* Configure and/or build salesforce product extensions and develop new applications on the force.com platform in support of business* Troubleshoots and fixes defects* Develop enhancements to Salesforce.com and related systems.REQUIREMENTS:Senior Salesforce Developer* Knowledge of Enterprise Integration principles, patterns, and best practices* Experience of full life cycle integration* 3+ years’ experience Salesforce.com Developer* Salesforce.com Certified Force.com Developer (a plus)* Knowledge of JSP/ ASP, Java, HTML and style sheet* Ability to administer and configure Salesforce, workflows, process builders, triggers, security, etc.* Lightning Experience preferred* Knowledge of Salesforce Communities, and Knowledge a plus* Able to gather, document and execute detailed specifications from high-level requirements with little to average amount of supervision* Good project management skills* Detail oriented and self-starter with strong written and interpersonal skills* Strong testing skills* Team player with positive “Can-do” attitude* Great communication skills with enthusiastic personality* Computer literate and proficient in standard office applications Word, Excel and Outlook","Tecnologías de la Información / Administración / Instalación de Redes
									
								","
					
						
							
							
							
							Conocimientos: 
							
								C#
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-03-04,"lunes"
"Responsable de Infraestructura","www.buscojobs.com.uy/responsable-de-infraestructura-ID-166022",2019-03-07 12:23:25,"Fenicio ecommerce","Montevideo","Montevideo","Administración / Instalación de Redes",1,"Indiferente","La plataforma de eCommerce líder del mercado continua creciendo y está en busca de administrador Linux senior con talento, excelente perfil técnico y experiencia en diseño de infraestructura, redes y seguridad. Los postulantes seleccionados participarán activamente en el desarrollo continuo de la principal plataforma de eCommerce en Uruguay.Tareas a desarrollar:-------------------------------- Manejo, gestión y mantenimiento de servidores (VPS)- Diseño de infraestructura- Diseño de procedimientos e implementación de medidas de seguridad y respaldo- Implementación de sistemas de monitoreo y alertas- Automatización de procesos y tareas frecuentesHabilidades / Competencias clave:----------------------------------------------- Proactividad, curiosidad e iniciativa.- Relacionamiento interpersonal y comunicación.- Gran atención a los detalles.- Trabajo en equipo.- Apertura a la formación y actualización continua.Lugar de trabajo y condiciones:------------------------------------------ La empresa se ubica en una tranquila casona en Pocitos.- Excelente ambiente laboral.Dedicación:---------------Trabajo presencial, part-time (4 horas), de lunes a viernes (horario flexible, a acordar).","Tecnologías de la Información / Administración / Instalación de Redes
									
										Tecnologías de la Información / Seguridad Informática
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Administración de Redes
									
										Linux
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 20 Hasta 50 Años
							
							
							
								
							
						

						
					
					
				",2019-03-03,"domingo"
"ENCARGADAS/CAJERAS Y VENDEDORAS PARA LOCALES EN SHOPPINGS","www.buscojobs.com.uy/encargadascajeras-y-vendedoras-para-locales-en-shoppings-ID-166019",2019-03-07 12:23:25,"(Confidencial)",NA,"Montevideo","Atención al Cliente",6,"Completa","Encargadas-cajeras y vendedoras/es con experiencia en ventas en locales comerciales . Requisitos:*Contar con secundaria completa*Experiencia en atención al cliente *Disponibilidad horaria y poder trabajar durante los fines de semana.*Adjuntar foto y aspiraciones económicas al curriculum.*Shoppings de Montevideo y Canelones","Atención al Cliente / Atención al Cliente
									
										Atención al Cliente / Recepción
									
										Atención al Cliente / Telefonísta
									
										Comercio – Mercadeo – Ventas / Análisis de Negocios
									
										Comercio – Mercadeo – Ventas / Venta de Indumentaria
									
										Diseño – Decoración / Diseño de Interiores
									
										Marketing – Publicidad / Desarrollo de Producto / Marca
									
										Atención al Cliente / Caja
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Caja y/o Facturación
									
										Logística y almacén
									
										Venta en mostrador
									
										Venta de productos en general
									
										Venta al por Menor
									
										Atención de Postventa
									
										Distribución, logística, depósito.
									
										Logística de ventas
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 24 Hasta 40 Años
							
							
							
								
									Sexo: Femenino
								
							
						

						
					
					
				",2019-03-02,"sábado"
"Auxiliar de Recursos Humanos","www.buscojobs.com.uy/auxiliar-de-recursos-humanos-ID-165941",2019-03-07 12:23:25,"(Confidencial)","Montevideo","Montevideo","Liquidación de Sueldos",1,"Completa","Buscamos para incorporarse a una Institución de reconocida trayectoria Auxiliar de Recursos Humanos para el área de liquidación de sueldos y control de nómina.Los postulantes deberán contar con conocimientos actuales de la normativa en lo que respecta a Legislación Laboral. Apuntamos a una persona dinámica y metódica, con capacidad de trabajo en equipo. Será requisito excluyente contar con muy buen manejo del programa GNS. Se valorara experiencia previa en en cargos similares o Estudio Contable (2 años).Entre las tareas a desarrollar se encuentran la liquidación de haberes, altas, bajas y modificaciones de actividad en el BPS, mantenimiento de las planillas de trabajo, revisiones de boletos de BPS e IRPF; confección, registración y conciliación de asientos contables en lo que refiere a cargas sociales y provisiones, atenderá y asesorará a los funcionarios.Integrarse en dedicación de 40 horas semanales, a una Institución de gran trayectoria, con mucho dinamismo y proyección. La Institución brinda un ambiente laboral de cordialidad, oportunidades de desarrollo y crecimiento profesional así como también remuneración acorde a las tareas y responsabilidades del cargo.","Administración – Secretariado / Liquidación de Sueldos
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Liquidación de Sueldos
									
										Derecho Laboral
									
										Relaciones Laborales
									
										Recursos humanos
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Completo
							
							
							Edad: Desde 30 Hasta 45 Años
							
							
							
								
							
						

						
					
					
				",2019-03-01,"viernes"
"SOPORTE TECNICO /ANALISTA FUNCIONAL","www.buscojobs.com.uy/soporte-tecnico-analista-funcional-ID-166003",2019-03-07 12:23:25,"(Confidencial)",NA,"Montevideo","Administración / Instalación de Redes",1,"Completa","Buscamos Tecnólogo/a Informático/a /Programador/a / Analista Programador/a/ Experiencia en implementación de Software en empresas mayor a 2 años.Proactivo/a y con capacidad de trabajo en equipo para atender casos urgentes. Se valorará conocimientos en sistemas Memory.Principales Tareas:Instalación y Configuración de Sistemas, Brindar Soporte  Técnico (a usuarios finales) de la solución implementada.Excelente oportunidad para ingresar a una empresa en pleno crecimiento. Con buenas posibilidades de crecer junto a la misma en un excelente ambiente laboral.","Tecnologías de la Información / Administración / Instalación de Redes
									
										Tecnologías de la Información / Análisis de Sistemas
									
										Tecnologías de la Información / Consultoría
									
										Tecnologías de la Información / ERP/CRM
									
										Tecnologías de la Información / HelpDesk / Soporte Técnico
									
										Tecnologías de la Información / Programación
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Tecnologías de la Información
									
										Programación
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 23 Hasta 40 Años
							
							
							
								
							
						

						
					
					
				",2019-03-01,"viernes"
"AUXILIAR DE RECURSOS HUMANOS","www.buscojobs.com.uy/auxiliar-de-recursos-humanos-ID-166002",2019-03-07 12:23:25,"(Confidencial)","Montevideo","Montevideo","Administración de Personal",1,"Completa","ORGANIZACIÓN  LIDER EN SALUD PRIVADA SELECCIONA                                AUXILIAR DE RECURSOS HUMANOSEl cargo tiene como mayor responsabilidad  el proceso de liquidación de sueldos en todas las modalidades (mensual, jornalero, por hora, comisión), altas y bajas de BPS, tareas administrativas inherentes al área y apoyo al sector.El cargo tiene una carga horaria de 35 hs. semanales de lunes a viernes.Los candidatos: orientamos la búsqueda hacia personas con experiencia  comprobable en liquidación de sueldos, de al menos 3 años.Es indispensable  que posean conocimientos sólidos en el programa GIRH (excluyente), legislación laboral y manejo de excel avanzado.Se valorará haber trabajado en un estudio contable.Competencias requeridas: capacidad de organización y planificación, proactividad, trabajo en equipo,  y buen relacionamiento interpersonal.Ofrecemos la posibilidad de incorporarse a una organización líder en su rubro con un excelente clima laboral y con una remuneración acorde.","Recursos Humanos / Administración de Personal
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Liquidación de Sueldos
									
										Derecho Laboral
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 25 Hasta 30 Años
							
							
							
								
							
						

						
					
					
				",2019-03-01,"viernes"
"Promotores de socios","www.buscojobs.com.uy/promotores-de-socios-ID-166000",2019-03-07 12:23:25,"SECOM","Montevideo","Montevideo","Venta de Servicios",NA,"Completa","Buscamos promotores/as de socios con experiencia en venta de intangibles. Brindamos la oportunidad de formar parte de un equipo de venta profesional y la posibilidad de generar una excelente remuneración.","Comercio – Mercadeo – Ventas / Venta de Servicios
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Venta de servicios
									
								Estudio Mínimo Necesario: Ciclo Básico Completo
							
							
							Edad: Desde 25 Hasta 57 Años
							
							
							
								
							
						

						
					
					
				",2019-03-01,"viernes"
"LICENCIADO EN REGISTROS MEDICOS","www.buscojobs.com.uy/licenciado-en-registros-medicos-ID-165994",2019-03-07 12:23:25,"(Confidencial)","Montevideo","Montevideo","Seguridad Informática",1,"Completa","LICENCIADO EN REGISTROS MEDICOS La función está orientada a colaborar en la gestión para el cambio e implantación y mantenimiento de la Historia Clínica Electrónica.La posición reporta a la Dirección Técnica de la institución e interactúa con el Dpto. de Registros Médicos y el área de Sistemas Dentro de sus responsabilidades se encuentran: planificación de actividades, coordinación entre los diferentes actores involucrados en el proceso, análisis de datos y relacionamiento directo con el equipo médico.PersonaOrientamos la búsqueda a profesionales egresados de la carrera de la Licenciatura en Registros Médicos.Son requisitos fundamentales: buen manejo de herramientas informáticas, especialmente Excel avanzado y tablas dinámicas. Se valorará nivel de inglés avanzado y experiencia en gestión de proyectos.Serán competencias claves de la persona: capacidad de planificación, trabajo bajo presión, proactividad, dinamismo, habilidades de relacionamiento, comunicación y trabajo en equipo. PropuestaEl candidato deberá tener disponibilidad y flexibilidad horaria.Se trata de una excelente oportunidad de integrarse a una prestigiosa empresa en el área médica con una remuneración acorde a las responsabilidades del cargo.","Tecnologías de la Información / Seguridad Informática
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Registros Médicos
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-03-01,"viernes"
"Telemarketer Part Time - Venta de seguros y asistencia (C/EXPERIENCIA)","www.buscojobs.com.uy/telemarketer-part-time-venta-de-seguros-y-asistencia-cexperiencia-ID-165906",2019-03-07 12:23:25,"Asistencia Global","CiudadVieja","Montevideo","Comercial / Ventas",12,"Medio turno tarde","Orientamos nuestra búsqueda a personas con experiencia en venta telefónica de con una cabeza ambiciosa y gusto por la venta.Tenemos un excelente equipo de trabajo con un clima laboral hermoso y apostamos a seguir sumando de lo mismo para seguir logrando los resultados que queremos.¿Qué ofrecemos?• Trabajo part time - 4 horas (PRINCIPALMENTE TURNO TARDE 14 a 18 hs)• Excelente ambiente laboral• Sueldo base• Importantes comisiones y premios por cumplimientos de objetivos• Capacitación inicial y continua para desarrollarse• Posibilidad de crecimiento dentro de la empresa a futuro¿Quienes somos?Somos AG Brokers - Asistencia Global, un Call Center especializado en venta de servicios de asistencia y seguros.Con 8 años de experiencia en el rubro, siendo pioneros en el rubro con nuestra sucursal de Punta del Este, buscamos expandirnos en Montevideo desde hace poco más de un año, logrando excelentes resultados.¿Qué buscamos?Sumar colaboradores a nuestro equipo, gente proactiva con marcado perfil comercial, que busque crecer con ambición y buena onda para sintonizar con el equipo y la cultura empresarial que elegimos.Se valorará por sobre todo la experiencia en venta de seguros y servicios similares.","Comercio – Mercadeo – Ventas / Comercial / Ventas
									
										Comercio – Mercadeo – Ventas / Venta de Servicios
									
										Teletrabajo – Call Center / Call Center
									
										Teletrabajo – Call Center / Telemarketing
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Seguros
									
										Telemarketing
									
										Call Center
									
								Estudio Mínimo Necesario: Ciclo Básico Completo
							
							
							Edad: Desde 19 Hasta 59 Años
							
							
							
								
							
						

						
					
					
				",2019-03-01,"viernes"
