"puesto","ID","fechaScraping","empresa","barrioCiudad","dpto","area","puestos","jornada","detalles","subareas","requisitos","fpub","dia"
"Encargada de Marketing y comunicación","www.buscojobs.com.uy/encargada-de-marketing-y-comunicacion-ID-169855",2019-06-17 17:15:02,"Mis Petates","Montevideo","Montevideo","Ejecutivo de Cuentas",NA,"Completa","Buscamos una persona creativa,proactiva, extrovertida y organizada. Nivel y tipo de formación: Analista en Redes Sociales, Community Management, estudiante avanzado o recibido en Comunicación o carreras afines.Edad: 24 a 35 años. Idiomas: inglés básico. Otros estudios: Conocimientos en fotografía, marketing digital y redes sociales.Observaciones:La persona debe de contar con conocimientos y experiencia previa comprobable en Redes Sociales, planificación y estrategia de comunicación. La persona estará a cargo de la redes sociales, planificación de la comunicación y coordinación con tiendas físicas.","Comercio – Mercadeo – Ventas / Ejecutivo de Cuentas
										Marketing – Publicidad / Marketing
										Marketing – Publicidad / Mercadotecnia
										Marketing – Publicidad / Publicidad
								","
					
						
							
							
							Conocimientos: 
							
								Marketing al consumidor
										Marketing directo
										Ciencias de la Comunicación
										Community manager
										Redes Sociales
								Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 24 Hasta 38 Años
									Sexo: Femenino
						

						
					
					
				",2019-06-13,"jueves"
"Técnico Prevencionista","www.buscojobs.com.uy/tecnico-prevencionista-ID-169854",2019-06-17 17:15:02,"Estilo Construcciones y servicios","Maldonado","Maldonado","Construcción",NA,"Completa","Nos encontramos en la búsqueda de personal para desempeñarse como Técnico Prevencionista. La jornada laboral será de lunes a viernes 6hs diarias, comprendidas en el hs de 08:00 a 19:00hsRequisitos excluyentes (el incumplimiento de cualquiera de ellos eliminará al postulante):- Ser ciudadano o tener residencia temporaria o definitiva, en la República Oriental del Uruguay. - Ser mayor de 18 (dieciocho) años a la fecha de la apertura de las ofertas. - Carné de salud, vigente a la fecha de apertura de las ofertas, emitido por prestador de salud autorizado a esos efectos.- Certificado médico que lo habilite a desarrollar las tareas específicas,  vigente emitido por  médico registrado en el Ministerio de Salud Pública (MSP).- Título de Técnico Prevencionista en Seguridad e Higiene en el Trabajo homologado por el MEC.- Experiencia laboral excluyente: Experiencia laboral en tareas vinculadas al cargo tanto dentro del ámbito público o privado no menor a 3 años.Libreta de conducir","Construcción – Arquitectura / Construcción
										Construcción – Arquitectura / Obras Civiles
										Construcción – Arquitectura / Personal de Obra
								","
					
						
							
							
							Conocimientos: 
							
								Prevención de Riesgos Laborales
										Microsoft Office
								Estudio Mínimo Necesario: Terciario Completo
							Edad: 20 Años
						

						
					
					
				",2019-06-13,"jueves"
"Asistente Depto Equipos Contraincendios","www.buscojobs.com.uy/asistente-depto-equipos-contraincendios-ID-169826",2019-06-17 17:15:02,"(Confidencial)","Montevideo","Montevideo","Mantenimiento Industrial",1,"Completa","Ingresar a una empresa con 40 años de trayectoria y reconocida en su área con el más alto nivel en seguridad marítima.Inspección, recarga, mantenimiento y prueba hidrostática de extintores y otros cilindros para gases a presión.Inspección a bordo de buques de sistemas de lucha contraincendios.Asistencia en traslado, descarga y entrega a bordo de equipos de seguridad.Cumplir normas de seguridad internacionales, nacionales, fabricantes y procedimientos internos.Libreta de conducir, preferentemente profesional.Se valorará experiencia en alguna de las tareas.Conocimientos de inglés.Habilidad manual, capacidad de resolución de tareas prácticas.Fidelidad y voluntad de pertenencia a su puesto de trabajo y a la empresa.Disponibilidad horaria, posibilidad de horas extras y viajes a otros puertos del país.Estabilidad y buen clima laboral.","Industria – Producción / Mantenimiento Industrial
										Industria – Producción / Mecánica Industrial
										Industria – Producción / Seguridad Industrial
										Mantenimiento General / Mantenimiento General
								","
					
						
							
							
							Conocimientos: 
							
								Maquinista
										Mecánica industrial
										Mantenimiento Industrial
										Mantenimiento General
								Idiomas: 
							
							Inglés
							Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 25 Hasta 45 Años
								Sexo: Masculino
						

						
					
					
				",2019-06-13,"jueves"
"Ejecutivo comercial","www.buscojobs.com.uy/ejecutivo-comercial-ID-169782",2019-06-17 17:15:02,"(Confidencial)","Montevideo","Montevideo","Análisis de Negocios",NA,"Completa","Empresa dedicada al rubro logística / agente de carga.El candidato integrará el departamento comercial, participando activamente de la venta de servicios.Marcado perfil comercial enfocado al cliente, orientado a resultados.Excelente presencia. Buen nivel de Inglés oral y escrito.","Comercio – Mercadeo – Ventas / Análisis de Negocios
										Comercio – Mercadeo – Ventas / Venta de Servicios
								","
					
						
							
							
							Conocimientos: 
							
								Logística y almacén
										Venta de servicios
										Comercio Internacional
								Estudio Mínimo Necesario: Secundaria Completa
						

						
					
					
				",2019-06-13,"jueves"
"ANALISTA DIGITAL","www.buscojobs.com.uy/analista-digital-ID-169851",2019-06-17 17:15:02,"Initiative",NA,"Montevideo","Marketing",1,"Completa","Este llamado es abierto y contempla lo establecido por a Ley 18.651 referida a personas con discapacidad y deberán expresarlo en su postulación.El Analista Digital será una persona clave para el asesoramiento en digital y para la generación y ejecución de estrategias para los mayores anunciantes nacionales e internacionales. ¿Qué ofrecemos?La posibilidad de integrarse a una de las principales agencias del mercado. Formar parte de un equipo multidisciplinario, profesional, proactivo y grandes personas. Capacitación constante, acceso a las últimas plataformas y herramientas y posibilidades de crecimiento profesional continuo.Responsabilidades: •	Asesorar a los clientes a su cargo sobre las mejores estrategias digitales para sus objetivos de negocio. •	Ejecutar, optimizar y analizar los resultados de campañas para mejorar continuamente. •	Análisis, evaluación y testeo de nuevas plataformas y medios.Habilidades •	Habilidades de liderazgo y trabajo en equipo.•	Excelente manejo de atención al cliente.•	Pensamiento estratégico y atención al detalle. •	Proactivo e independiente en la toma de decisiones.•	Ser dinámico, curioso y con tolerancia a la presión.Competencias: •	Formación y experiencia en plataformas de biddable media (SEM, Display, Video, Redes Sociales). •	Se valorará especialmente conocimiento y experiencia en estrategias de e-commerce. •	Se valorará conocimiento de pauta programática.•	Se valorará conocimientos de SEO.","Marketing – Publicidad / Marketing
										Marketing – Publicidad / Publicidad
								","
					
						
							
							
							Conocimientos: 
							
								Marketing al consumidor
										Publicidad
										Ciencias de la Comunicación
								Estudio Mínimo Necesario: Terciario Incompleto
						

						
					
					
				",2019-06-13,"jueves"
"Analista de Planificación para Laboratorio Multinacional","www.buscojobs.com.uy/analista-de-planificacion-para-laboratorio-multinacional-ID-169850",2019-06-17 17:15:02,"Curbelo & Cianci Consultores","Montevideo","Montevideo","Contaduría",NA,"Completa","La Persona:Orientamos la búsqueda a estudiantes avanzados de las carreras de CCEE o Ingeniería (Química, Industrial)Experiencia en Planificación, presupuestación, confección de análisis y reportes.Será altamente valorada la experiencia en el rubro farmacéutico.Requerimos Excel avanzado y dominio de idioma inglés (excluyente).Responsabilidades:Contacto con proveedores externos.Planificación, seguimiento y reportes de distintos rubros de la empresa.Análisis de desviaciones, relevamiento de información de distintas áreas, confección de reportes de performance.Gestionar status de inventarios, entre otros.La Empresa:Implica la posibilidad de incorporarse a compañía multinacional de la industria farmacéutica.Se ofrece interesante nivel de remuneración más beneficios.","Contabilidad – Auditoría – Finanzas / Contaduría
										Contabilidad – Auditoría – Finanzas / Economía
										Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
										Distribución – Logística – Almacenamiento / Compras / Proveedores
										Distribución – Logística – Almacenamiento / Distribución / Logística / Abastecimiento
										Especializaciones / Química
										Industria – Producción / Industria Farmacéutica
										Industria – Producción / Industria del Medicamento
								","
					
						
							
							
							Conocimientos: 
							
								Planificación de Jobs
										Planificación de Capacidad
										Definición de presupuestos y objetivos
										Farmacología
								Estudio Mínimo Necesario: Terciario Incompleto
						

						
					
					
				",2019-06-13,"jueves"
"Operario de Depósito y Expedición","www.buscojobs.com.uy/operario-de-deposito-y-expedicion-ID-169849",2019-06-17 17:15:02,"Ecologic Ink",NA,"Montevideo","Almacén / Depósito / Stock",1,"Completa","Empresa del sector tecnología solicita personal para integrar equipo de trabajo. Funciones del cargo: - armado y control de pedidos - realizar inventarios, - ordenar depósitos. - carga y descarga de mercaderías. - pedido mercaderías plaza.  - otras tareas relacionadas al cargo.Se requiere experiencia demostrable en las tareas solicitadas y se valorará conocimiento en el rubroLas competencias requeridas para el puesto son: - Dinamismo - Trabajo en equipo y bajo presión. - Iniciativa - Orientación a resultados. - Adaptación a la realización de diversas tareas.","Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
										Distribución – Logística – Almacenamiento / Distribución / Logística / Abastecimiento
										Distribución – Logística – Almacenamiento / Transporte / Carga
								","
					
						
							
							
							Conocimientos: 
							
								Logística y almacén
										Distribución, logística, depósito.
										Stocks e inventarios de mercaderías
										Peón Carga - Descarga
								Estudio Mínimo Necesario: Ciclo Básico Completo
							Edad: Desde 25 Hasta 40 Años
						

						
					
					
				",2019-06-13,"jueves"
"Analista Junior","www.buscojobs.com.uy/analista-junior-ID-169845",2019-06-17 17:15:02,"PriceStats Uruguay","Montevideo","Montevideo","Economía",NA,"Completa","PriceStats, empresa dedicada a aplicar desarrollos en Big Data a la creación de estadísticas económicas a nivel internacional, busca cubrir en Uruguay dos posiciones para el puesto de ""Data Management Analyst"".* Rol: - Utilizar las páginas web de los comercios y software propietario de PriceStats para catalogar la estructura de estos comercios y determinar los tipos de productos ofrecidos. Estas catalogaciones servirán para luego poder capturar las variables (ej: precios) automáticamente.- Evaluar la performance de estadísticas producidas por la empresa.- Colaborar en estudios de mercado de distintos países con el fin de identificar los comercios más relevantes para generar índices macroeconómicos.* Perfil buscado:- Estudiante de Economía o Estadística que haya completado o esté muy avanzado en el segundo año de la carrera.- Buen dominio del idioma inglés.- Predisposición a trabajar con bases de datos y conocer nuevas tecnologías.- Capacidad para resolver problemas en equipo.- Interés previo en macroeconomía es deseable pero no excluyente.El trabajo será de 6 horas diarias y se desarrollará de lunes a viernes en Plaza Independencia. Se ofrece sueldo altamente competitivo y la posibilidad de ser parte de una empresa joven y con gran potencial.","Contabilidad – Auditoría – Finanzas / Economía
								","
					
						
							
							
							Conocimientos: 
							
								Economía
										Estadística
								Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 18 Hasta 27 Años
						

						
					
					
				",2019-06-13,"jueves"
"Telefonistas - Adminitrativas","www.buscojobs.com.uy/telefonistas-adminitrativas-ID-169807",2019-06-17 17:15:02,"(Confidencial)","Montevideo","Montevideo","Atención al Cliente",NA,"Completa","Reconocida empresa de servicios solicita administrativas para atencion telefónica y coordinación interna.Ofrecemos:- Estabilidad laboral- Salario acorde- Jornada de 8 hs- CapacitaciónOrientamoos la búsqueda hacia personas con  experiencia en atención al cliente, manejo informático fluído, buena presencia y disponibilidad para trabajar fines de semana.","Atención al Cliente / Atención al Cliente
								","
					
						
							
							
							Conocimientos: 
							
								Atención Telefónica y/o Recepción
										Secretariado
										Atención al Cliente
										Operador PC
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 18 Hasta 55 Años
									Sexo: Femenino
						

						
					
					
				",2019-06-13,"jueves"
"Supervisora Dpto. de Durazno","www.buscojobs.com.uy/supervisora-dpto-de-durazno-ID-169805",2019-06-17 17:15:02,"(Confidencial)","Durazno","Durazno","Dirección / Gerencia",NA,"Completa","Importante empresa de servicios solicita supervisora de personal que resida en el Dpto de Durazno.Ofrecemos posibilidad de ingreso inmediato, estabilidad laboral, horarios flexibles, remuneracion acorde.Imprescindible contar con experiencia en supervisión y manejo de personal, excelente presencia, disponibilidad horaria y gusto por el trato con el públlico.","Administración – Secretariado / Dirección / Gerencia
										Administración – Secretariado / Gestión de Operaciones
										Recursos Humanos / Administración de Personal
										Recursos Humanos / Capacitación de Personal
										Recursos Humanos / Prevención de Riesgos Laborales
								","
					
						
							
							
							Conocimientos: 
							
								Supervisión de Personal ( Hot.y Rest.)
										Internet
										Atención al Cliente
										Administración de Personal
										Operador PC
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 40 Hasta 65 Años
									Sexo: Femenino
						

						
					
					
				",2019-06-13,"jueves"
"supervisor call center","www.buscojobs.com.uy/supervisor-call-center-ID-169844",2019-06-17 17:15:02,"TOTALSHOP","Montevideo","Montevideo","Call Center",1,"Indiferente","IMPORTANTE CALL CENTER SOLICITA SUPERVISOR DE VENTAS SOLO CON EXPERIENCIA MINIMA DE UN AÑO COMPROBABLE. DE LUNES A SABADOS CON DISPONIBILIDAD HORARIA.INGRESO INMEDIATO.","Teletrabajo – Call Center / Call Center
										Teletrabajo – Call Center / Freelance
										Teletrabajo – Call Center / Telemarketing
								","
					
						
							
							
							Conocimientos: 
							
								Venta de productos en general
								Estudio Mínimo Necesario: Terciario Completo
							Edad: Desde 30 Hasta 40 Años
						

						
					
					
				",2019-06-13,"jueves"
"Operador Atención Telefónica","www.buscojobs.com.uy/operador-atencion-telefonica-ID-169842",2019-06-17 17:15:02,"Geocom Uruguay SA","Montevideo","Montevideo","Call Center",1,"Completa","Tendrá como responsabilidad brindar atención y soporte telefónico de uno de nuestros servicios mas importantes. Se requiere por lo menos un año de experiencia en tareas similares (EXCLUYENTE).Orientamos nuestra búsqueda a perfiles con marcada Orientación al cliente, Vocación de servicio, Trato cordial, y Resolución de problemas.Será EXCLUYENTE contar con Bachillerato Completo.Horario de trabajo: Lunes a Viernes de 9 a 18hs / de 13 a 22 horas.El presente llamado incluye el ingreso de personas en situación de discapacidad de acuerdo a la ley N° 19.691GEOCOM es una empresa fundada en 1997, dedicada a brindar servicios en insumos informáticos globales, con proyectos en diferentes sectores: Gobierno, Finanzas, Industria, Salud, Retail, en países como CHILE, COLOMBIA y USA, con certificación ISO y evaluado en CMMI nivel 3.La empresa se caracteriza por:- Estabilidad y excelente ambiente laboral- Participación en proyectos internacionales- Participación en proyectos nacionales de alto impacto- Estacionamiento vigilado- Cancha de fútbol y zona deportiva- Intercambio cultural con nuestra oficina de CHILEINDICAR ASPIRACIONES SALARIALES.","Teletrabajo – Call Center / Call Center
								","
					
						
							
							
							Conocimientos: 
							
								Atención al Cliente
								Estudio Mínimo Necesario: Secundaria Completa
						

						
					
					
				",2019-06-13,"jueves"
"Vendedor de Créditos a Comerciantes","www.buscojobs.com.uy/vendedor-de-creditos-a-comerciantes-ID-169838",2019-06-17 17:15:02,"(Confidencial)","CiudaddelaCosta","Canelones","Créditos",3,"Completa","Buscamos vendedores para Ciudad de la Costa comprometidas y entusiastas. Experiencia comprobable en trabajo de campo (Créditos, Afap, Tarjetas de Créditos, Seguros). Promoción y colocación de créditos a comercios mediante visitas directas a negocios.Sueldo Base + Atractivas Comisiones.","Banca – Servicios Financieros / Créditos
										Comercio – Mercadeo – Ventas / Venta de Servicios Financieros
								","
					
						
							
							
							Conocimientos: 
							
								Venta de productos financieros
								Estudio Mínimo Necesario: Ciclo Básico Completo
							Edad: Desde 24 Hasta 60 Años
						

						
					
					
				",2019-06-13,"jueves"
"GRUISTA RESIDENTE EN TACUAREMBÓ","www.buscojobs.com.uy/gruista-residente-en-tacuarembo-ID-169837",2019-06-17 17:15:02,"Conami","Tacuarembó","Tacuarembó","Chofer Maquinaria",1,"Completa","Buscamos gruístas que vivan en Tacuarembó con amplia experiencia comprobable en manejo de grúas torre y certificado vigente que lo acredite.","Oficios – Servicios Varios / Chofer Maquinaria
										Especializaciones / Construcción
								","
					
						
							
							
							Conocimientos: 
							
								Chofer de Maquinaria
								Estudio Mínimo Necesario: Ciclo Básico Completo
						

						
					
					
				",2019-06-13,"jueves"
"Vendedor/Atención al cliente","www.buscojobs.com.uy/vendedoratencion-al-cliente-ID-169836",2019-06-17 17:15:02,"Logidoc",NA,"Montevideo","Atención al Cliente",1,"Medio turno mañana","Empresa del rubro Logística Documental, con más de 7 años en el mercado, requiere vendedor para incorporarse al Departamento de Ventas y Atención al cliente. Buscamos personas proactivas, con orientación al servicio y alcance de metas. Con ganas de tener desafíos constantes.Requisitos:-Manejo fluído de Excel-Experiencia mínima de 2 años en ventas-Edad: mayor de 30 años","Atención al Cliente / Atención al Cliente
								","
					
						
							
							
							Conocimientos: 
							
								Atención al Cliente
										Logística de ventas
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: 30 Años
						

						
					
					
				",2019-06-13,"jueves"
"AUXILIAR ADMINISTRATIVO CON EXPERIENCIA","www.buscojobs.com.uy/auxiliar-administrativo-con-experiencia-ID-169832",2019-06-17 17:15:02,"(Confidencial)",NA,"Montevideo","Administración de Empresas",NA,"Completa","PARA POSTULARSE ES INDISPENSABLE TENER EXPERIENCIA COMPROBADAIndispensable conocimiento de Memory para tareas de facturación, análisis deudores, conciliaciones, etcHorario completo entre 30 y 45 añosSalario Nominal entre $30.000 y $35.000","Administración – Secretariado / Administración de Empresas
										Administración – Secretariado / Auxiliar Administrativo
										Administración – Secretariado / Facturación / Cobros / Pagos
										Administración – Secretariado / Administración Contable y Financiera
										Administración – Secretariado / Impuestos
								","
					
						
							
							
							Conocimientos: 
							
								Memory Fígaro
										Memory Conty
										Auxiliar Contable
								Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 30 Hasta 45 Años
						

						
					
					
				",2019-06-13,"jueves"
"Auxiliar de ventas para Panadería en Paysandú","www.buscojobs.com.uy/auxiliar-de-ventas-para-panaderia-en-paysandu-ID-169833",2019-06-17 17:15:02,"Pagnifique","Paysandú","Paysandú","Atención al Cliente",NA,"Completa","Principales responsabilidades:• Realizar la atención al público y venta de productos de las panaderías Pagnifique ubicadas en las principales cadenas de supermercados de Paysandú. • Hornear los productos de acuerdo al plan de horneado de cada local, para asegurar la disponibilidad de producto y minimizar los desperdicios.• Realizar la correcta manipulación de los productos de acuerdo a las normas de manipulación de alimentos, así como el seguimiento de los procedimientos internos para la cocción de los mismos.• Mantener el orden del local, así como el cumplimiento de los lineamientos del manual de limpieza, incluyendo su cronograma.• Recepcionar y controlar la mercadería recibida.• Dar apoyo en la realización del recuento físico de productos, así como en completar los diferentes registros relativos a la documentación necesaria a enviar a la administración.Competencias: Orientación a resultados, Iniciativa, Trabajo en equipo, Orientación al cliente, Orientación a la calidad.Excluyente: • Contar con disponibilidad horaria para turnos de 8 horas diarias, sábados y domingos inclusive, con descanso semanal fijo durante la semana.","Atención al Cliente / Atención al Cliente
										Supermercados – Autoservices / Panadería
								","
					
						
							
							
							Conocimientos: 
							
								Venta en mostrador
										Atención al Cliente
								Estudio Mínimo Necesario: Secundaria Completa
						

						
					
					
				",2019-06-13,"jueves"
"Sr. Information Security Analyst","www.buscojobs.com.uy/sr-information-security-analyst-ID-169834",2019-06-17 17:15:02,"Equifax Clearing de Informes",NA,"Montevideo","Administración / Instalación de Redes",NA,"Completa","JOB SUMMARYThe Information Security Analyst is responsible for supporting the Information Security officer with responsibilities spanning multiple departments and internal teams.  This position will provide a supporting role which aims to effectively facilitate communication and strategic development of the Equifax security program by enforcing local security policy compliance through the execution of periodic auditsThe position frequently interacts with stakeholders from multiple business units in all countries where Equifax operates as well as customers and vendors on security issues which will require excellent communication and negotiation skills. As a member of the Security team, the candidate will also have opportunities to contribute to other security initiatives and gain exposure to additional security functions within the group.RESPONSIBILITIES :- Support management of the security exception, risk assessment, new development security assessment and similar security related processes.- Collaborate with risk detection and proactive audit planning, execution and follow-up of potential findings.- Provides support to Information Security Officer responsibilities including IT/ Legal / HR / Global Operations / Marketing / Finance / Corporate Development.- Support evidence collection with regards to various security compliance frameworks including NIST, PCI-DSS and ISO 27001.- Collaborate with multiple departments and cross functional teams.- Assist with analysis of security control mapping and compliance efficiency improvements.- Information Security Officer backup for holidays, potential absences.- Acts as a point of contact for security concerns and/or questions. Assists in the resolution of employee relations and conducts investigations in regard to policy violations.- Collaborate with Security Awareness activities, presenting the security program to employees and new hires.- Provides counsel and support to employees about Security Policies implementation.- Follow up security projects working with people from different teams.QUALIFICATION REQUIREMENTS:- 2-3 years of relevant experience in auditing and information security.- Bachelor’s degree in IT.- Understand ISO 27001 Standard, Payment Card Industry Data Security Standard (PCI DSS), NIST Standards, standard security practices, current and emerging privacy and security regulations.- Technical knowledge for securely advice on new developments architecture.- Ability to communicate security concepts to technical and non-technical audience and able to interact with all levels of the organization in culturally diverse locations.- Excellent written and verbal English communications.- Excellent organizational, time management, customer service and problem-solving skills.- Ability to exercise flexibility, initiative, good judgment and discretion.- Ability to understand and carry out customers' daily challenges.- Strong employee relationship skills.- Ability to deal with ambiguity and manage multiple priorities.- Effective team player. - Strong interpersonal, communication and customer service skills.ABOUT US:Equifax is a global information solutions company that uses unique data, innovative analytics, technology and industry expertise to power organizations and individuals around the world by transforming knowledge into insights that help make more informed business and personal decisions.Headquartered in Atlanta, Ga., Equifax operates or has investments in 24 countries in North America, Central and South America, Europe and the Asia Pacific region. It is a member of Standard & Poor's (S&P) 500® Index, and its common stock is traded on the New York Stock Exchange (NYSE) under the symbol EFX. Equifax employs 10,400 employees worldwide.","Tecnologías de la Información / Administración / Instalación de Redes
										Tecnologías de la Información / Análisis de Sistemas
										Tecnologías de la Información / Arquitectura de Sistemas
										Tecnologías de la Información / Calidad de Sistemas
										Tecnologías de la Información / Consultoría
										Tecnologías de la Información / Gestión de Proyectos
										Tecnologías de la Información / Programación
										Tecnologías de la Información / Seguridad Informática
										Tecnologías de la Información / Sistemas Operativos
										Tecnologías de la Información / Telecomunicaciones
										Tecnologías de la Información / Testing de Sistemas
										Tecnologías de la Información / Desarrollo
								","
					
						
							
							
							Conocimientos: 
							
								Encriptado y Seguridad Web
										Procedimientos y Políticas de Seguridad
										Seguridad de Redes
										Seguridad de Datos
										Auditoría de Sistemas
								Idiomas: 
							
							Inglés
							Estudio Mínimo Necesario: Terciario Completo
						

						
					
					
				",2019-06-13,"jueves"
"Customer Business Support","www.buscojobs.com.uy/customer-business-support-ID-169830",2019-06-17 17:15:02,"Sabre","Montevideo","Montevideo","Auxiliar Administrativo",NA,"Completa","Customer Business Support (CBS) TeamWe manage Sabre customers’ contracts with precision and care, bringing business relationships to life.Our teams deliver world-class customer support by understanding our customers’ specifics in detail.At CBS, we produce and deliver invoices, make payments, support our external travel agency customers and internal counterparts in any topic associated to the contract.In this role, you will get to generate, analyze and deliver valuable information to stakeholders within and outside the company, generating a network across the globe.Duties/Responsibilities of the role:•	Provides contract administration and customer support to travel agencies worldwide.•	Performs contract analysis, quality controls and storage of documentation, system setups, invoicing, payment process, reporting, and order placement. Which skills do we need in Customer Business Support?                 •	Advanced English language (written and verbal) is required for this opening •	Advanced level of Portuguese, French, Greek, Swedish, German or Italian will be considered a plus•	Contract administration or back office background •	Computer software skills: MS Office. Advanced use of Excel and Access knowledge will be considered a plus•	SAP, SalesForce or other CRM Systems will be considered a plus•	Effective communication •	Interpersonal abilities•	Ability to multitask and work under pressure •	Excellent follow- up ability•	Detail- oriented•	Problem solving and decision making•	Ability and desire to work in a fast-paced challenging environmentWe are looking for sharp, curious and flexible candidates who are interested in developing their skills, collaborating with teams across locations while contributing to build the best working environment.","Administración – Secretariado / Auxiliar Administrativo
								","
					
						
							
							
							Conocimientos: 
							
								Atención al Cliente
								Estudio Mínimo Necesario: Terciario Incompleto
						

						
					
					
				",2019-06-12,"miércoles"
"Technical Application Support","www.buscojobs.com.uy/technical-application-support-ID-169829",2019-06-17 17:15:02,"Sabre","Zonamérica","Montevideo","HelpDesk / Soporte Técnico",2,"Completa","Crew Management Product Specialist will work as part of a specialized team, providing a 2nd level support to a high availability application. This support will include troubleshooting and investigating on testing labs, reviewing and analyzing logs, data manipulation and investigation on databases, as well as going through WebEx sessions with the customers.This position includes on-call work and consistent customer facing interactions during high severity situations.Qualifications:Minimum 3 years related experience. Advanced computer software skills. Good written and verbal communication skills. Ability to handle multiple projects simultaneously. Ability to work under pressure.Advanced knowledge/experience on Microsoft Windows OS is required (knowledge on Windows Server is a plus).SQL knowledge is required.UNIX/Linux basic knowledge is a plus.","Tecnologías de la Información / HelpDesk / Soporte Técnico
								","
					
						
							
							
							Conocimientos: 
							
								SQL
								Estudio Mínimo Necesario: Terciario Incompleto
						

						
					
					
				",2019-06-12,"miércoles"
"Operador de servicios electrónico","www.buscojobs.com.uy/operador-de-servicios-electronico-ID-169828",2019-06-17 17:15:02,"Possum Gestion de Capital Humano",NA,"Montevideo","Electrónica",1,"Completa","Seleccionamos  para empresa  de Servicios en Dispensadores para  máquinas de café y bebidas - un joven para desarrollarse en el área técnica dentro del sector mantenimiento y reparación de dichas  maquinas Vending.Requisitos:-Libreta de moto -Buenas condiciones físicas para manejarse en el mantenimiento preventivo y correctivo.-Formación en Electrónica, bachillerato tecnológico o UTU. -Conocimientos básicos área técnica de mantenimiento y reparación de maquinas -Habilidad para trabajar y comunicarse efectivamente con todos los niveles de colaboradores, clientes y otros contactos externos, tanto escritos como orales-Flexibilidad y adaptación- Resolución de problemas / acercamiento pragmático a los problemas-Proactividad y autonomía- Metódico y organizado- Orientación a detallesSe ofrecen  buenas condiciones de contratación Debe tener movilidad para llegar a Zonamerica","Oficios – Servicios Varios / Electrónica
								","
					
						
							
							
							Conocimientos: 
							
								Electrónica
								Estudio Mínimo Necesario: Ciclo Básico Completo
						

						
					
					
				",2019-06-12,"miércoles"
"Auxiliar Contable","www.buscojobs.com.uy/auxiliar-contable-ID-169801",2019-06-17 17:15:02,"Espina S. A.",NA,"Montevideo","Contaduría",1,"Completa","NOS ENCONTRAMOS EN LA BÚSQUEDA DE UN/A AUXILIAR CONTABLE PARA CUBRIR UNA SUPLENCIA POR MATERNIDAD Estudiantes de 1ero. o 2do. año de las carreras de Contador Público o Técnico Universitario en Administración.Manejo fluido de herramientas informáticas (Microsoft Excel, Word  y Outlook).Con experiencia en registros contables, conciliaciones y pago a proveedores.Brindará soporte al sector contable de la empresa, colaborará en las tareas contables de preparación y registración de pago a proveedores. Realizará conciliaciones de estados de cuentas, preparará legajos para el pago a proveedores, entre otras tareas administrativas.","Contabilidad – Auditoría – Finanzas / Contaduría
								","
					
						
							
							
							Conocimientos: 
							
								Microsoft Office
										Auxiliar Contable
								Estudio Mínimo Necesario: Terciario Incompleto
						

						
					
					
				",2019-06-12,"miércoles"
"Auxiliar Administrativo Contable - con experiencia","www.buscojobs.com.uy/auxiliar-administrativo-contable-con-experiencia-ID-169783",2019-06-17 17:15:02,"UHY Gubba & Asociados",NA,"Montevideo","Administración de Empresas",1,"Completa","Seleccionamos Auxiliar Administrativo-Contable, para empresa nacional del rubro gastronómico.Buscamos:- Estudiante de Contador Público o Licenciado/a en Administración, con 2do año cursado.- Muy buen dominio de Excel.- Manejo de Conty y Fígaro.- Experiencia laboral previa en registraciones contables.- Se valorará experiencia en conciliaciones bancarias, pago proveedores y gestión de cobranzas.Tareas/Responsabilidades del cargo:- Registraciones contables.- Conciliaciones bancarias.- Pago proveedores.- Gestión de cobranzas.- Vínculo con estudio contable.- Colaboración en diversas tareas administrativas-contables del área.Condiciones:40 hrs semanales, de lunes a viernes.","Administración – Secretariado / Administración de Empresas
										Administración – Secretariado / Auxiliar Administrativo
										Administración – Secretariado / Facturación / Cobros / Pagos
										Administración – Secretariado / Administración Contable y Financiera
								","
					
						
							
							
							Conocimientos: 
							
								Administración Contable y Financiera
										Auxiliar Contable
								Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 22 Hasta 30 Años
						

						
					
					
				",2019-06-12,"miércoles"
