"empresa","area","n_puestos","jornada","detalles","subareas","requisitos","ID","fecha_pub","puesto","fecha_scraping","h_pub","dia_pub","barrio_ciudad","dpto"
Administración – Secretariado / Facturación / Cobros / Pagos
Administración – Secretariado / Administración Contable y Financiera
Administración – Secretariado / Liquidación de Sueldos
Administración – Secretariado / Secretaría
","




Conocimientos: 

Auxiliar Administrativo
Auxiliar Contable
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 25 Hasta 45 Años





","www.buscojobs.com.uy/auxiliar-administrativo-contable-ID-173391",2019-10-04,"AUXILIAR ADMINISTRATIVO-CONTABLE",2019-10-18 23:28:31,"23:28:31","viernes","montevideo","montevideo"

"(Confidencial)","Administración de Empresas",1,"Medio turno mañana","Estudio Contable en pleno proceso de crecimiento con una cartera de clientes diversa en el ámbito local, enfocado al asesoramiento empresarial a nivel fiscal, contable y laboral. Buen ambiente laboral, dinámico, con óptimas oportunidades de desarrollo personal y profesional.La persona responderá directamente a los socios quienes estarán a cargo de su supervisión.Perfil de la persona:Buscamos una persona joven,  en el entorno de los 18 a 25 con estudios probados en administración y contabilidad preferentemente.Persona capaz, responsable, proactiva, analítica, ordenada, discreta, que pueda trabajar bajo presión cumpliendo plazos y con buena capacidad de adaptación. Probados conocimientos contables con experiencia en sistemas contables y en planillas de cálculos. Conocimiento de normas laborales y liquidación de haberes.Interés por capacitarse dentro y fuera de la empresa.Tareas principales. Procesamiento contabl. Liquidación de sueldo. Eventuales gestiones ante organismos públicos (DGI, BPS, MTSS, etc.. Atención a clientes del estudi. Eventuales trabajos i. situ en clientesRégimen horario y Remuneración:El horario de trabajo será de Lunes a Viernes, preferentemente de 9.00 a 15.00 horas","Administración – Secretariado / Administración de Empresas
Administración – Secretariado / Auxiliar Administrativo
Administración – Secretariado / Facturación / Cobros / Pagos
Administración – Secretariado / Administración Contable y Financiera
Administración – Secretariado / Impuestos
Administración – Secretariado / Liquidación de Sueldos
Contabilidad – Auditoría – Finanzas / Auditoría
Contabilidad – Auditoría – Finanzas / Contaduría
","




Conocimientos: 

Liquidación de Sueldos
Liquidación de Impuestos
Administración
Auxiliar Contable
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 25 Años





","www.buscojobs.com.uy/auxiliar-administrativo-contable-ID-173861",2019-10-16,"Auxiliar Administrativo Contable",2019-10-18 23:28:31,"23:28:31","miercoles","montevideo","montevideo"

"(Confidencial)","Administración Contable y Financiera",1,"Completa","Buscamos una persona en el entorno de los 35 a 50 con estudios en administración y contabilidad preferentemente.Persona capaz, responsable, proactiva, analítica, ordenada, discreta, que pueda trabajar bajo presión cumpliendo plazos y con buena capacidad de adaptación.","Administración – Secretariado / Administración Contable y Financiera
","




Conocimientos: 

Auxiliar Administrativo
Administración
Auxiliar Contable
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 30 Hasta 55 Años
Sexo: Femenino





","www.buscojobs.com.uy/auxiliar-administrativo-contable-ID-173870",2019-10-17,"auxiliar Administrativo Contable",2019-10-18 23:28:31,"23:28:31","jueves","montevideo","montevideo"

"URUFORUS S.A","Auditoría",1,"Completa","SELECCIONAMOS PARA IMPORTANTE EMPRESA REGIONAL DE RETAILAUXILIAR ADMINISTRATIVO CONTABLERequisitos:Nuestra búsqueda se orienta a estudiantes de CCEE con experiencia en cargos similares en tareas contables y con muy buen manejo de Excel. Se valorarán conocimientos de los sistemas: Oracle y VisualResponsabilidades:Realización de las conciliaciones bancarias, contabilización, y seguimiento de mercadería en tránsito, procesamiento de tarjetas de créditoSe ofrece:La posibilidad de incorporarse en un cargo estable a una sólida empresa regional con posibilidades de desarrollo y nuevos desafíos. ","Contabilidad – Auditoría – Finanzas / Auditoría
Contabilidad – Auditoría – Finanzas / Contaduría
Contabilidad – Auditoría – Finanzas / Economía
","




Conocimientos: 

Administración Contable y Financiera
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 30 Hasta 70 Años





","www.buscojobs.com.uy/auxiliar-administrativo-contable-ID-173933",2019-10-18,"Auxiliar Administrativo Contable ",2019-10-18 23:28:31,"17:28:31","viernes","montevideo","montevideo"

"Randstad Uruguay ","Administración de Personal",NA,"Indiferente","Nos encontramos en la búsqueda de un auxiliar administrativo de RRHH.Dentro de sus principales tareas se encuentran.  altas y bajas en BP.  confección de legajos del persona.  confección de contratos de trabaj.  archivo de documentació.  coordinación de entrevista.  publicación de aviso.  denuncias de accidentes de trabajo ante BSEEs una muy buena oportunidad de ingresas a una empresa líder en su rubro, con posibilidades de crecimiento personal y profesional.","Recursos Humanos / Administración de Personal
Recursos Humanos / Organización Interna
Recursos Humanos / Selección de Personal
","




Conocimientos: 

Auxiliar Administrativo
Recursos humanos
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/auxiliar-administrativo-de-rrhh-ID-172968",2019-09-23,"Auxiliar administrativo de RRHH",2019-10-18 23:28:31,"23:28:31","lunes","montevideo","montevideo"

"(Confidencial)","Administración de Empresas",NA,"Completa","AUXILIAR ADMINISTRATIVO.  NOMINASEstudio enfocado al asesoramiento empresarial. Nos encontramos en la búsqueda de Auxiliar Administrativo.  Nominas.Perfil.  Buscamos persona con estudios y/o experiencia en administración y cálculo de nómina.  Persona responsable, ordenada, analític.  Conocimiento en normas laborales y liquidación de habere.  Conocimiento de planillas electrónicasTareas principales.  Liquidación de sueldo.  Tareas administrativas ","Administración – Secretariado / Administración de Empresas
Administración – Secretariado / Auxiliar Administrativo
Administración – Secretariado / Liquidación de Sueldos
","




Conocimientos: 

Auxiliar Administrativo
Liquidación de Sueldos
Estudio Mínimo Necesario: Secundaria Completa
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/auxiliar-administrativo-nominas-ID-173937",2019-10-18,"AUXILIAR ADMINISTRATIVO - NOMINAS",2019-10-18 23:28:31,"17:28:31","viernes","montevideo","montevideo"

"Adecco","Administración de Empresas",1,"Completa","Estamos buscando Administrativo para incorporarse de forma temporal, a equipo trabajo de empresa cliente Multinacional. Responsabilidades: Responsable de pago a proveedores Recepción de documentación Ingreso de datos al sistema Seguimiento de gestión de pago Contacto con el área comercial Generar solicitudes de pago y pedir al área correspondiente la liberación de este. Revisión de estado de cuenta de clientes Contacto con clientes Requisitos Valorados:Experiencia previa en el área empresas de gran porte (multinacionales)Requisitos:Formación Estudiante Universitario de Administración, Contador Exterior o afines. Experiencia previa en gestión de pagos y  tareas afines (1 año)Dominio de herramientas informáticas: Office, Outlook.Disponibilidad para trabajar 4 horas en horario matutino de 8 a 12 Buscamos una persona organizada, ordenada, proactiva, con autonomía y dinamismo. Con buenas habilidades comunicacionales, de relacionamiento y el mayor grado de compromiso.¡TRANSFORMÁ TU TALENTO EN EXPERIENCIA!APOSTÁ AL CAMBIO, NOSOTROS APOSTAMOS POR VOSEl compromiso de Adecco, es promover y mantener la cultura del respeto e igualdad de oportunidades. No discriminamos en función del género, religión, etnia, nacionalidad, cultura, grupo social, discapacidad o enfermedad, orientación sexual, estado civil, edad u opinión política. Cuando elegimos el personal para un cliente, la decisión se basa única y exclusivamente en los méritos y capacidades de esa persona.","Administración – Secretariado / Administración de Empresas
Administración – Secretariado / Auxiliar Administrativo
Administración – Secretariado / Administración Contable y Financiera
Contabilidad – Auditoría – Finanzas / Contaduría
","




Conocimientos: 

Administración Contable y Financiera
Administración
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/auxiliar-administrativo-suplencia-4-horas-ID-173562",2019-10-09,"Auxiliar Administrativo - Suplencia (4 Horas)  ",2019-10-18 23:28:31,"23:28:31","miercoles","montevideo","montevideo"

"(Confidencial)","Administración Contable y Financiera",1,"Completa","Empresa de Transporte Selecciona Auxiliar Contable.Tareas.  Facturació.  Cuenta Corriente.  Manejo de ContyEs requisito excluyente poseer experiencia en Conty.","Administración – Secretariado / Administración Contable y Financiera
","




Conocimientos: 

Administración Contable y Financiera
Memory Conty
Auxiliar Contable
Estudio Mínimo Necesario: Secundaria Completa
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/auxiliar-contable-ID-172814",2019-09-18,"Auxiliar Contable",2019-10-18 23:28:31,"23:28:31","miercoles","montevideo","montevideo"

"Consultora Eventuales","Contaduría",1,"Completa","Seleccionamos para Empresa Automotriz ubicada en AguadaAuxiliar ContableLa persona:Nuestra búsqueda se orienta a jóvenes que posean formación en Administración de EDA o similares, que cuenten con experiencia en posiciones semejantes de al menos dos años. Se valorará conocimientos en el manejo de sistema SAP. Es un requisito excluyente contar con avanzado manejo de EXCEL.Son competencias deseables una marcada capacidad de análisis, organización y planificación y resolución de problemas.La tarea: Registraciones contables. Conciliaciones Bancarias. Apoyo en tareas Administrativas. Manejo de sistema SAP. Avanzado manejo de Excel.Horario:Lunes a Viernes de 9 a 13 y de 14 a 18:30hs.Salario: $28.000 Líquidos","Contabilidad – Auditoría – Finanzas / Contaduría
","




Conocimientos: 

Administración
Auxiliar Contable
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 22 Hasta 35 Años





","www.buscojobs.com.uy/auxiliar-contable-ID-172946",2019-09-23,"Auxiliar Contable",2019-10-18 23:28:31,"23:28:31","lunes","aguada","montevideo"

"Advice","Administración de Empresas",1,"Completa","Importante Institución deportivaBuscamos:Personas con secundaria completa. Formación en Administración o carreras afines, EDA o UTU.Manejo avanzado de paquete Office, fundamentalmente Excel.Se requiere experiencia en tareas similares.Objetivos de la posición:Realizará conciliaciones bancarias y registraciones.Se encargará de la preparación de los pagos.Tendrá bajo su responsabilidad el pago a los proveedores y tareas administrativas.Realizará cuentas corrientes y asientos contables.  Brindará apoyo en el cierre de balance y en la elaboración de informes. Facturación en sistema a medida de la empresa.","Administración – Secretariado / Administración de Empresas
Administración – Secretariado / Auxiliar Administrativo
Administración – Secretariado / Facturación / Cobros / Pagos
Administración – Secretariado / Administración Contable y Financiera
","




Conocimientos: 

Administración
Auxiliar Contable
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 60 Años





","www.buscojobs.com.uy/auxiliar-contable-ID-173238",2019-10-01,"Auxiliar Contable",2019-10-18 23:28:31,"23:28:31","martes","montevideo","montevideo"

"HUMAN PHI","Contaduría",1,"Completa","Seleccionamos para Empresa Nacional encargada de la importación y distribución de material médico, Auxiliar Contable que cumpla con el siguiente perfil:Los RequisitosEstudiantes de Administración o Contabilidad, segundo ciclo.Experiencia en tareas Contables (Excluyente)Conocimientos y manejo de programas contables y excel.Las ResponsabilidadesDeberá colaborar en actividades contables de organización, control e ingreso de datos solicitados por el Área de Contabilidad Realizará tareas como: Generación de Asientos Contables, Facturación, cotizaciones y conciliaciones bancarias.Se encargará de efectuar  trámites como cobranzas o depósitos.Se responsabilizará por el procesamiento de los documentos contables en los programas correspondientes.Brindará apoyo administrativo al sector La PropuestaJornada laboral: lunes a viernes de 9:00 a 16:00 horasZona: Punta carretas.Sueldo acorde.Disponibilidad para incorporación inmediata.","Contabilidad – Auditoría – Finanzas / Contaduría
","




Conocimientos: 

Auxiliar Contable
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 65 Años





","www.buscojobs.com.uy/auxiliar-contable-ID-173358",2019-10-03,"Auxiliar Contable",2019-10-18 23:28:31,"23:28:31","jueves","montevideo","montevideo"

"Universal","Administración de Empresas",1,"Completa","En Universal Soluciones Tecnológicas entendemos el valor de la vida. Por eso, nos apropiamos de la tecnología y construimos productos que ayudan a nuestros clientes a mejorar la asistencia en los distintos servicios de salud.   Queremos que las personas que se unan a nuestro equipo entiendan el desafío de lo que hacemos, tengan pasión, sientan curiosidad, sean críticos y comprometidos.  El Auxiliar Contable se incorporará al área de Administración. Se encargará de mantener al día la información contable, elaborar y analizar informes del área, analizar composiciones contables, y elaborar y gestionar propuestas para mejorar procesos. También dará apoyo al sector administrativo.  Conocimientos y experiencia.  Estudiante de Ciencias Económicas o EDA    .  Operador Office intermedi.  Experiencia mínima de un año desarrollando tareas similares","Administración – Secretariado / Administración de Empresas
Administración – Secretariado / Auxiliar Administrativo
Administración – Secretariado / Administración Contable y Financiera
Administración – Secretariado / Impuestos
Administración – Secretariado / Liquidación de Sueldos
","




Conocimientos: 

Microsoft Office
Auxiliar Contable
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/auxiliar-contable-ID-173639",2019-10-10,"Auxiliar Contable",2019-10-18 23:28:31,"23:28:31","jueves","montevideo","montevideo"

"Estudio Cr. J.Ernesto Rychtenberg","Contaduría",NA,"Completa","Reconocido Estudio Contable con más de 30 años de trayectoria, se encuentra en la búsqueda de un/a Auxiliar Contable principalmente con experiencia en liquidación de sueldos.Requisitos.  Experiencia previa en liquidación de sueldos (excluyente).  Se valorará experiencia en contabilidad preferentemente en estudios contables.Condiciones.  De lunes a viernes.  Jornada completa.  Zona: Centro de Montevideo.","Contabilidad – Auditoría – Finanzas / Contaduría
","




Conocimientos: 

Liquidación de Sueldos
Auxiliar Contable
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/auxiliar-contable-ID-173648",2019-10-10,"Auxiliar Contable",2019-10-18 23:28:31,"23:28:31","jueves","centro","montevideo"

"(Confidencial)","Auxiliar Administrativo",1,"Indiferente","Nuestra búsqueda se orienta a estudiantes de Contador público y/o egresados de UTU y/o EDA, con experiencia laboral comprobable de al menos un año, para incorporarse al departamento contable de la firma en régimen Par.  Time de 4 o 6 Hs.Principales tareas a realizar.  Registraciones contables en Memory Conty..  Conciliaciones bancarias y otras..  Confección de balances e informes en Excel..  Control de documentación recibida por clientes..  Asistencia en tareas vinculadas con Impuestos.El cargoBuscamos personas con gran apertura de aprendizaje, proactivas, dinámicas y con gusto por el trabajo en equipo. Es requisito excluyente contar con experiencia comprobable de al menos un año en registración contable con el Software Memory Conty y buen manejo de Excel.Se ofrece la posibilidad de trabajar en un Estudio Contable con sede en el WTC comprendido por jóvenes profesionales, en plena expansión y crecimiento, dónde podrán desarrollarse profesionalmente, en un buen ambiente laboral que ofrece flexibilidad horaria a los estudiantes.Si te interesa incorporarte a nuestro equipo, envíanos tu CV y escolaridad.Horario: Lunes a Viernes 4 o 6 Hs en horario a convenir entre las 9.30 y 18 Hs.","Administración – Secretariado / Auxiliar Administrativo
Administración – Secretariado / Administración Contable y Financiera
Contabilidad – Auditoría – Finanzas / Contaduría
","




Conocimientos: 

Memory Conty
Auxiliar Contable
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 40 Años





","www.buscojobs.com.uy/auxiliar-contable-ID-173695",2019-10-11,"Auxiliar Contable",2019-10-18 23:28:31,"23:28:31","viernes","montevideo","montevideo"

"(Confidencial)","Administración de Empresas",2,"Completa","Administrativo para tareas de administración, secretaría y auxiliar contable. Se requiere una persona muy ordenada, con buena presencia y excelente relacionamiento interpersonal.","Administración – Secretariado / Administración de Empresas
Administración – Secretariado / Auxiliar Administrativo
Administración – Secretariado / Facturación / Cobros / Pagos
Administración – Secretariado / Administración Contable y Financiera
Administración – Secretariado / Gestión de Operaciones
","




Conocimientos: 

Administración Contable y Financiera
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/auxiliar-contable-gerente-administrativo-ID-173010",2019-09-25,"AUXILIAR CONTABLE / GERENTE ADMINISTRATIVO",2019-10-18 23:28:31,"23:28:31","miercoles","maldonado","maldonado"

"Grant Thornton","Auxiliar Administrativo",NA,"Completa","Requisitos.  Egresado de la Escuela de Administración, Auxiliar contable o equivalente.  Experiencia en cargo similar no menor a 2 años.  Edad: entre 25 y 35 años.  Manejo del sistema Zetalibra (no exclusivo.  Buen manejo de herramientas informáticas.  Se valorara el conocimiento del inglésLa orientación a resultados, la habilidad del trabajo en equipo así como la capacidad de análisis son esperadas para el cargo.Cargo:Se integrará al equipo contable de la empresa, siendo responsable de tareas contables así como de conciliación de cuentas, costeo del stock y facturación. Adicionalmente dará apoyo a otros países de la región.Condiciones.  Régimen de 8 horas de lunes a viernes.  Sueldo acorde a las responsabilidades.Envianos tu CV y aspiraciones salariales a la casilla de correo post@gt.com.uyo a través de nuestra web:www.grantthornton.com.uy","Administración – Secretariado / Auxiliar Administrativo
Contabilidad – Auditoría – Finanzas / Contaduría
","




Conocimientos: 

Microsoft Office
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/auxiliar-contable-para-empresa-multinacional-en-zonamerica-ID-173543",2019-10-09,"Auxiliar Contable para empresa multinacional en Zonamérica ",2019-10-18 23:28:31,"23:28:31","miercoles","montevideo","montevideo"

"(Confidencial)","Almacén / Depósito / Stock",5,"Completa","Buscamos: AUXILIAR DE ALMACÉN.  OBRA.Responsabilidades:Mantener los inventarios del almacén asignado y anticiparse a cualquier necesidad en base a la experiencia obtenida en el departamento.Recepción, almacenamiento y despacho de materiales. Consultar inventario actual y consumo al momento de recibir requisición de compras. Realizar la recepción de materiales de acuerdo con las órdenes de compra emitidas. Registro de movimientos de entradas y salidas del sistema, toma de inventarios cíclicos y rotativos y por familia de productos. Elaborar informe semanal con el seguimiento de las órdenes de compras elaboradas y entregar al Jefe de Almacén.Requisitos:1 año de experiencia como mínimo de experiencia en cargos similares.Manejo de SAP R/3Manejo de Office.  ExcelOfrecemos la oportunidad de integrarse a un proyecto de gran magnitud en Uruguay, trabajando con tecnología de última generación, gestionado por compañías de reconocido prestigio y trayectoria a nivel nacional e internacional.Buscamos 5 personas, que estarán radicadas en diferentes puntos (Sayago, Progreso, 25 de Mayo, Sarandi Grande, Durazno)","Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
Distribución – Logística – Almacenamiento / Compras / Proveedores
Distribución – Logística – Almacenamiento / Distribución / Logística / Abastecimiento
","




Conocimientos: 

Logística y almacén
Gestión de Sistemas de Almacenamiento
Administración
SAP R/3 General
Microsoft Office
Estudio Mínimo Necesario: Secundaria Completa
Edad: Desde 18 Hasta 55 Años





","www.buscojobs.com.uy/auxiliar-de-almacen-obra-ID-172826",2019-09-18,"AUXILIAR DE ALMACÉN - OBRA",2019-10-18 23:28:31,"23:28:31","miercoles","montevideo","montevideo"

"(Confidencial)","Distribución / Logística / Abastecimiento",1,"Completa","Nuestra búsqueda se orienta a estudiantes avanzados de Ciencias Económicas: Licenciatura en Economía o Licenciatura en Administración. La misión del cargo será analizar datos con la finalidad de obtener, elaborar y mantener la información vinculada con el abastecimiento de las tiendas y redistribución de mercadería. Elaborará propuestas de optimización en la distribución y cumpliendo en forma eficiente con el suministro de la misma. Asimismo, generará reportes e informes para asistir al departamento de Marketing de la organización. Tareas principales:Implementar y administrar indicadores de gestión del área tales como.  Niveles óptimos de inventario.  Productos crítico.  Rotación de producto.  Manejos de stock fuera de depósit.  Mantener actualizada la información del inventario en el/los depósito/s.  Generar reportes de Ventas.Requisitos. Dominio de Excel nivel avanzado.. Se valorará experiencia previa en el área de análisis de datos, análisis de stocks o tareas similares. ","Distribución – Logística – Almacenamiento / Distribución / Logística / Abastecimiento
","




Conocimientos: 

Gestión de Stocks
Análisis de Datos
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 25 Hasta 40 Años





","www.buscojobs.com.uy/auxiliar-de-analisis-de-datos-y-reporting-ID-173449",2019-10-07,"AUXILIAR DE ANÁLISIS DE DATOS Y REPORTING",2019-10-18 23:28:31,"23:28:31","lunes","montevideo","montevideo"

"(Confidencial)","Atención al Cliente",1,"Medio turno tarde","Principales responsabilidades: atención al cliente, despachantes, transportistas; confección y seguimiento de órdenes de servicio; preparación de documentación para apertura de contenedores; mantener comunicación informática con DNA y ANP.Coordinación de cargas y seguimiento.Nexo entre despachante, cliente y agencias marítimas y de carga. Se requiere experiencia en agentes de carga o afines al rubro. Inglés intermedio. Para centro logístico ubicado en Puerto de Montevideo.","Atención al Cliente / Atención al Cliente
Distribución – Logística – Almacenamiento / Transporte / Carga
","




Conocimientos: 

Atención al Cliente
Distribución, logística, depósito.
Comercio Internacional
Aduana
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 25 Hasta 35 Años





","www.buscojobs.com.uy/auxiliar-de-atencion-al-cliente-ID-173929",2019-10-18,"Auxiliar de Atención al Cliente",2019-10-18 23:28:31,"16:28:31","viernes","montevideo","montevideo"

"Advice","Administración de Empresas",1,"Completa","                                      Seleccionamos para trabajar en importante de serviciosBuscamos: Estudiante de carreras orientación Contable / Administración Excluyente buen manejo avanzado de paquete Office. Se valorará conocimientos en SQL.Se valorará conocimientos de idioma inglés.Experiencia previa de tres años realizando tareas similares. Objetivos del Puesto: Apoyará en tareas administrativas de diversas áreas.Llevará adelante la ejecución de tareas de pagos, atención a clientes y proveedores.Ingresará datos al sistema Sise. Realizará gestión de cobranzas.","Administración – Secretariado / Administración de Empresas
Administración – Secretariado / Auxiliar Administrativo
Administración – Secretariado / Administración Contable y Financiera
","




Conocimientos: 

SQL
Microsoft Office
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/auxiliar-de-cobranzas-contrato-a-termino-por-1-ano-ID-172839",2019-09-18,"Auxiliar de Cobranzas  (contrato a término por 1 año)",2019-10-18 23:28:31,"23:28:31","miercoles","montevideo","montevideo"

"Burger King","Almacén / Depósito / Stock",1,"Completa","Nuestra búsqueda se orienta a estudiantes de Licenciatura en Comercio Exterior, Logística o Administración de Empresas.Tiene como tareas principales:Procesamiento y análisis de datosCoordinación de ImportacionesPedidos a proveedoresAnálisis de inventariosManejo de StockRequisito excluyente:Buen manejo de Programa Office.Se valorará:Contar con experiencia previa en tareas afines al cargo.","Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
Distribución – Logística – Almacenamiento / Compras / Proveedores
Distribución – Logística – Almacenamiento / Distribución / Logística / Abastecimiento
","




Conocimientos: 

Microsoft Office
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 20 Hasta 30 Años





","www.buscojobs.com.uy/auxiliar-de-compras-ID-173429",2019-10-06,"Auxiliar de Compras",2019-10-18 23:28:31,"23:28:31","domingo","montevideo","montevideo"

"Adecco","Administración de Empresas",1,"Completa","Si eres una persona generadora de acciones y posibles soluciones para lograr resultados. Si te gusta tener alto contacto con la gente y consideras que tienes liderazgo. Además, te mueves en ambientes cambiantes a ritmo acelerado y te sientes cómodo realizando varias tareas a la vez. Te estamos buscando para participar para empresa de gran porte vinculada al rubro de consumo masivo: Principales responsabilidades:Apoyo al área de comprasCompras de repuestosContratación de servicios de mantenimientoAltas/Modificaciones Ingreso de datos al sistema ProveedoresSe valoran:SAP (Deseable)Los requisitos son: Formación estudiante avanzado de Ingeniería, Contador, Administración, Economía o carreras afines Experiencia previa requerida en el área de Compras (1 año)Buen dominio de herramientas informáticas (Excel Intermedio)Disponibilidad para trabajar contrato a término 4 meses Jornada de 8 hs, de Lunes a Viernes.¡TRANSFORMÁ TU TALENTO EN EXPERIENCIA!APOSTÁ AL CAMBIO, NOSOTROS APOSTAMOS POR VOSEl compromiso de Adecco, es promover y mantener la cultura del respeto e igualdad de oportunidades. No discriminamos en función del género, religión, etnia, nacionalidad, cultura, grupo social, discapacidad o enfermedad, orientación sexual, estado civil, edad u opinión política. Cuando elegimos el personal para un cliente, la decisión se basa única y exclusivamente en los méritos y capacidades de esa persona","Administración – Secretariado / Administración de Empresas
Administración – Secretariado / Auxiliar Administrativo
Administración – Secretariado / Administración Contable y Financiera
Contabilidad – Auditoría – Finanzas / Contaduría
","




Conocimientos: 

Gestión de Compras
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/auxiliar-de-compras-temporal-4-meses-ID-173551",2019-10-09,"Auxiliar de Compras (Temporal - 4 meses)",2019-10-18 23:28:31,"23:28:31","miercoles","montevideo","montevideo"

"MEDICINA PERSONALIZADA","Atención al Cliente",1,"Completa","En MP orientamos nuestra búsqueda a estudiantes Universitarios para desempeñarse en el área de Coordinación de nuestra empresa. Entre las principales tareas y responsabilidades se destacan.  Coordinación telefónica de los servicios médicos requeridos por los usuarios..  Atención de llamadas en general de acuerdo a los estándares requeridos, evacuación de dudas y resolución de problemas planteados por los Usuarios.  Garantizar la mejor experiencia de atención telefónica a los usuarios que acudan al servicio.Se requiere disponibilidad horaria incluyendo los fines de semana en un régimen de 35 horas semanales.Se valora.  Experiencia en posiciones similares principalmente de forma telefónica.Es excluyente.  Dominio de inglés a Nivel avanzado.Valores y competencias requeridas:.  Vocación de servici.  Adaptabilidad a los cambio.  Tolerancia a la presió.  Trabajo en equip.  Buena comunicació.  Personas dinámicas y divertidas!¡Te invitamos a que te sumes a trabajar en una empresa líder en su rubro!","Atención al Cliente / Atención al Cliente
Teletrabajo – Call Center / Call Center
","




Conocimientos: 

Atención Telefónica y/o Recepción
Auxiliar Administrativo
Atención al Cliente
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 20 Hasta 50 Años





","www.buscojobs.com.uy/auxiliar-de-coordinacion-ID-172864",2019-09-18,"Auxiliar de Coordinación",2019-10-18 23:28:31,"23:28:31","miercoles","montevideo","montevideo"

"Encatex","Comercial / Ventas",1,"Completa","Buscamos integrar a nuestro Equipo de Depósito de Ruta 101, Auxiliar de depósito.Tareas.  Armado de pedido.  Carga y descarg.  Etiquetad.  Tareas relacionadas a depósito, armado de pedidos. Colaborar con el orden del depósitoCompetencias del cargo. Dinámic. Buen nivel de concentración en la tare.  Experiencia en cargo similare.  Se valorará formación en LogísticaSe ofrece: Jornada Laboral: Lunes a Viernes 44 horas semanalesRemuneración:acorde a las tareasDesarrollo profesional.","Comercio – Mercadeo – Ventas / Comercial / Ventas
","




Conocimientos: 

Distribución, logística, depósito.
Estudio Mínimo Necesario: Secundaria Incompleta
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/auxiliar-de-deposito-ID-172892",2019-09-18,"Auxiliar de  depósito",2019-10-18 23:28:31,"23:28:31","miercoles","montevideo","montevideo"

"Adecco","Almacén / Depósito / Stock",1,"Completa","Buscamos para importante empresa nacional (Auxiliar de Deposito)Principales responsabilidades:• Tareas de deposito• Distribución en deposito• Carga y descarga de mercadería• Movimiento de cajas de archivo dentro del depositoRequisitos:• Formación secundaria basica• Experiencia previa en tareas afines, en área de deposito• Disponibilidad horaria para trabajar de forma eventual ¡TRANSFORMÁ TU TALENTO EN EXPERIENCIA!APOSTÁ AL CAMBIO, NOSOTROS APOSTAMOS POR VOSEl compromiso de Adecco, es promover y mantener la cultura del respeto e igualdad de oportunidades. No discriminamos en función del género, religión, etnia, nacionalidad, cultura, grupo social, discapacidad o enfermedad, orientación sexual, estado civil, edad u opinión política. Cuando elegimos el personal para un cliente, la decisión se basa única y exclusivamente en los méritos y capacidades de esa persona.","Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
","




Conocimientos: 

Distribución, logística, depósito.
