"puesto","ID","fechaScraping","empresa","barrioCiudad","dpto","area","puestos","jornada","detalles","subareas","requisitos","fpub","dia"
"Técnico Electromecánico - con libreta A","www.buscojobs.com.uy/tecnico-electromecanico-con-libreta-a-ID-164138",2019-01-07 17:57:56,"Manpower Uruguay","Montevideo","Montevideo","Mecánica General",1,"Completa","Requisitos Excluyentes:• Egresados de carreras de Electromecánica o afines (UTU, COCAP o similar) • Conocimientos de motores Diesel • Experiencia previa no menor a 3 años en tareas afines al mantenimiento y reparación de motores Diesel y reparación de grupos electrógenos. • Poseer Libreta de conducir categoría A • Manejo de paquete Office • Dominio de idioma inglés a nivel técnico (básico) Desafíos:• Mantenimiento, diagnóstico y reparación de motores de acuerdo con la planificación tanto en taller o en la locación donde se encuentra el usuario final • Confeccionar reportes relativos a visitas • Cotizaciones • Ingreso de reclamos de garantía de sistema","Oficios – Servicios Varios / Mecánica General
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Motor Diesel 
									
										Electromecánica
									
										Mantenimiento General
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 25 Hasta 45 Años
							
							
							
								Sexo: Masculino
							
						

						
					
					
				",2019-01-07,"lunes"
"Vendedor","www.buscojobs.com.uy/vendedor-ID-164236",2019-01-07 17:57:56,"Arcor",NA,"Maldonado","Comercial / Ventas",1,"Completa","Distribuidora lider solicita vendedor/a (trabajo anual), se requiere buena presencia, capacidad para trabajar en equipo, experiencia en ventas de consumo masivo y conocimiento de la zona. Excluyente poseer moto o auto propio. IMPORTANTE HISTORIA LABORAL DE BPS ACTUALIZADA AL MOMENTO DE LA ENTREVISTA","Comercio – Mercadeo – Ventas / Comercial / Ventas
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Venta a supermercados
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 23 Hasta 40 Años
							
							
							
								
							
						

						
					
					
				",2019-01-07,"lunes"
"VENDEDOR PROFESIONAL","www.buscojobs.com.uy/vendedor-profesional-ID-164218",2019-01-07 17:57:56,"(Confidencial)",NA,"Montevideo","Comercial / Ventas",1,"Completa","VENDEDOR DE INTANGIBLES CON CONOCIMIENTO Y EXPERIENCIA DEL MERCADO PARA MONTEVIDEO E INTERIOR DEL PAISESTIMULANTE PROPUESTA DE TIPO INDEPENDIENTE CON EMPRESA UNIPERSONAL ABIERTA O POSIBILIDAD DE APERTURA EXCLUYENTESE OFRECE APOYO ECONÓMICO,VIÁTICOS,COMISIONES  Y POSIBILIDAD DE FORMAR CARTERA DE CLIENTE PROPIA","Comercio – Mercadeo – Ventas / Comercial / Ventas
									
										Comercio – Mercadeo – Ventas / Ejecutivo de Cuentas
									
										Comercio – Mercadeo – Ventas / Venta de Servicios
									
										Oportunidad de Negocio / Oportunidad de Negocio
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Seguros
									
										Venta de servicios
									
										Atención al Cliente
									
										Atención de Postventa
									
								Estudio Mínimo Necesario: Ciclo Básico Completo
							
							
							Edad: Desde 25 Hasta 40 Años
							
							
							
								
							
						

						
					
					
				",2019-01-07,"lunes"
"Administrativo para Inmobiliaria en Maldonado","www.buscojobs.com.uy/administrativo-para-inmobiliaria-en-maldonado-ID-164230",2019-01-07 17:57:56,"(Confidencial)",NA,"Maldonado","Administración de Empresas",1,"Completa","Importante empresa del rubro turístico, selecciona para formar parte de su equipo de trabajo: Administrativo para Inmobiliaria.La búsqueda se orienta a estudiantes de contabilidad o técnicos en administración, con alto sentido de la responsabilidad, compromiso e identificación con la organización, capacitados para trabajar bajo presión, proactivos y con vocación de servicio. Indispensable contar con experiencia en Inmobiliaria.Se valorará gran capacidad de autogestión y prolijidad en el trabajo. Requisito excluyente: residir en Maldonado. Experiencia previa mínimo 1 año. Excelente dominio de excel avanzado.","Administración – Secretariado / Administración de Empresas
									
										Administración – Secretariado / Auxiliar Administrativo
									
										Administración – Secretariado / Facturación / Cobros / Pagos
									
										Administración – Secretariado / Administración Contable y Financiera
									
										Atención al Cliente / Atención al Cliente
									
										Atención al Cliente / Recepción
									
										Turismo – Hotelería – Gastronomía / Turismo
									
										Turismo – Hotelería – Gastronomía / Atención al Viajero
									
										Atención al Cliente / Caja
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Administración Contable y Financiera
									
										Atención Telefónica y/o Recepción
									
										Auxiliar Administrativo
									
										Caja y/o Facturación
									
										Atención al Cliente
									
										Agente inmobiliario
									
										Auxiliar Contable
									
								Idiomas: 
							
							Inglés
								
								Portugués
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 22 Hasta 50 Años
							
							
							
								
							
						

						
					
					
				",2019-01-07,"lunes"
"Visual Merchandiser para HyM, líder mundial de la moda","www.buscojobs.com.uy/visual-merchandiser-para-hym-lider-mundial-de-la-moda-ID-164200",2019-01-07 17:57:56,"Manpower Uruguay",NA,"Montevideo","Comercial / Ventas",11,"Completa","Al igual que todo el mundo en H&M, creemos que eres una persona comercial, sociable, abierta, comunicativa y ambiciosa llena de iniciativa y optimismo. El puesto de trabajo de un/a Visual Merchandiser en H&M presenta los siguientes desafíos:• Amplio conocimiento e interés por la moda y las tendencias.• Garantizar una óptima presentación tanto en el interior de la tienda como en las vidrieras de acuerdo a nuestras directrices.• Planificar, desarrollar y dar seguimiento a las actividades comerciales y campañas.• Maximizar las ventas haciendo un análisis de los diversos informes y ejecutando las acciones correspondientes.• Comunicar e informar al equipo de tienda las próximas actividades y campañas de tienda.• Formar continuamente al equipo de tienda en la presentación del producto.• Garantizar que se siguen las rutinas tanto administrativas como de seguridad.. Estar enfocado en un excelente servicio al cliente.• Ser un ejemplo para el equipo y actuar como un modelo a seguir.","Comercio – Mercadeo – Ventas / Comercial / Ventas
									
										Comercio – Mercadeo – Ventas / Venta de Indumentaria
									
										Diseño – Decoración / Diseño de Indumentaria
									
										Diseño – Decoración / Diseño de Interiores
									
										Diseño – Decoración / Diseño Industrial
									
										Diseño – Decoración / Escaparatismo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Escaparatismo
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							
							
								
							
						

						
					
					
				",2019-01-07,"lunes"
"Desarrollador .Net","www.buscojobs.com.uy/desarrollador-net-ID-164222",2019-01-07 17:57:56,"(Confidencial)","Montevideo","Montevideo","Análisis de Sistemas",1,"Completa","Buscamos una persona proactiva con gusto por la programación. Ofrecemos la posibilidad de incorporarse a una empresa con muy buen ambiente de trabajo donde podrá desarrollarse y adquirir nuevos conocimientos en el área técnica y del negocio financiero.Tareas a realizarIncorporarse a un importante equipo de trabajo para el desarrollo de aplicaciones con tecnología Microsoft.Net y Oracle.El Postulante deberá tener las siguientes cualidades:* Proactivo y dinámico* Comprometido con el trabajo* Buenas aptitudes para el trabajo en equipo, el relacionamiento con los clientes y con los compañeros de trabajo.Requisitos:* Bueno manejo de ASP.NET, C# y JavaScript* Conocimientos básicos de HTML, CSS y jQuery* Conocimientos de SQL* Al menos un año de experiencia de trabajo como programadorSe valorará:* Conocimientos de Oracle PL/SQL * Buena escolaridad (adjuntar si es posible)","Tecnologías de la Información / Análisis de Sistemas
									
										Tecnologías de la Información / Programación
									
										Tecnologías de la Información / Desarrollo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								C#
									
										JavaScript
									
										PL/SQL
									
										SQL
									
										ASP.NET
									
										Microsoft .NET
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 25 Hasta 40 Años
							
							
							
								
							
						

						
					
					
				",2019-01-07,"lunes"
"chofer cobrador con libreta profesional para camión","www.buscojobs.com.uy/chofer-cobrador-con-libreta-profesional-para-camion-ID-164217",2019-01-07 17:57:56,"Bako S.A.",NA,"Montevideo","Venta de Insumos Industriales",NA,"Completa","Chofer cobrador con libreta profesional de camión y de moto,con experiencia y conocimiento de Montevideo.Se precisa para trabajo en deposito (armar pedidos, carga y descarga de mercaderia y tareas de deposito en general) y para entregas y cobros, tanto en camion como en moto.","Comercio – Mercadeo – Ventas / Venta de Insumos Industriales
									
										Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
									
										Distribución – Logística – Almacenamiento / Distribución / Logística / Abastecimiento
									
										Distribución – Logística – Almacenamiento / Transporte / Carga
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Cadetería y/o cobranza
									
										Chofer de Camiones
									
								Estudio Mínimo Necesario: Ciclo Básico Completo
							
							
							
							
								
							
						

						
					
					
				",2019-01-07,"lunes"
"Técnico/a de atención telefónica","www.buscojobs.com.uy/tecnicoa-de-atencion-telefonica-ID-164212",2019-01-07 17:57:56,"RE/MAX Unico","Montevideo","Montevideo","Inmobiliarias",NA,"Completa","Somos una empresa multinacional del rubro de bienes raíces  y nos encontramos en la búsqueda de un/a Técnico/a en atención telefónica para jornada completa.Sus principales tareas serán:- Atender y asesorar al cliente.- Recibir y atender al público, clientes y proveedores telefónica y personalmente.- Facilitar la comunicación agente-cliente.- Reservar y mantener adecuadamente las salas de reuniones.Condiciones de la propuesta:- De lunes a viernes jornada completa- Zona: Pocitos","Comercio – Mercadeo – Ventas / Inmobiliarias
									
										Comercio – Mercadeo – Ventas / Venta de Servicios
									
										Teletrabajo – Call Center / Call Center
									
										Mantenimiento General / Mantenimiento General
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Atención Telefónica y/o Recepción
									
										Venta de servicios
									
										Atención al Cliente
									
										Servicio al cliente
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-01-07,"lunes"
"Comercialización y Distribución","www.buscojobs.com.uy/comercializacion-y-distribucion-ID-164205",2019-01-07 17:57:56,"(Confidencial)",NA,"Montevideo","Comercial / Ventas",5,"Indiferente","Empresa de larga trayectoria selecciona personas para el area comercial. Actividad independiente de alta remuneración a tiempo parcial o completo. Ofrecemos: trabajo en equipo, plan de carrera y capacitación profesional. Orientamos nuestra búsqueda a personas con experiencia comercial empresarial. Imprescindible buena presencia, don de gente y capacidad de aprendizaje.Para postular:- Adjuntar CV completo.","Comercio – Mercadeo – Ventas / Comercial / Ventas
									
										Comercio – Mercadeo – Ventas / Supervisión de Equipos
									
										Distribución – Logística – Almacenamiento / Distribución / Logística / Abastecimiento
									
										Marketing – Publicidad / Mercadotecnia
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Distribución
									
										Captación de Cuentas
									
										Coordinación de fuerza de ventas
									
										Marketing al consumidor
									
										Prospección de clientes
									
										Venta de servicios
									
								Estudio Mínimo Necesario: Ciclo Básico Completo
							
							
							Edad: Desde 25 Hasta 70 Años
							
							
							
								
							
						

						
					
					
				",2019-01-06,"domingo"
"AUXILIAR DE ENFERMERIA (sexo femenino)","www.buscojobs.com.uy/auxiliar-de-enfermeria-sexo-femenino-ID-164204",2019-01-07 17:57:56,"(Confidencial)",NA,"Montevideo","Enfermería",2,"Medio turno mañana","Se solicita auxiliar de enfermería o próxima a recibirse, de sexo femenino, para residencial de ancianos ubicado en la zona de Prado, en el turno de 7 a 13 (6 horas). con modalidad de trabajo 5 y 1.Es necesario contar con:- Buena presencia.- Buen trato. - Buena predisposición. - Buen relacionamiento interpersonal, - Agil, detallista y actitud positiva.Tareas a desempeñar:- Higiene, alimentación, cuidado y confort del adulto mayor.- Suministro de medicación- Coordinación de visitas médicas.- Seguimiento de tratamientos, etc.Deseable pero no excluyente:- Contar con experiencia en residencial de ancianos.SE TENDRAN EN CUENTA SOLO CVs QUE CUENTEN CON FOTO ADJUNTA.","Salud / Enfermería
									
										Oficios – Servicios Varios / Servicio de Acompañantes
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Servicio de acompañantes
									
										Enfermería
									
										Auxiliar en Enfermería
									
								Estudio Mínimo Necesario: Ciclo Básico Completo
							
							
							Edad: Desde 20 Hasta 50 Años
							
							
							
								
							
						

						
					
					
				",2019-01-06,"domingo"
"Residencial del ancianos solicita personal (varios perfiles)","www.buscojobs.com.uy/residencial-del-ancianos-solicita-personal-varios-perfiles-ID-164203",2019-01-07 17:57:56,"(Confidencial)","Montevideo","Montevideo","Auxiliar de Servicios",4,"Indiferente","Se solicita personal femenino para residencial de ancianos ubicado en la zona del Prado, turnos de 6 y 8 horas, con modalidad de trabajo 5 y 1.Nos encontramos en la búsqueda de los siguientes perfiles:- Auxiliar de enfermería.- Cuidadora.- Auxiliar de servicio.- Auxiliar de cocina.- Encargada.Es fundamental contar con:- Buen relacionamiento interpersonal. - Ágil y detallista.- Actitud positiva.- Buena presencia.- Buen trato. - Buena predisposición. - Se valorara contar con experiencia previa en residenciales de ancianos así como experiencia previa en el cuidado de adultos mayores.SE TENDRAN EN CUENTA SOLO CVs QUE CUENTEN CON FOTO ADJUNTA.","Oficios – Servicios Varios / Auxiliar de Servicios
									
										Oficios – Servicios Varios / Servicio Doméstico
									
										Salud / Enfermería
									
										Oficios – Servicios Varios / Servicio de Acompañantes
									
										Salud / Técnicos
									
										Oficios – Servicios Varios / Limpieza
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Limpieza en General
									
										Servicio de acompañantes
									
										Enfermería
									
										Auxiliar en Enfermería
									
										Ayudante de cocina
									
								Estudio Mínimo Necesario: Primaria Completa
							
							
							Edad: Desde 20 Hasta 50 Años
							
							
							
								
									Sexo: Femenino
								
							
						

						
					
					
				",2019-01-06,"domingo"
"Planificador de campañas","www.buscojobs.com.uy/planificador-de-campanas-ID-164201",2019-01-07 17:57:56,"(Confidencial)","Montevideo","Montevideo","Desarrollo de Producto / Marca",NA,"Completa","Responsabilidades:- Creatividad y Redacción de Posteos diarios para redes sociales.- Panificacion Semanal de campañas en redes sociales- Realización y entrega semanal de informes de rendimiento de campañas - Creacíon y optimización de campañas en Google AdWords, Facebook Ads, Twitter Ads e Instagram.Requisitos:- Excelente Ortografía- De 1 a 2 años de experiencia en manejo de Campañas online.- Certificaciones en Google AdWords, Facebook Ads y Twitter Ads.- Se valorará la experiencia en redacción creativa, el nivel de cultura general y la proactividad.","Marketing – Publicidad / Desarrollo de Producto / Marca
									
										Marketing – Publicidad / Marketing
									
										Marketing – Publicidad / Publicidad
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Marketing directo
									
										Google Adwords
									
										SEO
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							
							
								
							
						

						
					
					
				",2019-01-04,"viernes"
"Vendedor","www.buscojobs.com.uy/vendedor-ID-164198",2019-01-07 17:57:56,"(Confidencial)",NA,"Montevideo","Comercial / Ventas",NA,"Completa","EMPRESA MULTINACIONAL LÍDER EN MOTOPARTESAmbiente de trabajo joven y dinámico, orientado a resultados. Se valora proactividad y pasión por la venta.Perfil:- Mayor de 25 años.- Perfil comercial (experiencia en ventas).- Movilidad propia (licencia vigente).- Disponibilidad para viajar por el interior.- Trabajo por objetivos.Salario:- Salario fijo más comisiones y viáticos.","Comercio – Mercadeo – Ventas / Comercial / Ventas
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Venta de productos en general
									
										Venta Industrial
									
										Venta automotriz
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							
							
								
							
						

						
					
					
				",2019-01-04,"viernes"
"Vendedor con Moto","www.buscojobs.com.uy/vendedor-con-moto-ID-164197",2019-01-07 17:57:56,"(Confidencial)",NA,"Montevideo","Automotores",2,"Completa","Tarea:Implica la responsabilidad de gestionar y promocionar los productos representados e importados por la empresa principalmente en Talleres de reparación automotriz (chapa y pintura y mecánica), Detailing, Ferreterías, etc, tendrá dentro de sus obligaciones el rápido desarrollo de la zona asignada dentro de Montevideo.Responsabilidades:Dentro de sus principales responsabilidades tendrá un sistema de organización a cumplir en forma imprescindible: 1	- Mapeo de Ruta. 2	- Organizar la hoja de ruta.3	– Comunicación inmediata de pedidos.4	– Gestionar la necesidad Técnica en clientes.5	– Reclutar Clientes para cursos y capacitaciones.La posición reportara al Responsable Comercial.Se ofrece:La incorporación a una empresa reconocida en el rubro, con un crecimiento importante y muy competitiva a nivel comercial.Capacitación constante en todos los rubros de productos que abarca la empresa.El horario es de 8:30 a 12:30 y de 13:30 a 18:00.Remuneraciones:Sueldo, Viáticos y comisiones.La persona:Debe estar permanentemente buscando el crecimiento comercial de la zona asignada, generando nuevas oportunidades de negocio. Deberá tener un alto grado de compromiso y responsabilidad, orientada a resultados y organizada.El trabajo debe ser desarrollado en Moto propia.","Comercio – Mercadeo – Ventas / Automotores
									
										Comercio – Mercadeo – Ventas / Comercial / Ventas
									
										Comercio – Mercadeo – Ventas / Ejecutivo de Cuentas
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Chapa y Pintura automotriz
									
										Mecánica automotriz
									
										Venta automotriz
									
								Estudio Mínimo Necesario: Ciclo Básico Completo
							
							
							Edad: Desde 18 Hasta 40 Años
							
							
							
								Sexo: Masculino
							
						

						
					
					
				",2019-01-04,"viernes"
"Gestor de Morosos - Negociador","www.buscojobs.com.uy/gestor-de-morosos-negociador-ID-164196",2019-01-07 17:57:56,"(Confidencial)",NA,"Montevideo","Gestión de Morosos",NA,"Indiferente","Empresa moderna e innovadora selecciona Gestores para Recuperación de Activos (Cobranza). La función es negociar deudas.Buscamos personas pro-activas, con ganas de superarse ,aprender un oficio(única escuela real de cobradores), responsables y buenas en el trabajo en equipo. Tienen que tener determinación.Se valorará estudios universitarios y buenas referencias.La jornada laboral será de 6 horas en la tarde y el sueldo es mixto(base + premios)","Cadetería - Cobranzas / Gestión de Morosos
									
										Atención al Cliente / Atención al Cliente
									
										Comercio – Mercadeo – Ventas / Comercial / Ventas
									
										Teletrabajo – Call Center / Call Center
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Gestión de Morosos
									
										atención al cliente
									
								Estudio Mínimo Necesario: Ciclo Básico Completo
							
							
							Edad: Desde 18 Hasta 27 Años
							
							
							
								
							
						

						
					
					
				",2019-01-04,"viernes"
"Asistente en Software Administrativo","www.buscojobs.com.uy/asistente-en-software-administrativo-ID-164194",2019-01-07 17:57:56,"(Confidencial)",NA,"Montevideo","Administración de Empresas",1,"Completa","Para empresa de Software.Reporta al líder de software PymesRealiza tareas de soporte, capacitación y puesta en marcha para un software de gestión de empresas Pymes- Soporte: Atender consultas y resolver problemas de clientes- Puesta en marcha: Asistir al cliente al comenzar a utilizar el sistema. Configuración inicial del sistema, visita a los clientes en el primer día de uso del sistema, trámite de homologación de facturación electrónica e importación de datos- Capacitación a clientes - Capacitar a los clientes en las funcionalidades del sistemaFormación Académica:Estudiantes avanzados de administración: EDA, UTU o similar. Excelente manejo de herramientas informáticas, valorándose conocimientos de Software de Gestión y ContabilidadDisponibilidad para viajes al interiorSe valora experiencia previa en trato con clientes (no excluyente)","Administración – Secretariado / Administración de Empresas
									
										Administración – Secretariado / Auxiliar Administrativo
									
										Administración – Secretariado / Administración Contable y Financiera
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Administración
									
										Auxiliar Contable
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 20 Hasta 60 Años
							
							
							
								
							
						

						
					
					
				",2019-01-04,"viernes"
"Desarrollador .Net y Android Studio","www.buscojobs.com.uy/desarrollador-net-y-android-studio-ID-164155",2019-01-07 17:57:56,"(Confidencial)",NA,"Montevideo","Análisis de Sistemas",1,"Completa","Somos una empresa en constante crecimiento en el sector tecnológico. Nuestro equipo sigue creciendo y estamos en busca de un desarrollador con conocimientos en Android Studio y Visual .net (WPF). Buscamos una persona pro activa, con actitud de trabajo, con ganas de incorporarse a un buen equipo de trabajo y muchas ganas de seguir aprendiendo.Requisitos:• Buena comunicación y pro actividad para trabajo en equipo.• Experiencia en desarrollo .NET (Visual Basic).• Conocimiento de herramientas Microsoft Visual .Net.• Conocimiento avanzado y/o experiencia en SQL/ MySql.Se valorarán los siguientes conocimientos / experiencia:• Desarrollo de aplicaciones móviles (Android).• Conocimiento de Android Studio.• Conocimiento de metodologías ágiles.• Conocimientos en administración de empresas.• Conocimientos contables.Para postularse adjuntar CV completo y aspiraciones salariales.","Tecnologías de la Información / Análisis de Sistemas
									
										Tecnologías de la Información / Calidad de Sistemas
									
										Tecnologías de la Información / Programación
									
										Tecnologías de la Información / Testing de Sistemas
									
										Tecnologías de la Información / Desarrollo
									
										Tecnologías de la Información / Aplicaciones para Celular
									
										Tecnologías de la Información / Android
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Visual Studio .NET
									
										Visual Basic .NET
									
										Java
									
										PHP
									
										SQL
									
										MySQL
									
										Web Services
									
										Android
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 18 Hasta 35 Años
							
							
							
								
							
						

						
					
					
				",2019-01-04,"viernes"
"Promotor - Asesor para el departamento de Colonia","www.buscojobs.com.uy/promotor-asesor-para-el-departamento-de-colonia-ID-164163",2019-01-07 17:57:56,"Resonance Uruguay","Colonia","Colonia","Comercial / Ventas",1,"Completa","Objetivo del cargo•	Será responsable de la generar nuevas oportunidades coordinando visitas a potenciales clientes dentro del departamento. •	Brindar asesoramiento sobre los diferentes productos y servicios disponibles.Perfil:•	Imprescindible ser residente del departamento de Colonia•	Sexo indistinto•	Proactividad, dinamismo, trabajar de forma independiente.•	Capacidad de organización y planificación.•	Conocimiento de herramientas informáticas.•	Estudios secundarios completos.Se valorará:•	Contar con experiencia en ventas en el canal minorista (almacenes, minimarket, kioscos, farmacias, etc.).•	Conocimientos en marketing.(Condiciones no excluyentes)Se ofrece:•	Posibilidad de integrarse a una empresa estable, en proceso de expansión. •	Capacitación permanente sobre los productos que se comercializan.•	Remuneración integrada por interesantes comisiones por ventas.","Comercio – Mercadeo – Ventas / Comercial / Ventas
									
										Comercio – Mercadeo – Ventas / Venta de Servicios
									
										Comercio – Mercadeo – Ventas / Venta de Servicios Financieros
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Venta de servicios
									
										Venta al por Mayor
									
										Venta al por Menor
									
										Venta de productos financieros
									
										Venta de productos informáticos
									
										Venta a Empresas
									
										Venta a supermercados
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 20 Hasta 50 Años
							
							
							
								
							
						

						
					
					
				",2019-01-04,"viernes"
"SOPORTE INFORMATICO","www.buscojobs.com.uy/soporte-informatico-ID-164182",2019-01-07 17:57:56,"SAPP S.A.",NA,"Canelones","Administración / Instalación de Redes",1,"Indiferente","Importante Servicio de Emergencia Móvil Pre Hospitalario de Canelones, llama a :  Técnico en PC , Técnico en Reparación e instalación de redes , para desempeñar funciones como  SOPORTE INFORMATICO.Serán requisitos importantes : Libreta de Conducir - Domicilio cercano a SALINAS.Carga horaria:  35 horas semanales.Sueldo Nominal :  $ 27.000","Tecnologías de la Información / Administración / Instalación de Redes
									
										Tecnologías de la Información / Administración de Base de datos
									
										Tecnologías de la Información / Hardware / Reparación PC
									
										Tecnologías de la Información / HelpDesk / Soporte Técnico
									
										Tecnologías de la Información / Operador Internet / Operador PC
									
										Tecnologías de la Información / Programación
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Tecnologías de la Información
									
										Análisis de Redes
									
										Operador PC
									
										Reparación PC
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 25 Hasta 35 Años
							
							
							
								Sexo: Masculino
							
						

						
					
					
				",2019-01-04,"viernes"
"Junior Full Stack Developer","www.buscojobs.com.uy/junior-full-stack-developer-ID-164189",2019-01-07 17:57:56,"EagerWorks",NA,"Montevideo","Programación",1,"Indiferente","Somos una empresa joven en crecimiento enfocada en el desarrollo web y móvil. Nos gusta trabajar en proyectos interesantes y desafiantes, buscando siempre construir productos innovadores y de calidad. Trabajamos con Ruby on Rails, iOS, Android, Angular, Ionic, entre otras.Nos gustaría sumar a nuestro equipo una persona apasionada por el desarrollo y con ganas de aprender constantemente.Requisitos excluyentes:--------------------------------- Conocimientos en programación y base de datos.- Estudiantes de ingeniería- Buen nivel de inglés oral y escritoSe valora conocimiento en:- Ruby on Rails- Frontend (HTML, CSS, JavaScript, Angular, React)- Desarrollo iOS - Desarrollo Android- GitHabilidades / Competencias clave: ---------------------------------------------- Querer hacer las cosas bien- Proactividad- Buen relacionamiento- Trabajo en equipo- Interés constante en el aprendizajeFunción:---------------------------Desarrollo de aplicaciones web y/o móvilHorario de trabajo:------------------------FlexibleDedicación horaria semanal: -------------------------------------30 horasSalario:----------A convenir","Tecnologías de la Información / Programación
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Diseño de Bases de Datos
									
										Programación
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 20 Hasta 30 Años
							
							
							
								
							
						

						
					
					
				",2019-01-04,"viernes"
"Oficial instrumentista","www.buscojobs.com.uy/oficial-instrumentista-ID-164186",2019-01-07 17:57:56,"(Confidencial)",NA,"Montevideo","Automatismos",1,"Indiferente","Mantenimiento de automatismos y neumática de planta industrial","Industria – Producción / Automatismos
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Electrónica
									
										Automatismos
									
										Neumática
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 21 Hasta 55 Años
							
							
							
								Sexo: Masculino
							
						

						
					
					
				",2019-01-04,"viernes"
"Asistente Comercial","www.buscojobs.com.uy/asistente-comercial-ID-164165",2019-01-07 17:57:56,"(Confidencial)","Montevideo","Montevideo","Análisis de Negocios",1,"Completa","Estamos seleccionando Asistente Comercial para integrar al equipo comercial de una empresa dedicada a mejorar la calidad de vida de las personas, con más de 20 años en el mercado.La persona debe de ser proactiva y con un marcado perfil comercial, que le gusten los desafíos y el trabajo por objetivos . Debe también ser ordenada, planificada y expeditiva. El buen desempeño oral y escrito es fundamental para poder desarrollarse en su puesto. La empatía e interacción con el usuario final es clave para la toma de decisión para la adquisición de nuestros productos.El trabajo en equipo con los demás integrantes del departamento comercial, así como otras áreas es fundamental para el éxito del trabajo individual. Manejo básico de paquete Office. Conocimientos contables básicos y manejo de software contable (preferentemente). Estos dos puntos son excluyentes.","Comercio – Mercadeo – Ventas / Análisis de Negocios
									
										Comercio – Mercadeo – Ventas / Comercial / Ventas
									
										Comercio – Mercadeo – Ventas / Venta de Insumos Salud
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Auxiliar Administrativo
									
										Memory Fígaro
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 25 Hasta 40 Años
							
							
							
								
									Sexo: Femenino
								
							
						

						
					
					
				",2019-01-04,"viernes"
"Responsable de Instalaciones","www.buscojobs.com.uy/responsable-de-instalaciones-ID-164187",2019-01-07 17:57:56,"Advice","Montevideo","Montevideo","Electrónica",NA,"Completa","Seleccionamos para empresa nacional del rubro Telecomunicaciones.Buscamos:Técnicos con experiencia en la gestión de equipos de Servicios Técnicos a domicilio y liderazgo en ejecución de tareas de instalaciones complejas, que incluyan cableados e interconexiones de equipos.Se requiere conocimientos de Electrónica y experiencia en cableado de red (UTP y Fibra Óptica), conocimientos en configuración de equipos e infraestructuras complejas de Red.Objetivos de la posición:Gestionar al equipo de servicio técnico y los equipos de instalaciones externos en el seguimiento y avance de obras, controlando los resultados con los estrictos estándares de calidad definidos por la Gerencia.Participa del cronograma de trabajo, incluyendo recursos a utilizar, etapas de obras, planificación de avance y logística de materiales e insumos en cada caso.Elaborara y reportara indicadores, trabajando en una mejora continua.","Oficios – Servicios Varios / Electrónica
									
										Tecnologías de la Información / Telecomunicaciones
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Electrónica
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-01-04,"viernes"
