"empresa","area","n_puestos","jornada","detalles","subareas","requisitos","ID","fecha_pub","puesto","fecha_scraping","h_pub","dia_pub","barrio_ciudad","dpto"
","




Conocimientos: 

Análisis de Datos
Coordinación de fuerza de ventas
Marketing al consumidor
Marketing directo
Microsoft Office
Idiomas: 

Español
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 30 Hasta 45 Años





","www.buscojobs.com.uy/analista-en-marketing-y-gestion-comercial-ID-174343",2019-10-29,"Analista en Marketing y Gestión Comercial",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Auxiliar Administrativo",1,"Completa","Empresa dedicada a la importación y distribución de productos y equipamiento de uso medico busca: Analista en Recursos Humanos.Buscamos: Profesionales del área de RRHH con experiencia en la gestión administrativa, documental y de liquidación de sueldos. Experiencia de al menos un año en liquidación de salarios, organización de la información y generación de reportes.Objetivos de la posición Realizará el armado y presentación de información para la liquidación de salarios, presentación de reportes e información ante organismos estatales. Actuará como interlocutor junto al referente del área frente a auditorias y consultas del personal. Colaborará en tareas administrativas y contables del sector. Orientamos la búsqueda a personas egresadas de carreras universitarios o a nivel terciario en el área de Administración o Recursos Humanos. Sera excluyente contar con al menos 2 años de experiencia previa en un cargo de similar responsabilidad. Será valorado contar con un dominio avanzado del inglés.Desafíos La persona seleccionada será responsable por efectuar el proceso de vinculación y contratación del personal y de coordinar los asuntos relativos a la administración del personal, los trámites pertinentes de solicitudes de permisos, comisiones, vacaciones, los pagos de salarios, la liquidación por egreso y la actualización permanente de las hojas de vida y demás documentos. La propuesta Es una buena oportunidad para integrarse a una organización sólida y en franco desarrollo, que ofrece desafíos y, buenas posibilidades de crecimiento tanto en el plano profesional como personal.","Administración – Secretariado / Auxiliar Administrativo
Administración – Secretariado / Facturación / Cobros / Pagos
Administración – Secretariado / Liquidación de Sueldos
","




Conocimientos: 

Auxiliar Administrativo
Liquidación de Sueldos
Selección y contratación de personal
Microsoft Office
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/analista-en-recursos-humanos-ID-174530",2019-11-06,"Analista en Recursos Humanos",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Administración de Personal",1,"Completa","Requisitos.  Licenciado/a en Psicología o Relaciones Laborales y/o estudiante de RRHH,CCEE o similar.  Experiencia comprobada en Reclutamiento y Selección de Personal.Competencias requeridas.  Excelente relacionamiento interpersonal..  Proactividad.  Capacidad de trabajar bajo presión.  Orientación a resultados.  Atención al detalle.Tareas principales.  Inducción de personal y tareas administrativas relacionadas tales como confección de contratos, mantenimiento de legajos de personal, altas y bajas de personal BPS, MTSS.  Realizar procesos de reclutamiento y selección de personal, relevamiento de perfiles de cargos solicitados y redacción de avisos.  Diseñar estrategias de reclutamiento.  Comunicaciones al personal, planificación de jornadas y eventos, control de ausentismo, licencias, generación de reportes de gestión.  Entrevistas de Seguimiento y de Egreso de personal.  Aplicar el marco disciplinario correspondiente en los casos que corresponda.  Mantener la base de datos actualizada y apoyar al área de Capital Humano en todas sus actividades.  Control y gestión de indicadores RRH.  Planificación de Eventos, búsqueda de Beneficios.Se ofrece:Oportunidad de integrarse a una empresa líder en su sector ubicada en World Trade Center con posibilidades de crecimiento y desarrollo.","Recursos Humanos / Administración de Personal
Recursos Humanos / Organización Interna
Recursos Humanos / Selección de Personal
","




Conocimientos: 

Selección y contratación de personal
Call Center
Recursos humanos
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 26 Hasta 45 Años





","www.buscojobs.com.uy/analista-en-rr-hh-ID-174720",2019-11-08,"Analista en RR.HH.",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Advice","Calidad de Sistemas",NA,"Completa","Buscamos:Candidatos con formación vinculada a carreras de Tecnologías de la Información.Deberán contar con conocimiento de ambiente Windows.Será necesario poseer un mínimo de dos años de experiencia en posiciones similares (principalmente en manejo de redes, servidores, ERPs y mantenimiento preventivo.Objetivos de la posición:Proporcionará asistencia con el hardware y software de la empresa.Brindará asistencia técnica a los usuarios en el área de informática para resolver los inconvenientes que puedan tener con sus equipos.Efectuará el manejo preventivo y mejora de licencias.Manejará las redes y los servidores.Brindará soporte a nivel I, II y III.","Tecnologías de la Información / Calidad de Sistemas
","




Conocimientos: 

Desarrollo Cliente/Servidor
Administración de Redes
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/analista-en-soporte-de-sistemas-ID-173772",2019-10-11,"Analista en Soporte de Sistemas",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Randstad Uruguay ","Programación",NA,"Completa","Buscamos Analist Funcional para nuestro Importante cliente de Industria Nacional.Entre sus principales funcionaes destacamos: Responsable de elaborar el análisis funcional de nuevas aplicaciones para la empresa, actualizar y mejorar las ya existentes.Es el nexo entre las necesidades del usuario y el equipo informatico.En base a las solicitudes de usuarios realiza el soporte y asistencia en las aplicaciones de la empresa.Asesora y capacita a los usuarios, con el fin de evitar cualquier problema que pueda surgir con los programas y obtener así el máximo rendimiento de los mismos.Programar y desarrollar formularios, procesos y reportes con las herramientas de diseño del sistema Magm. ERPProgramar funciones, vistas, procedimientos, triggers, etc, en SQL necesarias para el funcionamiento de los distintos procesos que componen el sistema Magm. ERPRealiza las tareas inherentes a su cargo y las equivalentes que eventualmente se le dicten por parte de su superior inmediato en tiempo y forma, dentro de un buen relacionamiento y armonía laboral.En cuanto a la formacion Académica:Analista en sistemas, Licenciatura en Sistemas con conocimientos en Administración.Conocimiento en arquitectura de computadores y gestión de software, lenguaje de programación SQL, datawarehousing y procesos de testing. ","Tecnologías de la Información / Programación
Tecnologías de la Información / Seguridad Informática
Tecnologías de la Información / Telecomunicaciones
Tecnologías de la Información / Testing de Sistemas
","




Conocimientos: 

Ingeniería en Telecomunicaciones
Idiomas: 

Inglés
Estudio Mínimo Necesario: Secundaria Completa
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/analista-funcional-ID-174247",2019-10-28,"Analista Funcional",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Arnaldo C. Castro.","Administración de Empresas",1,"Completa","Orientamos nuestra búsqueda hacia Economistas, Contadores, Licenciados en Administración de Empresas o estudiantes en el úlitmo año de la carreraSe requiere:Ser Economista, Contador, Licenciado en Administración o estudiante próximo a recibirseExperiencia comprobada de al menos 1 año como Analista Funcional  en el manejo de sistemas de Gestión.Conocimiento avanzado de la herramienta ExcelGran capacidad de trabajo en equipo.Proactividad, ordenado, detallista, actitud positiva. Se ofrece Oportunidad de incorporarse a una empresa líder en tecnología con variado portfolio de negocios, con sólida trayectoria y crecimiento.Muy buen ambiente laboral.Remuneración acorde a responsabilidades.El presente aviso de búsqueda alcanza a personas comprendidas dentro de la Ley 19.691","Administración – Secretariado / Administración de Empresas
Administración – Secretariado / Administración Contable y Financiera
Contabilidad – Auditoría – Finanzas / Economía
Tecnologías de la Información / Business Intelligence (BI) / DataWarehousing
","




Conocimientos: 

Administración de Empresas
Auditoría bancaria y contable
Herramientas de Gestión de Proyectos
Economía
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 22 Hasta 35 Años





","www.buscojobs.com.uy/analista-funcional-jr-ID-174691",2019-11-08,"Analista Funcional Jr.",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Análisis de Sistemas",1,"Indiferente","Buscamos profesionales del área IT con experiencia en analisis y desarrollo de sistemas utilizando la herramienta Genexus.  El puesto  implica desempeñarse en nuestra sede,  ubicada en Montevideo. Requisitos:Formación universitaria en el área de sistemas .Experiencia  en desarrollo de sistemas con Genexus (web/mobile) y  webservices.Responsabilidades: Relevamiento, análisis, desarrollo y  migración  de sistemas.Ofrecemos buen ambiente laboral, estabilidad y crecimiento.","Tecnologías de la Información / Análisis de Sistemas
Tecnologías de la Información / Consultoría
Tecnologías de la Información / Programación
Tecnologías de la Información / Testing de Sistemas
Tecnologías de la Información / Desarrollo
","




Conocimientos: 

GeneXus
Integración de Sistemas
Desarrollo Cliente/Servidor
Ingeniería de Sistemas/Computación/Software
Programación
Web Services
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 21 Hasta 70 Años





","www.buscojobs.com.uy/analista-genexus-ID-174458",2019-11-01,"Analista Genexus",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Análisis de Sistemas",1,"Medio turno mañana","Buscamos estudiantes del área IT con experiencia en analisis y desarrollo de sistemas utilizando la herramienta Genexus. El puesto  implica desempeñarse en nuestra sede,  ubicada en Montevideo. Requisitos excluyentes. Formación universitaria en el área de sistemas (excluyente). Experienciaen desarrollo de sistemas con Genexus (web/mobile . Conocimiento de B. Experiencia con webservices.Responsabilidades:Relevamiento, análisis, desarrollo y  migración  de sistemas.Ofrecemos buen ambiente laboral, estabilidad y crecimiento.","Tecnologías de la Información / Análisis de Sistemas
Tecnologías de la Información / Consultoría
Tecnologías de la Información / Programación
Tecnologías de la Información / Testing de Sistemas
Tecnologías de la Información / Desarrollo
","




Conocimientos: 

GeneXus
Integración de Sistemas
Desarrollo Cliente/Servidor
Ingeniería de Sistemas/Computación/Software
Programación
Web Services
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 21 Hasta 70 Años





","www.buscojobs.com.uy/analista-genexus-jr-ID-174477",2019-11-02,"Analista Genexus Jr",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Customs-hub","Análisis de Sistemas",1,"Indiferente","Startup en formación busca Analista GeneXus Senior. Buscamos una persona pr. activa, que le gusten los desafíos para trabajar en un proyecto en formación. La empresa se encuentra incubada en INGENIO LATU.No te vamos a mentir, hay mucho trabajo y poca plata. Pero si lo que te gusta es construir algo desde cero y sentirte parte de algo que comienza, este es tu proyecto. Valoramos experiencia en GeneXus 16, .Net, SQLServer, IIS, AWS, SOAP, WS y QTC. También vendría muy bien si podes escribir en Ingles o Portugués.Podes trabajar full time o part time. Presencial o a distancia. ","Tecnologías de la Información / Análisis de Sistemas
Tecnologías de la Información / Gestión de Proyectos
Tecnologías de la Información / Programación
Tecnologías de la Información / Desarrollo
","




Conocimientos: 

GeneXus
Idiomas: 

Inglés
Portugués
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/analista-genexus-senior-ID-174722",2019-11-08,"Analista GeneXus Senior",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Quantik","Gestión de Operaciones",1,"Completa","El Cargo:Tendrá dentro de sus responsabilidades el seguimiento de la operativa con los diferentes clientes. Dentro de las tareas deberá realizar cotizaciones, seguimiento de las mismas, organizar y controlarel envío de muestras, control de los documentos de embarque a distintos destinos cada unocon sus logísticas, así como registrar las operaciones en el sistema operativo de la empresa.La Persona:Buscamos una persona dinámica, con experiencia y con capacidad para aprender y dominarsituaciones de complejidad media. Trabajar en equipo y el buen relacionamientopersonal son claves para el puesto.Es imprescindible el excelente manejo oral y escrito del inglés y portugués.Conocimientos de informática.La Empresa:Somos una empresa nacional de brokers con un marcado crecimento en varias áreas del comercio de bienes, en contacto condiferentes países. Trabajamos en un ambiente agradable y el puesto ofrece buenas posibilidades de desarrollo","Administración – Secretariado / Gestión de Operaciones
Comercio – Mercadeo – Ventas / Comercio Exterior/Aduanas
","




Conocimientos: 

Comercio Internacional
Idiomas: 

Inglés
Portugués
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 25 Hasta 45 Años





","www.buscojobs.com.uy/analista-jr-en-comex-excelente-nivel-de-ingles-y-portugues-exc-ID-173841",2019-10-16,"ANALISTA Jr. EN COMEX - EXCELENTE NIVEL DE INGLÉS Y PORTUGUÉS (Exc)",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"PriceStats Uruguay","Economía",NA,"Completa","PriceStats, empresa dedicada a aplicar desarrollos en Big Data a la creación de estadísticas económicas a nivel internacional, busca cubrir en Uruguay dos posiciones para el puesto de ""Data Management Analyst"".* Rol:.  Utilizar las páginas web de los comercios y software propietario de PriceStats para catalogar la estructura de estos comercios y determinar los tipos de productos ofrecidos. Estas catalogaciones servirán para luego poder capturar las variables (ej: precios) automáticamente.  Evaluar la performance de estadísticas producidas por la empresa.  Colaborar en estudios de mercado de distintos países con el fin de identificar los comercios más relevantes para generar índices macroeconómicos.* Perfil buscado.  Estudiante de Economía o Estadística que haya completado o esté muy avanzado en el segundo año de la carrera.  Buen dominio del idioma inglés.  Predisposición a trabajar con bases de datos y conocer nuevas tecnologías.  Capacidad para resolver problemas en equipo.  Interés previo en macroeconomía es deseable pero no excluyente.El trabajo será de 6 horas diarias y se desarrollará de lunes a viernes en Plaza Independencia. Se ofrece sueldo altamente competitivo y la posibilidad de ser parte de una empresa joven y con gran potencial.","Contabilidad – Auditoría – Finanzas / Economía
","




Conocimientos: 

Economía
Estadística
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 27 Años





","www.buscojobs.com.uy/analista-junior-ID-173840",2019-10-18,"Analista Junior",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Ministerio De Economía Y Finanzas - Dirección General De Secretarí­A - Mef","Cargos Estatales",NA,NA,"Descripción de la oferta de trabajo en Uruguay. Profesional que cumpla el rol de Analista de Oficina de Proyectos (PMO) para el “Programa de Modernización de la Gestión Financiera Pública”.Lugar de Recepción de Consultas:ucp.llamados@mef.gub.uyucp.llamados@mef.gub.uy","Cargos Estatales / Cargos Estatales
","




Conocimientos: 

Economía





","www.buscojobs.com.uy/analista-oficina-de-proyectos-ministerio-de-economia-y-finanzas-ID-174678",2019-11-07,"Analista Oficina De Proyectos   Ministerio De Economía Y Finanzas",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Pronto!","Análisis de Sistemas",1,"Completa","¿De qué se trata? Codificar las necesidades del negocio en los sistemas. Analizar y diseñar soluciones. Realizar investigaciones sobre tecnologías. Implementar nuevas funcionalidades.Dar seguimiento y gestión de ordenes asignadas hasta su resolución.¿Qué buscamos? Jóvenes con compromiso, marcada orientación a resultados, metódico, organizado, pr. activo, y con capacidad para el trabajo en equipo. Ingenieros en Computación, Analistas de Sistemas, Analistas Programadores, Licenciados en Informática, o similar, recibidos o próximos a recibirse. Experiencia y vocación en programación, capacidad de investigación y análisis. Se valorarán conocimientos en metodologías ágiles, tecnologías .NET y SQL, así como experiencia en posiciones similares.¿Qué ofrecemos? Integrarse a una empresa líder en el mercado, con un excelente clima laboral, capacitación, entorno desafiante y posibilidades de crecimiento profesional.El presente proceso de selección se realiza en el marco de la Ley N° 19.691 y su Decreto Reglamentario N° 73/019, comprendiendo a las personas inscriptas en el Registro Nacional de Personas con Discapacidad, que reúnan las condiciones e idoneidad para el cargo descripto en el presente llamado.","Tecnologías de la Información / Análisis de Sistemas
Tecnologías de la Información / Arquitectura de Sistemas
Tecnologías de la Información / Gestión de Proyectos
Tecnologías de la Información / Programación
Tecnologías de la Información / Desarrollo
","




Conocimientos: 

Visual Basic .NET
SQL Server
Programación
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 18 Hasta 45 Años





","www.buscojobs.com.uy/analista-programador-para-it-ID-174025",2019-10-22,"ANALISTA PROGRAMADOR para IT",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Ministerio De Ganadería, Agricultura Y Pesca - Dirección General De Recursos Naturales Renovables","Cargos Estatales",NA,NA,"Descripción de la oferta de trabajo en Uruguay. Realizar análisis de suelos en laboratorio, en el marco de las actividades decartografíade suelos en el “Proyecto de Manejo Sustentable de los Recursos Naturales yAdaptación al Cambio Climático”Lugar de Recepción de Consultas:compras.ugp@mgap.gub.uyTeléfono de Consultas:23094507 int 202","Cargos Estatales / Cargos Estatales
","









","www.buscojobs.com.uy/analista-senior-de-laboratorio-ID-174478",2019-11-02,"Analista Senior De Laboratorio",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"CONTRATA","Administración / Instalación de Redes",1,"Completa","BUSCAMOS ANALISTA SENIOR/ ENCARGADO DE SOPORTE  PARA EMPRESA DE ITTareas: Brindar soporte de primer y segundo nivel a clientes. Seguimiento de reclamos, tickets de soporte, gestión de base de conocimiento. Requisitos: Excelente relación con el cliente , buen manejo de SQL server , conocimientos de C#, buen manejo de google drive y Excel.Se valora conocimientos en software ERP y puntos de venta.Experiencia de 4 años en tareas de similar responsabilidad. Perfil organizado, proactivo y resolutivo.La empresa de dedica al desarrollo e implementación de sistemas de punto de venta para retailers brindando soluciones de innovación tecnológica. Horario: de Lunes a Viernes de 9:00 a 18:00 hrs en la zona del centro.","Tecnologías de la Información / Administración / Instalación de Redes
Tecnologías de la Información / Análisis de Sistemas
Tecnologías de la Información / Consultoría
Tecnologías de la Información / HelpDesk / Soporte Técnico
Tecnologías de la Información / Operador Internet / Operador PC
Tecnologías de la Información / Sistemas Operativos
Tecnologías de la Información / Desarrollo
","




Conocimientos: 

ERP (Enterprise Resource Planning)
SQL Server
Microsoft Office
C#
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 22 Hasta 51 Años





","www.buscojobs.com.uy/analista-senior-encargado-de-soporte-it-ID-174653",2019-11-07,"ANALISTA SENIOR  ENCARGADO DE SOPORTE IT",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Advice","Contaduría",1,"Medio turno mañana","Andersen Tax & Legal es una firma miembro de Andersen Global, una asociación internacional con presencia en 60 países que brinda asesoría legal y contable. Con un equipo multidisciplinario de profesionales, se enfoca en brindar soluciones integrales a sus clientes tanto locales como internacionales.Buscamos:Estudiantes de Ciencias Económicas o Administración de Empresas.La posición requiere de un buen nivel de inglés, así como un dominio intermedio de Excel, conocimientos de sistemas de facturación electrónica y de programas contables representan competencias valoradas para el cargo.Preferentemente con experiencia laboral previa en posiciones afines.Objetivos de la posición:Llevará a cabo el registro de comprobantes.Realizará tareas de contabilidad, como también balances y conciliaciones. Solicitará fondos realizando las transferencias de los clientes y elaborando el reporte mensual correspondiente.Realizará declaraciones juradas mensuales y anuales.Verificará el tipo de cambio.Generará los respaldos necesarios de la información procesada, tanto física como electrónica.Verificará el cierre del balance realizando los pagos correspondientes en BPS y DGI en tiempo y forma.Será responsable del correcto archivo y organización de la documentación de los clientes calculando multas, recargos y boletos de pago.Realizará planillas de IVA y registrará compras y ventas en planillas Excel.Colaborará con demás tareas que le sean solicitadas y aseguren el buen funcionamiento del equipo.","Contabilidad – Auditoría – Finanzas / Contaduría
","




Conocimientos: 

Microsoft Office
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/andersen-tax-legal-auxiliar-contable-junior-ID-174725",2019-11-08,"Andersen Tax & Legal: Auxiliar Contable Junior",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Advice","Contaduría",1,"Completa","Andersen Tax & Legal es una firma miembro de Andersen Global, una asociación internacional con presencia en 60 países que brinda asesoría legal y contable. Con un equipo multidisciplinario de profesionales, se enfoca en brindar soluciones integrales a sus clientes tanto locales como internacionales.Buscamos:Egresados o estudiantes avanzados de Ciencias Económicas.La posición requiere de un dominio intermedio de Excel, así como un buen nivel de inglés representa una competencia valorada para el cargo.Contar con experiencia laboral previa en cargos afines así como en estudios contables o consultoras de mediano y gran porte.Objetivos de la posición:Reunirá toda la información contable, preparando el reporte de la contabilidad mensual de los clientes y atendiendo eventuales dudas que puedan surgir por parte de los mismos.Colaborará con el cierre de los balances.Controlará los vencimientos de pagos y certificados.Realizará las declaraciones juradas.Llevará a cabo el seguimiento de tareas laborales; a saber, contratos de trabajo, planillas, altas/bajas y nóminas, entre otros.Supervisará las actividades del Auxiliar Contable Junior, brindando el apoyo y las herramientas necesarias para un satisfactorio ejercicio del rol.Ofrecerá su apoyo ante las tareas administrativas que le sean solicitadas.Se responsabilizará del correcto cumplimiento de la normativa de calidad, participando en el sistema de gestión y aportando insumos para su mejora.Velará por el cumplimiento de los procesos establecidos en el sistema de gestión.","Contabilidad – Auditoría – Finanzas / Contaduría
","




Conocimientos: 

Microsoft Office
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/andersen-tax-legal-contador-semi-senior-ID-174726",2019-11-08,"Andersen Tax & Legal: Contador Semi Senior",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Randstad Uruguay ","Automatismos",NA,"Completa","Para Andritz empresa dedicada a ofrecer soluciones tecnológicas para industrias.Buscamos egresados o próximos a egresar en formación Ing. Eléctrica o Electrónica con conocimiento en Programación.Los seleccionados deberán contar con gran disponibilidad para viajar al interior y exterior del país.Se ofrece la oportunidad de desarrollarse en una empresa de gran porte y participar de proyectos de ingeniería, acompañado de atractivas condiciones de contratación.","Industria – Producción / Automatismos
Industria – Producción / I+D
Industria – Producción / Producción
Tecnologías de la Información / Programación
","




Conocimientos: 

Electrónica
Ingeniería Electrónica   
Programación
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/andritz-ing-electrico-electronico-jr-con-programacion-ID-174690",2019-11-08,"Andritz: Ing. Eléctrico Electrónico Jr. con Programación",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Job Btl","Atención al Cliente",10,"Indiferente","Seleccionamos promotoras y promotores de excelente presencia para participar en acción puntual en Montevideo de Noviembre 2019 a Abril 2020 como anfitriones de Cruceros.Requisitos:Mayores de 18 añosExcelente trato y simpatía• Inglés (First, excluyente con certificación) • Portugués (No excluyente) • Se valorará estudios en TurismoPostularse a través de Buscojobs.","Atención al Cliente / Atención al Cliente
Turismo – Hotelería – Gastronomía / Gastronomía
Turismo – Hotelería – Gastronomía / Turismo
Turismo – Hotelería – Gastronomía / Atención al Viajero
","




Conocimientos: 

Atención al Viajero
Idiomas: 

Inglés
Portugués
Estudio Mínimo Necesario: Secundaria Completa
Edad: Desde 18 Hasta 28 Años





","www.buscojobs.com.uy/anfitriones-de-cruceros-temporada-2019-20-ID-173354",2019-10-11,"Anfitriones de Cruceros Temporada 0-0",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Job Btl","Atención al Cliente",20,"Indiferente","Seleccionamos promotoras y promotores de excelente presencia para participar en acción puntual en Montevideo de Noviembre 2019 a Abril 2020 como anfitriones de Cruceros.Requisitos:• Mayores de 18 años• Excelente trato y simpatía• Inglés (First, excluyente con certificación)• Portugués (No excluyente)• Se valorará estudios en Turismo","Atención al Cliente / Atención al Cliente
Atención al Cliente / Recepción
Turismo – Hotelería – Gastronomía / Turismo
Turismo – Hotelería – Gastronomía / Atención al Viajero
","




Conocimientos: 

Agente turístico
Atención al Cliente
Estudio Mínimo Necesario: Secundaria Incompleta
Edad: Desde 18 Hasta 28 Años





","www.buscojobs.com.uy/anfitriones-de-cruceros-temporada-2019-2020-ID-174257",2019-10-28,"Anfitriones de Cruceros Temporada 0-00",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Mecánica Industrial",3,"Completa","La búsqueda se orienta a personas con formación mecánica y de electromecánica de maquinaria industrial.Se valorara el conocimiento de mantenimiento hidráulico.Es una oportunidad para ingresar en una empresa en constante crecimiento y de buen ambiente laboral.","Industria – Producción / Mecánica Industrial
Oficios – Servicios Varios / Electricidad
Oficios – Servicios Varios / Mecánica de Autos
Oficios – Servicios Varios / Mecánica General
Oficios – Servicios Varios / Mecánica Ligera
Oficios – Servicios Varios / Mecánica Pesada
Agroindustria / Maquinaria
Mantenimiento General / Mantenimiento General
","




Conocimientos: 

Electricidad automotriz
Electrónica
Mecánica automotriz
Motor Diesel 
Motor Nafta 
Mecánica industrial
Mecánica
Estudio Mínimo Necesario: Secundaria Completa
Edad: Desde 18 Hasta 35 Años
Sexo: Masculino





","www.buscojobs.com.uy/aprendiz-medio-oficial-oficial-mecanico-ID-174366",2019-10-30,"Aprendiz  Medio Oficial  Oficial Mecánico",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Mantenimiento Industrial",NA,"Completa","EMPRESA NAVAL selecciona para su Taller APRENDICES TORNEROS.Orientamos la búsqueda a jóvenes mayores de 18 años, estudiantes del último año de Máquinas y Herramientas en UTU o recientes egresados de dicho curso. Asimismo, pueden postular jóvenes recién egresados de los cursos de Tornería de Talleres Don Bosco. Se ofrece la posibilidad de ingresar al mundo del trabajo en una empresa industrial donde poner en práctica los conocimientos adquiridos, obtener desarrollo y experiencia profesional. Disponibilidad horaria para trabajo en turnos matutino o vespertino.","Industria – Producción / Mantenimiento Industrial
Industria – Producción / Mecánica Industrial
Oficios – Servicios Varios / Metalúrgica / Tornería
","




Conocimientos: 

Tornería
Estudio Mínimo Necesario: Ciclo Básico Completo
Edad: Desde 18 Hasta 30 Años





","www.buscojobs.com.uy/aprendiz-tornero-ID-174051",2019-10-22,"APRENDIZ TORNERO",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Almacén / Depósito / Stock",NA,"Completa","Seleccionamos:ARMADOR DE MUEBLES.Peón para Carga y Descarga.Deberá acreditar Ciclo Básico Completo y experiencia mínima de seis meses.Procuramos a un joven puntual, responsable, dinámico y con ganas de trabajar.Se ofrece:La posibilidad de integrarse a una sólida organización líder en su rubro en proceso de expansión sostenido y excelente ambiente laboral.Requisitos:Entre 20 y 30 años.Estudios secundarios completos.Excelente presenciaBuena capacidad de relacionamiento y trabajo en equipo.Dinámico y proactivo.Disponibilidad horaria.Experiencia de armado de muebles.Experiencia en Carga/descarga y distribución de mercadería.","Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
Distribución – Logística – Almacenamiento / Distribución / Logística / Abastecimiento
Distribución – Logística – Almacenamiento / Transporte / Carga
Oficios – Servicios Varios / Carpintería
Oficios – Servicios Varios / Distribuidor de Mercadería
","




Conocimientos: 

Distribución, logística, depósito.
Carpintería en madera
Peón Carga - Descarga
Estudio Mínimo Necesario: Ciclo Básico Completo
Edad: Desde 20 Hasta 30 Años
Sexo: Masculino





","www.buscojobs.com.uy/armador-de-muebles-peon-ID-174075",2019-10-23,"ARMADOR DE MUEBLES - PEON",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Montaje Industrial",NA,"Completa","Taller de Chapa y pintura selecciona:Armador y finalista de entrega.Tareas:Armador.Pulido y limpieza de vehículos.Se requiere experiencia en talleres,Lavaderos de automóviles.Será muy valorada la experiencia en pulido, y armado de vehículos.","Industria – Producción / Montaje Industrial
Oficios – Servicios Varios / Mecánica General
Oficios – Servicios Varios / Mecánica Ligera
Oficios – Servicios Varios / Limpieza
","




Conocimientos: 

Chapa y Pintura automotriz
Mecánica automotriz
Estudio Mínimo Necesario: Ciclo Básico Completo
Edad: Desde 27 Hasta 50 Años
Sexo: Masculino





